cty,Name,Individual_income_For_Children_Born_in_1978_rP_gM_p25
cty29093,"Iron County, MO",27632.863
cty29135,"Moniteau County, MO",27624.744
cty29081,"Harrison County, MO",27388.203
cty29141,"Morgan County, MO",27282.912
cty29119,"McDonald County, MO",27252.947
cty29145,"Newton County, MO",27238.93
cty29109,"Lawrence County, MO",27043.08
cty29083,"Henry County, MO",26991.791
cty29051,"Cole County, MO",26980.795
cty29059,"Dallas County, MO",26893.115
cty29131,"Miller County, MO",26814.635
cty29101,"Johnson County, MO",26746.525
cty29057,"Dade County, MO",26501.633
cty29127,"Marion County, MO",26350.414
cty29097,"Jasper County, MO",25962.561
cty29055,"Crawford County, MO",25782.596
cty29077,"Greene County, MO",25739.195
cty29069,"Dunklin County, MO",24822.068
cty29085,"Hickory County, MO",
cty29087,"Holt County, MO",
cty29105,"Laclede County, MO",25220.852
cty29155,"Pemiscot County, MO",24516.748
cty29095,"Jackson County, MO",22638.244
cty29125,"Maries County, MO",
cty29149,"Oregon County, MO",25937.934
cty29143,"New Madrid County, MO",25252.988
cty29133,"Mississippi County, MO",22597.957
cty28021,"Claiborne County, MS",16045.725
cty29153,"Ozark County, MO",
cty30021,"Dawson County, MT",37626.82
cty30017,"Custer County, MT",33231.668
cty30053,"Lincoln County, MT",32855.047
cty29186,"Ste. Genevieve County, MO",31177.289
cty29219,"Warren County, MO",31024.842
cty30041,"Hill County, MT",30665.855
cty30029,"Flathead County, MT",30264.41
cty30001,"Beaverhead County, MT",30174.736
cty29157,"Perry County, MO",30080.83
cty29177,"Ray County, MO",29975.279
cty30027,"Fergus County, MT",29856.033
cty30023,"Deer Lodge County, MT",29852.066
cty29183,"St. Charles County, MO",29454.682
cty29165,"Platte County, MO",29410.518
cty30013,"Cascade County, MT",29169.371
cty30047,"Lake County, MT",29088.266
cty30031,"Gallatin County, MT",29069.793
cty29209,"Stone County, MO",28970.721
cty30049,"Lewis and Clark County, MT",28785.506
cty29207,"Stoddard County, MO",28197.418
cty29163,"Pike County, MO",28097.561
cty29213,"Taney County, MO",27650.18
cty29175,"Randolph County, MO",27488.666
cty29215,"Texas County, MO",27396.832
cty29195,"Saline County, MO",27280.287
cty29223,"Wayne County, MO",27252.436
cty29229,"Wright County, MO",27151.801
cty29221,"Washington County, MO",27001.514
cty29187,"St. Francois County, MO",26922.998
cty29161,"Phelps County, MO",26764.482
cty30063,"Missoula County, MT",26511.229
cty29159,"Pettis County, MO",26408.1
cty29225,"Webster County, MO",26368.08
cty29167,"Polk County, MO",26212.602
cty29173,"Ralls County, MO",25759.918
cty29169,"Pulaski County, MO",25666.629
cty29171,"Putnam County, MO",
cty29179,"Reynolds County, MO",
cty29185,"St. Clair County, MO",26072.234
cty29217,"Vernon County, MO",25426.311
cty29181,"Ripley County, MO",25193.535
cty29189,"St. Louis County, MO",24668.9
cty29199,"Scotland County, MO",
cty29203,"Shannon County, MO",25661.959
cty29201,"Scott County, MO",24309.438
cty29205,"Shelby County, MO",
cty29211,"Sullivan County, MO",
cty30003,"Big Horn County, MT",20729.346
cty30035,"Glacier County, MT",18878.459
cty29510,"St. Louis city, MO",18591.473
cty30043,"Jefferson County, MT",
cty30065,"Musselshell County, MT",
cty30067,"Park County, MT",31406.928
cty30077,"Powell County, MT",
cty30083,"Richland County, MT",34512.102
cty30081,"Ravalli County, MT",30145.137
cty30085,"Roosevelt County, MT",
cty30087,"Rosebud County, MT",
cty30089,"Sanders County, MT",
cty31039,"Cuming County, NE",37308.246
cty31013,"Box Butte County, NE",37004.809
cty31003,"Antelope County, NE",36846.168
cty31041,"Custer County, NE",36602.621
cty31145,"Red Willow County, NE",35133.41
cty31095,"Jefferson County, NE",33886.07
cty31089,"Holt County, NE",33530.098
cty31141,"Platte County, NE",33273.781
cty31131,"Otoe County, NE",33181.887
cty31081,"Hamilton County, NE",33159.031
cty31121,"Merrick County, NE",33149.898
cty31037,"Colfax County, NE",33118.25
cty31119,"Madison County, NE",33017.449
cty31033,"Cheyenne County, NE",32946.523
cty31047,"Dawson County, NE",31848.488
cty31111,"Lincoln County, NE",31605.453
cty31137,"Phelps County, NE",31243.617
cty31001,"Adams County, NE",30556.705
cty31019,"Buffalo County, NE",30208.119
cty30111,"Yellowstone County, MT",29682.596
cty30093,"Silver Bow County, MT",29562.396
cty30101,"Toole County, MT",
cty30105,"Valley County, MT",
cty31011,"Boone County, NE",
cty31021,"Burt County, NE",
cty31023,"Butler County, NE",
cty31025,"Cass County, NE",30572.23
cty31027,"Cedar County, NE",
cty31031,"Cherry County, NE",
cty31035,"Clay County, NE",
cty31043,"Dakota County, NE",31593.629
cty31045,"Dawes County, NE",
cty31053,"Dodge County, NE",30121.354
cty31079,"Hall County, NE",29090.482
cty31067,"Gage County, NE",28790.176
cty31109,"Lancaster County, NE",27365.582
cty31055,"Douglas County, NE",25351.553
cty31093,"Howard County, NE",
cty31099,"Kearney County, NE",
cty31101,"Keith County, NE",
cty31107,"Knox County, NE",
cty31127,"Nemaha County, NE",
cty31139,"Pierce County, NE",
cty32013,"Humboldt County, NV",39674.863
cty31151,"Saline County, NE",36838.633
cty31159,"Seward County, NE",36452.098
cty32007,"Elko County, NV",35333.43
cty31185,"York County, NE",34045.109
cty34003,"Bergen County, NJ",33885.285
cty34019,"Hunterdon County, NJ",33769.063
cty34027,"Morris County, NJ",33600.074
cty32001,"Churchill County, NV",33403.34
cty31147,"Richardson County, NE",32955.973
cty34023,"Middlesex County, NJ",32457.223
cty31177,"Washington County, NE",32366.086
cty31157,"Scotts Bluff County, NE",31544.293
cty31155,"Saunders County, NE",30675.078
cty31153,"Sarpy County, NE",29812.992
cty31161,"Sheridan County, NE",
cty31167,"Stanton County, NE",
cty31169,"Thayer County, NE",
cty31173,"Thurston County, NE",
cty31179,"Wayne County, NE",
cty35025,"Lea County, NM",33478.902
cty35015,"Eddy County, NM",33233.902
cty34037,"Sussex County, NJ",32712.555
cty34041,"Warren County, NJ",31696.48
cty34035,"Somerset County, NJ",30710.668
cty33015,"Rockingham County, NH",30695.293
cty35007,"Colfax County, NM",30675.584
cty34015,"Gloucester County, NJ",30353.301
cty33011,"Hillsborough County, NH",30242.375
cty36037,"Genesee County, NY",30161.439
cty35051,"Sierra County, NM",30153.252
cty36039,"Greene County, NY",30116.756
cty34029,"Ocean County, NJ",30075.807
cty33007,"Coos County, NH",29837.91
cty34017,"Hudson County, NJ",29737.65
cty34005,"Burlington County, NJ",29727.711
cty36031,"Essex County, NY",29627.002
cty34025,"Monmouth County, NJ",29527.488
cty33017,"Strafford County, NH",29490.611
cty32510,"Carson City, NV",29414.361
cty33013,"Merrimack County, NH",29179.582
cty36009,"Cattaraugus County, NY",29116.619
cty33003,"Carroll County, NH",29078.924
cty35045,"San Juan County, NM",29049.498
cty32019,"Lyon County, NV",29035.936
cty36025,"Delaware County, NY",28912.828
cty34039,"Union County, NJ",28824.141
cty32023,"Nye County, NV",28797.598
cty33009,"Grafton County, NH",28760.412
cty36033,"Franklin County, NY",28657.197
cty36019,"Clinton County, NY",28644.232
cty32031,"Washoe County, NV",28638.521
cty35039,"Rio Arriba County, NM",28447.094
cty35017,"Grant County, NM",28439.879
cty33005,"Cheshire County, NH",28409.1
cty36027,"Dutchess County, NY",28402.299
cty36003,"Allegany County, NY",28351.834
cty36013,"Chautauqua County, NY",28281.262
cty34009,"Cape May County, NJ",28263.625
cty35035,"Otero County, NM",28231.08
cty36001,"Albany County, NY",28220.031
cty34033,"Salem County, NJ",28205.029
cty35037,"Quay County, NM",28204.189
cty36017,"Chenango County, NY",28203.176
cty34031,"Passaic County, NJ",28165.117
cty32003,"Clark County, NV",27765.207
cty36023,"Cortland County, NY",27749.229
cty35043,"Sandoval County, NM",27708.85
cty32005,"Douglas County, NV",27537.949
cty32033,"White Pine County, NV",
cty36035,"Fulton County, NY",27375.385
cty33001,"Belknap County, NH",27293.08
cty36029,"Erie County, NY",27267.285
cty36007,"Broome County, NY",27208.98
cty35029,"Luna County, NM",27187.949
cty36011,"Cayuga County, NY",27133.354
cty35041,"Roosevelt County, NM",27108.326
cty35006,"Cibola County, NM",26966.547
cty35009,"Curry County, NM",26923.063
cty35049,"Santa Fe County, NM",26914.172
cty20011,"Bourbon County, KS",26885.488
cty35005,"Chaves County, NM",26881.041
cty35047,"San Miguel County, NM",26537.201
cty35055,"Taos County, NM",26499.836
cty35001,"Bernalillo County, NM",26474.566
cty34007,"Camden County, NJ",26350.697
cty34011,"Cumberland County, NJ",25701.58
cty35013,"Do±íáüna County, NM",25698.744
cty34013,"Essex County, NJ",25596.873
cty33019,"Sullivan County, NH",25375.193
cty34021,"Mercer County, NJ",25141.516
cty35023,"Hidalgo County, NM",
cty35027,"Lincoln County, NM",26456.502
cty35028,"Los Alamos County, NM",
cty35061,"Valencia County, NM",26882.064
cty36021,"Columbia County, NY",26677.807
cty35053,"Socorro County, NM",26350.01
cty36015,"Chemung County, NY",26161.617
cty35031,"McKinley County, NM",19957.254
cty35057,"Torrance County, NM",
cty35059,"Union County, NM",
cty38105,"Williams County, ND",42145.379
cty38089,"Stark County, ND",37349.492
cty38059,"Morton County, ND",36013.496
cty38077,"Richland County, ND",35749.551
cty39107,"Mercer County, OH",35286.563
cty39137,"Putnam County, OH",34615.223
cty38099,"Walsh County, ND",33957.852
cty40009,"Beckham County, OK",33702.563
cty36049,"Lewis County, NY",33542.047
cty38015,"Burleigh County, ND",33511.496
cty38101,"Ward County, ND",33239.422
cty36079,"Putnam County, NY",32939.246
cty38003,"Barnes County, ND",32813.992
cty38093,"Stutsman County, ND",32701.326
cty40011,"Blaine County, OK",31441.961
cty46005,"Beadle County, SD",31428.938
cty38071,"Ramsey County, ND",31390.398
cty39175,"Wyandot County, OH",31388.301
cty39121,"Noble County, OH",30988.168
cty38017,"Cass County, ND",30850.313
cty39111,"Monroe County, OH",30849.826
cty36059,"Nassau County, NY",30824.572
cty38035,"Grand Forks County, ND",30565.891
cty36085,"Richmond County, NY",30291.873
cty36083,"Rensselaer County, NY",29912.307
cty36091,"Saratoga County, NY",29819.102
cty44009,"Washington County, RI",29753.803
cty36057,"Montgomery County, NY",29753.008
cty36099,"Seneca County, NY",29685.951
cty36103,"Suffolk County, NY",29679.74
cty36119,"Westchester County, NY",29674.656
cty36121,"Wyoming County, NY",29608.951
cty36095,"Schoharie County, NY",29599.385
cty39173,"Wood County, OH",29299.904
cty39135,"Preble County, OH",29235.893
cty40017,"Canadian County, OK",29198.883
cty39149,"Shelby County, OH",29181.283
cty39123,"Ottawa County, OH",29171.316
cty39161,"Van Wert County, OH",29010.383
cty36105,"Sullivan County, NY",28996.719
cty39125,"Paulding County, OH",28939.76
cty39165,"Warren County, OH",28817.943
cty39143,"Sandusky County, OH",28765.195
cty36117,"Wayne County, NY",28722.869
cty36089,"St. Lawrence County, NY",28700.229
cty44005,"Newport County, RI",28692.184
cty36087,"Rockland County, NY",28684.531
cty39159,"Union County, OH",28661.041
cty37099,"Jackson County, NC",28533.986
cty36077,"Otsego County, NY",28500.947
cty36053,"Madison County, NY",28427.137
cty44007,"Providence County, RI",28388.148
cty39169,"Wayne County, OH",28350.301
cty36043,"Herkimer County, NY",28350.102
cty36097,"Schuyler County, NY",28275.402
cty39157,"Tuscarawas County, OH",28253.389
cty36111,"Ulster County, NY",28245.623
cty36075,"Oswego County, NY",28188.346
cty39163,"Vinton County, OH",28037.803
cty36051,"Livingston County, NY",28019.396
cty36069,"Ontario County, NY",27983.273
cty36081,"Queens County, NY",27980.363
cty39117,"Morrow County, OH",27912.141
cty36065,"Oneida County, NY",27861.68
cty36073,"Orleans County, NY",27841.875
cty37053,"Currituck County, NC",27798.502
cty39147,"Seneca County, OH",27775.039
cty36107,"Tioga County, NY",27756.652
cty39109,"Miami County, OH",27653.914
cty36071,"Orange County, NY",27634.883
cty36093,"Schenectady County, NY",27586.619
cty39133,"Portage County, OH",27570.773
cty39167,"Washington County, OH",27536.742
cty39105,"Meigs County, OH",27522.965
cty40035,"Craig County, OK",27467.264
cty36101,"Steuben County, NY",27464.553
cty36113,"Warren County, NY",27405.314
cty36063,"Niagara County, NY",27391.578
cty36045,"Jefferson County, NY",27245.889
cty36115,"Washington County, NY",27180.711
cty40027,"Cleveland County, OK",27142.031
cty40019,"Carter County, OK",27137.406
cty39115,"Morgan County, OH",26902.643
cty36123,"Yates County, NY",26856.275
cty39127,"Perry County, OH",26805.508
cty36109,"Tompkins County, NY",26735.188
cty39171,"Williams County, OH",26731.668
cty36061,"New York County, NY",26718.41
cty45015,"Berkeley County, SC",26453.461
cty39001,"Adams County, OH",26393.414
cty40023,"Choctaw County, OK",26275.254
cty40015,"Caddo County, OK",26259.992
cty37173,"Swain County, NC",26175.66
cty40005,"Atoka County, OK",26091.453
cty37059,"Davie County, NC",26046.518
cty37143,"Perquimans County, NC",25835.766
cty37055,"Dare County, NC",25768.703
cty37003,"Alexander County, NC",25756.869
cty45035,"Dorchester County, SC",25720.199
cty37061,"Duplin County, NC",25709.586
cty37197,"Yadkin County, NC",25636.502
cty36067,"Onondaga County, NY",25596.221
cty36047,"Kings County, NY",25569.527
cty37101,"Johnston County, NC",25396.225
cty40031,"Comanche County, OK",25356.09
cty39131,"Pike County, OH",25340.557
cty37113,"Macon County, NC",25296.602
cty37149,"Polk County, NC",25287.896
cty37087,"Haywood County, NC",25008.723
cty39155,"Trumbull County, OH",24972.988
cty37121,"Mitchell County, NC",24940.293
cty37103,"Jones County, NC",24895.555
cty45063,"Lexington County, SC",24813.703
cty39139,"Richland County, OH",24752.254
cty39151,"Stark County, OH",24741.691
cty36055,"Monroe County, NY",24676.027
cty37037,"Chatham County, NC",24674.875
cty39119,"Muskingum County, OH",24644.582
cty45017,"Calhoun County, SC",24596.857
cty37133,"Onslow County, NC",24543.98
cty37179,"Union County, NC",24466.154
cty37171,"Surry County, NC",24248.375
cty37033,"Caswell County, NC",24247.818
cty37089,"Henderson County, NC",24222.471
cty37199,"Yancey County, NC",24165.424
cty37135,"Orange County, NC",24132.959
cty39141,"Ross County, OH",24115.197
cty40013,"Bryan County, OK",24110.418
cty37031,"Carteret County, NC",24075.363
cty45071,"Newberry County, SC",24037.059
cty37039,"Cherokee County, NC",24016.307
cty45013,"Beaufort County, SC",23732.275
cty37163,"Sampson County, NC",23658.332
cty40001,"Adair County, OK",23652.18
cty45001,"Abbeville County, SC",23631.307
cty37151,"Randolph County, NC",23625.68
cty39153,"Summit County, OH",23575.229
cty45055,"Kershaw County, SC",23567.799
cty39129,"Pickaway County, OH",23532.098
cty37049,"Craven County, NC",23439.859
cty37123,"Montgomery County, NC",23421.293
cty37183,"Wake County, NC",23420.85
cty37167,"Stanly County, NC",23411.385
cty37025,"Cabarrus County, NC",23380.498
cty37117,"Martin County, NC",23370.131
cty37191,"Wayne County, NC",23353.637
cty39145,"Scioto County, OH",23277.574
cty45051,"Horry County, SC",23276.703
cty37069,"Franklin County, NC",23079.668
cty45089,"Williamsburg County, SC",23054.809
cty37047,"Columbus County, NC",23022.721
cty45077,"Pickens County, SC",22996.646
cty37021,"Buncombe County, NC",22966.213
cty37131,"Northampton County, NC",22902.803
cty37189,"Watauga County, NC",22864.758
cty37193,"Wilkes County, NC",22643.406
cty37145,"Person County, NC",22589.902
cty45025,"Chesterfield County, SC",22563.326
cty45023,"Chester County, SC",22450.213
cty37125,"Moore County, NC",22419.219
cty45053,"Jasper County, SC",22376.654
cty37001,"Alamance County, NC",22354.846
cty37005,"Alleghany County, NC",
cty37017,"Bladen County, NC",23088.605
cty37169,"Stokes County, NC",22325.219
cty45073,"Oconee County, SC",22303.061
cty39113,"Montgomery County, OH",22287.029
cty37057,"Davidson County, NC",22169.564
cty45003,"Aiken County, SC",22151.492
cty45085,"Sumter County, SC",22128.711
cty45083,"Spartanburg County, SC",22110.742
cty45081,"Saluda County, SC",22063.666
cty45021,"Cherokee County, SC",22051.578
cty45091,"York County, SC",22010.393
cty37109,"Lincoln County, NC",21989.031
cty37097,"Iredell County, NC",21854.006
cty45037,"Edgefield County, SC",21839.414
cty37111,"McDowell County, NC",21835.902
cty45045,"Greenville County, SC",21820.74
cty37115,"Madison County, NC",21802.646
cty37083,"Halifax County, NC",21778.859
cty37035,"Catawba County, NC",21776.014
cty45027,"Clarendon County, SC",21745.52
cty37019,"Brunswick County, NC",21676.668
cty37013,"Beaufort County, NC",21663.387
cty37027,"Caldwell County, NC",21655.641
cty37187,"Washington County, NC",21626.145
cty37141,"Pender County, NC",21596.223
cty45033,"Dillon County, SC",21575.549
cty45059,"Laurens County, SC",21461.156
cty45009,"Bamberg County, SC",21396.211
cty40021,"Cherokee County, OK",21347.289
cty45075,"Orangeburg County, SC",21323.295
cty45029,"Colleton County, SC",21321.16
cty37015,"Bertie County, NC",21315.947
cty45087,"Union County, SC",21305.941
cty37023,"Burke County, NC",21285.473
cty45019,"Charleston County, SC",21243.516
cty45057,"Lancaster County, SC",21163.445
cty45041,"Florence County, SC",21152.084
cty45039,"Fairfield County, SC",20973.188
cty45031,"Darlington County, SC",20822.482
cty45079,"Richland County, SC",20812.885
cty37129,"New Hanover County, NC",20797.713
cty37009,"Ashe County, NC",20642.125
cty45011,"Barnwell County, SC",20555.615
cty45043,"Georgetown County, SC",20525.916
cty45007,"Anderson County, SC",20312.68
cty45061,"Lee County, SC",20265.295
cty45047,"Greenwood County, SC",20072.42
cty45067,"Marion County, SC",20014.904
cty37007,"Anson County, NC",19792.83
cty37029,"Camden County, NC",
cty37127,"Nash County, NC",21836.418
cty37071,"Gaston County, NC",20562.443
cty37067,"Forsyth County, NC",20425.889
cty37041,"Chowan County, NC",20060.078
cty37043,"Clay County, NC",
cty37051,"Cumberland County, NC",22468.451
cty37085,"Harnett County, NC",21686.732
cty37105,"Lee County, NC",21205.061
cty37091,"Hertford County, NC",20956.926
cty37081,"Guilford County, NC",20790.408
cty37119,"Mecklenburg County, NC",20478.521
cty37107,"Lenoir County, NC",20472.912
cty37045,"Cleveland County, NC",20245.543
cty37077,"Granville County, NC",19919.697
cty37063,"Durham County, NC",19300.014
cty37011,"Avery County, NC",19273.611
cty45069,"Marlboro County, SC",19216.355
cty37065,"Edgecombe County, NC",19177.533
cty45049,"Hampton County, SC",18898.096
cty37093,"Hoke County, NC",18420.307
cty45005,"Allendale County, SC",17393.834
cty37079,"Greene County, NC",17090.914
cty37137,"Pamlico County, NC",
cty37139,"Pasquotank County, NC",22893.574
cty37175,"Transylvania County, NC",22270.041
cty37153,"Richmond County, NC",21844.254
cty37185,"Warren County, NC",21824.879
cty37157,"Rockingham County, NC",21584.084
cty37159,"Rowan County, NC",20922.471
cty37195,"Wilson County, NC",20795.299
cty37161,"Rutherford County, NC",20595.533
cty37147,"Pitt County, NC",19899.242
cty37181,"Vance County, NC",18934.775
cty38079,"Rolette County, ND",18756.287
cty37155,"Robeson County, NC",18679.061
cty37165,"Scotland County, NC",17254.447
cty38009,"Bottineau County, ND",
cty38097,"Traill County, ND",
cty39075,"Holmes County, OH",31911.766
cty39051,"Fulton County, OH",31267.02
cty39011,"Auglaize County, OH",31062.207
cty39037,"Darke County, OH",30755.848
cty39067,"Harrison County, OH",30414.623
cty39055,"Geauga County, OH",29931.617
cty39103,"Medina County, OH",29928.629
cty39069,"Henry County, OH",29817.139
cty39065,"Hardin County, OH",29583.059
cty39013,"Belmont County, OH",29223.613
cty39019,"Carroll County, OH",28984.881
cty39077,"Huron County, OH",28958.555
cty39085,"Lake County, OH",28585.746
cty39039,"Defiance County, OH",28231.465
cty39041,"Delaware County, OH",27725.238
cty39005,"Ashland County, OH",27714.547
cty39083,"Knox County, OH",27683.055
cty39029,"Columbiana County, OH",27372.545
cty39063,"Hancock County, OH",27310.268
cty39059,"Guernsey County, OH",27055.496
cty39081,"Jefferson County, OH",26778.955
cty39021,"Champaign County, OH",26630.252
cty39007,"Ashtabula County, OH",26360.781
cty39033,"Crawford County, OH",26190.58
cty39025,"Clermont County, OH",26178.82
cty39079,"Jackson County, OH",26114.777
cty39089,"Licking County, OH",25907.893
cty39093,"Lorain County, OH",25873.559
cty39097,"Madison County, OH",25837.543
cty39071,"Highland County, OH",25795.318
cty39045,"Fairfield County, OH",25788.867
cty39043,"Erie County, OH",25708.021
cty39015,"Brown County, OH",25625.686
cty39101,"Marion County, OH",25575.705
cty39091,"Logan County, OH",25488.047
cty39027,"Clinton County, OH",25389.479
cty39057,"Greene County, OH",25337.545
cty39053,"Gallia County, OH",25288.346
cty39073,"Hocking County, OH",25235.229
cty39087,"Lawrence County, OH",25086.281
cty39047,"Fayette County, OH",24823.715
cty39003,"Allen County, OH",24772.559
cty39017,"Butler County, OH",24415.408
cty39099,"Mahoning County, OH",24384.105
cty39031,"Coshocton County, OH",23833.471
cty39035,"Cuyahoga County, OH",22993.383
cty39095,"Lucas County, OH",22991.344
cty39009,"Athens County, OH",22499.184
cty39023,"Clark County, OH",22461.754
cty39061,"Hamilton County, OH",22289.705
cty39049,"Franklin County, OH",21978.436
cty40029,"Coal County, OK",
cty40033,"Cotton County, OK",
cty40077,"Latimer County, OK",38127.242
cty40093,"Major County, OK",36315.398
cty40073,"Kingfisher County, OK",36149.816
cty40139,"Texas County, OK",34330.824
cty40049,"Garvin County, OK",34054.074
cty40039,"Custer County, OK",33397.891
cty40107,"Okfuskee County, OK",32995.004
cty40137,"Stephens County, OK",32937.188
cty40149,"Washita County, OK",32857.711
cty40061,"Haskell County, OK",32249.475
cty40079,"Le Flore County, OK",31296.719
cty40087,"McClain County, OK",31260.98
cty40063,"Hughes County, OK",31252.492
cty40127,"Pushmataha County, OK",31250.361
cty40105,"Nowata County, OK",31141.662
cty40051,"Grady County, OK",31028.67
cty40117,"Pawnee County, OK",30831.695
cty40075,"Kiowa County, OK",30792.109
cty40131,"Rogers County, OK",30097.873
cty40099,"Murray County, OK",29603.813
cty40119,"Payne County, OK",29483.59
cty40141,"Tillman County, OK",29460.17
cty40121,"Pittsburg County, OK",29434.764
cty40135,"Sequoyah County, OK",29405.801
cty40103,"Noble County, OK",29130.898
cty40115,"Ottawa County, OK",29047.035
cty40047,"Garfield County, OK",28735.555
cty40037,"Creek County, OK",28680.145
cty40065,"Jackson County, OK",26609.643
cty40041,"Delaware County, OK",25821.793
cty40055,"Greer County, OK",
cty40067,"Jefferson County, OK",
cty40069,"Johnston County, OK",
cty40081,"Lincoln County, OK",29621.604
cty40145,"Wagoner County, OK",28286.279
cty40083,"Logan County, OK",27911.355
cty40071,"Kay County, OK",26598.459
cty40085,"Love County, OK",
cty40113,"Osage County, OK",28067.643
cty40133,"Seminole County, OK",27879.416
cty40097,"Mayes County, OK",27727.633
cty40125,"Pottawatomie County, OK",27125.779
cty40123,"Pontotoc County, OK",27059.873
cty40091,"McIntosh County, OK",26898.574
cty40147,"Washington County, OK",26471.771
cty40143,"Tulsa County, OK",25800.451
cty40089,"McCurtain County, OK",25450.67
cty40111,"Okmulgee County, OK",25442.502
cty40095,"Marshall County, OK",25327.027
cty40109,"Oklahoma County, OK",24885.506
cty40101,"Muskogee County, OK",24880.135
cty40151,"Woods County, OK",
cty40153,"Woodward County, OK",35228.48
cty42001,"Adams County, PA",33270.273
cty42031,"Clarion County, PA",31973.055
cty41061,"Union County, OR",31783.6
cty42017,"Bucks County, PA",31474.596
cty42025,"Carbon County, PA",31448.293
cty42005,"Armstrong County, PA",31391.512
cty41015,"Curry County, OR",31071.037
cty41013,"Crook County, OR",30345.203
cty42029,"Chester County, PA",30143.113
cty42021,"Cambria County, PA",30087.498
cty41065,"Wasco County, OR",29949.93
cty42019,"Butler County, PA",29727.531
cty42009,"Bedford County, PA",29571.477
cty41057,"Tillamook County, OR",29227.318
cty41009,"Columbia County, OR",29217.121
cty41001,"Baker County, OR",29194.809
cty42011,"Berks County, PA",29157.596
cty42007,"Beaver County, PA",29066.703
cty41027,"Hood River County, OR",28795.572
cty41059,"Umatilla County, OR",28681.234
cty41005,"Clackamas County, OR",28452.902
cty41067,"Washington County, OR",28316.395
cty42027,"Centre County, PA",28232.281
cty41035,"Klamath County, OR",28171.309
cty41017,"Deschutes County, OR",28105.674
cty41053,"Polk County, OR",27600.27
cty42015,"Bradford County, PA",27592.289
cty41031,"Jefferson County, OR",27488.832
cty41033,"Josephine County, OR",27436.291
cty41011,"Coos County, OR",27370.18
cty41019,"Douglas County, OR",27359.996
cty41045,"Malheur County, OR",27168.068
cty41029,"Jackson County, OR",27079.355
cty41043,"Linn County, OR",26692.627
cty41041,"Lincoln County, OR",26563.232
cty41007,"Clatsop County, OR",26460.602
cty41003,"Benton County, OR",25946.344
cty41023,"Grant County, OR",
cty41025,"Harney County, OR",
cty41037,"Lake County, OR",
cty41071,"Yamhill County, OR",27182.479
cty42013,"Blair County, PA",26415.43
cty42003,"Allegheny County, PA",26409.355
cty41039,"Lane County, OR",26278.867
cty41047,"Marion County, OR",26074.848
cty41049,"Morrow County, OR",
cty41051,"Multnomah County, OR",25295.516
cty41063,"Wallowa County, OR",
cty42023,"Cameron County, PA",
cty42103,"Pike County, PA",33627.535
cty42059,"Greene County, PA",32345.305
cty42061,"Huntingdon County, PA",32341.27
cty42063,"Indiana County, PA",32180.221
cty42107,"Schuylkill County, PA",32150.037
cty42127,"Wayne County, PA",31949.512
cty42105,"Potter County, PA",31927.148
cty42075,"Lebanon County, PA",31704.131
cty42055,"Franklin County, PA",31659.584
cty42109,"Snyder County, PA",31234.053
cty42071,"Lancaster County, PA",31165.418
cty42091,"Montgomery County, PA",31119.881
cty42041,"Cumberland County, PA",30925.184
cty42097,"Northumberland County, PA",30924.164
cty42083,"McKean County, PA",30287.068
cty42093,"Montour County, PA",30259.543
cty42131,"Wyoming County, PA",30227.516
cty42037,"Columbia County, PA",30180.217
cty42079,"Luzerne County, PA",30145.924
cty42065,"Jefferson County, PA",30041.158
cty42133,"York County, PA",30039.301
cty42129,"Westmoreland County, PA",29986.424
cty42077,"Lehigh County, PA",29925.98
cty44003,"Kent County, RI",29842.908
cty42123,"Warren County, PA",29812.65
cty42099,"Perry County, PA",29743.877
cty42119,"Union County, PA",29634.73
cty42089,"Monroe County, PA",29565.303
cty42069,"Lackawanna County, PA",29515.461
cty42111,"Somerset County, PA",29485.426
cty42115,"Susquehanna County, PA",29453.025
cty42095,"Northampton County, PA",29274.945
cty44001,"Bristol County, RI",29217.047
cty42125,"Washington County, PA",29212.059
cty42117,"Tioga County, PA",29108.799
cty42057,"Fulton County, PA",28962.123
cty42033,"Clearfield County, PA",28849.955
cty42039,"Crawford County, PA",28669.656
cty42045,"Delaware County, PA",28601.713
cty42047,"Elk County, PA",28120.66
cty42067,"Juniata County, PA",28004.613
cty42035,"Clinton County, PA",27889.096
cty42073,"Lawrence County, PA",27744.932
cty42051,"Fayette County, PA",27569.646
cty42085,"Mercer County, PA",27503.178
cty42121,"Venango County, PA",27445.146
cty42087,"Mifflin County, PA",27299.629
cty42081,"Lycoming County, PA",27020.688
cty42049,"Erie County, PA",26025.01
cty42043,"Dauphin County, PA",25404.521
cty42101,"Philadelphia County, PA",22980.434
cty45065,"McCormick County, SC",
cty46009,"Bon Homme County, SD",
cty46109,"Roberts County, SD",35214.871
cty46019,"Butte County, SD",33601.98
cty46013,"Brown County, SD",33304.059
cty46011,"Brookings County, SD",32863.918
cty46023,"Charles Mix County, SD",
cty46079,"Lake County, SD",34148.301
cty46083,"Lincoln County, SD",32754.846
cty46035,"Davison County, SD",31785.672
cty46081,"Lawrence County, SD",31360.729
cty46093,"Meade County, SD",31329.602
cty46065,"Hughes County, SD",30430.709
cty46029,"Codington County, SD",29714.512
cty47043,"Dickson County, TN",26059.77
cty46027,"Clay County, SD",25881.139
cty46033,"Custer County, SD",
cty46037,"Day County, SD",
cty46047,"Fall River County, SD",
