cty,Name,Individual_income_For_Children_Born_in_1978_rP_gM_p25
cty17121,"Marion County, IL",25736.807
cty17145,"Perry County, IL",25180.863
cty17113,"McLean County, IL",25081.26
cty17143,"Peoria County, IL",24993.461
cty17115,"Macon County, IL",24099.814
cty17153,"Pulaski County, IL",
cty17163,"St. Clair County, IL",23501.916
cty17167,"Sangamon County, IL",22656.867
cty17169,"Schuyler County, IL",
cty17171,"Scott County, IL",
cty17183,"Vermilion County, IL",25196.967
cty17177,"Stephenson County, IL",24823.646
cty18115,"Ohio County, IN",
cty18161,"Union County, IN",
cty18171,"Warren County, IN",
cty19001,"Adair County, IA",
cty19009,"Audubon County, IA",
cty19031,"Cedar County, IA",39436.281
cty19075,"Grundy County, IA",37500.84
cty19109,"Kossuth County, IA",36942.719
cty19091,"Humboldt County, IA",36935.086
cty19023,"Butler County, IA",36523.98
cty19035,"Cherokee County, IA",36214.445
cty19083,"Hardin County, IA",36044.906
cty19047,"Crawford County, IA",35650.75
cty19027,"Carroll County, IA",35613.594
cty19081,"Hancock County, IA",35536.602
cty19043,"Clayton County, IA",35264.336
cty19089,"Howard County, IA",34930.219
cty19065,"Fayette County, IA",34836.355
cty19017,"Bremer County, IA",34822.188
cty19011,"Benton County, IA",34647.047
cty19037,"Chickasaw County, IA",34584.961
cty19019,"Buchanan County, IA",34007.016
cty19029,"Cass County, IA",33822.824
cty19041,"Clay County, IA",33700.387
cty19061,"Dubuque County, IA",33346.5
cty19053,"Decatur County, IA",33098.859
cty19085,"Harrison County, IA",32936.453
cty19045,"Clinton County, IA",32857.027
cty19097,"Jackson County, IA",32841.441
cty19095,"Iowa County, IA",32725.318
cty19055,"Delaware County, IA",32389.732
cty19079,"Hamilton County, IA",32356.143
cty19063,"Emmet County, IA",32149.49
cty19069,"Franklin County, IA",31946.629
cty19067,"Floyd County, IA",31793.393
cty19093,"Ida County, IA",31627.545
cty19059,"Dickinson County, IA",31620.418
cty19107,"Keokuk County, IA",31589.615
cty19025,"Calhoun County, IA",31586.227
cty19073,"Greene County, IA",31474.697
cty19021,"Buena Vista County, IA",30962.123
cty19105,"Jones County, IA",30942.604
cty19077,"Guthrie County, IA",30852.564
cty19015,"Boone County, IA",30578.406
cty19049,"Dallas County, IA",30548.346
cty19033,"Cerro Gordo County, IA",30051.467
cty19103,"Johnson County, IA",29040.227
cty19057,"Des Moines County, IA",28643.326
cty19039,"Clarke County, IA",28382.098
cty19101,"Jefferson County, IA",27276.539
cty19013,"Black Hawk County, IA",27209.604
cty19051,"Davis County, IA",
cty19071,"Fremont County, IA",
cty19119,"Lyon County, IA",38213.93
cty19151,"Pocahontas County, IA",37712.789
cty19167,"Sioux County, IA",37414.871
cty19141,"O'Brien County, IA",36877.336
cty19149,"Plymouth County, IA",35762.492
cty19157,"Poweshiek County, IA",35389.305
cty19171,"Tama County, IA",34481.379
cty19133,"Monona County, IA",34176.449
cty19161,"Sac County, IA",34096.676
cty19123,"Mahaska County, IA",33858.633
cty20013,"Brown County, KS",33840.023
cty19191,"Winneshiek County, IA",33545.699
cty20009,"Barton County, KS",33273.414
cty19147,"Palo Alto County, IA",32857.148
cty19197,"Wright County, IA",32844.063
cty19131,"Mitchell County, IA",32478.813
cty19137,"Montgomery County, IA",32391.789
cty19117,"Lucas County, IA",32273.031
cty19125,"Marion County, IA",32143.84
cty19181,"Warren County, IA",31785.627
cty19121,"Madison County, IA",31784.334
cty19165,"Shelby County, IA",31417.355
cty19189,"Winnebago County, IA",31380.262
cty19187,"Webster County, IA",30998.941
cty19175,"Union County, IA",30981.754
cty19169,"Story County, IA",30887.49
cty20003,"Anderson County, KS",30627.641
cty19129,"Mills County, IA",30539.988
cty20005,"Atchison County, KS",29708.467
cty19115,"Louisa County, IA",29440.209
cty19139,"Muscatine County, IA",29303.303
cty19145,"Page County, IA",29162.213
cty19113,"Linn County, IA",29041.959
cty19127,"Marshall County, IA",28486.918
cty19099,"Jasper County, IA",28321.391
cty19111,"Lee County, IA",27145.111
cty19087,"Henry County, IA",27023.477
cty19135,"Monroe County, IA",
cty19143,"Osceola County, IA",
cty19183,"Washington County, IA",29113.193
cty19193,"Woodbury County, IA",28984.549
cty19153,"Polk County, IA",27481.393
cty19155,"Pottawattamie County, IA",27016.791
cty19159,"Ringgold County, IA",
cty19163,"Scott County, IA",27117.783
cty19173,"Taylor County, IA",
cty19177,"Van Buren County, IA",
cty19179,"Wapello County, IA",26926.816
cty19185,"Wayne County, IA",
cty19195,"Worth County, IA",
cty20001,"Allen County, KS",26854.73
cty20007,"Barber County, KS",
cty20131,"Nemaha County, KS",41678.441
cty20149,"Pottawatomie County, KS",35611.41
cty20117,"Marshall County, KS",35332.102
cty20167,"Russell County, KS",33862.555
cty20029,"Cloud County, KS",33376.465
cty20041,"Dickinson County, KS",32180.299
cty20027,"Clay County, KS",31987.004
cty20057,"Ford County, KS",30842.861
cty20151,"Pratt County, KS",30625.006
cty20159,"Rice County, KS",30387.047
cty20015,"Butler County, KS",29708.559
cty20021,"Cherokee County, KS",27878.92
cty20031,"Coffey County, KS",
cty20035,"Cowley County, KS",29274.098
cty20037,"Crawford County, KS",27593.23
cty20043,"Doniphan County, KS",
cty20051,"Ellis County, KS",34942.047
cty20085,"Jackson County, KS",33353.527
cty20087,"Jefferson County, KS",31763.762
cty20113,"McPherson County, KS",31336.104
cty20133,"Neosho County, KS",30110.205
cty20121,"Miami County, KS",30105.561
cty20055,"Finney County, KS",29925.793
cty20079,"Harvey County, KS",29754.502
cty20059,"Franklin County, KS",29237.699
cty20091,"Johnson County, KS",29104.646
cty20099,"Labette County, KS",28672.115
cty20045,"Douglas County, KS",25569.309
cty20061,"Geary County, KS",24230.006
cty20067,"Grant County, KS",
cty20073,"Greenwood County, KS",
cty20077,"Harper County, KS",
cty20095,"Kingman County, KS",
cty20139,"Osage County, KS",29832.963
cty20125,"Montgomery County, KS",28823.396
cty20155,"Reno County, KS",28651.092
cty20115,"Marion County, KS",28316.996
cty20103,"Leavenworth County, KS",24646.705
cty20107,"Linn County, KS",
cty20111,"Lyon County, KS",27642.748
cty20123,"Mitchell County, KS",
cty20127,"Morris County, KS",
cty20137,"Norton County, KS",
cty20141,"Osborne County, KS",
cty20143,"Ottawa County, KS",
cty20145,"Pawnee County, KS",
cty20147,"Phillips County, KS",
cty20157,"Republic County, KS",
cty20161,"Riley County, KS",27968.725
cty20163,"Rooks County, KS",
cty20169,"Saline County, KS",27765.617
cty20171,"Scott County, KS",
cty20193,"Thomas County, KS",34063.672
cty20205,"Wilson County, KS",32956.922
cty21027,"Breckinridge County, KY",32578.205
cty21075,"Fulton County, KY",31297.893
cty20175,"Seward County, KS",31044.641
cty21055,"Crittenden County, KY",30953.115
cty20191,"Sumner County, KS",30127.266
cty21033,"Caldwell County, KY",27659.857
cty21061,"Edmonson County, KY",27310.367
cty21045,"Casey County, KY",27222.365
cty21059,"Daviess County, KY",26437.152
cty21043,"Carter County, KY",26217.967
cty20173,"Sedgwick County, KS",26022.094
cty20177,"Shawnee County, KS",25255.881
cty20181,"Sherman County, KS",
cty20185,"Stafford County, KS",
cty20189,"Stevens County, KS",
cty20197,"Wabaunsee County, KS",
cty20201,"Washington County, KS",
cty21015,"Boone County, KY",27116.428
cty21029,"Bullitt County, KY",26573.154
cty21031,"Butler County, KY",26182.025
cty21009,"Barren County, KY",26013.217
cty21019,"Boyd County, KY",25941.615
cty21005,"Anderson County, KY",25796.068
cty21071,"Floyd County, KY",25782.775
cty21041,"Carroll County, KY",25632.619
cty21035,"Calloway County, KY",25403.959
cty21037,"Campbell County, KY",25190.32
cty21065,"Estill County, KY",24595.787
cty21069,"Fleming County, KY",24538.926
cty21021,"Boyle County, KY",23930.09
cty21047,"Christian County, KY",23854.816
cty21001,"Adair County, KY",23841.369
cty21013,"Bell County, KY",23320.215
cty21003,"Allen County, KY",23038.316
cty21025,"Breathitt County, KY",23036.74
cty21011,"Bath County, KY",23031.475
cty21023,"Bracken County, KY",22966.801
cty21051,"Clay County, KY",22020.617
cty20209,"Wyandotte County, KS",22012.758
cty21007,"Ballard County, KY",
cty21049,"Clark County, KY",22905.74
cty21017,"Bourbon County, KY",20761.709
cty21053,"Clinton County, KY",
cty21057,"Cumberland County, KY",
cty21063,"Elliott County, KY",
cty21073,"Franklin County, KY",22367.229
cty21067,"Fayette County, KY",20699.805
cty21077,"Gallatin County, KY",
cty21133,"Letcher County, KY",32480.201
cty21095,"Harlan County, KY",30659.617
cty21115,"Johnson County, KY",30392.861
cty21177,"Muhlenberg County, KY",29648.813
cty21183,"Ohio County, KY",29414.066
cty21087,"Green County, KY",28352.871
cty21157,"Marshall County, KY",27841.652
cty21167,"Mercer County, KY",27433.352
cty21141,"Logan County, KY",27378.113
cty21179,"Nelson County, KY",27328.064
cty21155,"Marion County, KY",26877.445
cty21163,"Meade County, KY",26827.521
cty21123,"Larue County, KY",26536.988
cty21107,"Hopkins County, KY",26530.27
cty21127,"Lawrence County, KY",26359.568
cty21109,"Jackson County, KY",26072.746
cty21175,"Morgan County, KY",25850.889
cty21083,"Graves County, KY",25786.309
cty21103,"Henry County, KY",25769.201
cty21093,"Hardin County, KY",25705.422
cty21081,"Grant County, KY",25589.084
cty21099,"Hart County, KY",25500.545
cty21153,"Magoffin County, KY",25416.941
cty21085,"Grayson County, KY",25301.297
cty21159,"Martin County, KY",25274.697
cty21089,"Greenup County, KY",24967.941
cty21137,"Lincoln County, KY",24911.549
cty21169,"Metcalfe County, KY",24794.902
cty21101,"Henderson County, KY",24218.303
cty21145,"McCracken County, KY",24160.588
cty21097,"Harrison County, KY",24157.578
cty21117,"Kenton County, KY",23992.729
cty21079,"Garrard County, KY",23627.275
cty21091,"Hancock County, KY",
cty21125,"Laurel County, KY",24356.182
cty21181,"Nicholas County, KY",23560.52
cty21121,"Knox County, KY",23436.506
cty21151,"Madison County, KY",23192.977
cty21139,"Livingston County, KY",22960.613
cty21161,"Mason County, KY",22900.762
cty21171,"Monroe County, KY",22790.246
cty21173,"Montgomery County, KY",22722.223
cty21135,"Lewis County, KY",22240.941
cty21113,"Jessamine County, KY",22137.258
cty21111,"Jefferson County, KY",22007.301
cty21147,"McCreary County, KY",22002.217
cty21119,"Knott County, KY",21729.039
cty21129,"Lee County, KY",
cty21131,"Leslie County, KY",
cty21143,"Lyon County, KY",
cty21149,"McLean County, KY",
cty22007,"Assumption Parish, LA",34112.223
cty21233,"Webster County, KY",32342.631
cty21187,"Owen County, KY",31204.713
cty22001,"Acadia Parish, LA",30951.475
cty22039,"Evangeline Parish, LA",30765.326
cty21215,"Spencer County, KY",30385.639
cty22043,"Grant Parish, LA",30095.332
cty21219,"Todd County, KY",29431.252
cty22005,"Ascension Parish, LA",29267.928
cty22045,"Iberia Parish, LA",28982.15
cty22003,"Allen Parish, LA",28855.395
cty21221,"Trigg County, KY",28299.402
cty21195,"Pike County, KY",28162.516
cty22011,"Beauregard Parish, LA",28031.713
cty22025,"Catahoula Parish, LA",27775.338
cty22009,"Avoyelles Parish, LA",27723.258
cty21185,"Oldham County, KY",27654.545
cty21229,"Washington County, KY",27639.402
cty22013,"Bienville Parish, LA",27570.07
cty22047,"Iberville Parish, LA",27447.188
cty21225,"Union County, KY",26898.592
cty22015,"Bossier Parish, LA",26747.408
cty21203,"Rockcastle County, KY",26561.824
cty21191,"Pendleton County, KY",26478.84
cty22041,"Franklin Parish, LA",26424.871
cty22029,"Concordia Parish, LA",26183.65
cty21213,"Simpson County, KY",26057.324
cty22027,"Claiborne Parish, LA",26001.506
cty22049,"Jackson Parish, LA",25986.789
cty22019,"Calcasieu Parish, LA",25882.609
cty22031,"De Soto Parish, LA",25826
cty21193,"Perry County, KY",25635.629
cty21209,"Scott County, KY",25297.357
cty21211,"Shelby County, KY",25016.689
cty22037,"East Feliciana Parish, LA",25011.459
cty21199,"Pulaski County, KY",24131.816
cty22033,"East Baton Rouge Parish, LA",23960.566
cty21235,"Whitley County, KY",23604.893
cty21217,"Taylor County, KY",23294.242
cty21205,"Rowan County, KY",23173.023
cty21239,"Woodford County, KY",22699.613
cty21227,"Warren County, KY",22555.877
cty21207,"Russell County, KY",22304.328
cty22017,"Caddo Parish, LA",22218.041
cty21231,"Wayne County, KY",22079.129
cty21197,"Powell County, KY",21430.07
cty21223,"Trimble County, KY",
cty21237,"Wolfe County, KY",
cty22021,"Caldwell Parish, LA",
cty22023,"Cameron Parish, LA",
cty22059,"LaSalle Parish, LA",38629.133
cty22123,"West Carroll Parish, LA",35600.34
cty22085,"Sabine Parish, LA",34422.234
cty22113,"Vermilion Parish, LA",33821.465
cty22057,"Lafourche Parish, LA",33681.57
cty22109,"Terrebonne Parish, LA",33519.289
cty26109,"Menominee County, MI",31791.586
cty23021,"Piscataquis County, ME",31652.795
cty23007,"Franklin County, ME",30764.369
cty22099,"St. Martin Parish, LA",30351.664
cty26063,"Huron County, MI",30187.27
cty22075,"Plaquemines Parish, LA",30030.795
cty23003,"Aroostook County, ME",29994.254
cty22089,"St. Charles Parish, LA",29532.578
cty26071,"Iron County, MI",29427.051
cty22101,"St. Mary Parish, LA",29177.059
cty26053,"Gogebic County, MI",29075.637
cty26061,"Houghton County, MI",29041.059
cty22093,"St. James Parish, LA",29016.295
cty26043,"Dickinson County, MI",28929.328
cty22055,"Lafayette Parish, LA",28880.76
cty22081,"Red River Parish, LA",28792.813
cty22053,"Jefferson Davis Parish, LA",28721.805
cty23005,"Cumberland County, ME",28543.516
cty26127,"Oceana County, MI",28430.465
cty22063,"Livingston Parish, LA",28065.705
cty22097,"St. Landry Parish, LA",28061.973
cty23015,"Lincoln County, ME",28021.643
cty26119,"Montmorency County, MI",28017.506
cty26037,"Clinton County, MI",27894.777
cty23017,"Oxford County, ME",27783.816
cty23001,"Androscoggin County, ME",27737.525
cty23025,"Somerset County, ME",27720.348
cty26115,"Monroe County, MI",27549.828
cty23019,"Penobscot County, ME",27503.289
cty26027,"Cass County, MI",27301.451
cty26041,"Delta County, MI",27159.756
cty26101,"Manistee County, MI",27127.225
cty26113,"Missaukee County, MI",27112.063
cty26089,"Leelanau County, MI",27092.15
cty26047,"Emmet County, MI",27018.805
cty26105,"Mason County, MI",26871.201
cty26055,"Grand Traverse County, MI",26840.055
cty26087,"Lapeer County, MI",26824.273
cty26099,"Macomb County, MI",26809.211
cty26067,"Ionia County, MI",26803.865
cty26103,"Marquette County, MI",26784.473
cty26051,"Gladwin County, MI",26772.971
cty22069,"Natchitoches Parish, LA",26738.254
cty26091,"Lenawee County, MI",26679.775
cty26073,"Isabella County, MI",26669.334
cty22127,"Winn Parish, LA",26628.844
cty26033,"Chippewa County, MI",26464.02
cty23011,"Kennebec County, ME",26455.186
cty26079,"Kalkaska County, MI",26409.559
cty22115,"Vernon Parish, LA",26405.342
cty26129,"Ogemaw County, MI",26264.555
cty22095,"St. John the Baptist Parish, LA",26208.301
cty22105,"Tangipahoa Parish, LA",26167.82
cty22111,"Union Parish, LA",26134.932
cty22121,"West Baton Rouge Parish, LA",25996.988
cty26123,"Newaygo County, MI",25828.734
cty23009,"Hancock County, ME",25814.098
cty26093,"Livingston County, MI",25789.756
cty22079,"Rapides Parish, LA",25788.326
cty26045,"Eaton County, MI",25708.457
cty26035,"Clare County, MI",25696.857
cty26107,"Mecosta County, MI",25686.389
cty22119,"Webster Parish, LA",25673.691
cty26057,"Gratiot County, MI",25616.066
cty23023,"Sagadahoc County, ME",25523.408
cty26111,"Midland County, MI",25458.908
cty22083,"Richland Parish, LA",25365.598
cty26029,"Charlevoix County, MI",25323.711
cty22051,"Jefferson Parish, LA",25133.389
cty23013,"Knox County, ME",24953.568
cty22087,"St. Bernard Parish, LA",24894.227
cty26069,"Iosco County, MI",24676.395
cty26125,"Oakland County, MI",24610.139
cty22103,"St. Tammany Parish, LA",24419.418
cty26059,"Hillsdale County, MI",24330.531
cty22061,"Lincoln Parish, LA",24279.572
cty26085,"Lake County, MI",24259.166
cty26039,"Crawford County, MI",24230.316
cty26075,"Jackson County, MI",24145.057
cty26117,"Montcalm County, MI",23468.912
cty26077,"Kalamazoo County, MI",23349.973
cty22077,"Pointe Coupee Parish, LA",23265.959
cty26081,"Kent County, MI",23115.828
cty26031,"Cheboygan County, MI",22804.199
cty26065,"Ingham County, MI",22654.885
cty22117,"Washington Parish, LA",22535.662
cty22073,"Ouachita Parish, LA",22272.119
cty22091,"St. Helena Parish, LA",21380.365
cty26049,"Genesee County, MI",20686.998
cty22067,"Morehouse Parish, LA",20500.119
cty22071,"Orleans Parish, LA",20439.836
cty22065,"Madison Parish, LA",19788.152
cty22125,"West Feliciana Parish, LA",
cty25021,"Norfolk County, MA",33528.711
cty24013,"Carroll County, MD",31851.914
cty25015,"Hampshire County, MA",31714.664
cty25017,"Middlesex County, MA",31679.354
cty24021,"Frederick County, MD",31134.549
cty24017,"Charles County, MD",30984.518
cty24029,"Kent County, MD",30954.178
cty24031,"Montgomery County, MD",30712.719
cty25001,"Barnstable County, MA",30619.922
cty24035,"Queen Anne's County, MD",30533.377
cty25005,"Bristol County, MA",30072.771
cty25009,"Essex County, MA",30030.248
cty25027,"Worcester County, MA",30015.021
cty25011,"Franklin County, MA",29955.795
cty25023,"Plymouth County, MA",29687.533
cty24027,"Howard County, MD",29324.176
cty24009,"Calvert County, MD",29280.08
cty26001,"Alcona County, MI",29227.58
cty23031,"York County, ME",29161.211
cty24001,"Allegany County, MD",29139.463
cty24025,"Harford County, MD",29061.135
cty24043,"Washington County, MD",28385.949
cty24023,"Garrett County, MD",28366.541
cty25003,"Berkshire County, MA",28239.725
cty24003,"Anne Arundel County, MD",28087.615
cty24005,"Baltimore County, MD",28018.303
cty24037,"St. Mary's County, MD",27666.514
cty24015,"Cecil County, MD",27513.438
cty26007,"Alpena County, MI",27362.68
cty26005,"Allegan County, MI",27253.184
cty26011,"Arenac County, MI",27208.609
cty26023,"Branch County, MI",27062.715
cty25013,"Hampden County, MA",27008.654
cty26015,"Barry County, MI",26858.67
cty24011,"Caroline County, MD",26692.486
cty26019,"Benzie County, MI",26619.531
cty25025,"Suffolk County, MA",26287.643
cty24033,"Prince George's County, MD",25809.883
cty26017,"Bay County, MI",25440.803
cty26009,"Antrim County, MI",25230.586
cty23027,"Waldo County, ME",25039.625
cty24045,"Wicomico County, MD",24980.693
cty23029,"Washington County, ME",24906.314
cty24041,"Talbot County, MD",24831.623
cty24047,"Worcester County, MD",24691.994
cty24019,"Dorchester County, MD",24151.42
cty24039,"Somerset County, MD",24027.939
cty26025,"Calhoun County, MI",22162.799
cty24510,"Baltimore city, MD",19879.537
cty26013,"Baraga County, MI",
cty26021,"Berrien County, MI",22588.859
cty26095,"Luce County, MI",
cty26097,"Mackinac County, MI",
cty26121,"Muskegon County, MI",22041.783
cty26131,"Ontonagon County, MI",
cty27023,"Chippewa County, MN",37226.547
cty27033,"Cottonwood County, MN",35989.852
cty27039,"Dodge County, MN",35964.023
cty27015,"Brown County, MN",35891.145
cty27063,"Jackson County, MN",35634.18
cty27019,"Carver County, MN",34700.934
cty27001,"Aitkin County, MN",34129.543
cty27047,"Freeborn County, MN",34129.215
cty27005,"Becker County, MN",34036.141
cty27045,"Fillmore County, MN",33915.125
cty27041,"Douglas County, MN",33716.605
cty27043,"Faribault County, MN",33427.766
cty27067,"Kandiyohi County, MN",33397.293
cty27009,"Benton County, MN",32556.207
cty27049,"Goodhue County, MN",32086.246
cty27055,"Houston County, MN",32022.027
cty27065,"Kanabec County, MN",31953.451
cty27061,"Itasca County, MN",31802.936
cty27037,"Dakota County, MN",31618.359
cty27025,"Chisago County, MN",31585.738
cty27013,"Blue Earth County, MN",31000.559
cty27027,"Clay County, MN",30780.451
cty27003,"Anoka County, MN",30408.098
cty27071,"Koochiching County, MN",30121.129
cty27017,"Carlton County, MN",29964.307
cty27021,"Cass County, MN",29560.783
cty27059,"Isanti County, MN",29086.391
cty26141,"Presque Isle County, MI",28985.139
cty26139,"Ottawa County, MI",28445.996
cty26135,"Oscoda County, MI",28382.211
cty27057,"Hubbard County, MN",28292.953
cty26151,"Sanilac County, MI",28153.643
cty27035,"Crow Wing County, MN",27856.615
cty27053,"Hennepin County, MN",27588.746
cty27007,"Beltrami County, MN",26295.822
cty26157,"Tuscola County, MI",26097.205
cty26133,"Osceola County, MI",26057.895
cty26137,"Otsego County, MI",25998.623
cty26147,"St. Clair County, MI",25079.834
cty26143,"Roscommon County, MI",24948.857
cty26155,"Shiawassee County, MI",24760.16
cty26149,"St. Joseph County, MI",24724.84
cty26145,"Saginaw County, MI",22252.479
cty26153,"Schoolcraft County, MI",
cty26165,"Wexford County, MI",24360.57
cty26159,"Van Buren County, MI",24135.355
cty26161,"Washtenaw County, MI",22966.758
cty26163,"Wayne County, MI",20356.041
cty22035,"East Carroll Parish, LA",17515.285
cty27011,"Big Stone County, MN",
cty27029,"Clearwater County, MN",
cty27073,"Lac qui Parle County, MN",
cty27075,"Lake County, MN",
cty27143,"Sibley County, MN",40936.973
cty27129,"Renville County, MN",37292.266
cty27127,"Redwood County, MN",37266.809
cty27117,"Pipestone County, MN",37052.727
cty27079,"Le Sueur County, MN",35059.977
cty27081,"Lincoln County, MN",
cty27165,"Watonwan County, MN",36650.91
cty27151,"Swift County, MN",36302.91
cty29041,"Chariton County, MO",36193.887
cty28039,"George County, MS",35748.637
cty27153,"Todd County, MN",35428.254
cty27133,"Rock County, MN",35404.383
cty27173,"Yellow Medicine County, MN",35276.43
cty27161,"Waseca County, MN",35190.141
cty27145,"Stearns County, MN",34961.18
cty27103,"Nicollet County, MN",34815.648
cty27093,"Meeker County, MN",34665.477
cty27105,"Nobles County, MN",34241.488
cty27135,"Roseau County, MN",33823.773
cty27171,"Wright County, MN",33534.344
cty29003,"Andrew County, MO",33507.953
cty27157,"Wabasha County, MN",33444.039
cty27111,"Otter Tail County, MN",33273.887
cty27121,"Pope County, MN",33209.223
cty29025,"Caldwell County, MO",33161.125
cty27097,"Morrison County, MN",33140.742
cty27091,"Martin County, MN",33136.805
cty28131,"Stone County, MS",32741.801
cty29033,"Carroll County, MO",32576.83
cty27139,"Scott County, MN",32521.979
cty27163,"Washington County, MN",32498.678
cty27083,"Lyon County, MN",32491.092
cty27089,"Marshall County, MN",32337.928
cty27085,"McLeod County, MN",32282.971
cty27095,"Mille Lacs County, MN",31408.176
cty27099,"Mower County, MN",31171.9
cty27101,"Murray County, MN",
cty27107,"Norman County, MN",
cty27119,"Polk County, MN",32285.445
cty27147,"Steele County, MN",32008.621
cty27169,"Winona County, MN",31944.891
cty27159,"Wadena County, MN",31794.361
cty27131,"Rice County, MN",31644.514
cty27113,"Pennington County, MN",30953.139
cty27115,"Pine County, MN",30876.549
cty27141,"Sherburne County, MN",30252.563
cty29015,"Benton County, MO",30166.533
cty27109,"Olmsted County, MN",30019.908
cty29037,"Cass County, MO",29073.402
cty29047,"Clay County, MO",28910.332
cty29017,"Bollinger County, MO",28895.086
cty27137,"St. Louis County, MN",28875.596
cty29013,"Bates County, MO",28580.893
cty28129,"Smith County, MS",28399.568
cty28153,"Wayne County, MS",28386.023
cty29049,"Clinton County, MO",28155.271
cty27123,"Ramsey County, MN",28022.113
cty27149,"Stevens County, MN",
cty27167,"Wilkin County, MN",
cty28041,"Greene County, MS",31669.604
cty28111,"Perry County, MS",30454.367
cty28037,"Franklin County, MS",30172.92
cty28009,"Benton County, MS",29888.146
cty28013,"Calhoun County, MS",29864.834
cty28019,"Choctaw County, MS",29352.271
cty28077,"Lawrence County, MS",28483.215
cty29029,"Camden County, MO",27856.498
cty29001,"Adair County, MO",27759.523
cty29039,"Cedar County, MO",27603.211
cty29011,"Barton County, MO",27472.076
cty29009,"Barry County, MO",27233.354
cty28141,"Tishomingo County, MS",27142.402
cty28085,"Lincoln County, MS",27026.523
cty29027,"Callaway County, MO",26903.461
cty28061,"Jasper County, MS",26827.473
cty28005,"Amite County, MS",26350.746
cty28079,"Leake County, MS",26254.691
cty28127,"Simpson County, MS",26137.844
cty28147,"Walthall County, MS",25981.254
cty29043,"Christian County, MO",25837.535
cty29021,"Buchanan County, MO",25649.691
cty28067,"Jones County, MS",25482.207
cty28007,"Attala County, MS",25355.98
cty28023,"Clarke County, MS",25220.459
cty28073,"Lamar County, MS",25188.662
cty29023,"Butler County, MO",25168.758
cty29007,"Audrain County, MO",25141.881
cty28031,"Covington County, MS",25122.191
cty28139,"Tippah County, MS",25093.6
cty28155,"Webster County, MS",24992.627
cty28115,"Pontotoc County, MS",24908.504
cty29031,"Cape Girardeau County, MO",24903.561
cty28103,"Noxubee County, MS",24593.578
cty28057,"Itawamba County, MS",24392.182
cty28113,"Pike County, MS",24373.77
cty28015,"Carroll County, MS",24359.65
cty28091,"Marion County, MS",24290.783
cty28145,"Union County, MS",24262.494
cty28059,"Jackson County, MS",24235.469
cty28137,"Tate County, MS",24211.658
cty28001,"Adams County, MS",24131.568
cty28121,"Rankin County, MS",24053.381
cty28117,"Prentiss County, MS",24003.768
cty28095,"Monroe County, MS",23845.939
cty29019,"Boone County, MO",23764.002
cty28097,"Montgomery County, MS",23719.262
cty28033,"DeSoto County, MS",23698.861
cty28101,"Newton County, MS",23554.615
cty28045,"Hancock County, MS",23417.523
cty28017,"Chickasaw County, MS",23008.707
cty28099,"Neshoba County, MS",22966.209
cty28047,"Harrison County, MS",22906.406
cty28065,"Jefferson Davis County, MS",22446.58
cty28063,"Jefferson County, MS",22345.73
cty28109,"Pearl River County, MS",22228.461
cty28159,"Winston County, MS",22223.598
cty28081,"Lee County, MS",22004.951
cty28003,"Alcorn County, MS",21982.42
cty28029,"Copiah County, MS",21970.992
cty28043,"Grenada County, MS",21875.52
cty28071,"Lafayette County, MS",21808.68
cty28123,"Scott County, MS",21754.865
cty28093,"Marshall County, MS",21746.313
cty28089,"Madison County, MS",21716.715
cty28035,"Forrest County, MS",21327.535
cty28075,"Lauderdale County, MS",21266.016
cty28051,"Holmes County, MS",20817.93
cty28069,"Kemper County, MS",20808.9
cty28149,"Warren County, MS",20695.064
cty28163,"Yazoo County, MS",20292.904
cty28087,"Lowndes County, MS",20125.191
cty28105,"Oktibbeha County, MS",19722.803
cty28025,"Clay County, MS",19534.404
cty28107,"Panola County, MS",19391.438
cty28161,"Yalobusha County, MS",19149.379
cty28049,"Hinds County, MS",19126.969
cty28125,"Sharkey County, MS",18428.516
cty28083,"Leflore County, MS",18394.693
cty28133,"Sunflower County, MS",18274.875
cty28011,"Bolivar County, MS",18064.797
cty28151,"Washington County, MS",18001.689
cty28119,"Quitman County, MS",17838.709
cty28027,"Coahoma County, MS",17207.059
cty28135,"Tallahatchie County, MS",17058.051
cty28143,"Tunica County, MS",16897.877
cty28053,"Humphreys County, MS",16315.058
cty28157,"Wilkinson County, MS",
cty29005,"Atchison County, MO",
cty29035,"Carter County, MO",
cty29045,"Clark County, MO",
cty29151,"Osage County, MO",33653.25
cty29111,"Lewis County, MO",32980.727
cty29147,"Nodaway County, MO",32901.527
cty29139,"Montgomery County, MO",32279.904
cty29079,"Grundy County, MO",32215.885
cty29075,"Gentry County, MO",31718.121
cty29063,"DeKalb County, MO",31554.783
cty29115,"Linn County, MO",30706.977
cty29121,"Macon County, MO",30625.342
cty29137,"Monroe County, MO",30251.336
cty29061,"Daviess County, MO",30077.787
cty29113,"Lincoln County, MO",29486.092
cty29099,"Jefferson County, MO",29319.283
cty29117,"Livingston County, MO",29312.199
cty29053,"Cooper County, MO",29083.088
cty29107,"Lafayette County, MO",29066.832
cty29065,"Dent County, MO",28903.43
cty29091,"Howell County, MO",28458.023
cty29089,"Howard County, MO",28445.146
cty29071,"Franklin County, MO",28301.275
cty29073,"Gasconade County, MO",27923.607
cty29123,"Madison County, MO",27884.449
cty29067,"Douglas County, MO",27810.639
