cty,Name,Individual_income_For_Children_Born_in_1978_rP_gF_p100
cty19017,"Bremer County, IA",39649.113
cty19043,"Clayton County, IA",39614.559
cty19049,"Dallas County, IA",39594.047
cty19105,"Jones County, IA",39510.484
cty19095,"Iowa County, IA",39068.199
cty19103,"Johnson County, IA",38751.566
cty19065,"Fayette County, IA",38548.02
cty19013,"Black Hawk County, IA",38482.063
cty19015,"Boone County, IA",36979.555
cty19081,"Hancock County, IA",36492.41
cty19011,"Benton County, IA",36293.781
cty19057,"Des Moines County, IA",35745.34
cty19023,"Butler County, IA",33863.324
cty19025,"Calhoun County, IA",
cty19039,"Clarke County, IA",
cty19045,"Clinton County, IA",35771.465
cty19051,"Davis County, IA",
cty19053,"Decatur County, IA",
cty19063,"Emmet County, IA",
cty19069,"Franklin County, IA",
cty19071,"Fremont County, IA",
cty19073,"Greene County, IA",
cty19075,"Grundy County, IA",38464.086
cty19077,"Guthrie County, IA",
cty19087,"Henry County, IA",37829.363
cty19089,"Howard County, IA",
cty19091,"Humboldt County, IA",
cty19093,"Ida County, IA",
cty19097,"Jackson County, IA",37979.129
cty19101,"Jefferson County, IA",34525.297
cty19099,"Jasper County, IA",33530.719
cty19107,"Keokuk County, IA",
cty19113,"Linn County, IA",39753.922
cty19111,"Lee County, IA",35683.547
cty19115,"Louisa County, IA",
cty19117,"Lucas County, IA",
cty19119,"Lyon County, IA",
cty19121,"Madison County, IA",43825.703
cty19183,"Washington County, IA",43344.004
cty19175,"Union County, IA",42751.734
cty20005,"Atchison County, KS",41734.742
cty19125,"Marion County, IA",41596.184
cty19127,"Marshall County, IA",41067.785
cty19123,"Mahaska County, IA",40293.5
cty19129,"Mills County, IA",39742.871
cty19131,"Mitchell County, IA",
cty19133,"Monona County, IA",
cty19135,"Monroe County, IA",
cty19137,"Montgomery County, IA",
cty19157,"Poweshiek County, IA",45061.367
cty19153,"Polk County, IA",40387.391
cty19187,"Webster County, IA",40359.883
cty19155,"Pottawattamie County, IA",40127.594
cty20009,"Barton County, KS",39324.262
cty19169,"Story County, IA",39043.457
cty19197,"Wright County, IA",38812.383
cty19145,"Page County, IA",38396.707
cty19139,"Muscatine County, IA",38118.277
cty19141,"O'Brien County, IA",36278.98
cty19143,"Osceola County, IA",
cty19147,"Palo Alto County, IA",
cty19149,"Plymouth County, IA",36021.09
cty19151,"Pocahontas County, IA",
cty19159,"Ringgold County, IA",
cty19161,"Sac County, IA",
cty19181,"Warren County, IA",39687.828
cty19179,"Wapello County, IA",39327.289
cty19163,"Scott County, IA",38852.523
cty19165,"Shelby County, IA",
cty19193,"Woodbury County, IA",37091.488
cty19167,"Sioux County, IA",36231.563
cty19191,"Winneshiek County, IA",35628.109
cty19171,"Tama County, IA",35043.023
cty19173,"Taylor County, IA",
cty19177,"Van Buren County, IA",
cty19185,"Wayne County, IA",
cty19189,"Winnebago County, IA",34086.551
cty19195,"Worth County, IA",
cty20001,"Allen County, KS",
cty20003,"Anderson County, KS",
cty20007,"Barber County, KS",
cty20011,"Bourbon County, KS",34969.566
cty20013,"Brown County, KS",
cty20021,"Cherokee County, KS",41798.855
cty20015,"Butler County, KS",36380.484
cty20027,"Clay County, KS",
cty20029,"Cloud County, KS",
cty20031,"Coffey County, KS",
cty20149,"Pottawatomie County, KS",41326.441
cty20057,"Ford County, KS",40659.934
cty20111,"Lyon County, KS",39410.98
cty20091,"Johnson County, KS",38831.344
cty20121,"Miami County, KS",38023.535
cty20087,"Jefferson County, KS",37996.977
cty20059,"Franklin County, KS",37937.797
cty20051,"Ellis County, KS",37493.348
cty20155,"Reno County, KS",37315.141
cty20055,"Finney County, KS",37259.699
cty20161,"Riley County, KS",37191.875
cty20103,"Leavenworth County, KS",36786.785
cty20079,"Harvey County, KS",36244.426
cty20099,"Labette County, KS",36237.84
cty20139,"Osage County, KS",35993.27
cty20113,"McPherson County, KS",35960.598
cty20045,"Douglas County, KS",35222.199
cty20037,"Crawford County, KS",35117.813
cty20035,"Cowley County, KS",34570.465
cty20041,"Dickinson County, KS",34254.059
cty20043,"Doniphan County, KS",
cty20061,"Geary County, KS",33845.777
cty20067,"Grant County, KS",
cty20073,"Greenwood County, KS",
cty20077,"Harper County, KS",
cty20085,"Jackson County, KS",
cty20095,"Kingman County, KS",
cty20107,"Linn County, KS",
cty20115,"Marion County, KS",33512.566
cty20117,"Marshall County, KS",
cty20123,"Mitchell County, KS",
cty20125,"Montgomery County, KS",35854.613
cty20127,"Morris County, KS",
cty20131,"Nemaha County, KS",
cty20133,"Neosho County, KS",34933.121
cty20137,"Norton County, KS",
cty20141,"Osborne County, KS",
cty20143,"Ottawa County, KS",
cty20145,"Pawnee County, KS",
cty20147,"Phillips County, KS",
cty20151,"Pratt County, KS",
cty20157,"Republic County, KS",
cty20159,"Rice County, KS",
cty20163,"Rooks County, KS",
cty20167,"Russell County, KS",
cty20169,"Saline County, KS",37202.676
cty20171,"Scott County, KS",
cty20177,"Shawnee County, KS",38376.105
cty20173,"Sedgwick County, KS",35988.082
cty20191,"Sumner County, KS",35246.516
cty20175,"Seward County, KS",32473.848
cty20181,"Sherman County, KS",
cty20185,"Stafford County, KS",
cty20189,"Stevens County, KS",
cty20193,"Thomas County, KS",
cty20197,"Wabaunsee County, KS",
cty20201,"Washington County, KS",
cty20205,"Wilson County, KS",
cty21073,"Franklin County, KY",38501.461
cty20209,"Wyandotte County, KS",37650.734
cty21001,"Adair County, KY",
cty21003,"Allen County, KY",
cty21037,"Campbell County, KY",42023.762
cty21015,"Boone County, KY",39088.836
cty21047,"Christian County, KY",38443.98
cty21059,"Daviess County, KY",37473.617
cty21021,"Boyle County, KY",36700.207
cty21067,"Fayette County, KY",36442.801
cty21035,"Calloway County, KY",36170.738
cty21009,"Barren County, KY",35841.344
cty21019,"Boyd County, KY",32891.047
cty21005,"Anderson County, KY",31598.207
cty21007,"Ballard County, KY",
cty21011,"Bath County, KY",
cty21013,"Bell County, KY",
cty21017,"Bourbon County, KY",34224.172
cty21023,"Bracken County, KY",
cty21025,"Breathitt County, KY",
cty21027,"Breckinridge County, KY",
cty21029,"Bullitt County, KY",33705.598
cty21031,"Butler County, KY",
cty21033,"Caldwell County, KY",
cty21041,"Carroll County, KY",
cty21043,"Carter County, KY",
cty21045,"Casey County, KY",
cty21049,"Clark County, KY",36421.453
cty21051,"Clay County, KY",
cty21053,"Clinton County, KY",
cty21055,"Crittenden County, KY",
cty21057,"Cumberland County, KY",
cty21061,"Edmonson County, KY",
cty21063,"Elliott County, KY",
cty21065,"Estill County, KY",
cty21069,"Fleming County, KY",
cty21071,"Floyd County, KY",
cty21075,"Fulton County, KY",
cty21077,"Gallatin County, KY",
cty21079,"Garrard County, KY",
cty21085,"Grayson County, KY",41782.375
cty21117,"Kenton County, KY",41402.68
cty21111,"Jefferson County, KY",38101.035
cty21101,"Henderson County, KY",37627.418
cty21097,"Harrison County, KY",37213.945
cty21089,"Greenup County, KY",37109.398
cty21083,"Graves County, KY",36997.207
cty21113,"Jessamine County, KY",34839.598
cty21107,"Hopkins County, KY",32891.688
cty21081,"Grant County, KY",32570.402
cty21087,"Green County, KY",
cty21091,"Hancock County, KY",
cty21093,"Hardin County, KY",36401.805
cty21095,"Harlan County, KY",
cty21099,"Hart County, KY",
cty21103,"Henry County, KY",
cty21109,"Jackson County, KY",
cty21115,"Johnson County, KY",
cty21119,"Knott County, KY",
cty21121,"Knox County, KY",
cty21123,"Larue County, KY",
cty21125,"Laurel County, KY",38899.102
cty21127,"Lawrence County, KY",
cty21129,"Lee County, KY",
cty21131,"Leslie County, KY",
cty21133,"Letcher County, KY",
cty21135,"Lewis County, KY",
cty21137,"Lincoln County, KY",
cty21139,"Livingston County, KY",
cty21145,"McCracken County, KY",41354.66
cty21163,"Meade County, KY",41031.359
cty21167,"Mercer County, KY",40797.16
cty21141,"Logan County, KY",38011.145
cty21143,"Lyon County, KY",
cty21147,"McCreary County, KY",
cty21149,"McLean County, KY",
cty21161,"Mason County, KY",39356.09
cty21151,"Madison County, KY",36718.602
cty21153,"Magoffin County, KY",
cty21155,"Marion County, KY",
cty21157,"Marshall County, KY",37674.91
cty21159,"Martin County, KY",
cty21169,"Metcalfe County, KY",
cty21171,"Monroe County, KY",
cty21179,"Nelson County, KY",37715.188
cty21185,"Oldham County, KY",36610.383
cty21173,"Montgomery County, KY",34672.09
cty21175,"Morgan County, KY",
cty21177,"Muhlenberg County, KY",34971.137
cty21181,"Nicholas County, KY",
cty21187,"Owen County, KY",
cty21191,"Pendleton County, KY",35618.426
cty21193,"Perry County, KY",
cty21195,"Pike County, KY",32809.598
cty21197,"Powell County, KY",
cty22047,"Iberville Parish, LA",41199.879
cty21199,"Pulaski County, KY",39314.746
cty21203,"Rockcastle County, KY",
cty21205,"Rowan County, KY",
cty21207,"Russell County, KY",
cty22007,"Assumption Parish, LA",46151.883
cty22009,"Avoyelles Parish, LA",41687.59
cty22039,"Evangeline Parish, LA",39409.32
cty22005,"Ascension Parish, LA",38976.168
cty21227,"Warren County, KY",38464.824
cty21211,"Shelby County, KY",37496.332
cty22033,"East Baton Rouge Parish, LA",37326.059
cty22001,"Acadia Parish, LA",37318.375
cty22017,"Caddo Parish, LA",36890.172
cty22015,"Bossier Parish, LA",36340.152
cty21215,"Spencer County, KY",36174.23
cty22045,"Iberia Parish, LA",35633.109
cty22031,"De Soto Parish, LA",35624.715
cty21217,"Taylor County, KY",34872.535
cty21209,"Scott County, KY",33854.902
cty21213,"Simpson County, KY",32601.715
cty21183,"Ohio County, KY",31109.229
cty21219,"Todd County, KY",
cty21221,"Trigg County, KY",
cty21223,"Trimble County, KY",
cty21225,"Union County, KY",
cty21229,"Washington County, KY",
cty21231,"Wayne County, KY",
cty21233,"Webster County, KY",
cty21235,"Whitley County, KY",36702.355
cty21237,"Wolfe County, KY",
cty21239,"Woodford County, KY",36101.625
cty22003,"Allen Parish, LA",
cty22019,"Calcasieu Parish, LA",33819.633
cty22011,"Beauregard Parish, LA",31887.541
cty22013,"Bienville Parish, LA",
cty22021,"Caldwell Parish, LA",
cty22023,"Cameron Parish, LA",
cty22025,"Catahoula Parish, LA",
cty22027,"Claiborne Parish, LA",
cty22029,"Concordia Parish, LA",
cty22035,"East Carroll Parish, LA",
cty22037,"East Feliciana Parish, LA",
cty22041,"Franklin Parish, LA",
cty22043,"Grant Parish, LA",
cty22049,"Jackson Parish, LA",
cty22057,"Lafourche Parish, LA",42769.992
cty23007,"Franklin County, ME",41782.871
cty22093,"St. James Parish, LA",41774.371
cty22097,"St. Landry Parish, LA",41732.82
cty23003,"Aroostook County, ME",41045.574
cty22095,"St. John the Baptist Parish, LA",40793.184
cty23001,"Androscoggin County, ME",40754.598
cty22061,"Lincoln Parish, LA",38725.617
cty22051,"Jefferson Parish, LA",38630.789
cty22077,"Pointe Coupee Parish, LA",38571.906
cty23011,"Kennebec County, ME",38058.285
cty23005,"Cumberland County, ME",37737.688
cty22101,"St. Mary Parish, LA",37374.082
cty22099,"St. Martin Parish, LA",37321.977
cty22089,"St. Charles Parish, LA",37131.078
cty22087,"St. Bernard Parish, LA",37061.02
cty22113,"Vermilion Parish, LA",36966.004
cty22071,"Orleans Parish, LA",36875.043
cty22121,"West Baton Rouge Parish, LA",36866.363
cty22055,"Lafayette Parish, LA",36850.191
cty22109,"Terrebonne Parish, LA",36718.723
cty23013,"Knox County, ME",36469.27
cty22079,"Rapides Parish, LA",36435.543
cty23025,"Somerset County, ME",36131.18
cty22073,"Ouachita Parish, LA",36083.828
cty22119,"Webster Parish, LA",36018.125
cty22069,"Natchitoches Parish, LA",35894.367
cty22117,"Washington Parish, LA",34164.375
cty22067,"Morehouse Parish, LA",33194.645
cty22115,"Vernon Parish, LA",32774.629
cty22053,"Jefferson Davis Parish, LA",32490.764
cty22059,"LaSalle Parish, LA",
cty22063,"Livingston Parish, LA",36804.418
cty22065,"Madison Parish, LA",
cty22075,"Plaquemines Parish, LA",32496.201
cty22081,"Red River Parish, LA",
cty22083,"Richland Parish, LA",
cty22085,"Sabine Parish, LA",
cty22091,"St. Helena Parish, LA",
cty22103,"St. Tammany Parish, LA",36323.922
cty22105,"Tangipahoa Parish, LA",35288.438
cty22111,"Union Parish, LA",32072.717
cty22123,"West Carroll Parish, LA",
cty22125,"West Feliciana Parish, LA",
cty22127,"Winn Parish, LA",
cty23019,"Penobscot County, ME",36026.039
cty23023,"Sagadahoc County, ME",35604.414
cty23009,"Hancock County, ME",34724.418
cty23017,"Oxford County, ME",33433
cty23015,"Lincoln County, ME",26702.127
cty23021,"Piscataquis County, ME",
cty24041,"Talbot County, MD",45924.672
cty24029,"Kent County, MD",44675.316
cty24025,"Harford County, MD",43403.5
cty24043,"Washington County, MD",43362.043
cty24001,"Allegany County, MD",43323.121
cty24037,"St. Mary's County, MD",43161.625
cty24017,"Charles County, MD",42879.598
cty25005,"Bristol County, MA",42748.543
cty24005,"Baltimore County, MD",42671.723
cty24019,"Dorchester County, MD",42622.801
cty25027,"Worcester County, MA",42439.723
cty25003,"Berkshire County, MA",42395.563
cty24033,"Prince George's County, MD",42309.582
cty24047,"Worcester County, MD",42280.57
cty25021,"Norfolk County, MA",42268.344
cty24003,"Anne Arundel County, MD",42212.363
cty24045,"Wicomico County, MD",42139.984
cty24027,"Howard County, MD",41840.371
cty25017,"Middlesex County, MA",41780.566
cty24009,"Calvert County, MD",41773.383
cty25013,"Hampden County, MA",41769.273
cty25023,"Plymouth County, MA",41658.879
cty25009,"Essex County, MA",41631.676
cty24021,"Frederick County, MD",41499.762
cty24031,"Montgomery County, MD",41095.785
cty25025,"Suffolk County, MA",40953.891
cty24013,"Carroll County, MD",40677.383
cty24023,"Garrett County, MD",40243.016
cty24510,"Baltimore city, MD",40010.566
cty24015,"Cecil County, MD",39858.063
cty25001,"Barnstable County, MA",39748.328
cty25015,"Hampshire County, MA",39167.863
cty24011,"Caroline County, MD",39126.863
cty23029,"Washington County, ME",38985.207
cty25011,"Franklin County, MA",38378.289
cty24035,"Queen Anne's County, MD",37899.07
cty26007,"Alpena County, MI",37763.105
cty23031,"York County, ME",37366.949
cty26025,"Calhoun County, MI",36461.402
cty26011,"Arenac County, MI",34403.492
cty23027,"Waldo County, ME",31290.414
cty24039,"Somerset County, MD",
cty26001,"Alcona County, MI",
cty26023,"Branch County, MI",36518.324
cty26009,"Antrim County, MI",35951.316
cty26005,"Allegan County, MI",34414.762
cty26013,"Baraga County, MI",
cty26017,"Bay County, MI",37482.938
cty26015,"Barry County, MI",34401.516
cty26019,"Benzie County, MI",
cty26031,"Cheboygan County, MI",41423.742
cty26063,"Huron County, MI",40552.402
cty26053,"Gogebic County, MI",40328.84
cty26051,"Gladwin County, MI",39569.625
cty26129,"Ogemaw County, MI",38707.574
cty26089,"Leelanau County, MI",37979.73
cty26127,"Oceana County, MI",37929.965
cty26113,"Missaukee County, MI",37851.051
cty26073,"Isabella County, MI",37805.051
cty26037,"Clinton County, MI",37801.523
cty26075,"Jackson County, MI",37727.215
cty26099,"Macomb County, MI",37684.492
cty26067,"Ionia County, MI",37625.395
cty26105,"Mason County, MI",37554.641
cty26057,"Gratiot County, MI",37164.285
cty26069,"Iosco County, MI",37006.875
cty26125,"Oakland County, MI",36976.738
cty26109,"Menominee County, MI",36816.289
cty26077,"Kalamazoo County, MI",36635.664
cty26035,"Clare County, MI",36623.344
cty26107,"Mecosta County, MI",36500.492
cty26111,"Midland County, MI",36379.168
cty26055,"Grand Traverse County, MI",36364.047
cty26029,"Charlevoix County, MI",36300.855
cty26065,"Ingham County, MI",36255.133
cty26121,"Muskegon County, MI",35745.273
cty26103,"Marquette County, MI",35522.504
cty26101,"Manistee County, MI",35484.789
cty26043,"Dickinson County, MI",35420.281
cty26123,"Newaygo County, MI",35344.07
cty26045,"Eaton County, MI",35203.816
cty26081,"Kent County, MI",35158.699
cty26091,"Lenawee County, MI",34818.926
cty26041,"Delta County, MI",34771.043
cty26093,"Livingston County, MI",34525.938
cty26033,"Chippewa County, MI",34309.703
cty26059,"Hillsdale County, MI",34226.063
cty26117,"Montcalm County, MI",34220.508
cty26115,"Monroe County, MI",33908.004
cty26061,"Houghton County, MI",33519.844
cty26027,"Cass County, MI",32963.801
cty26039,"Crawford County, MI",
cty26047,"Emmet County, MI",32826.871
cty26049,"Genesee County, MI",32526.77
cty26071,"Iron County, MI",
cty26079,"Kalkaska County, MI",32799.66
cty26085,"Lake County, MI",
cty26087,"Lapeer County, MI",31892.777
cty26095,"Luce County, MI",
cty26097,"Mackinac County, MI",
cty26119,"Montmorency County, MI",
cty26131,"Ontonagon County, MI",
cty27013,"Blue Earth County, MN",40838.309
cty26133,"Osceola County, MI",39913.578
cty26135,"Oscoda County, MI",
cty27015,"Brown County, MN",41526.52
cty27019,"Carver County, MN",41431.117
cty27049,"Goodhue County, MN",41402.844
cty27057,"Hubbard County, MN",41026.715
cty27045,"Fillmore County, MN",40531.016
cty27009,"Benton County, MN",40516.004
cty27037,"Dakota County, MN",40204.676
cty27003,"Anoka County, MN",40136.645
cty27007,"Beltrami County, MN",39828.305
cty27039,"Dodge County, MN",39689.688
cty27053,"Hennepin County, MN",39577.531
cty27041,"Douglas County, MN",39429.625
cty27059,"Isanti County, MN",39082.949
cty27043,"Faribault County, MN",38927.848
cty27005,"Becker County, MN",38816.555
cty27025,"Chisago County, MN",38523.781
cty27017,"Carlton County, MN",38371.254
cty26137,"Otsego County, MI",38264.879
cty26149,"St. Joseph County, MI",38046.387
cty27047,"Freeborn County, MN",37530.945
cty26159,"Van Buren County, MI",37393.918
cty27027,"Clay County, MN",37370.199
cty27065,"Kanabec County, MN",37296.906
cty27067,"Kandiyohi County, MN",36988.645
cty26165,"Wexford County, MI",35877.715
cty26161,"Washtenaw County, MI",35755.984
cty26163,"Wayne County, MI",35514.176
cty26157,"Tuscola County, MI",35489.617
cty27035,"Crow Wing County, MN",35008.91
cty26155,"Shiawassee County, MI",34897.719
cty26151,"Sanilac County, MI",34849.438
cty26139,"Ottawa County, MI",34775.18
cty26141,"Presque Isle County, MI",
cty26143,"Roscommon County, MI",39767.516
cty26145,"Saginaw County, MI",35896.77
cty26147,"St. Clair County, MI",34972.266
cty26153,"Schoolcraft County, MI",
cty27001,"Aitkin County, MN",
cty27011,"Big Stone County, MN",
cty27061,"Itasca County, MN",36565.422
cty27023,"Chippewa County, MN",35684.176
cty26021,"Berrien County, MI",35611.996
cty27021,"Cass County, MN",35020.102
cty27029,"Clearwater County, MN",
cty27033,"Cottonwood County, MN",
cty27055,"Houston County, MN",36780.012
cty27063,"Jackson County, MN",
cty27071,"Koochiching County, MN",
cty27073,"Lac qui Parle County, MN",
cty27075,"Lake County, MN",
cty27095,"Mille Lacs County, MN",44391.113
cty27079,"Le Sueur County, MN",41574.723
cty27081,"Lincoln County, MN",
cty27099,"Mower County, MN",43533.773
cty27083,"Lyon County, MN",43267.836
cty27157,"Wabasha County, MN",42085.91
cty28001,"Adams County, MS",41623.637
cty27147,"Steele County, MN",41028.066
cty27161,"Waseca County, MN",40812.895
cty27105,"Nobles County, MN",40458.539
cty27085,"McLeod County, MN",40080.145
cty27089,"Marshall County, MN",
cty27129,"Renville County, MN",43079.469
cty27091,"Martin County, MN",42309.016
cty27093,"Meeker County, MN",42229.602
cty27165,"Watonwan County, MN",40172.73
cty27097,"Morrison County, MN",39521.344
cty27101,"Murray County, MN",
cty27123,"Ramsey County, MN",40535.66
cty27145,"Stearns County, MN",39926.758
cty27163,"Washington County, MN",39670.207
cty27171,"Wright County, MN",39133.676
cty27115,"Pine County, MN",38836.934
cty27103,"Nicollet County, MN",38542.02
cty27107,"Norman County, MN",
cty27111,"Otter Tail County, MN",39917.027
cty27139,"Scott County, MN",39891.734
cty27127,"Redwood County, MN",38616.016
cty27137,"St. Louis County, MN",38574.957
cty28003,"Alcorn County, MS",38393.934
cty27109,"Olmsted County, MN",38323.488
cty27169,"Winona County, MN",37695.723
cty27153,"Todd County, MN",36596.707
cty27131,"Rice County, MN",36165.695
cty27119,"Polk County, MN",33606.031
cty27113,"Pennington County, MN",33384.461
cty27117,"Pipestone County, MN",
cty27121,"Pope County, MN",
cty27133,"Rock County, MN",
cty27141,"Sherburne County, MN",37954.879
cty27143,"Sibley County, MN",33823.891
cty27135,"Roseau County, MN",33790.41
cty27149,"Stevens County, MN",
cty27151,"Swift County, MN",
cty27159,"Wadena County, MN",
cty27167,"Wilkin County, MN",
cty27173,"Yellow Medicine County, MN",
cty28005,"Amite County, MS",
cty28007,"Attala County, MS",
cty28009,"Benton County, MS",
cty28011,"Bolivar County, MS",36761
cty28013,"Calhoun County, MS",
cty28015,"Carroll County, MS",
cty28017,"Chickasaw County, MS",
cty28019,"Choctaw County, MS",
cty28021,"Claiborne County, MS",
cty28023,"Clarke County, MS",
cty28025,"Clay County, MS",
cty28027,"Coahoma County, MS",
cty28029,"Copiah County, MS",
cty28031,"Covington County, MS",
cty28099,"Neshoba County, MS",42151.395
cty28083,"Leflore County, MS",41649.98
cty28071,"Lafayette County, MS",40737.414
cty28067,"Jones County, MS",40254.152
cty28073,"Lamar County, MS",39053.012
cty28089,"Madison County, MS",38233.535
cty28075,"Lauderdale County, MS",38099.004
cty28049,"Hinds County, MS",37758.949
cty28081,"Lee County, MS",37471.383
cty28087,"Lowndes County, MS",36829.039
cty28035,"Forrest County, MS",35973.246
cty28033,"DeSoto County, MS",35499.527
cty28037,"Franklin County, MS",
cty28047,"Harrison County, MS",36895.066
cty28045,"Hancock County, MS",36487.258
cty28059,"Jackson County, MS",34942.645
cty28043,"Grenada County, MS",33611
cty28039,"George County, MS",23277.396
cty28041,"Greene County, MS",
cty28051,"Holmes County, MS",
cty28053,"Humphreys County, MS",
cty28057,"Itawamba County, MS",
cty28061,"Jasper County, MS",
cty28063,"Jefferson County, MS",
cty28065,"Jefferson Davis County, MS",
cty28069,"Kemper County, MS",
cty28077,"Lawrence County, MS",
cty28079,"Leake County, MS",
cty28107,"Panola County, MS",37070.563
cty28109,"Pearl River County, MS",36609.285
cty28093,"Marshall County, MS",36575.996
cty28091,"Marion County, MS",35533.523
cty28085,"Lincoln County, MS",33839.031
cty28095,"Monroe County, MS",33045.539
cty28097,"Montgomery County, MS",
cty28101,"Newton County, MS",
cty28103,"Noxubee County, MS",
cty28105,"Oktibbeha County, MS",33903.711
cty28111,"Perry County, MS",
cty28117,"Prentiss County, MS",40764.559
cty28115,"Pontotoc County, MS",38147.852
cty28121,"Rankin County, MS",38111.645
cty28113,"Pike County, MS",34603.34
cty28119,"Quitman County, MS",
cty28123,"Scott County, MS",
cty28125,"Sharkey County, MS",
cty28127,"Simpson County, MS",
cty28129,"Smith County, MS",
cty28131,"Stone County, MS",
cty28133,"Sunflower County, MS",
cty28135,"Tallahatchie County, MS",
cty28145,"Union County, MS",43729.285
cty29007,"Audrain County, MO",40085.715
cty29003,"Andrew County, MO",39713.426
cty29021,"Buchanan County, MO",39435.266
cty29009,"Barry County, MO",39000.535
cty29001,"Adair County, MO",38955.129
cty28139,"Tippah County, MS",37885.055
cty28151,"Washington County, MS",37805.918
cty29029,"Camden County, MO",37739.039
cty28149,"Warren County, MS",37609.09
cty29049,"Clinton County, MO",37304.051
cty29037,"Cass County, MO",36334.715
cty29047,"Clay County, MO",35571.711
cty29043,"Christian County, MO",34423.668
cty28137,"Tate County, MS",32069.227
cty28141,"Tishomingo County, MS",
cty28143,"Tunica County, MS",
cty28147,"Walthall County, MS",
cty28153,"Wayne County, MS",
cty28155,"Webster County, MS",
cty28157,"Wilkinson County, MS",
cty28159,"Winston County, MS",
cty28161,"Yalobusha County, MS",
cty28163,"Yazoo County, MS",
cty29005,"Atchison County, MO",
cty29011,"Barton County, MO",
cty29013,"Bates County, MO",
cty29015,"Benton County, MO",
cty29017,"Bollinger County, MO",
cty29019,"Boone County, MO",37153.363
cty29027,"Callaway County, MO",36814.27
cty29031,"Cape Girardeau County, MO",36693.289
cty29023,"Butler County, MO",34986.875
cty29025,"Caldwell County, MO",
cty29033,"Carroll County, MO",
cty29035,"Carter County, MO",
cty29039,"Cedar County, MO",
cty29041,"Chariton County, MO",
cty29045,"Clark County, MO",
cty29051,"Cole County, MO",42119.723
cty29053,"Cooper County, MO",36690.781
cty29055,"Crawford County, MO",32634.93
cty29057,"Dade County, MO",
cty29059,"Dallas County, MO",
cty29061,"Daviess County, MO",
cty29063,"DeKalb County, MO",
cty29065,"Dent County, MO",
cty29067,"Douglas County, MO",
cty29073,"Gasconade County, MO",44026.805
cty29071,"Franklin County, MO",37959.75
cty29117,"Livingston County, MO",37460.508
cty29101,"Johnson County, MO",37449.195
cty29095,"Jackson County, MO",37442.172
cty29107,"Lafayette County, MO",36198.633
cty29069,"Dunklin County, MO",36093.344
cty29075,"Gentry County, MO",
cty29077,"Greene County, MO",34707.766
cty29079,"Grundy County, MO",
cty29081,"Harrison County, MO",
cty29083,"Henry County, MO",40036.992
cty29085,"Hickory County, MO",
cty29087,"Holt County, MO",
cty29089,"Howard County, MO",
cty29131,"Miller County, MO",38308.008
cty29099,"Jefferson County, MO",35889.441
cty29109,"Lawrence County, MO",34653.828
cty29105,"Laclede County, MO",34521.363
cty29091,"Howell County, MO",32130.053
cty29093,"Iron County, MO",
cty29097,"Jasper County, MO",35848.063
cty29111,"Lewis County, MO",
cty29113,"Lincoln County, MO",34100.613
cty29115,"Linn County, MO",
cty29119,"McDonald County, MO",
cty29121,"Macon County, MO",
cty29123,"Madison County, MO",
cty29125,"Maries County, MO",
cty29127,"Marion County, MO",37283.164
cty29133,"Mississippi County, MO",
cty29135,"Moniteau County, MO",
cty29137,"Monroe County, MO",
cty29139,"Montgomery County, MO",
cty29141,"Morgan County, MO",
cty29143,"New Madrid County, MO",
cty29147,"Nodaway County, MO",40414.051
cty29145,"Newton County, MO",32893.094
cty29149,"Oregon County, MO",
cty29151,"Osage County, MO",
cty29153,"Ozark County, MO",
cty29155,"Pemiscot County, MO",
cty29186,"Ste. Genevieve County, MO",47034.207
cty29163,"Pike County, MO",46973.008
cty29157,"Perry County, MO",40277.621
cty29189,"St. Louis County, MO",39368.215
cty29195,"Saline County, MO",39268.965
cty29175,"Randolph County, MO",38409.137
cty29183,"St. Charles County, MO",38197.457
cty29207,"Stoddard County, MO",37958.379
cty29201,"Scott County, MO",37859.191
cty29159,"Pettis County, MO",37240.547
cty29165,"Platte County, MO",37188.574
cty29161,"Phelps County, MO",36740.828
cty30013,"Cascade County, MT",35520.805
cty29187,"St. Francois County, MO",35439.164
cty29213,"Taney County, MO",35393.434
cty29167,"Polk County, MO",34670.355
cty29169,"Pulaski County, MO",32779.648
cty29171,"Putnam County, MO",
cty29173,"Ralls County, MO",
cty29177,"Ray County, MO",33107.355
cty29179,"Reynolds County, MO",
cty29181,"Ripley County, MO",
cty29185,"St. Clair County, MO",
cty29199,"Scotland County, MO",
cty29203,"Shannon County, MO",
cty29205,"Shelby County, MO",
cty30041,"Hill County, MT",38337.477
cty29510,"St. Louis city, MO",37395.316
cty29219,"Warren County, MO",34593.543
cty29217,"Vernon County, MO",34481.574
cty29209,"Stone County, MO",32039.775
cty29211,"Sullivan County, MO",
cty29215,"Texas County, MO",
cty29221,"Washington County, MO",
cty29223,"Wayne County, MO",
cty29225,"Webster County, MO",35742.402
cty29229,"Wright County, MO",
cty30001,"Beaverhead County, MT",
cty30003,"Big Horn County, MT",
cty30017,"Custer County, MT",
cty30021,"Dawson County, MT",
cty30023,"Deer Lodge County, MT",
cty30027,"Fergus County, MT",
cty30049,"Lewis and Clark County, MT",34901.316
cty30047,"Lake County, MT",34845.066
cty30031,"Gallatin County, MT",32952.785
cty30029,"Flathead County, MT",32105.139
cty30035,"Glacier County, MT",
cty30043,"Jefferson County, MT",
