cty,Name,Individual_income_For_Children_Born_in_1978_rP_gM_p50
cty18089,"Lake County, IN",29605.871
cty17199,"Williamson County, IL",29480.105
cty18035,"Delaware County, IN",29338.207
cty18143,"Scott County, IN",29328.938
cty18177,"Wayne County, IN",29033.348
cty18003,"Allen County, IN",28949.791
cty18105,"Monroe County, IN",28715.967
cty17201,"Winnebago County, IL",28641.543
cty18053,"Grant County, IN",28157.438
cty18095,"Madison County, IN",28074.164
cty18041,"Fayette County, IN",27950.742
cty18067,"Howard County, IN",27661.846
cty18097,"Marion County, IN",26645.404
cty18115,"Ohio County, IN",
cty19031,"Cedar County, IA",41044.004
cty19119,"Lyon County, IA",40805.969
cty19167,"Sioux County, IA",40672.098
cty19009,"Audubon County, IA",40620.559
cty19051,"Davis County, IA",40171.445
cty19023,"Butler County, IA",39973.52
cty19091,"Humboldt County, IA",39850.398
cty19027,"Carroll County, IA",39694.57
cty19141,"O'Brien County, IA",39488.402
cty19075,"Grundy County, IA",39445.898
cty19047,"Crawford County, IA",39195.695
cty19143,"Osceola County, IA",39186.832
cty19151,"Pocahontas County, IA",39018.621
cty20013,"Brown County, KS",38965.152
cty19017,"Bremer County, IA",38726.855
cty19107,"Keokuk County, IA",38609.152
cty19037,"Chickasaw County, IA",38411.676
cty19171,"Tama County, IA",38338.352
cty19149,"Plymouth County, IA",38284.969
cty19065,"Fayette County, IA",38150.805
cty19109,"Kossuth County, IA",38150.313
cty19011,"Benton County, IA",38140.484
cty19019,"Buchanan County, IA",38135.402
cty19081,"Hancock County, IA",38077.488
cty19083,"Hardin County, IA",38076.426
cty19161,"Sac County, IA",37951.848
cty19147,"Palo Alto County, IA",37865.602
cty19095,"Iowa County, IA",37749.828
cty19043,"Clayton County, IA",37739.988
cty19025,"Calhoun County, IA",37702.609
cty19035,"Cherokee County, IA",37465.16
cty19157,"Poweshiek County, IA",37434.387
cty19121,"Madison County, IA",37418.355
cty19093,"Ida County, IA",37394.988
cty19189,"Winnebago County, IA",37341.848
cty19061,"Dubuque County, IA",37316.055
cty19197,"Wright County, IA",37250.926
cty19105,"Jones County, IA",37248.27
cty19085,"Harrison County, IA",37205.508
cty19097,"Jackson County, IA",37138.723
cty19177,"Van Buren County, IA",37122.871
cty19055,"Delaware County, IA",37117.113
cty19173,"Taylor County, IA",37107.496
cty19175,"Union County, IA",37107.305
cty19067,"Floyd County, IA",37040.676
cty19069,"Franklin County, IA",36991.691
cty19089,"Howard County, IA",36930.773
cty19131,"Mitchell County, IA",36808.574
cty19123,"Mahaska County, IA",36754.488
cty19135,"Monroe County, IA",36711.477
cty19165,"Shelby County, IA",36656.082
cty19191,"Winneshiek County, IA",36647.316
cty19077,"Guthrie County, IA",36587.637
cty19029,"Cass County, IA",36580.246
cty19063,"Emmet County, IA",36562.215
cty19125,"Marion County, IA",36541.602
cty20009,"Barton County, KS",36487.488
cty19021,"Buena Vista County, IA",36477.859
cty19181,"Warren County, IA",36437.836
cty19117,"Lucas County, IA",36436.09
cty19041,"Clay County, IA",36068.836
cty19133,"Monona County, IA",35990.309
cty19045,"Clinton County, IA",35960.293
cty19079,"Hamilton County, IA",35956.469
cty19137,"Montgomery County, IA",35782.621
cty19073,"Greene County, IA",35760.93
cty19039,"Clarke County, IA",35626.52
cty19185,"Wayne County, IA",35503.348
cty19115,"Louisa County, IA",35491.375
cty20003,"Anderson County, KS",35292.348
cty19195,"Worth County, IA",35197.336
cty19015,"Boone County, IA",35169.512
cty19145,"Page County, IA",35166.207
cty19059,"Dickinson County, IA",35019.289
cty19187,"Webster County, IA",34729.57
cty19049,"Dallas County, IA",34693.887
cty20005,"Atchison County, KS",34641.648
cty19129,"Mills County, IA",34595.32
cty19169,"Story County, IA",34564.023
cty19057,"Des Moines County, IA",34299.105
cty19053,"Decatur County, IA",34236.422
cty19099,"Jasper County, IA",34148.184
cty19183,"Washington County, IA",34128.551
cty19033,"Cerro Gordo County, IA",33987.848
cty19139,"Muscatine County, IA",33830.805
cty19113,"Linn County, IA",33712.762
cty19179,"Wapello County, IA",33671.504
cty19127,"Marshall County, IA",33403.117
cty19193,"Woodbury County, IA",32878.305
cty19111,"Lee County, IA",32777.754
cty19087,"Henry County, IA",32612.283
cty19153,"Polk County, IA",32430.902
cty19013,"Black Hawk County, IA",31919.773
cty19071,"Fremont County, IA",
cty19103,"Johnson County, IA",31830.086
cty19155,"Pottawattamie County, IA",31798.789
cty19159,"Ringgold County, IA",
cty20001,"Allen County, KS",32701.896
cty19163,"Scott County, IA",32256.305
cty20007,"Barber County, KS",
cty20131,"Nemaha County, KS",44492.16
cty22059,"LaSalle Parish, LA",41544.965
cty22085,"Sabine Parish, LA",40985.156
cty20117,"Marshall County, KS",39694.438
cty20043,"Doniphan County, KS",39256.91
cty20167,"Russell County, KS",38643.676
cty20149,"Pottawatomie County, KS",38336.473
cty20145,"Pawnee County, KS",38217.063
cty20029,"Cloud County, KS",38202.48
cty20051,"Ellis County, KS",37970.348
cty20137,"Norton County, KS",37860.539
cty20073,"Greenwood County, KS",37473.324
cty22113,"Vermilion Parish, LA",37387.996
cty22057,"Lafourche Parish, LA",37361.281
cty22109,"Terrebonne Parish, LA",37094.18
cty20067,"Grant County, KS",36936.57
cty20077,"Harper County, KS",36931.902
cty22123,"West Carroll Parish, LA",36690.84
cty20085,"Jackson County, KS",36641.793
cty20041,"Dickinson County, KS",36610.77
cty20031,"Coffey County, KS",36319.469
cty26109,"Menominee County, MI",36202.484
cty20107,"Linn County, KS",36147.324
cty20113,"McPherson County, KS",35938.246
cty20095,"Kingman County, KS",35664.629
cty22099,"St. Martin Parish, LA",35571.453
cty20027,"Clay County, KS",35379.125
cty23007,"Franklin County, ME",35341.746
cty26063,"Huron County, MI",35271.391
cty20139,"Osage County, KS",35266.082
cty20159,"Rice County, KS",34924.336
cty20087,"Jefferson County, KS",34689.633
cty20115,"Marion County, KS",34638.414
cty20121,"Miami County, KS",34429.754
cty20059,"Franklin County, KS",34345.977
cty20133,"Neosho County, KS",34321.129
cty23021,"Piscataquis County, ME",34311.379
cty26085,"Lake County, MI",34271.137
cty20151,"Pratt County, KS",34258.672
cty22053,"Jefferson Davis Parish, LA",34131.813
cty22075,"Plaquemines Parish, LA",34102.438
cty20015,"Butler County, KS",34021.328
cty26071,"Iron County, MI",33822.555
cty26119,"Montmorency County, MI",33617.508
cty23003,"Aroostook County, ME",33606.762
cty22101,"St. Mary Parish, LA",33573.16
cty20035,"Cowley County, KS",33462.434
cty20079,"Harvey County, KS",33375.152
cty26061,"Houghton County, MI",33348.152
cty26053,"Gogebic County, MI",33338.859
cty22093,"St. James Parish, LA",33306.094
cty26043,"Dickinson County, MI",33181.969
cty20055,"Finney County, KS",33136.195
cty20091,"Johnson County, KS",33120.891
cty20155,"Reno County, KS",33081.805
cty26127,"Oceana County, MI",32986.113
cty20057,"Ford County, KS",32866.336
cty22089,"St. Charles Parish, LA",32810.941
cty23001,"Androscoggin County, ME",32794.176
cty20099,"Labette County, KS",32708.885
cty22055,"Lafayette Parish, LA",32616.07
cty23005,"Cumberland County, ME",32541.367
cty26051,"Gladwin County, MI",32517.902
cty22063,"Livingston Parish, LA",32461.008
cty22127,"Winn Parish, LA",32414.814
cty20125,"Montgomery County, KS",32402.035
cty26037,"Clinton County, MI",32354.619
cty26073,"Isabella County, MI",32299.268
cty26101,"Manistee County, MI",32256.26
cty26115,"Monroe County, MI",32230.09
cty26089,"Leelanau County, MI",32226.477
cty26027,"Cass County, MI",32104.121
cty20021,"Cherokee County, KS",32099.074
cty20037,"Crawford County, KS",31957.139
cty26099,"Macomb County, MI",31856.104
cty20169,"Saline County, KS",31833.193
cty22097,"St. Landry Parish, LA",31826.355
cty26103,"Marquette County, MI",31716.65
cty23019,"Penobscot County, ME",31675.377
cty23017,"Oxford County, ME",31612.92
cty23025,"Somerset County, ME",31590.457
cty23015,"Lincoln County, ME",31537.846
cty26041,"Delta County, MI",31531.119
cty26097,"Mackinac County, MI",31346.293
cty26105,"Mason County, MI",31311.471
cty26055,"Grand Traverse County, MI",31209.486
cty26029,"Charlevoix County, MI",31191.846
cty23011,"Kennebec County, ME",31158.477
cty26067,"Ionia County, MI",31125.762
cty26129,"Ogemaw County, MI",31102.793
cty26035,"Clare County, MI",31096.355
cty26123,"Newaygo County, MI",31074.957
cty26093,"Livingston County, MI",31000.457
cty20111,"Lyon County, KS",30997.498
cty26111,"Midland County, MI",30986.467
cty26113,"Missaukee County, MI",30835.738
cty26091,"Lenawee County, MI",30825.328
cty22069,"Natchitoches Parish, LA",30653.465
cty22095,"St. John the Baptist Parish, LA",30615.82
cty20103,"Leavenworth County, KS",30589.701
cty26045,"Eaton County, MI",30565.242
cty26087,"Lapeer County, MI",30504.785
cty26107,"Mecosta County, MI",30466.666
cty26069,"Iosco County, MI",30458.428
cty26057,"Gratiot County, MI",30434.336
cty26079,"Kalkaska County, MI",30288.414
cty26047,"Emmet County, MI",30237.418
cty22105,"Tangipahoa Parish, LA",30070.211
cty22121,"West Baton Rouge Parish, LA",29997.361
cty22087,"St. Bernard Parish, LA",29987.229
cty23009,"Hancock County, ME",29812.191
cty22119,"Webster Parish, LA",29791.199
cty26117,"Montcalm County, MI",29709.693
cty22079,"Rapides Parish, LA",29693.971
cty26031,"Cheboygan County, MI",29672.986
cty20045,"Douglas County, KS",29607.172
cty26125,"Oakland County, MI",29540.301
cty22051,"Jefferson Parish, LA",29535.916
cty22115,"Vernon Parish, LA",29534.371
cty26075,"Jackson County, MI",29508.785
cty22103,"St. Tammany Parish, LA",29502.391
cty26033,"Chippewa County, MI",29400.229
cty23013,"Knox County, ME",29364.762
cty20061,"Geary County, KS",29258.793
cty20123,"Mitchell County, KS",
cty20127,"Morris County, KS",
cty20141,"Osborne County, KS",
cty20143,"Ottawa County, KS",
cty20147,"Phillips County, KS",
cty20157,"Republic County, KS",
cty20161,"Riley County, KS",31583.477
cty20163,"Rooks County, KS",
cty20171,"Scott County, KS",
cty21055,"Crittenden County, KY",36411.98
cty20181,"Sherman County, KS",36361.793
cty20191,"Sumner County, KS",36086.512
cty21027,"Breckinridge County, KY",36007.641
cty20193,"Thomas County, KS",35387.699
cty20205,"Wilson County, KS",34460.434
cty20175,"Seward County, KS",34345.871
cty21041,"Carroll County, KY",34249.301
cty21033,"Caldwell County, KY",32758.301
cty21061,"Edmonson County, KY",32522.68
cty21059,"Daviess County, KY",31683.553
cty21075,"Fulton County, KY",31229.627
cty20173,"Sedgwick County, KS",30425.541
cty20177,"Shawnee County, KS",30134.488
cty20185,"Stafford County, KS",
cty20189,"Stevens County, KS",
cty20197,"Wabaunsee County, KS",
cty20201,"Washington County, KS",
cty21037,"Campbell County, KY",32647.021
cty21015,"Boone County, KY",32420.072
cty21011,"Bath County, KY",31289.803
cty21077,"Gallatin County, KY",31171.672
cty21029,"Bullitt County, KY",31066.73
cty21009,"Barren County, KY",30746.359
cty21071,"Floyd County, KY",30613.121
cty21031,"Butler County, KY",30338.969
cty21043,"Carter County, KY",30320.988
cty21005,"Anderson County, KY",30027.596
cty21069,"Fleming County, KY",29677.73
cty21065,"Estill County, KY",29552.742
cty21023,"Bracken County, KY",29373.607
cty21019,"Boyd County, KY",29229.838
cty26059,"Hillsdale County, MI",29206.998
cty21013,"Bell County, KY",29146.889
cty21049,"Clark County, KY",29050.309
cty21045,"Casey County, KY",28928.16
cty23023,"Sagadahoc County, ME",28774.33
cty26077,"Kalamazoo County, MI",28677.344
cty21047,"Christian County, KY",28670.566
cty21035,"Calloway County, KY",28361.459
cty21001,"Adair County, KY",28314.861
cty21003,"Allen County, KY",28278.213
cty26081,"Kent County, MI",28268.756
cty21073,"Franklin County, KY",28254.73
cty26039,"Crawford County, MI",28169.502
cty21025,"Breathitt County, KY",28046.162
cty21021,"Boyle County, KY",27831.334
cty26065,"Ingham County, MI",27633.332
cty22111,"Union Parish, LA",27598.594
cty26121,"Muskegon County, MI",27439.141
cty22083,"Richland Parish, LA",27358.611
cty20209,"Wyandotte County, KS",27180.371
cty21007,"Ballard County, KY",
cty21051,"Clay County, KY",27502.559
cty21057,"Cumberland County, KY",27175.092
cty22061,"Lincoln Parish, LA",27010.459
cty22077,"Pointe Coupee Parish, LA",26926.229
cty21053,"Clinton County, KY",26923.375
cty22117,"Washington Parish, LA",26452.869
cty21067,"Fayette County, KY",26269.115
cty22073,"Ouachita Parish, LA",26221.613
cty22065,"Madison Parish, LA",25674.721
cty21017,"Bourbon County, KY",25400.705
cty21063,"Elliott County, KY",
cty21091,"Hancock County, KY",35695.879
cty21183,"Ohio County, KY",34351.637
cty21177,"Muhlenberg County, KY",34325.441
cty21149,"McLean County, KY",33347.633
cty21141,"Logan County, KY",33200
cty21179,"Nelson County, KY",32957.379
cty21115,"Johnson County, KY",32626.344
cty21103,"Henry County, KY",32220.215
cty21095,"Harlan County, KY",32128.369
cty21153,"Magoffin County, KY",31912.119
cty21169,"Metcalfe County, KY",31791.281
cty21107,"Hopkins County, KY",31684.508
cty21083,"Graves County, KY",31541.459
cty21133,"Letcher County, KY",31535.832
cty21163,"Meade County, KY",31505.174
cty21123,"Larue County, KY",31459.199
cty21085,"Grayson County, KY",31446.592
cty21167,"Mercer County, KY",31060.613
cty21099,"Hart County, KY",30956.613
cty21157,"Marshall County, KY",30886.047
cty21155,"Marion County, KY",30722.838
cty21097,"Harrison County, KY",30647.186
cty21117,"Kenton County, KY",30523.207
cty21093,"Hardin County, KY",30166.938
cty21081,"Grant County, KY",29804.426
cty21159,"Martin County, KY",29768.795
cty21127,"Lawrence County, KY",29678.205
cty21145,"McCracken County, KY",29643.176
cty21109,"Jackson County, KY",29299.924
cty21173,"Montgomery County, KY",29196.805
cty21137,"Lincoln County, KY",29167.674
cty21101,"Henderson County, KY",29132.416
cty21125,"Laurel County, KY",28884.773
cty21089,"Greenup County, KY",28753.057
cty21161,"Mason County, KY",28733.008
cty21151,"Madison County, KY",28350.168
cty21079,"Garrard County, KY",28214.146
cty21087,"Green County, KY",28037.066
cty21175,"Morgan County, KY",28021.477
cty21139,"Livingston County, KY",27983.039
cty21171,"Monroe County, KY",27641.992
cty21121,"Knox County, KY",27613.918
cty21113,"Jessamine County, KY",27231.828
cty21111,"Jefferson County, KY",27201.129
cty21119,"Knott County, KY",
cty21147,"McCreary County, KY",25893.016
cty21129,"Lee County, KY",24422.848
cty21131,"Leslie County, KY",
cty21135,"Lewis County, KY",25686.412
cty21143,"Lyon County, KY",
cty22007,"Assumption Parish, LA",39239.625
cty21223,"Trimble County, KY",37639.941
cty21233,"Webster County, KY",36592.637
cty22025,"Catahoula Parish, LA",35835.984
cty22001,"Acadia Parish, LA",35823.98
cty22003,"Allen Parish, LA",35525.559
cty22023,"Cameron Parish, LA",35348.43
cty21187,"Owen County, KY",34929.949
cty22039,"Evangeline Parish, LA",34546.719
cty22005,"Ascension Parish, LA",34041.375
cty21229,"Washington County, KY",33761.563
cty21221,"Trigg County, KY",33486.859
cty22049,"Jackson Parish, LA",33206.465
cty22009,"Avoyelles Parish, LA",33021.582
cty22045,"Iberia Parish, LA",32942.164
cty21225,"Union County, KY",32837.148
cty22043,"Grant Parish, LA",32624.652
cty21185,"Oldham County, KY",32608.824
cty21215,"Spencer County, KY",32258.328
cty21191,"Pendleton County, KY",32092.252
cty21203,"Rockcastle County, KY",31691.713
cty21219,"Todd County, KY",31604.984
cty21213,"Simpson County, KY",31309.793
cty22047,"Iberville Parish, LA",31295.822
cty21195,"Pike County, KY",31131.533
cty22011,"Beauregard Parish, LA",30831.672
cty22029,"Concordia Parish, LA",30647.92
cty22015,"Bossier Parish, LA",30613.572
cty22019,"Calcasieu Parish, LA",30489.543
cty22041,"Franklin Parish, LA",30395.896
cty21217,"Taylor County, KY",30213.037
cty21211,"Shelby County, KY",29813.502
cty21199,"Pulaski County, KY",29742.213
cty22037,"East Feliciana Parish, LA",29734.512
cty22027,"Claiborne Parish, LA",29713.996
cty22013,"Bienville Parish, LA",29040.369
cty21209,"Scott County, KY",28825.797
cty21235,"Whitley County, KY",28698.389
cty21239,"Woodford County, KY",28603.893
cty22031,"De Soto Parish, LA",28576.273
cty22033,"East Baton Rouge Parish, LA",28502.004
cty21231,"Wayne County, KY",28342.451
cty21205,"Rowan County, KY",27915.854
cty21227,"Warren County, KY",27834.789
cty21181,"Nicholas County, KY",27766.217
cty21193,"Perry County, KY",27606.789
cty21197,"Powell County, KY",27560.77
cty21207,"Russell County, KY",26988.414
cty21237,"Wolfe County, KY",
cty22017,"Caddo Parish, LA",26782.807
cty22021,"Caldwell Parish, LA",
cty22071,"Orleans Parish, LA",25045.535
cty26049,"Genesee County, MI",25020.771
cty22091,"St. Helena Parish, LA",25014.754
cty22067,"Morehouse Parish, LA",24153.197
cty22081,"Red River Parish, LA",
cty22125,"West Feliciana Parish, LA",
cty25021,"Norfolk County, MA",37150.461
cty24013,"Carroll County, MD",36619.203
cty24021,"Frederick County, MD",36066.758
cty25017,"Middlesex County, MA",35636.563
cty24029,"Kent County, MD",35449.258
cty24035,"Queen Anne's County, MD",35434.898
cty24017,"Charles County, MD",35390.805
cty25005,"Bristol County, MA",35000.383
cty25027,"Worcester County, MA",34894.484
cty25023,"Plymouth County, MA",34721.566
cty24023,"Garrett County, MD",34608.676
cty24009,"Calvert County, MD",34595.457
cty24025,"Harford County, MD",34536.434
cty25015,"Hampshire County, MA",34501.23
cty24043,"Washington County, MD",34485.211
cty25001,"Barnstable County, MA",34213.434
cty24027,"Howard County, MD",34202.758
cty24031,"Montgomery County, MD",34148.762
cty23031,"York County, ME",33973.508
cty25011,"Franklin County, MA",33851.109
cty25009,"Essex County, MA",33743.113
cty24037,"St. Mary's County, MD",33562.125
cty24001,"Allegany County, MD",33392.547
cty25003,"Berkshire County, MA",33286.07
cty24015,"Cecil County, MD",33201.715
cty24003,"Anne Arundel County, MD",33046.656
cty26023,"Branch County, MI",32977.211
cty26001,"Alcona County, MI",32949.367
cty24005,"Baltimore County, MD",32546.031
cty26005,"Allegan County, MI",31938.063
cty26011,"Arenac County, MI",31739.422
cty26007,"Alpena County, MI",31545.699
cty25013,"Hampden County, MA",31445.951
cty24011,"Caroline County, MD",30932.639
cty26015,"Barry County, MI",30708.855
cty23029,"Washington County, ME",30683.014
cty26019,"Benzie County, MI",30500.307
cty24047,"Worcester County, MD",30493.58
cty26017,"Bay County, MI",30416.576
cty24041,"Talbot County, MD",30402.77
cty24019,"Dorchester County, MD",30176.496
cty24033,"Prince George's County, MD",30151.201
cty25025,"Suffolk County, MA",30000.424
cty26009,"Antrim County, MI",29492.777
cty24045,"Wicomico County, MD",29434.939
cty23027,"Waldo County, ME",29307.117
cty24039,"Somerset County, MD",28775.939
cty26025,"Calhoun County, MI",27672.84
cty24510,"Baltimore city, MD",25333.789
cty26013,"Baraga County, MI",
cty26021,"Berrien County, MI",27752.645
cty26095,"Luce County, MI",
cty26131,"Ontonagon County, MI",
cty27033,"Cottonwood County, MN",40045.531
cty27029,"Clearwater County, MN",40034.227
cty27015,"Brown County, MN",38819.211
cty27063,"Jackson County, MN",38788.973
cty27001,"Aitkin County, MN",38529.801
cty27023,"Chippewa County, MN",38486.031
cty27039,"Dodge County, MN",37836.73
cty27045,"Fillmore County, MN",37474.977
cty27047,"Freeborn County, MN",37431.453
cty27019,"Carver County, MN",37286.336
cty27041,"Douglas County, MN",37015.344
cty27065,"Kanabec County, MN",36835.871
cty27005,"Becker County, MN",36540.078
cty27049,"Goodhue County, MN",36345.004
cty27067,"Kandiyohi County, MN",36133.59
cty27009,"Benton County, MN",36130.23
cty27043,"Faribault County, MN",35932.305
cty27037,"Dakota County, MN",35679.266
cty27055,"Houston County, MN",35470.746
cty27061,"Itasca County, MN",35350.754
cty27017,"Carlton County, MN",35202.004
cty27025,"Chisago County, MN",35067.773
cty27013,"Blue Earth County, MN",34893.707
cty27071,"Koochiching County, MN",34822
cty27003,"Anoka County, MN",34674.961
cty27021,"Cass County, MN",34670.117
cty27027,"Clay County, MN",34544.938
cty26141,"Presque Isle County, MI",34121.211
cty27059,"Isanti County, MN",34100.047
cty27057,"Hubbard County, MN",33374.488
cty26139,"Ottawa County, MI",32684.541
cty27035,"Crow Wing County, MN",32675.133
cty26151,"Sanilac County, MI",32464.678
cty26133,"Osceola County, MI",32427.232
cty27053,"Hennepin County, MN",31781.623
cty26137,"Otsego County, MI",31114.291
cty26149,"St. Joseph County, MI",30483.801
cty26157,"Tuscola County, MI",30419.32
cty26147,"St. Clair County, MI",30277.775
cty26135,"Oscoda County, MI",30171.1
cty26159,"Van Buren County, MI",29561.023
cty26143,"Roscommon County, MI",29559.17
cty26145,"Saginaw County, MI",26282.402
cty26153,"Schoolcraft County, MI",
cty26165,"Wexford County, MI",29852.305
cty27007,"Beltrami County, MN",29389.129
cty26155,"Shiawassee County, MI",29367.217
cty26161,"Washtenaw County, MI",27546.117
cty26163,"Wayne County, MI",24741.139
cty22035,"East Carroll Parish, LA",21286.393
cty27011,"Big Stone County, MN",
cty27129,"Renville County, MN",41971.23
cty29041,"Chariton County, MO",41278.453
cty27165,"Watonwan County, MN",40761.371
cty27143,"Sibley County, MN",40736.766
cty27101,"Murray County, MN",40558.875
cty27127,"Redwood County, MN",40543.113
cty30021,"Dawson County, MT",40280.352
cty27151,"Swift County, MN",39632.051
cty27133,"Rock County, MN",39541.254
cty27117,"Pipestone County, MN",39180.605
cty27089,"Marshall County, MN",39171.125
cty27079,"Le Sueur County, MN",38977.676
cty27173,"Yellow Medicine County, MN",38403.18
cty27135,"Roseau County, MN",38067.367
cty27105,"Nobles County, MN",38006.57
cty27161,"Waseca County, MN",37922.855
cty28039,"George County, MS",37837.414
cty29025,"Caldwell County, MO",37825.82
cty29186,"Ste. Genevieve County, MO",37792.066
cty27157,"Wabasha County, MN",37729.758
cty27121,"Pope County, MN",37580.316
cty27153,"Todd County, MN",37573.594
cty27073,"Lac qui Parle County, MN",37572.859
cty27145,"Stearns County, MN",37353.863
cty27093,"Meeker County, MN",37153.387
cty27171,"Wright County, MN",37107.41
cty27095,"Mille Lacs County, MN",37097.086
cty29033,"Carroll County, MO",37069.707
cty27103,"Nicollet County, MN",37060.715
cty27111,"Otter Tail County, MN",37034.332
cty29157,"Perry County, MO",36961.387
cty30017,"Custer County, MT",36890.605
cty29003,"Andrew County, MO",36783.301
cty27147,"Steele County, MN",36664.414
cty27139,"Scott County, MN",36661.969
cty27083,"Lyon County, MN",36496.18
cty29045,"Clark County, MO",35436.328
cty27075,"Lake County, MN",35409.168
cty27081,"Lincoln County, MN",
cty27159,"Wadena County, MN",36546.031
cty27097,"Morrison County, MN",36400.406
cty27091,"Martin County, MN",36280.891
cty27163,"Washington County, MN",36061.148
cty27119,"Polk County, MN",35965.48
cty27085,"McLeod County, MN",35932.273
cty27169,"Winona County, MN",35506.293
cty27099,"Mower County, MN",35361.895
cty27107,"Norman County, MN",
cty27115,"Pine County, MN",35874.926
cty27113,"Pennington County, MN",35690.625
cty27131,"Rice County, MN",35229.93
cty29177,"Ray County, MO",35155.809
cty27141,"Sherburne County, MN",35118.004
cty29219,"Warren County, MO",34970.793
cty29017,"Bollinger County, MO",34800.082
cty30053,"Lincoln County, MT",34777.551
cty29013,"Bates County, MO",34713.746
cty30041,"Hill County, MT",34593.781
cty30023,"Deer Lodge County, MT",34456.289
cty30027,"Fergus County, MT",34196.531
cty29211,"Sullivan County, MO",34143.59
cty29185,"St. Clair County, MO",33962.063
cty27109,"Olmsted County, MN",33899.141
cty28141,"Tishomingo County, MS",33862.648
cty29183,"St. Charles County, MO",33720.844
cty30047,"Lake County, MT",33676.918
cty29037,"Cass County, MO",33655.387
cty27137,"St. Louis County, MN",33653.609
cty29165,"Platte County, MO",33615.984
cty29195,"Saline County, MO",33521.031
cty29209,"Stone County, MO",33491.871
cty29229,"Wright County, MO",33439.879
cty29171,"Putnam County, MO",33420.457
cty29205,"Shelby County, MO",33158.5
cty29207,"Stoddard County, MO",33133.539
cty30029,"Flathead County, MT",33098.898
cty28153,"Wayne County, MS",33093.813
cty29039,"Cedar County, MO",32988.734
cty29163,"Pike County, MO",32971.84
cty30013,"Cascade County, MT",32792.355
cty28129,"Smith County, MS",32782.707
cty29007,"Audrain County, MO",32616.611
cty30049,"Lewis and Clark County, MT",32525.059
cty29203,"Shannon County, MO",32428.094
cty29187,"St. Francois County, MO",32370.461
cty27123,"Ramsey County, MN",32363.809
cty27149,"Stevens County, MN",
cty27167,"Wilkin County, MN",
cty28041,"Greene County, MS",36680.734
cty28037,"Franklin County, MS",36344.133
cty28111,"Perry County, MS",36328.734
cty28019,"Choctaw County, MS",35568.309
cty28009,"Benton County, MS",34208.898
cty28077,"Lawrence County, MS",34026.945
cty28005,"Amite County, MS",33494.793
cty28061,"Jasper County, MS",33095.992
cty28079,"Leake County, MS",32937.965
cty29173,"Ralls County, MO",32323.943
cty29167,"Polk County, MO",32091.689
cty30001,"Beaverhead County, MT",32085.525
cty29009,"Barry County, MO",32056.676
cty29181,"Ripley County, MO",32010.594
cty29159,"Pettis County, MO",31998.508
cty29221,"Washington County, MO",31978.861
cty29015,"Benton County, MO",31952.109
cty29215,"Texas County, MO",31770.059
cty28085,"Lincoln County, MS",31730.424
cty30031,"Gallatin County, MT",31637.902
cty29021,"Buchanan County, MO",31362.285
cty28091,"Marion County, MS",31335.305
cty28013,"Calhoun County, MS",31319.488
cty28115,"Pontotoc County, MS",31296.803
cty28057,"Itawamba County, MS",31266.73
cty29225,"Webster County, MO",31231.955
cty29217,"Vernon County, MO",31204.586
cty28097,"Montgomery County, MS",31162.234
cty28147,"Walthall County, MS",31045.828
cty29175,"Randolph County, MO",31037.42
cty29213,"Taney County, MO",30975.777
cty29161,"Phelps County, MO",30746.77
cty29001,"Adair County, MO",30690.111
cty28103,"Noxubee County, MS",30231.584
cty28155,"Webster County, MS",30121.01
cty29011,"Barton County, MO",30068.275
cty28045,"Hancock County, MS",29960.555
cty28073,"Lamar County, MS",29936.633
cty28023,"Clarke County, MS",29932.602
cty28113,"Pike County, MS",29876.234
cty29169,"Pulaski County, MO",29862.346
cty28101,"Newton County, MS",29704.824
cty28107,"Panola County, MS",29701.979
cty28117,"Prentiss County, MS",29576.25
cty28067,"Jones County, MS",29252.678
cty28095,"Monroe County, MS",29163.256
cty28007,"Attala County, MS",29106.063
cty28033,"DeSoto County, MS",28630.068
cty28001,"Adams County, MS",28473.486
cty28031,"Covington County, MS",28320.814
cty28059,"Jackson County, MS",28258.459
cty28109,"Pearl River County, MS",27740.029
cty28047,"Harrison County, MS",27453.826
cty28065,"Jefferson Davis County, MS",27049.365
cty28003,"Alcorn County, MS",27018.744
cty28043,"Grenada County, MS",26488.652
cty28081,"Lee County, MS",26442.828
cty28089,"Madison County, MS",26254.332
cty28075,"Lauderdale County, MS",26207.521
cty28093,"Marshall County, MS",26159.813
cty28051,"Holmes County, MS",25978.727
cty28017,"Chickasaw County, MS",25910.654
cty28035,"Forrest County, MS",25716.318
cty28029,"Copiah County, MS",25603.154
cty28015,"Carroll County, MS",25450.289
cty28025,"Clay County, MS",25337.391
cty28099,"Neshoba County, MS",25320.529
cty28071,"Lafayette County, MS",25015.652
cty28087,"Lowndes County, MS",24533.92
cty28069,"Kemper County, MS",24405.682
cty28105,"Oktibbeha County, MS",24183.203
cty28063,"Jefferson County, MS",24074.711
cty28049,"Hinds County, MS",24073.148
cty28083,"Leflore County, MS",23558.604
cty28011,"Bolivar County, MS",22622.006
cty28053,"Humphreys County, MS",21911.943
cty28027,"Coahoma County, MS",21850.391
cty28021,"Claiborne County, MS",21122.047
cty28119,"Quitman County, MS",
cty28131,"Stone County, MS",38445.652
cty29047,"Clay County, MO",33014.605
cty29027,"Callaway County, MO",32443.611
