cty,Name,Individual_income_For_Children_Born_in_1978_rP_gF_p50
cty02150,"Kodiak Island Borough, AK",
cty02188,"Northwest Arctic Borough, AK",
cty02270,,
cty04009,"Graham County, AZ",18982.852
cty04011,"Greenlee County, AZ",
cty04012,"La Paz County, AZ",
cty05011,"Bradley County, AR",
cty05023,"Cleburne County, AR",25198.854
cty05025,"Cleveland County, AR",
cty05061,"Howard County, AR",27775.113
cty05043,"Drew County, AR",26873.295
cty05059,"Hot Spring County, AR",25480.475
cty05057,"Hempstead County, AR",25452.76
cty05045,"Faulkner County, AR",25415.09
cty05119,"Pulaski County, AR",25337.402
cty05123,"St. Francis County, AR",25030.186
cty05069,"Jefferson County, AR",24880.096
cty05027,"Columbia County, AR",24665.762
cty05051,"Garland County, AR",24616.936
cty05067,"Jackson County, AR",24518.186
cty05107,"Phillips County, AR",24503.785
cty05029,"Conway County, AR",24441.406
cty05095,"Monroe County, AR",24164.154
cty05121,"Randolph County, AR",24154.908
cty05047,"Franklin County, AR",23713.365
cty05085,"Lonoke County, AR",23529.764
cty05031,"Craighead County, AR",23464.225
cty05115,"Pope County, AR",23250.061
cty05087,"Madison County, AR",23247.451
cty05037,"Cross County, AR",23168.664
cty05035,"Crittenden County, AR",23118.219
cty05033,"Crawford County, AR",22273.033
cty05039,"Dallas County, AR",
cty05071,"Johnson County, AR",22775.334
cty05041,"Desha County, AR",20724.268
cty05049,"Fulton County, AR",
cty05053,"Grant County, AR",
cty05063,"Independence County, AR",23128.416
cty05055,"Greene County, AR",23050.014
cty05065,"Izard County, AR",
cty05073,"Lafayette County, AR",
cty05075,"Lawrence County, AR",22902.455
cty05077,"Lee County, AR",
cty05079,"Lincoln County, AR",
cty05081,"Little River County, AR",
cty05103,"Ouachita County, AR",24759.242
cty05083,"Logan County, AR",22947.057
cty05089,"Marion County, AR",
cty05093,"Mississippi County, AR",22633.807
cty05091,"Miller County, AR",22284.682
cty05097,"Montgomery County, AR",
cty05099,"Nevada County, AR",
cty05101,"Newton County, AR",
cty05105,"Perry County, AR",
cty05109,"Pike County, AR",
cty05111,"Poinsett County, AR",20660.908
cty05113,"Polk County, AR",20213.77
cty05117,"Prairie County, AR",
cty05125,"Saline County, AR",24368.576
cty05127,"Scott County, AR",
cty05129,"Searcy County, AR",
cty06075,"San Francisco County, CA",33303.914
cty06041,"Marin County, CA",31969.367
cty06059,"Orange County, CA",30897.699
cty06013,"Contra Costa County, CA",30701.928
cty06001,"Alameda County, CA",30294.094
cty06037,"Los Angeles County, CA",29621.563
cty06011,"Colusa County, CA",29588.355
cty06055,"Napa County, CA",29036.088
cty06073,"San Diego County, CA",28912.023
cty06053,"Monterey County, CA",28810.307
cty06067,"Sacramento County, CA",28638.912
cty06005,"Amador County, CA",28149.436
cty06061,"Placer County, CA",27722.254
cty06017,"El Dorado County, CA",27711.584
cty06069,"San Benito County, CA",27436.551
cty06079,"San Luis Obispo County, CA",26788.105
cty06077,"San Joaquin County, CA",26768.326
cty06033,"Lake County, CA",26661.299
cty06025,"Imperial County, CA",26642.813
cty06057,"Nevada County, CA",26636.197
cty06065,"Riverside County, CA",26546.438
cty06071,"San Bernardino County, CA",26308.975
cty05135,"Sharp County, AR",26234.646
cty06047,"Merced County, CA",26205.383
cty06019,"Fresno County, CA",25756.363
cty05139,"Union County, AR",24980.455
cty06029,"Kern County, CA",24969.758
cty06045,"Mendocino County, CA",24924.768
cty06031,"Kings County, CA",24846.336
cty06007,"Butte County, CA",24798.768
cty05131,"Sebastian County, AR",24475.844
cty05133,"Sevier County, AR",23867.102
cty05137,"Stone County, AR",
cty06023,"Humboldt County, CA",24789.262
cty06021,"Glenn County, CA",24760.682
cty06035,"Lassen County, CA",24416.846
cty06039,"Madera County, CA",24318.68
cty05143,"Washington County, AR",24312.561
cty06009,"Calaveras County, CA",23110.332
cty05145,"White County, AR",22329.514
cty05141,"Van Buren County, AR",19408.686
cty05147,"Woodruff County, AR",
cty05149,"Yell County, AR",21933.928
cty06015,"Del Norte County, CA",20796.926
cty06027,"Inyo County, CA",
cty06043,"Mariposa County, CA",
cty06049,"Modoc County, CA",
cty06063,"Plumas County, CA",
cty06081,"San Mateo County, CA",33491.938
cty06085,"Santa Clara County, CA",30613.521
cty08035,"Douglas County, CO",30113.193
cty08005,"Arapahoe County, CO",29882.934
cty08045,"Garfield County, CO",29176.088
cty06097,"Sonoma County, CA",29145.648
cty06111,"Ventura County, CA",29120.15
cty08059,"Jefferson County, CO",28867.533
cty06113,"Yolo County, CA",28743.168
cty08075,"Logan County, CO",28648.051
cty08014,"Broomfield County, CO",28619.313
cty06095,"Solano County, CA",28519.008
cty06083,"Santa Barbara County, CA",28448.053
cty06087,"Santa Cruz County, CA",27898.191
cty08067,"La Plata County, CO",27498.1
cty08013,"Boulder County, CO",27417.031
cty06109,"Tuolumne County, CA",27106.041
cty08031,"Denver County, CO",26975.617
cty08001,"Adams County, CO",26586.473
cty06093,"Siskiyou County, CA",26274.814
cty08071,"Las Animas County, CO",26237.215
cty06101,"Sutter County, CA",26038.994
cty08069,"Larimer County, CO",25949.143
cty08099,"Prowers County, CO",25811.604
cty08003,"Alamosa County, CO",25798.656
cty06107,"Tulare County, CA",25577.908
cty06089,"Shasta County, CA",25385.494
cty08041,"El Paso County, CO",25198.104
cty06099,"Stanislaus County, CA",25165.295
cty06103,"Tehama County, CA",23800.65
cty06105,"Trinity County, CA",
cty06115,"Yuba County, CA",23716.85
cty08007,"Archuleta County, CO",
cty08011,"Bent County, CO",
cty08015,"Chaffee County, CO",
cty08021,"Conejos County, CO",
cty08085,"Montrose County, CO",25641.262
cty08077,"Mesa County, CO",24867.998
cty08029,"Delta County, CO",23732.922
cty08037,"Eagle County, CO",
cty08039,"Elbert County, CO",
cty08043,"Fremont County, CO",23518.869
cty08051,"Gunnison County, CO",
cty08055,"Huerfano County, CO",
cty08063,"Kit Carson County, CO",
cty08065,"Lake County, CO",
cty08081,"Moffat County, CO",
cty08087,"Morgan County, CO",25170.371
cty08089,"Otero County, CO",23916.975
cty08083,"Montezuma County, CO",23103.334
cty08093,"Park County, CO",
cty09001,"Fairfield County, CT",34026.527
cty09007,"Middlesex County, CT",33461.461
cty09013,"Tolland County, CT",33136.785
cty09005,"Litchfield County, CT",32397.631
cty09003,"Hartford County, CT",32327.678
cty09009,"New Haven County, CT",32212.252
cty11001,"District of Columbia, DC",31213.5
cty10003,"New Castle County, DE",29706.834
cty12011,"Broward County, FL",29540.725
cty12049,"Hardee County, FL",29454.217
cty09015,"Windham County, CT",29231.557
cty09011,"New London County, CT",29063.219
cty12021,"Collier County, FL",29003.123
cty10005,"Sussex County, DE",28700.566
cty10001,"Kent County, DE",28525.219
cty12057,"Hillsborough County, FL",27796.279
cty12035,"Flagler County, FL",27730.393
cty12063,"Jackson County, FL",27595.605
cty12001,"Alachua County, FL",26842.941
cty12019,"Clay County, FL",26466.18
cty12061,"Indian River County, FL",26430.953
cty12031,"Duval County, FL",26193.195
cty12039,"Gadsden County, FL",26080.014
cty08105,"Rio Grande County, CO",26033.189
cty08123,"Weld County, CO",25526.654
cty12055,"Highlands County, FL",25406.193
cty08119,"Teller County, CO",25197.313
cty08101,"Pueblo County, CO",24830.881
cty08121,"Washington County, CO",
cty08125,"Yuma County, CO",
cty12015,"Charlotte County, FL",26425.42
cty12009,"Brevard County, FL",26033.383
cty12053,"Hernando County, FL",25374.156
cty12065,"Jefferson County, FL",25355.645
cty12005,"Bay County, FL",25176.697
cty12023,"Columbia County, FL",24940.523
cty12017,"Citrus County, FL",24707.445
cty12033,"Escambia County, FL",24401.926
cty12051,"Hendry County, FL",24374.744
cty12027,"DeSoto County, FL",24022.203
cty12007,"Bradford County, FL",23965.475
cty12003,"Baker County, FL",22276.924
cty12013,"Calhoun County, FL",
cty12029,"Dixie County, FL",
cty12037,"Franklin County, FL",
cty12041,"Gilchrist County, FL",
cty12043,"Glades County, FL",
cty12045,"Gulf County, FL",
cty12047,"Hamilton County, FL",
cty12059,"Holmes County, FL",23425.586
cty12067,"Lafayette County, FL",
cty12086,"Miami-Dade County, FL",31307.488
cty12099,"Palm Beach County, FL",28947.227
cty12073,"Leon County, FL",28622.076
cty12117,"Seminole County, FL",28532.588
cty12087,"Monroe County, FL",28455.762
cty12103,"Pinellas County, FL",27888.467
cty12115,"Sarasota County, FL",27534.17
cty12071,"Lee County, FL",27236.908
cty12085,"Martin County, FL",27129.393
cty12095,"Orange County, FL",26914.756
cty12097,"Osceola County, FL",26432
cty13027,"Brooks County, GA",26280.199
cty12105,"Polk County, FL",26025.865
cty12081,"Manatee County, FL",25995.99
cty12075,"Levy County, FL",25751.35
cty12069,"Lake County, FL",24928.98
cty12077,"Liberty County, FL",
cty12127,"Volusia County, FL",26334.195
cty12101,"Pasco County, FL",25833.252
cty12133,"Washington County, FL",25787.66
cty12083,"Marion County, FL",25686.029
cty12109,"St. Johns County, FL",25644.783
cty12079,"Madison County, FL",25476.66
cty12091,"Okaloosa County, FL",25352.152
cty12129,"Wakulla County, FL",25339.078
cty13035,"Butts County, GA",25303.037
cty13009,"Baldwin County, GA",25258.9
cty13001,"Appling County, GA",25152.672
cty13033,"Burke County, GA",25095.352
cty12111,"St. Lucie County, FL",24787.857
cty12121,"Suwannee County, FL",24645.135
cty12123,"Taylor County, FL",24463.518
cty12107,"Putnam County, FL",24116.252
cty13021,"Bibb County, GA",24099.086
cty13019,"Berrien County, GA",24061.148
cty13029,"Bryan County, GA",23786.117
cty13031,"Bulloch County, GA",23779.662
cty12089,"Nassau County, FL",23775.447
cty12113,"Santa Rosa County, FL",23234.619
cty12093,"Okeechobee County, FL",23185.672
cty12119,"Sumter County, FL",23114.801
cty12125,"Union County, FL",
cty12131,"Walton County, FL",23111.59
cty13003,"Atkinson County, GA",
cty13005,"Bacon County, GA",
cty13015,"Bartow County, GA",22757.625
cty13011,"Banks County, GA",22133.049
cty13013,"Barrow County, GA",21956.84
cty13017,"Ben Hill County, GA",21281.357
cty13023,"Bleckley County, GA",
cty13025,"Brantley County, GA",
cty13039,"Camden County, GA",23098.18
cty13043,"Candler County, GA",
cty13113,"Fayette County, GA",29062.74
cty13135,"Gwinnett County, GA",28746.211
cty13091,"Dodge County, GA",28027.109
cty13067,"Cobb County, GA",27916.465
cty13117,"Forsyth County, GA",26564.781
cty13089,"DeKalb County, GA",26519.76
cty13119,"Franklin County, GA",26319.334
cty13053,"Chattahoochee County, GA",26300.516
cty13121,"Fulton County, GA",26133.598
cty13059,"Clarke County, GA",25996.109
cty13111,"Fannin County, GA",25794.133
cty13085,"Dawson County, GA",25787.127
cty13073,"Columbia County, GA",25567.742
cty13057,"Cherokee County, GA",25555.141
cty13069,"Coffee County, GA",25386.852
cty13107,"Emanuel County, GA",25364.016
cty13131,"Grady County, GA",25254.119
cty13137,"Habersham County, GA",25051.646
cty13139,"Hall County, GA",24661
cty13051,"Chatham County, GA",24385.867
cty13105,"Elbert County, GA",24350.924
cty13147,"Hart County, GA",24320.484
cty13133,"Greene County, GA",24124.813
cty13097,"Douglas County, GA",24103.373
cty13047,"Catoosa County, GA",23940.406
cty13087,"Decatur County, GA",23531.826
cty13045,"Carroll County, GA",23065.324
cty13049,"Charlton County, GA",
cty13063,"Clayton County, GA",24214.131
cty13145,"Harris County, GA",23740.516
cty13115,"Floyd County, GA",23432.238
cty13129,"Gordon County, GA",23321.35
cty13077,"Coweta County, GA",23249.986
cty13055,"Chattooga County, GA",22728.344
cty13065,"Clinch County, GA",
cty13071,"Colquitt County, GA",24193.6
cty13127,"Glynn County, GA",23138.863
cty13103,"Effingham County, GA",23122.637
cty13075,"Cook County, GA",22166.504
cty13079,"Crawford County, GA",
cty13123,"Gilmer County, GA",23559.682
cty13095,"Dougherty County, GA",23450.277
cty13081,"Crisp County, GA",21753.971
cty13083,"Dade County, GA",
cty13093,"Dooly County, GA",
cty13099,"Early County, GA",
cty13109,"Evans County, GA",
cty13141,"Hancock County, GA",
cty13143,"Haralson County, GA",20032.777
cty13149,"Heard County, GA",
cty13187,"Lumpkin County, GA",27347.514
cty13219,"Oconee County, GA",27292.266
cty13169,"Jones County, GA",25974.305
cty13175,"Laurens County, GA",25938.811
cty13227,"Pickens County, GA",25794.254
cty13195,"Madison County, GA",25257.816
cty13211,"Morgan County, GA",25189.529
cty13153,"Houston County, GA",25143.969
cty13177,"Lee County, GA",25138.018
cty13215,"Muscogee County, GA",24993.438
cty13247,"Rockdale County, GA",24649.299
cty13233,"Polk County, GA",24522.652
cty13207,"Monroe County, GA",24101.977
cty13157,"Jackson County, GA",23701.246
cty13151,"Henry County, GA",23215.771
cty13155,"Irwin County, GA",
cty13185,"Lowndes County, GA",24497.945
cty13205,"Mitchell County, GA",24470.035
cty13237,"Putnam County, GA",24259.264
cty13245,"Richmond County, GA",23755.129
cty13199,"Meriwether County, GA",23400.506
cty13255,"Spalding County, GA",23275.609
cty13217,"Newton County, GA",22912.891
cty13213,"Murray County, GA",22864.977
cty13163,"Jefferson County, GA",22756.094
cty13159,"Jasper County, GA",22096.939
cty13161,"Jeff Davis County, GA",
cty13165,"Jenkins County, GA",
cty13167,"Johnson County, GA",
cty13179,"Liberty County, GA",25137.693
cty13171,"Lamar County, GA",23085.73
cty13173,"Lanier County, GA",
cty13181,"Lincoln County, GA",
cty13183,"Long County, GA",
cty13189,"McDuffie County, GA",21452.508
cty13191,"McIntosh County, GA",
cty13193,"Macon County, GA",
cty13197,"Marion County, GA",
cty13201,"Miller County, GA",
cty13209,"Montgomery County, GA",
cty13221,"Oglethorpe County, GA",
cty13223,"Paulding County, GA",22769
cty13251,"Screven County, GA",22381.908
cty13229,"Pierce County, GA",21818.746
cty13225,"Peach County, GA",19842.094
cty13231,"Pike County, GA",
cty13235,"Pulaski County, GA",
cty13241,"Rabun County, GA",
cty13243,"Randolph County, GA",
cty13253,"Seminole County, GA",
cty15009,"Maui County, HI",30940.543
cty13275,"Thomas County, GA",26134.748
cty13257,"Stephens County, GA",24975.295
cty13261,"Sumter County, GA",22344.502
cty13263,"Talbot County, GA",
cty13267,"Tattnall County, GA",24723.072
cty13269,"Taylor County, GA",
cty13271,"Telfair County, GA",
cty15007,"Kauai County, HI",30896.441
cty15001,"Hawaii County, HI",30071.4
cty15003,"Honolulu County, HI",28096.865
cty16017,"Bonner County, ID",26410.9
cty13303,"Washington County, GA",24274.824
cty13313,"Whitfield County, GA",24084.154
cty13293,"Upson County, GA",24019.148
cty13299,"Ware County, GA",23900.605
cty13311,"White County, GA",23700.236
cty16039,"Elmore County, ID",23499.08
cty16001,"Ada County, ID",23361.992
cty13285,"Troup County, GA",23174.285
cty13297,"Walton County, GA",23099.191
cty13277,"Tift County, GA",22967.045
cty13273,"Terrell County, GA",22730.639
cty13279,"Toombs County, GA",20407.859
cty13281,"Towns County, GA",
cty13283,"Treutlen County, GA",
cty13287,"Turner County, GA",
cty13289,"Twiggs County, GA",
cty13291,"Union County, GA",
cty13295,"Walker County, GA",22018.988
cty13301,"Warren County, GA",
cty16047,"Gooding County, ID",23958.461
cty13305,"Wayne County, GA",21822.277
cty13315,"Wilcox County, GA",
cty13317,"Wilkes County, GA",
cty13319,"Wilkinson County, GA",
cty13321,"Worth County, GA",21445.695
cty16045,"Gem County, ID",20251.539
cty16005,"Bannock County, ID",20014.492
cty16007,"Bear Lake County, ID",
cty16009,"Benewah County, ID",
cty16027,"Canyon County, ID",21850.58
cty16019,"Bonneville County, ID",19979.82
cty16011,"Bingham County, ID",19655.844
cty16021,"Boundary County, ID",
cty16029,"Caribou County, ID",
cty16031,"Cassia County, ID",20160.953
cty16035,"Clearwater County, ID",
cty16041,"Franklin County, ID",
cty16043,"Fremont County, ID",
cty16049,"Idaho County, ID",
cty17043,"DuPage County, IL",32734.293
cty17027,"Clinton County, IL",30530.342
cty17031,"Cook County, IL",28892.75
cty17049,"Effingham County, IL",27934.691
cty17001,"Adams County, IL",27564.172
cty17073,"Henry County, IL",27425.438
cty17023,"Clark County, IL",27220.918
cty17067,"Hancock County, IL",27095.965
cty17061,"Greene County, IL",27017.9
cty17037,"DeKalb County, IL",27015.367
cty17015,"Carroll County, IL",26417.947
cty17077,"Jackson County, IL",26378.998
cty17019,"Champaign County, IL",26347.549
cty16057,"Latah County, ID",25487.227
cty17051,"Fayette County, IL",25457.863
cty17081,"Jefferson County, IL",25160.727
cty17039,"De Witt County, IL",24881.795
cty16055,"Kootenai County, ID",24515.826
cty16069,"Nez Perce County, ID",24087.291
cty17055,"Franklin County, IL",23241.043
cty16053,"Jerome County, ID",23137.242
cty16083,"Twin Falls County, ID",22454.469
cty16075,"Payette County, ID",21761.773
cty16067,"Minidoka County, ID",19272.295
cty16051,"Jefferson County, ID",17787.207
cty16059,"Lemhi County, ID",
cty16065,"Madison County, ID",17752.775
cty16071,"Oneida County, ID",
cty16073,"Owyhee County, ID",
cty16077,"Power County, ID",
cty16079,"Shoshone County, ID",
cty16087,"Washington County, ID",
cty17003,"Alexander County, IL",
cty17005,"Bond County, IL",
cty17011,"Bureau County, IL",28914.193
cty17053,"Ford County, IL",28527.061
cty17075,"Iroquois County, IL",27386.994
cty17063,"Grundy County, IL",27290.754
cty17025,"Clay County, IL",26307.643
cty17041,"Douglas County, IL",26231.943
cty17007,"Boone County, IL",25213.439
cty17017,"Cass County, IL",
cty17021,"Christian County, IL",25672.486
cty17057,"Fulton County, IL",25580.539
cty17033,"Crawford County, IL",25462.752
cty17045,"Edgar County, IL",25253.061
cty17029,"Coles County, IL",24302.273
cty17035,"Cumberland County, IL",
cty17047,"Edwards County, IL",
cty17065,"Hamilton County, IL",
cty17079,"Jasper County, IL",
cty17133,"Monroe County, IL",33518.809
cty17085,"Jo Daviess County, IL",31219.693
cty17111,"McHenry County, IL",30382.854
cty17097,"Lake County, IL",29982.273
cty17157,"Randolph County, IL",29543.805
cty17109,"McDonough County, IL",28552.855
cty17105,"Livingston County, IL",28523.266
cty17089,"Kane County, IL",28411.973
cty17093,"Kendall County, IL",28091.834
cty17173,"Shelby County, IL",28010.693
cty17113,"McLean County, IL",27675.656
cty17149,"Pike County, IL",27369.232
cty17103,"Lee County, IL",27344.754
cty17167,"Sangamon County, IL",27155.348
cty17159,"Richland County, IL",27093.256
cty17099,"LaSalle County, IL",26947.842
cty17177,"Stephenson County, IL",26895.963
cty17141,"Ogle County, IL",26764.475
cty17083,"Jersey County, IL",26589.139
cty17087,"Johnson County, IL",
cty17137,"Morgan County, IL",26756.316
cty17135,"Montgomery County, IL",26545.174
cty17187,"Warren County, IL",26524.09
cty17117,"Macoupin County, IL",26465.084
cty17125,"Mason County, IL",26415.75
cty17101,"Lawrence County, IL",26405.346
cty17163,"St. Clair County, IL",26355.791
cty17107,"Logan County, IL",26334.088
cty17143,"Peoria County, IL",26287.703
cty17091,"Kankakee County, IL",26155.225
cty17145,"Perry County, IL",26012.893
cty17161,"Rock Island County, IL",25936.395
cty17121,"Marion County, IL",25491.645
cty17115,"Macon County, IL",25472.781
cty17179,"Tazewell County, IL",25302.174
cty17119,"Madison County, IL",25183.424
cty17095,"Knox County, IL",25159.717
cty17123,"Marshall County, IL",
cty17127,"Massac County, IL",
cty17129,"Menard County, IL",
cty17131,"Mercer County, IL",
cty17139,"Moultrie County, IL",
cty17147,"Piatt County, IL",
cty17153,"Pulaski County, IL",
cty17165,"Saline County, IL",23417.279
cty17169,"Schuyler County, IL",
cty17171,"Scott County, IL",
cty17181,"Union County, IL",24561.006
cty17183,"Vermilion County, IL",24350.98
cty17185,"Wabash County, IL",
cty17189,"Washington County, IL",
cty18037,"Dubois County, IN",29977.873
cty17197,"Will County, IL",28300.156
cty18057,"Hamilton County, IN",27695.482
cty18029,"Dearborn County, IN",27109.756
cty18063,"Hendricks County, IN",26857.965
cty18011,"Boone County, IN",26514.363
cty18001,"Adams County, IN",26417.178
cty18047,"Franklin County, IN",26329.492
cty17203,"Woodford County, IL",26316.605
cty18073,"Jasper County, IN",26306.867
cty18043,"Floyd County, IN",25733.752
cty18077,"Jefferson County, IN",25716.256
cty18051,"Gibson County, IN",25512.996
cty18019,"Clark County, IN",25429.457
cty18031,"Decatur County, IN",25408.447
cty17195,"Whiteside County, IL",25391.316
cty18059,"Hancock County, IN",25367.313
cty18081,"Johnson County, IN",25347.895
cty18017,"Cass County, IN",25307.678
cty18061,"Harrison County, IN",25272.385
cty17201,"Winnebago County, IL",25114.344
cty18075,"Jay County, IN",25020.369
cty18049,"Fulton County, IN",24887.078
cty18071,"Jackson County, IN",24886.363
cty18003,"Allen County, IN",24793.334
cty18055,"Greene County, IN",24775.941
cty18045,"Fountain County, IN",24670.006
cty17199,"Williamson County, IL",24548.998
cty18085,"Kosciusko County, IN",23648.336
cty18005,"Bartholomew County, IN",23602.793
cty17191,"Wayne County, IL",23512.16
cty18023,"Clinton County, IN",23068.592
cty18039,"Elkhart County, IN",22410.09
cty18035,"Delaware County, IN",22338.119
cty18027,"Daviess County, IN",22127.168
cty18065,"Henry County, IN",22063.984
cty17193,"White County, IL",20957.309
cty18007,"Benton County, IN",
cty18009,"Blackford County, IN",22069.379
cty18013,"Brown County, IN",
cty18033,"DeKalb County, IN",24362.99
cty18083,"Knox County, IN",24359.852
cty18069,"Huntington County, IN",23504.15
cty18053,"Grant County, IN",23411.668
cty18015,"Carroll County, IN",22864.549
cty18021,"Clay County, IN",22026.488
cty18025,"Crawford County, IN",
cty18137,"Ripley County, IN",28429.055
cty19007,"Appanoose County, IA",26930.652
cty18139,"Rush County, IN",25563.508
cty18173,"Warrick County, IN",25560.119
cty18127,"Porter County, IN",25422.41
cty18175,"Washington County, IN",25387.873
cty18157,"Tippecanoe County, IN",25322.09
cty18179,"Wells County, IN",25164.52
cty18121,"Parke County, IN",25088.717
cty18091,"LaPorte County, IN",25071.818
cty18089,"Lake County, IN",24950.631
cty18097,"Marion County, IN",24892.803
cty18099,"Marshall County, IN",24846.082
cty18145,"Shelby County, IN",24812.795
cty18163,"Vanderburgh County, IN",24777.006
cty18141,"St. Joseph County, IN",24683.945
cty18117,"Orange County, IN",24582.543
cty18133,"Putnam County, IN",24357.824
cty18167,"Vigo County, IN",24140.605
cty18129,"Posey County, IN",24075.512
cty18113,"Noble County, IN",24032.645
cty18181,"White County, IN",24022.539
cty18107,"Montgomery County, IN",23990.871
cty18177,"Wayne County, IN",23903.168
cty18123,"Perry County, IN",23707.176
cty18105,"Monroe County, IN",23579.883
cty18135,"Randolph County, IN",23337.932
cty18095,"Madison County, IN",22663.344
cty18093,"Lawrence County, IN",22485.063
cty18101,"Martin County, IN",
cty18103,"Miami County, IN",22413.143
cty18109,"Morgan County, IN",21652.137
cty18111,"Newton County, IN",
cty18115,"Ohio County, IN",
cty18119,"Owen County, IN",22389.08
cty18125,"Pike County, IN",
cty18131,"Pulaski County, IN",
cty18143,"Scott County, IN",21833.867
cty18147,"Spencer County, IN",
cty18183,"Whitley County, IN",23394.805
cty18151,"Steuben County, IN",23321.029
cty18169,"Wabash County, IN",23092.75
cty18079,"Jennings County, IN",22682.221
cty18149,"Starke County, IN",22006.457
cty18153,"Sullivan County, IN",21773.102
cty18041,"Fayette County, IN",21304.406
cty18067,"Howard County, IN",19965.42
cty18087,"LaGrange County, IN",18009.832
cty18155,"Switzerland County, IN",
cty18159,"Tipton County, IN",
cty18161,"Union County, IN",
cty18165,"Vermillion County, IN",
cty18171,"Warren County, IN",
cty19001,"Adair County, IA",
cty19005,"Allamakee County, IA",
cty19009,"Audubon County, IA",
cty19109,"Kossuth County, IA",34147.895
cty19043,"Clayton County, IA",33763.75
cty19047,"Crawford County, IA",33581.336
cty19017,"Bremer County, IA",33001.973
cty19027,"Carroll County, IA",32997.168
cty19061,"Dubuque County, IA",31805.764
cty19019,"Buchanan County, IA",31760.377
cty19055,"Delaware County, IA",31622.023
cty19105,"Jones County, IA",31373.422
