cty,Name,Individual_income_For_Children_Born_in_1978_rP_gM_p75
cty30021,"Dawson County, MT",42537.691
cty30017,"Custer County, MT",39961.719
cty29177,"Ray County, MO",39552.941
cty29195,"Saline County, MO",38879.746
cty29229,"Wright County, MO",38845.48
cty30041,"Hill County, MT",38325.047
cty29219,"Warren County, MO",38278.449
cty30027,"Fergus County, MT",37829.492
cty29173,"Ralls County, MO",37709.414
cty29183,"St. Charles County, MO",37631.902
cty30043,"Jefferson County, MT",37621.324
cty30047,"Lake County, MT",37414.004
cty29165,"Platte County, MO",37301.375
cty29209,"Stone County, MO",37273.414
cty29207,"Stoddard County, MO",37235.887
cty29167,"Polk County, MO",37050.832
cty29163,"Pike County, MO",36971.688
cty29187,"St. Francois County, MO",36941.105
cty29159,"Pettis County, MO",36627.25
cty29189,"St. Louis County, MO",36592.484
cty30053,"Lincoln County, MT",36346.074
cty29221,"Washington County, MO",36130.41
cty29217,"Vernon County, MO",36033.125
cty29201,"Scott County, MO",36013.348
cty29169,"Pulaski County, MO",34733.234
cty29161,"Phelps County, MO",33947.98
cty29171,"Putnam County, MO",
cty29175,"Randolph County, MO",33896.969
cty29179,"Reynolds County, MO",
cty29181,"Ripley County, MO",
cty29185,"St. Clair County, MO",
cty29199,"Scotland County, MO",
cty29203,"Shannon County, MO",
cty29205,"Shelby County, MO",
cty29211,"Sullivan County, MO",
cty30049,"Lewis and Clark County, MT",35652.613
cty29215,"Texas County, MO",35356.613
cty29225,"Webster County, MO",35165.793
cty29213,"Taney County, MO",33729.75
cty29223,"Wayne County, MO",
cty30013,"Cascade County, MT",35605.305
cty30063,"Missoula County, MT",34014.781
cty30031,"Gallatin County, MT",33715.035
cty30001,"Beaverhead County, MT",33613.676
cty29510,"St. Louis city, MO",33064.945
cty30003,"Big Horn County, MT",
cty30023,"Deer Lodge County, MT",
cty30029,"Flathead County, MT",35358.035
cty30035,"Glacier County, MT",
cty30065,"Musselshell County, MT",
cty30067,"Park County, MT",37695.172
cty30077,"Powell County, MT",
cty30083,"Richland County, MT",45676.375
cty31039,"Cuming County, NE",43821.617
cty31041,"Custer County, NE",42160.781
cty31033,"Cheyenne County, NE",42063.875
cty31141,"Platte County, NE",41821.457
cty31045,"Dawes County, NE",41701.359
cty31089,"Holt County, NE",41618.945
cty31013,"Box Butte County, NE",41501.695
cty31081,"Hamilton County, NE",41413.086
cty31137,"Phelps County, NE",41215.133
cty31067,"Gage County, NE",40500.551
cty31139,"Pierce County, NE",40461.07
cty31101,"Keith County, NE",40364.543
cty31047,"Dawson County, NE",40029.16
cty30093,"Silver Bow County, MT",39274.762
cty31119,"Madison County, NE",39213.941
cty31131,"Otoe County, NE",39207.945
cty31127,"Nemaha County, NE",39134.223
cty31053,"Dodge County, NE",38911.195
cty31019,"Buffalo County, NE",38831.344
cty31023,"Butler County, NE",38488.426
cty31001,"Adams County, NE",38008.598
cty31025,"Cass County, NE",37695.25
cty31043,"Dakota County, NE",37270.605
cty30111,"Yellowstone County, MT",37261.293
cty31037,"Colfax County, NE",35155.727
cty30081,"Ravalli County, MT",34929.84
cty30085,"Roosevelt County, MT",
cty30087,"Rosebud County, MT",
cty30089,"Sanders County, MT",
cty30101,"Toole County, MT",
cty30105,"Valley County, MT",
cty31003,"Antelope County, NE",
cty31011,"Boone County, NE",
cty31021,"Burt County, NE",
cty31027,"Cedar County, NE",
cty31031,"Cherry County, NE",
cty31035,"Clay County, NE",
cty31079,"Hall County, NE",37505.34
cty31055,"Douglas County, NE",36762.016
cty31093,"Howard County, NE",
cty31095,"Jefferson County, NE",
cty31099,"Kearney County, NE",
cty31107,"Knox County, NE",
cty31145,"Red Willow County, NE",37199.922
cty31111,"Lincoln County, NE",37000.328
cty31109,"Lancaster County, NE",36345.668
cty31121,"Merrick County, NE",
cty32033,"White Pine County, NV",42947.242
cty34003,"Bergen County, NJ",41824.113
cty32013,"Humboldt County, NV",41644.805
cty34027,"Morris County, NJ",41553.777
cty34023,"Middlesex County, NJ",41043.371
cty32007,"Elko County, NV",40882.992
cty31151,"Saline County, NE",40604.992
cty31155,"Saunders County, NE",40370.82
cty34019,"Hunterdon County, NJ",40356.551
cty34025,"Monmouth County, NJ",40152.438
cty31159,"Seward County, NE",40081.691
cty34035,"Somerset County, NJ",40071.367
cty33007,"Coos County, NH",40044.844
cty34031,"Passaic County, NJ",40017.297
cty31185,"York County, NE",39609.746
cty34015,"Gloucester County, NJ",39483.551
cty32005,"Douglas County, NV",39474.129
cty34017,"Hudson County, NJ",39402.734
cty34033,"Salem County, NJ",39117.031
cty31147,"Richardson County, NE",38873.313
cty34029,"Ocean County, NJ",38785.699
cty34007,"Camden County, NJ",38748.68
cty34005,"Burlington County, NJ",38612.367
cty34021,"Mercer County, NJ",38424.559
cty33017,"Strafford County, NH",38216.879
cty33011,"Hillsborough County, NH",38202.555
cty34009,"Cape May County, NJ",38123.57
cty34013,"Essex County, NJ",38079.742
cty33015,"Rockingham County, NH",37926.664
cty31179,"Wayne County, NE",37921.48
cty31177,"Washington County, NE",37904.207
cty34011,"Cumberland County, NJ",37667.43
cty33013,"Merrimack County, NH",37563.605
cty33001,"Belknap County, NH",37536.102
cty31157,"Scotts Bluff County, NE",37450.449
cty31153,"Sarpy County, NE",36899.219
cty31161,"Sheridan County, NE",
cty31167,"Stanton County, NE",
cty31169,"Thayer County, NE",
cty31173,"Thurston County, NE",
cty34037,"Sussex County, NJ",41181.934
cty34039,"Union County, NJ",39852.004
cty34041,"Warren County, NJ",39580.172
cty36009,"Cattaraugus County, NY",39548.023
cty36033,"Franklin County, NY",39428.949
cty36021,"Columbia County, NY",39421.324
cty35025,"Lea County, NM",39160.242
cty36025,"Delaware County, NY",38850.16
cty36035,"Fulton County, NY",38686.113
cty36027,"Dutchess County, NY",38441.219
cty35045,"San Juan County, NM",38106.051
cty35015,"Eddy County, NM",37797.34
cty35017,"Grant County, NM",36826.723
cty35005,"Chaves County, NM",36758.738
cty35006,"Cibola County, NM",35993.082
cty35041,"Roosevelt County, NM",35937.598
cty35009,"Curry County, NM",35795.289
cty35028,"Los Alamos County, NM",35481.262
cty35001,"Bernalillo County, NM",33917.16
cty35007,"Colfax County, NM",
cty35013,"Do±íáüna County, NM",33069.004
cty35023,"Hidalgo County, NM",
cty35027,"Lincoln County, NM",
cty36001,"Albany County, NY",39125.398
cty36003,"Allegany County, NY",38947.383
cty36029,"Erie County, NY",37783.52
cty36011,"Cayuga County, NY",37762.043
cty36037,"Genesee County, NY",37618.781
cty36019,"Clinton County, NY",37296.176
cty34001,"Atlantic County, NJ",37219.715
cty36015,"Chemung County, NY",37149.844
cty36039,"Greene County, NY",37147.836
cty33003,"Carroll County, NH",37090.719
cty32019,"Lyon County, NV",37023.203
cty36013,"Chautauqua County, NY",37019.98
cty33005,"Cheshire County, NH",36874.719
cty36023,"Cortland County, NY",36555.727
cty36017,"Chenango County, NY",36552.188
cty33009,"Grafton County, NH",36274.203
cty36007,"Broome County, NY",36241.082
cty32510,"Carson City, NV",35957.332
cty36031,"Essex County, NY",35876.02
cty35035,"Otero County, NM",35751.426
cty32031,"Washoe County, NV",35684.676
cty32023,"Nye County, NV",35512.203
cty32003,"Clark County, NV",35344.535
cty35061,"Valencia County, NM",34859.566
cty33019,"Sullivan County, NH",34852.293
cty20011,"Bourbon County, KS",34771.953
cty35047,"San Miguel County, NM",34394.328
cty32001,"Churchill County, NV",34200.605
cty35043,"Sandoval County, NM",34179.629
cty19101,"Jefferson County, IA",33651.762
cty36005,"Bronx County, NY",33144.074
cty35039,"Rio Arriba County, NM",32949.32
cty35049,"Santa Fe County, NM",32706.123
cty35029,"Luna County, NM",31189.629
cty35031,"McKinley County, NM",30638.063
cty35037,"Quay County, NM",
cty35051,"Sierra County, NM",
cty35053,"Socorro County, NM",
cty35055,"Taos County, NM",
cty35057,"Torrance County, NM",
cty35059,"Union County, NM",
cty39107,"Mercer County, OH",43682.68
cty39137,"Putnam County, OH",43520.414
cty39121,"Noble County, OH",42290.191
cty40009,"Beckham County, OK",42171.91
cty36085,"Richmond County, NY",41131.992
cty36059,"Nassau County, NY",41073.031
cty36079,"Putnam County, NY",40712.07
cty39149,"Shelby County, OH",40243.988
cty36057,"Montgomery County, NY",40071.84
cty36119,"Westchester County, NY",39988.547
cty40015,"Caddo County, OK",39650.012
cty36121,"Wyoming County, NY",39602.039
cty37029,"Camden County, NC",39551.438
cty39157,"Tuscarawas County, OH",39525.922
cty39175,"Wyandot County, OH",39408.941
cty36103,"Suffolk County, NY",39235.93
cty36087,"Rockland County, NY",39214.418
cty39143,"Sandusky County, OH",39096.73
cty36091,"Saratoga County, NY",39018.742
cty39171,"Williams County, OH",38930.934
cty39125,"Paulding County, OH",38916.934
cty36093,"Schenectady County, NY",38885.031
cty45017,"Calhoun County, SC",38877.184
cty37061,"Duplin County, NC",38680.543
cty44007,"Providence County, RI",38636.297
cty36043,"Herkimer County, NY",38574.27
cty36083,"Rensselaer County, NY",38541.977
cty39161,"Van Wert County, OH",38530.375
cty39115,"Morgan County, OH",38519.32
cty36071,"Orange County, NY",38398.297
cty36049,"Lewis County, NY",38389.598
cty39147,"Seneca County, OH",38383.707
cty36115,"Washington County, NY",38279.395
cty46005,"Beadle County, SD",38242.258
cty44005,"Newport County, RI",38117.922
cty39123,"Ottawa County, OH",37833.645
cty39165,"Warren County, OH",37829.898
cty39109,"Miami County, OH",37671.398
cty36051,"Livingston County, NY",37655.566
cty36089,"St. Lawrence County, NY",37568.516
cty36065,"Oneida County, NY",37554.57
cty36105,"Sullivan County, NY",37529.051
cty39117,"Morrow County, OH",37524.148
cty44009,"Washington County, RI",37486.629
cty36097,"Schuyler County, NY",37486.156
cty36123,"Yates County, NY",37410.289
cty39173,"Wood County, OH",37273.992
cty39169,"Wayne County, OH",37245.711
cty39159,"Union County, OH",37221.648
cty36045,"Jefferson County, NY",37206.637
cty39135,"Preble County, OH",37200.055
cty36113,"Warren County, NY",37096.719
cty36067,"Onondaga County, NY",37033.148
cty45089,"Williamsburg County, SC",36927.43
cty36075,"Oswego County, NY",36897.094
cty37053,"Currituck County, NC",36840.273
cty36099,"Seneca County, NY",36782.648
cty36107,"Tioga County, NY",36740.617
cty36117,"Wayne County, NY",36652.77
cty39151,"Stark County, OH",36643.227
cty37087,"Haywood County, NC",36612.129
cty36063,"Niagara County, NY",36466.633
cty36069,"Ontario County, NY",36462.113
cty36101,"Steuben County, NY",36446.266
cty45001,"Abbeville County, SC",36387.57
cty36055,"Monroe County, NY",36366.539
cty36111,"Ulster County, NY",36359.094
cty36073,"Orleans County, NY",36270
cty36053,"Madison County, NY",36241.438
cty39141,"Ross County, OH",35987.121
cty37059,"Davie County, NC",35979.797
cty45075,"Orangeburg County, SC",35893.152
cty39133,"Portage County, OH",35765.117
cty37085,"Harnett County, NC",35752.625
cty45057,"Lancaster County, SC",35715.652
cty45035,"Dorchester County, SC",35676.918
cty36095,"Schoharie County, NY",35519.938
cty45029,"Colleton County, SC",35519.141
cty37101,"Johnston County, NC",35463.531
cty36081,"Queens County, NY",35451.309
cty37113,"Macon County, NC",35317.832
cty45063,"Lexington County, SC",35195.758
cty45037,"Edgefield County, SC",35153.293
cty37117,"Martin County, NC",35130.867
cty45027,"Clarendon County, SC",35128.75
cty37091,"Hertford County, NC",35011.93
cty36109,"Tompkins County, NY",34977.891
cty45015,"Berkeley County, SC",34972.555
cty37049,"Craven County, NC",34892.293
cty37097,"Iredell County, NC",34866.977
cty37111,"McDowell County, NC",34823.828
cty37079,"Greene County, NC",34705.965
cty37109,"Lincoln County, NC",34694.156
cty39105,"Meigs County, OH",34658.988
cty37003,"Alexander County, NC",34597.191
cty45033,"Dillon County, SC",34596.355
cty37013,"Beaufort County, NC",34551.348
cty37083,"Halifax County, NC",34417.609
cty37035,"Catawba County, NC",34407.648
cty37105,"Lee County, NC",34374.883
cty45031,"Darlington County, SC",34315.082
cty45043,"Georgetown County, SC",34290.52
cty37057,"Davidson County, NC",34288.605
cty37033,"Caswell County, NC",34191.941
cty36077,"Otsego County, NY",34162.805
cty37045,"Cleveland County, NC",34116.523
cty37125,"Moore County, NC",33941.066
cty37037,"Chatham County, NC",33910.008
cty36061,"New York County, NY",33860.297
cty37025,"Cabarrus County, NC",33835.133
cty45051,"Horry County, SC",33796.375
cty45021,"Cherokee County, SC",33776.992
cty45013,"Beaufort County, SC",33743.223
cty37001,"Alamance County, NC",33689.629
cty37119,"Mecklenburg County, NC",33582.383
cty37127,"Nash County, NC",33512.457
cty37081,"Guilford County, NC",33488.602
cty37107,"Lenoir County, NC",33333.699
cty37039,"Cherokee County, NC",33329.98
cty37041,"Chowan County, NC",33319.734
cty36047,"Kings County, NY",33298.16
cty37005,"Alleghany County, NC",
cty37009,"Ashe County, NC",33292.484
cty37031,"Carteret County, NC",33180.066
cty37047,"Columbus County, NC",33085.891
cty45003,"Aiken County, SC",33069.887
cty37069,"Franklin County, NC",33058.785
cty37027,"Caldwell County, NC",33048.246
cty37067,"Forsyth County, NC",32858.598
cty37071,"Gaston County, NC",32801.52
cty37017,"Bladen County, NC",32708.922
cty37051,"Cumberland County, NC",32643.354
cty37077,"Granville County, NC",32507.787
cty37063,"Durham County, NC",32441.639
cty37021,"Buncombe County, NC",32423.045
cty37055,"Dare County, NC",32351.422
cty37007,"Anson County, NC",32338.102
cty37011,"Avery County, NC",
cty37015,"Bertie County, NC",
cty37129,"New Hanover County, NC",32190.947
cty37023,"Burke County, NC",31989.656
cty37043,"Clay County, NC",
cty37089,"Henderson County, NC",32091.088
cty37115,"Madison County, NC",31911.016
cty37065,"Edgecombe County, NC",31853.234
cty37019,"Brunswick County, NC",31301.117
cty37093,"Hoke County, NC",30740.703
cty37099,"Jackson County, NC",30712.947
cty37103,"Jones County, NC",
cty37121,"Mitchell County, NC",
cty37131,"Northampton County, NC",
cty38105,"Williams County, ND",42917.816
cty38089,"Stark County, ND",42873.918
cty38097,"Traill County, ND",42006.133
cty38059,"Morton County, ND",41850.836
cty38077,"Richland County, ND",41529.227
cty38099,"Walsh County, ND",41016.273
cty38003,"Barnes County, ND",39590.461
cty38071,"Ramsey County, ND",39348.836
cty38101,"Ward County, ND",38793.926
cty38093,"Stutsman County, ND",38649.656
cty38015,"Burleigh County, ND",38560.938
cty37143,"Perquimans County, NC",37618.75
cty38017,"Cass County, ND",37514.414
cty37167,"Stanly County, NC",37454.945
cty39001,"Adams County, OH",37219.758
cty38035,"Grand Forks County, ND",37162.496
cty37179,"Union County, NC",36159.879
cty37181,"Vance County, NC",36119.73
cty37145,"Person County, NC",35328.465
cty37183,"Wake County, NC",35161.113
cty37163,"Sampson County, NC",34878.273
cty37151,"Randolph County, NC",34774.555
cty37159,"Rowan County, NC",34693.004
cty37191,"Wayne County, NC",34315.203
cty37197,"Yadkin County, NC",34252.168
cty37199,"Yancey County, NC",34231.359
cty37153,"Richmond County, NC",34138.625
cty37195,"Wilson County, NC",34065.668
cty37161,"Rutherford County, NC",33644.277
cty37147,"Pitt County, NC",33614.113
cty37175,"Transylvania County, NC",33432.98
cty37133,"Onslow County, NC",33283.262
cty37135,"Orange County, NC",32081.135
cty37137,"Pamlico County, NC",
cty37139,"Pasquotank County, NC",35322.77
cty37149,"Polk County, NC",33254.254
cty37171,"Surry County, NC",33195.816
cty37169,"Stokes County, NC",33187.449
cty37141,"Pender County, NC",32927.93
cty37157,"Rockingham County, NC",32731.035
cty37165,"Scotland County, NC",32186.473
cty37155,"Robeson County, NC",30967.219
cty37173,"Swain County, NC",
cty37185,"Warren County, NC",
cty37187,"Washington County, NC",
cty37193,"Wilkes County, NC",32757.006
cty37189,"Watauga County, NC",31948.887
cty38009,"Bottineau County, ND",
cty38079,"Rolette County, ND",
cty39011,"Auglaize County, OH",40326.914
cty39037,"Darke County, OH",40153.41
cty39067,"Harrison County, OH",39090.324
cty39085,"Lake County, OH",38381.898
cty39055,"Geauga County, OH",38168.574
cty39029,"Columbiana County, OH",38106.688
cty39059,"Guernsey County, OH",38083.457
cty39075,"Holmes County, OH",38049.961
cty39013,"Belmont County, OH",38023.863
cty39043,"Erie County, OH",37992.445
cty39077,"Huron County, OH",37948.133
cty39065,"Hardin County, OH",37780.16
cty39033,"Crawford County, OH",37570.387
cty39103,"Medina County, OH",37542.207
cty39051,"Fulton County, OH",37352.016
cty39083,"Knox County, OH",37106.594
cty39045,"Fairfield County, OH",37103.996
cty39091,"Logan County, OH",36990.121
cty39101,"Marion County, OH",36897.016
cty39021,"Champaign County, OH",36822.402
cty39019,"Carroll County, OH",36819.848
cty39017,"Butler County, OH",36631.695
cty39041,"Delaware County, OH",36606.488
cty39031,"Coshocton County, OH",36569.719
cty39061,"Hamilton County, OH",36527.563
cty39069,"Henry County, OH",36447.18
cty39005,"Ashland County, OH",36270.023
cty39035,"Cuyahoga County, OH",36207.359
cty39025,"Clermont County, OH",36196.746
cty39003,"Allen County, OH",36090.262
cty39099,"Mahoning County, OH",36082.441
cty39053,"Gallia County, OH",35998.027
cty39007,"Ashtabula County, OH",35868.16
cty39081,"Jefferson County, OH",35828.883
cty39063,"Hancock County, OH",35824.973
cty39073,"Hocking County, OH",35789.996
cty39039,"Defiance County, OH",35713.371
cty39093,"Lorain County, OH",35604.684
cty39015,"Brown County, OH",35544.063
cty39057,"Greene County, OH",34969.891
cty39047,"Fayette County, OH",34835.574
cty39089,"Licking County, OH",34680.383
cty39027,"Clinton County, OH",34552.863
cty39049,"Franklin County, OH",34464.871
cty39023,"Clark County, OH",34353.223
cty39079,"Jackson County, OH",34083.551
cty39095,"Lucas County, OH",34082.98
cty39071,"Highland County, OH",33782.641
cty39097,"Madison County, OH",33642.355
cty39087,"Lawrence County, OH",32993.688
cty39009,"Athens County, OH",31735.473
cty37123,"Montgomery County, NC",28941.539
cty39111,"Monroe County, OH",
cty39131,"Pike County, OH",37225.16
cty39129,"Pickaway County, OH",36611.977
cty39119,"Muskingum County, OH",36597.715
cty39127,"Perry County, OH",36117.43
cty40017,"Canadian County, OK",36090.004
cty40019,"Carter County, OK",35788.66
cty39139,"Richland County, OH",35595.703
cty39155,"Trumbull County, OH",35465.023
cty39153,"Summit County, OH",35452.973
cty39113,"Montgomery County, OH",34626.676
cty39167,"Washington County, OH",34542.18
cty39145,"Scioto County, OH",33934.172
cty39163,"Vinton County, OH",
cty40001,"Adair County, OK",
cty40005,"Atoka County, OK",
cty40011,"Blaine County, OK",
cty40027,"Cleveland County, OK",35050.789
cty40031,"Comanche County, OK",34452.211
cty40013,"Bryan County, OK",32510.48
cty40021,"Cherokee County, OK",31206.807
cty40023,"Choctaw County, OK",
cty40029,"Coal County, OK",
cty40033,"Cotton County, OK",
cty40035,"Craig County, OK",
cty40099,"Murray County, OK",42623.664
cty40087,"McClain County, OK",40663.414
cty40051,"Grady County, OK",40396.605
cty40041,"Delaware County, OK",39227.664
cty40049,"Garvin County, OK",38910.203
cty40103,"Noble County, OK",38288.039
cty40139,"Texas County, OK",38259.074
cty40047,"Garfield County, OK",37778.457
cty40137,"Stephens County, OK",37474.16
cty40121,"Pittsburg County, OK",37367.605
cty40039,"Custer County, OK",37264.934
cty40135,"Sequoyah County, OK",37025.18
cty40133,"Seminole County, OK",36868.156
cty40117,"Pawnee County, OK",36395.629
cty40131,"Rogers County, OK",36308.969
cty40097,"Mayes County, OK",36262.484
cty40037,"Creek County, OK",36084.059
cty40055,"Greer County, OK",
cty40061,"Haskell County, OK",
cty40063,"Hughes County, OK",
cty40073,"Kingfisher County, OK",41597.645
cty40145,"Wagoner County, OK",36688.652
cty40101,"Muskogee County, OK",36653.848
cty40071,"Kay County, OK",36557.355
cty40125,"Pottawatomie County, OK",36220.043
cty40115,"Ottawa County, OK",36184.75
cty40119,"Payne County, OK",36048.102
cty40113,"Osage County, OK",34981.746
cty40111,"Okmulgee County, OK",33231.445
cty40065,"Jackson County, OK",32902.5
cty40067,"Jefferson County, OK",
cty40069,"Johnston County, OK",
cty40075,"Kiowa County, OK",
cty40077,"Latimer County, OK",
cty40081,"Lincoln County, OK",40989.551
cty40079,"Le Flore County, OK",38721.137
cty40147,"Washington County, OK",35311.965
cty40143,"Tulsa County, OK",35000.063
cty40083,"Logan County, OK",34995.352
cty40085,"Love County, OK",
cty40089,"McCurtain County, OK",33954.25
cty40091,"McIntosh County, OK",
cty40093,"Major County, OK",
cty40095,"Marshall County, OK",
cty40105,"Nowata County, OK",
cty40107,"Okfuskee County, OK",
cty40109,"Oklahoma County, OK",34965.816
cty40123,"Pontotoc County, OK",33396.652
cty40127,"Pushmataha County, OK",
cty40141,"Tillman County, OK",
cty40149,"Washita County, OK",
cty40151,"Woods County, OK",
cty42001,"Adams County, PA",41815.813
cty42025,"Carbon County, PA",41807.953
cty40153,"Woodward County, OK",41361.996
cty42011,"Berks County, PA",40423.441
cty42021,"Cambria County, PA",40058.113
cty42017,"Bucks County, PA",39539.031
cty42029,"Chester County, PA",39479.242
cty42005,"Armstrong County, PA",39299.785
cty42031,"Clarion County, PA",39296.418
cty42007,"Beaver County, PA",38840.816
cty42009,"Bedford County, PA",38564.898
cty42013,"Blair County, PA",37839.191
cty42019,"Butler County, PA",37819.316
cty42003,"Allegheny County, PA",37602.883
cty41015,"Curry County, OR",37341.902
cty41009,"Columbia County, OR",37301.102
cty41057,"Tillamook County, OR",37178.852
cty41031,"Jefferson County, OR",36938.902
cty41043,"Linn County, OR",36426.641
cty41035,"Klamath County, OR",36421.313
cty41001,"Baker County, OR",35880.676
cty41071,"Yamhill County, OR",35827.672
cty41061,"Union County, OR",35737.406
cty41013,"Crook County, OR",35541.582
cty42027,"Centre County, PA",35506.848
cty41059,"Umatilla County, OR",35416.688
cty42015,"Bradford County, PA",35307.285
cty41005,"Clackamas County, OR",35230.641
cty41019,"Douglas County, OR",35050.48
cty41007,"Clatsop County, OR",34959.23
cty41017,"Deschutes County, OR",34774.945
cty41067,"Washington County, OR",34735.16
cty41053,"Polk County, OR",34290.625
cty41011,"Coos County, OR",34068.859
cty41029,"Jackson County, OR",33548.43
cty41003,"Benton County, OR",33446.352
cty41023,"Grant County, OR",
cty41025,"Harney County, OR",
cty41045,"Malheur County, OR",34689.5
cty41047,"Marion County, OR",34135.711
cty41065,"Wasco County, OR",33933.719
cty41033,"Josephine County, OR",33443.902
cty41039,"Lane County, OR",33346.813
cty41027,"Hood River County, OR",33018.25
cty41037,"Lake County, OR",
cty41041,"Lincoln County, OR",32401.52
cty41049,"Morrow County, OR",
cty41051,"Multnomah County, OR",33370.598
cty41063,"Wallowa County, OR",
cty42023,"Cameron County, PA",
cty42057,"Fulton County, PA",44094.891
cty42107,"Schuylkill County, PA",41787.902
cty42127,"Wayne County, PA",41209.672
cty42075,"Lebanon County, PA",41056.367
cty42131,"Wyoming County, PA",40916.082
cty42097,"Northumberland County, PA",40328.465
cty42133,"York County, PA",40280.672
cty42055,"Franklin County, PA",40144.078
cty42067,"Juniata County, PA",40108.434
cty42083,"McKean County, PA",40051.539
cty42095,"Northampton County, PA",40031.715
cty42071,"Lancaster County, PA",39931.063
cty42109,"Snyder County, PA",39906.555
cty42099,"Perry County, PA",39713.594
cty42047,"Elk County, PA",39637.141
cty42091,"Montgomery County, PA",39582.664
cty42077,"Lehigh County, PA",39579.199
cty42111,"Somerset County, PA",39421.098
cty42065,"Jefferson County, PA",39344.141
cty42119,"Union County, PA",39300.066
cty42061,"Huntingdon County, PA",39270.668
cty42059,"Greene County, PA",39125.055
cty42045,"Delaware County, PA",39070.781
cty42063,"Indiana County, PA",39052.773
cty42129,"Westmoreland County, PA",39003.953
cty42041,"Cumberland County, PA",39003.461
cty42069,"Lackawanna County, PA",38952.066
cty42125,"Washington County, PA",38907.266
cty44003,"Kent County, RI",38730.496
cty42079,"Luzerne County, PA",38430.75
cty42093,"Montour County, PA",38293.363
cty42043,"Dauphin County, PA",38186.539
cty42089,"Monroe County, PA",37901.957
cty42051,"Fayette County, PA",37867.324
cty42081,"Lycoming County, PA",37711.289
cty42101,"Philadelphia County, PA",37509.758
cty42035,"Clinton County, PA",37480.082
cty42103,"Pike County, PA",37368.387
cty42073,"Lawrence County, PA",37296.992
cty44001,"Bristol County, RI",37280.875
cty42033,"Clearfield County, PA",37221.742
cty42105,"Potter County, PA",37078.57
cty42085,"Mercer County, PA",36996.977
cty42115,"Susquehanna County, PA",36993.77
cty42087,"Mifflin County, PA",36954.926
cty42049,"Erie County, PA",36712.43
cty42123,"Warren County, PA",36659.773
cty42037,"Columbia County, PA",36547.938
cty42039,"Crawford County, PA",36531.43
cty42121,"Venango County, PA",36075.098
cty42117,"Tioga County, PA",35026.188
cty45005,"Allendale County, SC",
cty45007,"Anderson County, SC",33077.824
cty45009,"Bamberg County, SC",
cty45071,"Newberry County, SC",34951.441
cty45085,"Sumter County, SC",34878.387
cty45091,"York County, SC",34611.07
cty45073,"Oconee County, SC",34326.051
cty45087,"Union County, SC",33966.793
cty45083,"Spartanburg County, SC",33933.051
cty45077,"Pickens County, SC",33875.965
cty45041,"Florence County, SC",33834.152
cty45025,"Chesterfield County, SC",33549.43
cty45059,"Laurens County, SC",33373.641
cty45045,"Greenville County, SC",33159.098
cty45079,"Richland County, SC",32951.941
cty45081,"Saluda County, SC",32845.043
cty45055,"Kershaw County, SC",32792.777
cty45039,"Fairfield County, SC",32760.059
cty45023,"Chester County, SC",32754.658
cty45019,"Charleston County, SC",32740.295
cty45067,"Marion County, SC",32710.717
cty45069,"Marlboro County, SC",32415.758
cty45011,"Barnwell County, SC",32285.248
cty45049,"Hampton County, SC",32056.014
cty45047,"Greenwood County, SC",31567.275
cty45053,"Jasper County, SC",
cty45061,"Lee County, SC",
cty45065,"McCormick County, SC",
cty46009,"Bon Homme County, SD",
cty46079,"Lake County, SD",40814.941
cty46019,"Butte County, SD",40684.238
cty47015,"Cannon County, TN",40327.773
cty46035,"Davison County, SD",39496.512
cty46029,"Codington County, SD",39286.414
cty47017,"Carroll County, TN",39186.039
cty47023,"Chester County, TN",38325.438
cty46011,"Brookings County, SD",37808.426
cty46081,"Lawrence County, SD",37402.809
cty46013,"Brown County, SD",37397.125
cty46023,"Charles Mix County, SD",
cty46093,"Meade County, SD",37314.855
cty46103,"Pennington County, SD",36663.32
cty46027,"Clay County, SD",34896.457
cty46033,"Custer County, SD",
cty46037,"Day County, SD",
cty46047,"Fall River County, SD",
cty46051,"Grant County, SD",44626.875
cty46065,"Hughes County, SD",38574.336
cty46067,"Hutchinson County, SD",
cty46099,"Minnehaha County, SD",37000.559
cty46083,"Lincoln County, SD",36947.848
cty46101,"Moody County, SD",
cty46109,"Roberts County, SD",
cty46113,,
cty46115,"Spink County, SD",
cty46121,"Todd County, SD",
cty46123,"Tripp County, SD",
cty46125,"Turner County, SD",41534.703
cty46127,"Union County, SD",41464.254
cty46129,"Walworth County, SD",
cty46135,"Yankton County, SD",37184.469
cty47031,"Coffee County, TN",36880.93
cty47043,"Dickson County, TN",35398.008
cty47035,"Cumberland County, TN",35058.824
cty47009,"Blount County, TN",33856.719
cty47003,"Bedford County, TN",33449.512
cty47019,"Carter County, TN",32975.277
cty47021,"Cheatham County, TN",32904.449
cty47011,"Bradley County, TN",32068.33
cty47041,"DeKalb County, TN",31921.025
cty47001,"Anderson County, TN",31823.883
cty47005,"Benton County, TN",31799.607
cty47007,"Bledsoe County, TN",
cty47037,"Davidson County, TN",31928.014
cty47025,"Claiborne County, TN",31517.887
cty47029,"Cocke County, TN",30606.736
cty47013,"Campbell County, TN",30448.354
cty47027,"Clay County, TN",
cty47033,"Crockett County, TN",
cty47039,"Decatur County, TN",
cty47057,"Grainger County, TN",37801.469
cty47129,"Morgan County, TN",37379.324
cty47085,"Humphreys County, TN",36140.781
cty47111,"Macon County, TN",36122.645
