cty,Name,Individual_income_For_Children_Born_in_1978_rP_gM_p75
cty18161,"Union County, IN",
cty19009,"Audubon County, IA",
cty19107,"Keokuk County, IA",44860.234
cty20013,"Brown County, KS",43429.66
cty19027,"Carroll County, IA",43265.566
cty19025,"Calhoun County, IA",43151.691
cty19167,"Sioux County, IA",43145.57
cty19119,"Lyon County, IA",42944.668
cty19023,"Butler County, IA",42936.133
cty19105,"Jones County, IA",42869.285
cty19189,"Winnebago County, IA",42718.414
cty19175,"Union County, IA",42505.188
cty19121,"Madison County, IA",42375.383
cty19147,"Palo Alto County, IA",42299.078
cty19031,"Cedar County, IA",42193.074
cty19091,"Humboldt County, IA",42181.293
cty19047,"Crawford County, IA",42174.48
cty19095,"Iowa County, IA",42138.363
cty19017,"Bremer County, IA",42049.508
cty19039,"Clarke County, IA",41908.008
cty19141,"O'Brien County, IA",41719.879
cty19067,"Floyd County, IA",41634.18
cty19037,"Chickasaw County, IA",41609.824
cty19077,"Guthrie County, IA",41600.508
cty19019,"Buchanan County, IA",41578.664
cty19171,"Tama County, IA",41513.957
cty19069,"Franklin County, IA",41389.695
cty19165,"Shelby County, IA",41279.039
cty19055,"Delaware County, IA",41176.133
cty19161,"Sac County, IA",41149.109
cty19011,"Benton County, IA",41099.891
cty19197,"Wright County, IA",41075.516
cty19075,"Grundy County, IA",41018.387
cty19065,"Fayette County, IA",40932.074
cty19021,"Buena Vista County, IA",40914.961
cty19085,"Harrison County, IA",40828.73
cty19097,"Jackson County, IA",40778.465
cty19181,"Warren County, IA",40458.699
cty19145,"Page County, IA",40452.703
cty19115,"Louisa County, IA",40395.668
cty19131,"Mitchell County, IA",40352.57
cty19061,"Dubuque County, IA",40345.492
cty19125,"Marion County, IA",40326.309
cty19149,"Plymouth County, IA",40306.824
cty19063,"Emmet County, IA",40230.289
cty19081,"Hancock County, IA",40034.641
cty19151,"Pocahontas County, IA",39973.496
cty19117,"Lucas County, IA",39936.504
cty19043,"Clayton County, IA",39804.637
cty19179,"Wapello County, IA",39626.859
cty19083,"Hardin County, IA",39623.418
cty19073,"Greene County, IA",39396.609
cty20009,"Barton County, KS",39282.934
cty19191,"Winneshiek County, IA",39223.207
cty19015,"Boone County, IA",39169.117
cty19099,"Jasper County, IA",39117.277
cty19157,"Poweshiek County, IA",39107.871
cty19109,"Kossuth County, IA",39063.777
cty19123,"Mahaska County, IA",39040.41
cty19079,"Hamilton County, IA",38936.332
cty19057,"Des Moines County, IA",38832.891
cty20005,"Atchison County, KS",38753.422
cty19029,"Cass County, IA",38742.844
cty19089,"Howard County, IA",38588.383
cty19137,"Montgomery County, IA",38505.168
cty19045,"Clinton County, IA",38434.523
cty19183,"Washington County, IA",38429.992
cty19035,"Cherokee County, IA",38421.816
cty19049,"Dallas County, IA",38376.328
cty19127,"Marshall County, IA",38313.227
cty19113,"Linn County, IA",38088.234
cty19139,"Muscatine County, IA",38085.535
cty19041,"Clay County, IA",38023.52
cty19059,"Dickinson County, IA",37937.5
cty19129,"Mills County, IA",37894.625
cty19163,"Scott County, IA",37807.348
cty19187,"Webster County, IA",37774.227
cty19013,"Black Hawk County, IA",37726.949
cty19169,"Story County, IA",37720.258
cty20001,"Allen County, KS",37594.918
cty19111,"Lee County, IA",37507.859
cty19133,"Monona County, IA",37437.637
cty19033,"Cerro Gordo County, IA",37400.242
cty19051,"Davis County, IA",
cty19053,"Decatur County, IA",
cty19071,"Fremont County, IA",
cty19087,"Henry County, IA",37322.027
cty19093,"Ida County, IA",
cty19103,"Johnson County, IA",34075.23
cty19135,"Monroe County, IA",
cty19143,"Osceola County, IA",
cty19153,"Polk County, IA",37711.887
cty19193,"Woodbury County, IA",36158.363
cty19155,"Pottawattamie County, IA",35935.57
cty19159,"Ringgold County, IA",
cty19173,"Taylor County, IA",
cty19177,"Van Buren County, IA",
cty19185,"Wayne County, IA",
cty19195,"Worth County, IA",
cty20003,"Anderson County, KS",
cty20007,"Barber County, KS",
cty20131,"Nemaha County, KS",46777.828
cty20117,"Marshall County, KS",43435.906
cty20029,"Cloud County, KS",42389.211
cty20067,"Grant County, KS",41325.707
cty20149,"Pottawatomie County, KS",40611.125
cty20051,"Ellis County, KS",40493.387
cty20041,"Dickinson County, KS",40354.234
cty20115,"Marion County, KS",40167.211
cty20139,"Osage County, KS",39941.027
cty20113,"McPherson County, KS",39830.57
cty20085,"Jackson County, KS",39397.898
cty20159,"Rice County, KS",38762.832
cty20059,"Franklin County, KS",38695.945
cty20027,"Clay County, KS",38188
cty20121,"Miami County, KS",38084.129
cty20031,"Coffey County, KS",37935.223
cty20055,"Finney County, KS",37801.945
cty20095,"Kingman County, KS",37797.391
cty20133,"Neosho County, KS",37766.641
cty20015,"Butler County, KS",37660.949
cty20151,"Pratt County, KS",37186.348
cty20087,"Jefferson County, KS",37129.52
cty20057,"Ford County, KS",37021.324
cty20155,"Reno County, KS",36858.355
cty20035,"Cowley County, KS",36779.324
cty20103,"Leavenworth County, KS",36648.969
cty20079,"Harvey County, KS",36345.988
cty20037,"Crawford County, KS",35568.016
cty20021,"Cherokee County, KS",35504.992
cty20043,"Doniphan County, KS",
cty20125,"Montgomery County, KS",35504.563
cty20111,"Lyon County, KS",35300.883
cty20061,"Geary County, KS",35076.195
cty20045,"Douglas County, KS",33385.324
cty20073,"Greenwood County, KS",
cty20077,"Harper County, KS",
cty20091,"Johnson County, KS",36846.152
cty20099,"Labette County, KS",36055.457
cty20107,"Linn County, KS",
cty20123,"Mitchell County, KS",
cty20127,"Morris County, KS",
cty20137,"Norton County, KS",
cty20141,"Osborne County, KS",
cty20143,"Ottawa County, KS",
cty20145,"Pawnee County, KS",
cty20147,"Phillips County, KS",
cty20157,"Republic County, KS",
cty20161,"Riley County, KS",35919.477
cty20163,"Rooks County, KS",
cty20167,"Russell County, KS",
cty20169,"Saline County, KS",35518.426
cty20171,"Scott County, KS",
cty20191,"Sumner County, KS",41150.223
cty20175,"Seward County, KS",40328.469
cty20193,"Thomas County, KS",36363.887
cty20177,"Shawnee County, KS",35539.23
cty20173,"Sedgwick County, KS",35523.91
cty20181,"Sherman County, KS",
cty20185,"Stafford County, KS",
cty20189,"Stevens County, KS",
cty20197,"Wabaunsee County, KS",
cty20201,"Washington County, KS",
cty21041,"Carroll County, KY",41752.488
cty21037,"Campbell County, KY",38723.281
cty20205,"Wilson County, KS",35484.734
cty20209,"Wyandotte County, KS",33996.906
cty21001,"Adair County, KY",
cty21027,"Breckinridge County, KY",38896.227
cty21033,"Caldwell County, KY",37134.402
cty21059,"Daviess County, KY",36797.254
cty21015,"Boone County, KY",36773.93
cty21009,"Barren County, KY",34685.004
cty21005,"Anderson County, KY",33540.754
cty21003,"Allen County, KY",32598.709
cty21007,"Ballard County, KY",
cty21011,"Bath County, KY",
cty21047,"Christian County, KY",35047.688
cty21029,"Bullitt County, KY",34788.969
cty21049,"Clark County, KY",34109.352
cty21013,"Bell County, KY",33944.266
cty21051,"Clay County, KY",31990.346
cty21019,"Boyd County, KY",31816.596
cty21021,"Boyle County, KY",30829.465
cty21017,"Bourbon County, KY",29167.799
cty21023,"Bracken County, KY",
cty21025,"Breathitt County, KY",
cty21031,"Butler County, KY",
cty21043,"Carter County, KY",33627.52
cty21035,"Calloway County, KY",30690.047
cty21045,"Casey County, KY",
cty21053,"Clinton County, KY",
cty21055,"Crittenden County, KY",
cty21057,"Cumberland County, KY",
cty21061,"Edmonson County, KY",
cty21063,"Elliott County, KY",
cty21065,"Estill County, KY",
cty21073,"Franklin County, KY",33513.16
cty21067,"Fayette County, KY",32339.213
cty21069,"Fleming County, KY",
cty21071,"Floyd County, KY",34631.762
cty21075,"Fulton County, KY",
cty21077,"Gallatin County, KY",
cty21091,"Hancock County, KY",42477.914
cty21183,"Ohio County, KY",38499.422
cty21141,"Logan County, KY",38335.383
cty21177,"Muhlenberg County, KY",38238.699
cty21179,"Nelson County, KY",37637.82
cty21103,"Henry County, KY",37621.953
cty21117,"Kenton County, KY",36732.992
cty21085,"Grayson County, KY",36563.023
cty21083,"Graves County, KY",36323.914
cty21145,"McCracken County, KY",36143.84
cty21107,"Hopkins County, KY",36124.777
cty21097,"Harrison County, KY",36091.688
cty21099,"Hart County, KY",35512.688
cty21123,"Larue County, KY",35472.727
cty21163,"Meade County, KY",35457.551
cty21093,"Hardin County, KY",34714.379
cty21173,"Montgomery County, KY",34478.383
cty21115,"Johnson County, KY",34378.98
cty21167,"Mercer County, KY",33994.863
cty21155,"Marion County, KY",33769.813
cty21161,"Mason County, KY",33433.309
cty21157,"Marshall County, KY",33359.348
cty21081,"Grant County, KY",33233.27
cty21079,"Garrard County, KY",31970.021
cty21087,"Green County, KY",
cty21101,"Henderson County, KY",34186.945
cty21111,"Jefferson County, KY",33668.137
cty21095,"Harlan County, KY",33196.879
cty21137,"Lincoln County, KY",32576.471
cty21125,"Laurel County, KY",32561.938
cty21089,"Greenup County, KY",31762.551
cty21109,"Jackson County, KY",
cty21151,"Madison County, KY",32564.795
cty21127,"Lawrence County, KY",32396.027
cty21113,"Jessamine County, KY",31353.16
cty21119,"Knott County, KY",
cty21121,"Knox County, KY",30976.211
cty21129,"Lee County, KY",
cty21131,"Leslie County, KY",
cty21133,"Letcher County, KY",30609.881
cty21135,"Lewis County, KY",
cty21139,"Livingston County, KY",
cty21143,"Lyon County, KY",
cty21147,"McCreary County, KY",
cty21149,"McLean County, KY",
cty21153,"Magoffin County, KY",
cty21159,"Martin County, KY",
cty21169,"Metcalfe County, KY",
cty21171,"Monroe County, KY",
cty21175,"Morgan County, KY",
cty21181,"Nicholas County, KY",
cty21185,"Oldham County, KY",36578.266
cty21187,"Owen County, KY",
cty22007,"Assumption Parish, LA",44049.434
cty22023,"Cameron Parish, LA",40967.953
cty22045,"Iberia Parish, LA",40553.277
cty22047,"Iberville Parish, LA",40551.586
cty22005,"Ascension Parish, LA",40530.672
cty22001,"Acadia Parish, LA",40453.008
cty22049,"Jackson Parish, LA",40309.973
cty21233,"Webster County, KY",40149.215
cty22003,"Allen Parish, LA",40082.527
cty22009,"Avoyelles Parish, LA",39401.703
cty22029,"Concordia Parish, LA",39259.848
cty21229,"Washington County, KY",38826.16
cty22039,"Evangeline Parish, LA",38571.414
cty21225,"Union County, KY",37812.727
cty21221,"Trigg County, KY",37799.195
cty22031,"De Soto Parish, LA",37192.871
cty21191,"Pendleton County, KY",36775.461
cty22027,"Claiborne Parish, LA",36768.359
cty22041,"Franklin Parish, LA",36530.387
cty22015,"Bossier Parish, LA",36487.738
cty22037,"East Feliciana Parish, LA",36298.09
cty22019,"Calcasieu Parish, LA",36254.723
cty22033,"East Baton Rouge Parish, LA",36105.059
cty21217,"Taylor County, KY",36020.301
cty21213,"Simpson County, KY",35681.594
cty22011,"Beauregard Parish, LA",35599.637
cty22043,"Grant Parish, LA",34384.527
cty21199,"Pulaski County, KY",34347.227
cty22017,"Caddo Parish, LA",34305.715
cty21215,"Spencer County, KY",33787.305
cty21211,"Shelby County, KY",33613.676
cty21195,"Pike County, KY",33551.688
cty21235,"Whitley County, KY",32856.336
cty21209,"Scott County, KY",31525.746
cty21193,"Perry County, KY",29131.377
cty21197,"Powell County, KY",
cty21203,"Rockcastle County, KY",
cty21205,"Rowan County, KY",31875.154
cty21207,"Russell County, KY",
cty21219,"Todd County, KY",
cty21223,"Trimble County, KY",
cty21239,"Woodford County, KY",33449.012
cty21227,"Warren County, KY",33143.566
cty21231,"Wayne County, KY",
cty21237,"Wolfe County, KY",
cty22013,"Bienville Parish, LA",
cty22021,"Caldwell Parish, LA",
cty22025,"Catahoula Parish, LA",
cty22035,"East Carroll Parish, LA",
cty22093,"St. James Parish, LA",46537.102
cty22085,"Sabine Parish, LA",46132.516
cty22057,"Lafourche Parish, LA",43639.656
cty22109,"Terrebonne Parish, LA",43255.586
cty22099,"St. Martin Parish, LA",42292.797
cty22113,"Vermilion Parish, LA",41611.953
cty24017,"Charles County, MD",41200.137
cty24021,"Frederick County, MD",41040.926
cty24013,"Carroll County, MD",40935.684
cty24035,"Queen Anne's County, MD",40849.02
cty24027,"Howard County, MD",40714.242
cty24025,"Harford County, MD",40594.109
cty24009,"Calvert County, MD",40473.199
cty24043,"Washington County, MD",40430.523
cty25021,"Norfolk County, MA",40342.043
cty22121,"West Baton Rouge Parish, LA",40327.992
cty24037,"St. Mary's County, MD",40050.273
cty24023,"Garrett County, MD",39914.223
cty22053,"Jefferson Davis Parish, LA",39857.328
cty25017,"Middlesex County, MA",39833.172
cty25023,"Plymouth County, MA",39791.949
cty25027,"Worcester County, MA",39788.035
cty24029,"Kent County, MD",39681.309
cty22069,"Natchitoches Parish, LA",39471.563
cty25005,"Bristol County, MA",39296.492
cty24041,"Talbot County, MD",39204.664
cty24003,"Anne Arundel County, MD",38987.746
cty24005,"Baltimore County, MD",38876.605
cty24031,"Montgomery County, MD",38818.719
cty22095,"St. John the Baptist Parish, LA",38710.215
cty25009,"Essex County, MA",38577.785
cty22089,"St. Charles Parish, LA",38419.82
cty22119,"Webster Parish, LA",38189.652
cty23031,"York County, ME",38067.035
cty25013,"Hampden County, MA",38055.059
cty24015,"Cecil County, MD",37974.039
cty26023,"Branch County, MI",37971.973
cty22127,"Winn Parish, LA",37895.148
cty25015,"Hampshire County, MA",37472.438
cty25001,"Barnstable County, MA",37432.609
cty24047,"Worcester County, MD",37422.785
cty24019,"Dorchester County, MD",37398.059
cty25003,"Berkshire County, MA",37380.973
cty22055,"Lafayette Parish, LA",37301.566
cty25011,"Franklin County, MA",37163.004
cty23001,"Androscoggin County, ME",36995.449
cty24001,"Allegany County, MD",36894.453
cty24045,"Wicomico County, MD",36641.227
cty22063,"Livingston Parish, LA",36502.953
cty22105,"Tangipahoa Parish, LA",36261.836
cty25025,"Suffolk County, MA",36025.066
cty23005,"Cumberland County, ME",35927.109
cty26005,"Allegan County, MI",35903.98
cty22079,"Rapides Parish, LA",35854.035
cty24033,"Prince George's County, MD",35753.648
cty22051,"Jefferson Parish, LA",35705.336
cty22059,"LaSalle Parish, LA",
cty23029,"Washington County, ME",35458.168
cty26011,"Arenac County, MI",35378.5
cty24011,"Caroline County, MD",35213.855
cty23011,"Kennebec County, ME",35049.566
cty26017,"Bay County, MI",35037.07
cty26007,"Alpena County, MI",34916.34
cty22061,"Lincoln Parish, LA",34774.938
cty22065,"Madison Parish, LA",
cty22101,"St. Mary Parish, LA",41026.602
cty22097,"St. Landry Parish, LA",39435.551
cty23007,"Franklin County, ME",39278.59
cty22075,"Plaquemines Parish, LA",38716.637
cty22077,"Pointe Coupee Parish, LA",38250.191
cty23003,"Aroostook County, ME",36549.316
cty23021,"Piscataquis County, ME",36479.191
cty23019,"Penobscot County, ME",35119.625
cty23017,"Oxford County, ME",34816.305
cty23025,"Somerset County, ME",34722.734
cty26021,"Berrien County, MI",34583.527
cty22103,"St. Tammany Parish, LA",34578.797
cty24039,"Somerset County, MD",34474.348
cty23015,"Lincoln County, ME",34449.516
cty22087,"St. Bernard Parish, LA",34401.914
cty26015,"Barry County, MI",33877.156
cty26019,"Benzie County, MI",33652.172
cty24510,"Baltimore city, MD",33489.398
cty26025,"Calhoun County, MI",33455.473
cty23009,"Hancock County, ME",33131.777
cty22073,"Ouachita Parish, LA",33099.059
cty26009,"Antrim County, MI",32952.109
cty23027,"Waldo County, ME",32829.879
cty22067,"Morehouse Parish, LA",32506.676
cty22117,"Washington Parish, LA",32306.611
cty22071,"Orleans Parish, LA",32080.146
cty22081,"Red River Parish, LA",
cty22083,"Richland Parish, LA",31255.797
cty22091,"St. Helena Parish, LA",
cty22115,"Vernon Parish, LA",33325.957
cty22111,"Union Parish, LA",31851.105
cty22123,"West Carroll Parish, LA",
cty22125,"West Feliciana Parish, LA",
cty23013,"Knox County, ME",33010.617
cty23023,"Sagadahoc County, ME",31369.188
cty26001,"Alcona County, MI",
cty26013,"Baraga County, MI",
cty26109,"Menominee County, MI",39949.59
cty26063,"Huron County, MI",39568.27
cty26071,"Iron County, MI",37453.27
cty26051,"Gladwin County, MI",37397.535
cty26073,"Isabella County, MI",37012.566
cty26053,"Gogebic County, MI",36915.137
cty26061,"Houghton County, MI",36871.75
cty26043,"Dickinson County, MI",36775.414
cty26089,"Leelanau County, MI",36664.902
cty26127,"Oceana County, MI",36645.055
cty26101,"Manistee County, MI",36501.57
cty26115,"Monroe County, MI",36246.625
cty26037,"Clinton County, MI",36184.926
cty26029,"Charlevoix County, MI",36099.992
cty26099,"Macomb County, MI",36096.719
cty26027,"Cass County, MI",35889.391
cty26103,"Marquette County, MI",35852.969
cty26035,"Clare County, MI",35612.785
cty26111,"Midland County, MI",35607.707
cty26123,"Newaygo County, MI",35531.129
cty26093,"Livingston County, MI",35399.613
cty26031,"Cheboygan County, MI",35365.711
cty26069,"Iosco County, MI",35290.34
cty26081,"Kent County, MI",35219.387
cty26041,"Delta County, MI",35173.441
cty26129,"Ogemaw County, MI",35061.383
cty26045,"Eaton County, MI",34986.988
cty26105,"Mason County, MI",34958.383
cty26055,"Grand Traverse County, MI",34860.609
cty26117,"Montcalm County, MI",34856.922
cty26067,"Ionia County, MI",34799.418
cty26091,"Lenawee County, MI",34740.223
cty26075,"Jackson County, MI",34718.453
cty26077,"Kalamazoo County, MI",34656.941
cty26107,"Mecosta County, MI",34500.066
cty26057,"Gratiot County, MI",34468.656
cty26125,"Oakland County, MI",34416.324
cty26121,"Muskegon County, MI",34203.313
cty26113,"Missaukee County, MI",33896.832
cty26087,"Lapeer County, MI",33654.867
cty26079,"Kalkaska County, MI",33371.445
cty26059,"Hillsdale County, MI",33210.023
cty26065,"Ingham County, MI",32979.324
cty26047,"Emmet County, MI",32852.152
cty26033,"Chippewa County, MI",32721.197
cty26039,"Crawford County, MI",31298.963
cty26049,"Genesee County, MI",30468.33
cty26085,"Lake County, MI",
cty26095,"Luce County, MI",
cty26097,"Mackinac County, MI",
cty26119,"Montmorency County, MI",
cty26131,"Ontonagon County, MI",
cty26133,"Osceola County, MI",37884.633
cty26135,"Oscoda County, MI",
cty27033,"Cottonwood County, MN",43424.961
cty27001,"Aitkin County, MN",42374.328
cty27063,"Jackson County, MN",41490.254
cty27015,"Brown County, MN",41280.289
cty27065,"Kanabec County, MN",41004.285
cty27045,"Fillmore County, MN",40489.934
cty27047,"Freeborn County, MN",40306.512
cty27049,"Goodhue County, MN",39938.164
cty27041,"Douglas County, MN",39779.844
cty27023,"Chippewa County, MN",39402.984
cty27037,"Dakota County, MN",39358.891
cty27039,"Dodge County, MN",39353.191
cty27019,"Carver County, MN",39331.086
cty27017,"Carlton County, MN",39315.352
cty27009,"Benton County, MN",39243.629
cty27067,"Kandiyohi County, MN",38951.52
cty27071,"Koochiching County, MN",38835.617
cty27021,"Cass County, MN",38565.203
cty26141,"Presque Isle County, MI",38533.371
cty27005,"Becker County, MN",38525.297
cty27059,"Isanti County, MN",38318.867
cty27061,"Itasca County, MN",38306.625
cty27055,"Houston County, MN",38270.684
cty27003,"Anoka County, MN",38114.367
cty27013,"Blue Earth County, MN",38078.234
cty27025,"Chisago County, MN",37964.918
cty27043,"Faribault County, MN",37906.016
cty27057,"Hubbard County, MN",37693.5
cty27027,"Clay County, MN",37674.75
cty27053,"Hennepin County, MN",37578.789
cty26139,"Ottawa County, MI",37406.406
cty27035,"Crow Wing County, MN",36732.996
cty26151,"Sanilac County, MI",36079.695
cty26137,"Otsego County, MI",35363.129
cty26149,"St. Joseph County, MI",35319.625
cty26147,"St. Clair County, MI",34847.527
cty27007,"Beltrami County, MN",34842.531
cty26159,"Van Buren County, MI",34569.641
cty26165,"Wexford County, MI",34353.672
cty26157,"Tuscola County, MI",34025.859
cty26161,"Washtenaw County, MI",33413.691
cty26143,"Roscommon County, MI",33266.77
cty26145,"Saginaw County, MI",32309.672
cty26153,"Schoolcraft County, MI",
cty26155,"Shiawassee County, MI",33151.664
cty26163,"Wayne County, MI",32529.098
cty27011,"Big Stone County, MN",
cty27029,"Clearwater County, MN",
cty27129,"Renville County, MN",46179.805
cty27089,"Marshall County, MN",45450.867
cty27165,"Watonwan County, MN",44224.48
cty27127,"Redwood County, MN",43358.223
cty27133,"Rock County, MN",43162.266
cty27151,"Swift County, MN",42566.578
cty27095,"Mille Lacs County, MN",42045.023
cty27079,"Le Sueur County, MN",41963.051
cty27135,"Roseau County, MN",41765.734
cty27157,"Wabasha County, MN",41406.426
cty27121,"Pope County, MN",41301.688
cty27173,"Yellow Medicine County, MN",41010.34
cty27117,"Pipestone County, MN",40815.574
cty27073,"Lac qui Parle County, MN",40408.41
cty27083,"Lyon County, MN",40101.809
cty27075,"Lake County, MN",39501.285
cty27081,"Lincoln County, MN",
cty27101,"Murray County, MN",42329.961
cty27159,"Wadena County, MN",40653.898
cty27105,"Nobles County, MN",40503.121
cty27147,"Steele County, MN",40434.617
cty27143,"Sibley County, MN",40313.121
cty27167,"Wilkin County, MN",40287.398
cty27111,"Otter Tail County, MN",40256.957
cty27161,"Waseca County, MN",40175.508
cty27115,"Pine County, MN",40132.578
cty27171,"Wright County, MN",40049.984
cty27113,"Pennington County, MN",39819.938
cty27139,"Scott County, MN",39749.117
cty27149,"Stevens County, MN",39411.801
cty27153,"Todd County, MN",39313.293
cty27141,"Sherburne County, MN",39250.836
cty27093,"Meeker County, MN",39212.27
cty27085,"McLeod County, MN",39206.359
cty27099,"Mower County, MN",39136.914
cty27097,"Morrison County, MN",39125.227
cty27145,"Stearns County, MN",38971.883
cty27091,"Martin County, MN",38835.645
cty27103,"Nicollet County, MN",38743.984
cty27107,"Norman County, MN",
cty27119,"Polk County, MN",38942.512
cty27163,"Washington County, MN",38906.43
cty27169,"Winona County, MN",38507.316
cty27131,"Rice County, MN",38165.156
cty27137,"St. Louis County, MN",37649.344
cty27123,"Ramsey County, MN",37487.18
cty28001,"Adams County, MS",37456.254
cty27109,"Olmsted County, MN",37240.613
cty28003,"Alcorn County, MS",32224.684
cty28005,"Amite County, MS",
cty28007,"Attala County, MS",37131.563
cty28009,"Benton County, MS",
cty28011,"Bolivar County, MS",33134.809
cty28013,"Calhoun County, MS",
cty28015,"Carroll County, MS",
cty28079,"Leake County, MS",40232.75
cty28091,"Marion County, MS",39761.699
cty28039,"George County, MS",39369.828
cty28085,"Lincoln County, MS",39082.449
cty28101,"Newton County, MS",38116.906
cty28107,"Panola County, MS",37910.836
cty28057,"Itawamba County, MS",37048.133
cty28067,"Jones County, MS",36056.027
cty28045,"Hancock County, MS",35568.434
cty28083,"Leflore County, MS",35464.773
cty28089,"Madison County, MS",35034.098
cty28073,"Lamar County, MS",34639.34
cty28095,"Monroe County, MS",34559.441
cty28109,"Pearl River County, MS",34492.938
cty28027,"Coahoma County, MS",33885.063
cty28033,"DeSoto County, MS",33876.715
cty28087,"Lowndes County, MS",33627.922
cty28075,"Lauderdale County, MS",33272.887
cty28059,"Jackson County, MS",33164.078
cty28035,"Forrest County, MS",32979.582
cty28081,"Lee County, MS",32892.133
cty28043,"Grenada County, MS",32696.242
cty28049,"Hinds County, MS",32691.09
cty28029,"Copiah County, MS",32563.467
cty28071,"Lafayette County, MS",29986.111
cty28017,"Chickasaw County, MS",29975.367
cty28019,"Choctaw County, MS",
cty28021,"Claiborne County, MS",
cty28023,"Clarke County, MS",35080.43
cty28025,"Clay County, MS",32908.246
cty28105,"Oktibbeha County, MS",32690.604
cty28031,"Covington County, MS",31666.453
cty28037,"Franklin County, MS",
cty28041,"Greene County, MS",
cty28047,"Harrison County, MS",32633.102
cty28051,"Holmes County, MS",
cty28053,"Humphreys County, MS",
cty28061,"Jasper County, MS",
cty28063,"Jefferson County, MS",
cty28065,"Jefferson Davis County, MS",
cty28069,"Kemper County, MS",
cty28077,"Lawrence County, MS",
cty28093,"Marshall County, MS",30351.318
cty28097,"Montgomery County, MS",
cty28099,"Neshoba County, MS",29729.809
cty28103,"Noxubee County, MS",
cty28111,"Perry County, MS",
cty28131,"Stone County, MS",42199.613
cty29013,"Bates County, MO",39953.559
cty28141,"Tishomingo County, MS",39751.91
cty29003,"Andrew County, MO",39463.449
cty29007,"Audrain County, MO",38845.746
cty29037,"Cass County, MO",37417.625
cty28115,"Pontotoc County, MS",36971.148
cty29047,"Clay County, MO",36822.238
cty28127,"Simpson County, MS",36742.402
cty28113,"Pike County, MS",36262.418
cty28163,"Yazoo County, MS",36186.617
cty28123,"Scott County, MS",36149.203
cty29009,"Barry County, MO",36101.18
cty28129,"Smith County, MS",35807.645
cty29049,"Clinton County, MO",35509.566
cty28121,"Rankin County, MS",34634.914
cty28145,"Union County, MS",34584.492
cty28117,"Prentiss County, MS",34457.465
cty28119,"Quitman County, MS",
cty28125,"Sharkey County, MS",
cty28133,"Sunflower County, MS",33959.816
cty28135,"Tallahatchie County, MS",
cty28153,"Wayne County, MS",40231.871
cty29027,"Callaway County, MO",37030.383
cty29021,"Buchanan County, MO",36359.137
cty29031,"Cape Girardeau County, MO",35486.48
cty29029,"Camden County, MO",33956.773
cty29019,"Boone County, MO",33726.383
cty29023,"Butler County, MO",33248.813
cty29001,"Adair County, MO",33063.75
cty28137,"Tate County, MS",33038.895
cty28139,"Tippah County, MS",31987.344
cty28143,"Tunica County, MS",
cty28147,"Walthall County, MS",
cty28149,"Warren County, MS",32239.262
cty28151,"Washington County, MS",31358.709
cty28155,"Webster County, MS",
cty28157,"Wilkinson County, MS",
cty28159,"Winston County, MS",31198.748
cty28161,"Yalobusha County, MS",
cty29005,"Atchison County, MO",
cty29011,"Barton County, MO",32033.738
cty29015,"Benton County, MO",
cty29017,"Bollinger County, MO",
cty29025,"Caldwell County, MO",
cty29033,"Carroll County, MO",
cty29035,"Carter County, MO",
cty29039,"Cedar County, MO",
cty29041,"Chariton County, MO",
cty29043,"Christian County, MO",34230.59
cty29045,"Clark County, MO",
cty29073,"Gasconade County, MO",39817.707
cty29117,"Livingston County, MO",39518.563
cty29053,"Cooper County, MO",39296.438
cty29151,"Osage County, MO",39111.734
cty29147,"Nodaway County, MO",39044.25
cty29071,"Franklin County, MO",38936.922
cty29131,"Miller County, MO",37804.922
cty29079,"Grundy County, MO",37769.41
cty29083,"Henry County, MO",36731.91
cty29135,"Moniteau County, MO",36586.012
cty29051,"Cole County, MO",36483.09
cty29055,"Crawford County, MO",36213.84
cty29057,"Dade County, MO",
cty29127,"Marion County, MO",35441.992
cty29069,"Dunklin County, MO",33613.184
cty29059,"Dallas County, MO",32454.176
cty29061,"Daviess County, MO",
cty29063,"DeKalb County, MO",42133.164
cty29065,"Dent County, MO",
cty29067,"Douglas County, MO",
cty29075,"Gentry County, MO",
cty29137,"Monroe County, MO",40556.246
cty29139,"Montgomery County, MO",38946.816
cty29113,"Lincoln County, MO",38945.34
cty29121,"Macon County, MO",37298.723
cty29155,"Pemiscot County, MO",35941.637
cty29091,"Howell County, MO",34222.73
cty29077,"Greene County, MO",33499.285
cty29081,"Harrison County, MO",
cty29085,"Hickory County, MO",
cty29087,"Holt County, MO",
cty29089,"Howard County, MO",
cty29093,"Iron County, MO",
cty29107,"Lafayette County, MO",39625.098
cty29115,"Linn County, MO",38198.945
cty29141,"Morgan County, MO",37803.641
cty29099,"Jefferson County, MO",37546.98
cty29109,"Lawrence County, MO",36067.602
cty29097,"Jasper County, MO",35451.727
cty29101,"Johnson County, MO",35327.359
cty29145,"Newton County, MO",34992.074
cty29095,"Jackson County, MO",34970.508
cty29105,"Laclede County, MO",34076.746
cty29111,"Lewis County, MO",
cty29119,"McDonald County, MO",32292.029
cty29123,"Madison County, MO",
cty29125,"Maries County, MO",
cty29133,"Mississippi County, MO",
cty29143,"New Madrid County, MO",31937.006
cty29149,"Oregon County, MO",
cty29153,"Ozark County, MO",
cty29186,"Ste. Genevieve County, MO",43624.195
cty29157,"Perry County, MO",42989.461
