cty,Name,Individual_income_For_Children_Born_in_1978_rP_gF_p75
cty19021,"Buena Vista County, IA",35833.336
cty19017,"Bremer County, IA",35712.289
cty19075,"Grundy County, IA",35585.355
cty19019,"Buchanan County, IA",35534.418
cty19067,"Floyd County, IA",35463.004
cty19061,"Dubuque County, IA",35376.75
cty19083,"Hardin County, IA",35269.18
cty19055,"Delaware County, IA",35055.074
cty19041,"Clay County, IA",34874.402
cty19105,"Jones County, IA",34730.816
cty19029,"Cass County, IA",34701.359
cty19085,"Harrison County, IA",34678.348
cty19033,"Cerro Gordo County, IA",34600.336
cty19069,"Franklin County, IA",34489.363
cty19059,"Dickinson County, IA",34347.461
cty19097,"Jackson County, IA",34228.199
cty19065,"Fayette County, IA",33939.723
cty19063,"Emmet County, IA",33849.445
cty19049,"Dallas County, IA",33770.199
cty19103,"Johnson County, IA",33374.305
cty19079,"Hamilton County, IA",33190.945
cty19081,"Hancock County, IA",33172.016
cty19091,"Humboldt County, IA",32727.338
cty19011,"Benton County, IA",32686.943
cty19013,"Black Hawk County, IA",32563.135
cty19023,"Butler County, IA",32306.863
cty19015,"Boone County, IA",32192.863
cty19039,"Clarke County, IA",
cty19045,"Clinton County, IA",31563.832
cty19051,"Davis County, IA",
cty19053,"Decatur County, IA",
cty19087,"Henry County, IA",31321.512
cty19101,"Jefferson County, IA",31180.627
cty19057,"Des Moines County, IA",30110.779
cty19071,"Fremont County, IA",
cty19089,"Howard County, IA",
cty19093,"Ida County, IA",
cty19099,"Jasper County, IA",30057.301
cty19107,"Keokuk County, IA",
cty19119,"Lyon County, IA",37219.07
cty19121,"Madison County, IA",37001.445
cty19131,"Mitchell County, IA",36385.539
cty19157,"Poweshiek County, IA",35805.68
cty19165,"Shelby County, IA",35629.375
cty19175,"Union County, IA",35430.133
cty19125,"Marion County, IA",34890.488
cty19129,"Mills County, IA",34467.938
cty19191,"Winneshiek County, IA",34411.543
cty19183,"Washington County, IA",34405.48
cty19127,"Marshall County, IA",34365.32
cty19123,"Mahaska County, IA",34278.078
cty19197,"Wright County, IA",34242.852
cty19181,"Warren County, IA",33725.188
cty19153,"Polk County, IA",33553.004
cty19169,"Story County, IA",33527.152
cty19149,"Plymouth County, IA",33439.969
cty19141,"O'Brien County, IA",33291.391
cty20009,"Barton County, KS",33184.539
cty19187,"Webster County, IA",33016.664
cty19145,"Page County, IA",32955.414
cty19113,"Linn County, IA",32845.332
cty20005,"Atchison County, KS",32717.336
cty19167,"Sioux County, IA",32530.607
cty19163,"Scott County, IA",31738.869
cty19115,"Louisa County, IA",30244.293
cty19111,"Lee County, IA",29684.697
cty19117,"Lucas County, IA",
cty19133,"Monona County, IA",
cty19135,"Monroe County, IA",
cty19137,"Montgomery County, IA",33702.609
cty19139,"Muscatine County, IA",31194.799
cty19143,"Osceola County, IA",
cty19147,"Palo Alto County, IA",
cty19151,"Pocahontas County, IA",
cty19155,"Pottawattamie County, IA",32557.619
cty19159,"Ringgold County, IA",
cty19161,"Sac County, IA",
cty19189,"Winnebago County, IA",31688.732
cty19193,"Woodbury County, IA",31652.721
cty19171,"Tama County, IA",31043.861
cty19173,"Taylor County, IA",
cty19177,"Van Buren County, IA",
cty19179,"Wapello County, IA",31631.287
cty19185,"Wayne County, IA",
cty19195,"Worth County, IA",
cty20001,"Allen County, KS",31343.484
cty20003,"Anderson County, KS",
cty20007,"Barber County, KS",
cty20011,"Bourbon County, KS",29264.016
cty20013,"Brown County, KS",
cty20131,"Nemaha County, KS",41888.453
cty20029,"Cloud County, KS",34712.152
cty20051,"Ellis County, KS",33695.168
cty20091,"Johnson County, KS",33432.746
cty20085,"Jackson County, KS",32801.84
cty20149,"Pottawatomie County, KS",32780.039
cty20057,"Ford County, KS",32649.732
cty20161,"Riley County, KS",32042.91
cty20087,"Jefferson County, KS",31884.502
cty20067,"Grant County, KS",31863.219
cty20159,"Rice County, KS",31737.467
cty20117,"Marshall County, KS",31686.223
cty20139,"Osage County, KS",31677.105
cty20021,"Cherokee County, KS",31523.176
cty20045,"Douglas County, KS",30069.305
cty20015,"Butler County, KS",29259.717
cty20027,"Clay County, KS",
cty20111,"Lyon County, KS",31833.998
cty20121,"Miami County, KS",31555.648
cty20059,"Franklin County, KS",31294.906
cty20151,"Pratt County, KS",30905.238
cty20169,"Saline County, KS",30878.063
cty20055,"Finney County, KS",30839.258
cty20103,"Leavenworth County, KS",30294.152
cty20155,"Reno County, KS",30101.645
cty20133,"Neosho County, KS",29949.271
cty20113,"McPherson County, KS",29938.904
cty20037,"Crawford County, KS",29895.756
cty20125,"Montgomery County, KS",29848.908
cty20115,"Marion County, KS",29618.391
cty20041,"Dickinson County, KS",29320.516
cty20031,"Coffey County, KS",28915.328
cty20035,"Cowley County, KS",28497.732
cty20043,"Doniphan County, KS",
cty20061,"Geary County, KS",28225.484
cty20073,"Greenwood County, KS",
cty20077,"Harper County, KS",
cty20079,"Harvey County, KS",29896.506
cty20095,"Kingman County, KS",
cty20099,"Labette County, KS",30282.475
cty20107,"Linn County, KS",
cty20123,"Mitchell County, KS",
cty20127,"Morris County, KS",
cty20137,"Norton County, KS",
cty20141,"Osborne County, KS",
cty20143,"Ottawa County, KS",
cty20145,"Pawnee County, KS",
cty20147,"Phillips County, KS",
cty20157,"Republic County, KS",
cty20163,"Rooks County, KS",
cty20167,"Russell County, KS",
cty20171,"Scott County, KS",
cty21003,"Allen County, KY",31751.867
cty20177,"Shawnee County, KS",31436.781
cty20173,"Sedgwick County, KS",29638.082
cty20175,"Seward County, KS",29043.066
cty20181,"Sherman County, KS",
cty20185,"Stafford County, KS",
cty20189,"Stevens County, KS",
cty20193,"Thomas County, KS",31559.805
cty20191,"Sumner County, KS",28653.871
cty20197,"Wabaunsee County, KS",
cty20201,"Washington County, KS",
cty20205,"Wilson County, KS",
cty21015,"Boone County, KY",31783.852
cty20209,"Wyandotte County, KS",30414.637
cty21001,"Adair County, KY",
cty21073,"Franklin County, KY",30952.893
cty21047,"Christian County, KY",30453.596
cty21021,"Boyle County, KY",30254.691
cty21009,"Barren County, KY",29336.486
cty21005,"Anderson County, KY",28956.523
cty21007,"Ballard County, KY",
cty21011,"Bath County, KY",
cty21037,"Campbell County, KY",33550.77
cty21049,"Clark County, KY",29192.299
cty21035,"Calloway County, KY",28615.656
cty21017,"Bourbon County, KY",28372.859
cty21019,"Boyd County, KY",26383.234
cty21043,"Carter County, KY",25571.324
cty21013,"Bell County, KY",25521.164
cty21023,"Bracken County, KY",
cty21025,"Breathitt County, KY",
cty21027,"Breckinridge County, KY",
cty21029,"Bullitt County, KY",28121.563
cty21031,"Butler County, KY",
cty21033,"Caldwell County, KY",
cty21041,"Carroll County, KY",
cty21045,"Casey County, KY",
cty21051,"Clay County, KY",
cty21053,"Clinton County, KY",
cty21055,"Crittenden County, KY",
cty21057,"Cumberland County, KY",
cty21059,"Daviess County, KY",29551.4
cty21061,"Edmonson County, KY",
cty21063,"Elliott County, KY",
cty21065,"Estill County, KY",
cty21067,"Fayette County, KY",29965.359
cty21069,"Fleming County, KY",
cty21071,"Floyd County, KY",26252.008
cty21075,"Fulton County, KY",
cty21077,"Gallatin County, KY",
cty21155,"Marion County, KY",33897.461
cty21123,"Larue County, KY",32926.332
cty21117,"Kenton County, KY",32618.855
cty21085,"Grayson County, KY",32216.219
cty21163,"Meade County, KY",32147.348
cty21167,"Mercer County, KY",31740.143
cty21179,"Nelson County, KY",31625.572
cty21145,"McCracken County, KY",31019.102
cty21111,"Jefferson County, KY",30977.617
cty21161,"Mason County, KY",30972.674
cty21097,"Harrison County, KY",30688.766
cty21125,"Laurel County, KY",30426.889
cty21157,"Marshall County, KY",30276.553
cty21121,"Knox County, KY",29950.035
cty21083,"Graves County, KY",29822.283
cty21137,"Lincoln County, KY",29802.758
cty21093,"Hardin County, KY",29429.771
cty21141,"Logan County, KY",29412.025
cty21089,"Greenup County, KY",29049.605
cty21101,"Henderson County, KY",29017.303
cty21151,"Madison County, KY",28756.967
cty21103,"Henry County, KY",28586.734
cty21173,"Montgomery County, KY",28571.572
cty21113,"Jessamine County, KY",27995.855
cty21177,"Muhlenberg County, KY",27870.811
cty21079,"Garrard County, KY",27541.184
cty21081,"Grant County, KY",27445.938
cty21087,"Green County, KY",
cty21091,"Hancock County, KY",
cty21095,"Harlan County, KY",
cty21099,"Hart County, KY",
cty21107,"Hopkins County, KY",26537.625
cty21109,"Jackson County, KY",
cty21115,"Johnson County, KY",
cty21119,"Knott County, KY",
cty21127,"Lawrence County, KY",
cty21129,"Lee County, KY",
cty21131,"Leslie County, KY",
cty21133,"Letcher County, KY",
cty21135,"Lewis County, KY",
cty21139,"Livingston County, KY",
cty21143,"Lyon County, KY",
cty21147,"McCreary County, KY",
cty21149,"McLean County, KY",
cty21153,"Magoffin County, KY",
cty21159,"Martin County, KY",
cty21169,"Metcalfe County, KY",
cty21171,"Monroe County, KY",
cty21175,"Morgan County, KY",
cty21181,"Nicholas County, KY",
cty21185,"Oldham County, KY",31688.385
cty21187,"Owen County, KY",
cty22047,"Iberville Parish, LA",32565.873
cty22005,"Ascension Parish, LA",30989.617
cty21227,"Warren County, KY",30336.027
cty21191,"Pendleton County, KY",29395.037
cty21193,"Perry County, KY",
cty21195,"Pike County, KY",26335.385
cty21197,"Powell County, KY",
cty21199,"Pulaski County, KY",30728.754
cty21203,"Rockcastle County, KY",
cty22007,"Assumption Parish, LA",33768.48
cty22009,"Avoyelles Parish, LA",32494.238
cty22033,"East Baton Rouge Parish, LA",31419.295
cty21211,"Shelby County, KY",30430.852
cty22039,"Evangeline Parish, LA",30382.871
cty22017,"Caddo Parish, LA",30310.092
cty21205,"Rowan County, KY",29650.293
cty21207,"Russell County, KY",
cty21239,"Woodford County, KY",30032.424
cty22015,"Bossier Parish, LA",29724.305
cty22001,"Acadia Parish, LA",29213.393
cty21217,"Taylor County, KY",29173.439
cty21215,"Spencer County, KY",29170.186
cty22045,"Iberia Parish, LA",28680.881
cty22041,"Franklin Parish, LA",28415.646
cty21209,"Scott County, KY",27908.336
cty21213,"Simpson County, KY",27857.717
cty21219,"Todd County, KY",
cty21221,"Trigg County, KY",
cty21223,"Trimble County, KY",
cty22031,"De Soto Parish, LA",29150.779
cty21225,"Union County, KY",27757.818
cty21229,"Washington County, KY",
cty21231,"Wayne County, KY",
cty21235,"Whitley County, KY",28702.051
cty22029,"Concordia Parish, LA",28452.082
cty22043,"Grant Parish, LA",27439.518
cty22037,"East Feliciana Parish, LA",26759.193
cty21233,"Webster County, KY",26508.305
cty21237,"Wolfe County, KY",
cty22019,"Calcasieu Parish, LA",27149.385
cty22011,"Beauregard Parish, LA",26221.26
cty21183,"Ohio County, KY",25548.898
cty22003,"Allen Parish, LA",24135.17
cty22013,"Bienville Parish, LA",
cty22021,"Caldwell Parish, LA",
cty22023,"Cameron Parish, LA",
cty22025,"Catahoula Parish, LA",
cty22027,"Claiborne Parish, LA",
cty22035,"East Carroll Parish, LA",
cty22093,"St. James Parish, LA",35297.078
cty23007,"Franklin County, ME",33379.023
cty23001,"Androscoggin County, ME",33367.652
cty23003,"Aroostook County, ME",32787.066
cty22057,"Lafourche Parish, LA",32780.078
cty22077,"Pointe Coupee Parish, LA",32372.686
cty22051,"Jefferson Parish, LA",32065.309
cty22097,"St. Landry Parish, LA",31998.529
cty22095,"St. John the Baptist Parish, LA",31900.455
cty23005,"Cumberland County, ME",31886.447
cty22089,"St. Charles Parish, LA",31687.971
cty23011,"Kennebec County, ME",31682.982
cty22061,"Lincoln Parish, LA",31652.951
cty22071,"Orleans Parish, LA",30856.939
cty22055,"Lafayette Parish, LA",30701.795
cty22121,"West Baton Rouge Parish, LA",30523.723
cty23009,"Hancock County, ME",30387.432
cty23013,"Knox County, ME",30347.379
cty23019,"Penobscot County, ME",29976.861
cty22099,"St. Martin Parish, LA",29870.902
cty22103,"St. Tammany Parish, LA",29777.199
cty22101,"St. Mary Parish, LA",29751.191
cty23023,"Sagadahoc County, ME",29589.389
cty23025,"Somerset County, ME",29560.613
cty22113,"Vermilion Parish, LA",29484.717
cty22073,"Ouachita Parish, LA",29328.041
cty22079,"Rapides Parish, LA",29285.619
cty22087,"St. Bernard Parish, LA",29128.783
cty22069,"Natchitoches Parish, LA",29125.129
cty22067,"Morehouse Parish, LA",26998.227
cty22053,"Jefferson Davis Parish, LA",26134.645
cty22059,"LaSalle Parish, LA",
cty22063,"Livingston Parish, LA",29533.883
cty22065,"Madison Parish, LA",
cty22075,"Plaquemines Parish, LA",27271.639
cty22081,"Red River Parish, LA",
cty22083,"Richland Parish, LA",
cty22119,"Webster Parish, LA",29124.066
cty22109,"Terrebonne Parish, LA",28408.025
cty22085,"Sabine Parish, LA",28407.252
cty22091,"St. Helena Parish, LA",
cty22105,"Tangipahoa Parish, LA",28725.195
cty23017,"Oxford County, ME",28212.994
cty22117,"Washington Parish, LA",27464.496
cty22115,"Vernon Parish, LA",27015.885
cty22111,"Union Parish, LA",26762.041
cty22123,"West Carroll Parish, LA",
cty22125,"West Feliciana Parish, LA",
cty22127,"Winn Parish, LA",
cty23015,"Lincoln County, ME",26895.67
cty23021,"Piscataquis County, ME",
cty25021,"Norfolk County, MA",37917.414
cty25017,"Middlesex County, MA",37229.355
cty24031,"Montgomery County, MD",37051.285
cty24027,"Howard County, MD",37041.66
cty24041,"Talbot County, MD",36749.184
cty24033,"Prince George's County, MD",36384.195
cty25005,"Bristol County, MA",36187.828
cty24029,"Kent County, MD",36148.188
cty24039,"Somerset County, MD",36089.293
cty25027,"Worcester County, MA",36062.402
cty25023,"Plymouth County, MA",36050.012
cty24005,"Baltimore County, MD",35933.32
cty25009,"Essex County, MA",35824.578
cty24009,"Calvert County, MD",35702.125
cty24017,"Charles County, MD",35689.801
cty25025,"Suffolk County, MA",35654.75
cty25013,"Hampden County, MA",35408.727
cty24025,"Harford County, MD",35382.109
cty24021,"Frederick County, MD",35340.82
cty24003,"Anne Arundel County, MD",35091.215
cty24047,"Worcester County, MD",35067.352
cty24013,"Carroll County, MD",35019.145
cty24037,"St. Mary's County, MD",34549.809
cty25001,"Barnstable County, MA",34433.891
cty25003,"Berkshire County, MA",34400.434
cty24045,"Wicomico County, MD",34373.883
cty24043,"Washington County, MD",34276.453
cty24019,"Dorchester County, MD",34073.484
cty25015,"Hampshire County, MA",33988.16
cty24035,"Queen Anne's County, MD",33983.57
cty24001,"Allegany County, MD",33551.289
cty24510,"Baltimore city, MD",32751.293
cty24015,"Cecil County, MD",32619.762
cty24011,"Caroline County, MD",32538.109
cty23031,"York County, ME",32131.35
cty24023,"Garrett County, MD",31993.762
cty25011,"Franklin County, MA",31830.572
cty26007,"Alpena County, MI",31003.26
cty26017,"Bay County, MI",30761.072
cty23029,"Washington County, ME",30716.217
cty26023,"Branch County, MI",30207.145
cty26009,"Antrim County, MI",29333.518
cty26025,"Calhoun County, MI",29162.658
cty26021,"Berrien County, MI",28894.988
cty26011,"Arenac County, MI",28869.242
cty26005,"Allegan County, MI",28754.684
cty23027,"Waldo County, ME",27617.115
cty26001,"Alcona County, MI",
cty26013,"Baraga County, MI",
cty26063,"Huron County, MI",33451.91
cty26053,"Gogebic County, MI",33341.754
cty26031,"Cheboygan County, MI",32776.293
cty26089,"Leelanau County, MI",32531.607
cty26129,"Ogemaw County, MI",31996.383
cty26109,"Menominee County, MI",31932.432
cty26099,"Macomb County, MI",31925.162
cty26037,"Clinton County, MI",31882.105
cty26051,"Gladwin County, MI",31456.674
cty26125,"Oakland County, MI",31160.457
cty26073,"Isabella County, MI",30587.109
cty26055,"Grand Traverse County, MI",30429.748
cty26113,"Missaukee County, MI",30287.605
cty26103,"Marquette County, MI",30188.75
cty26105,"Mason County, MI",30169.08
cty26065,"Ingham County, MI",30117.611
cty26069,"Iosco County, MI",30074.068
cty26077,"Kalamazoo County, MI",30065.756
cty26043,"Dickinson County, MI",30029.27
cty26101,"Manistee County, MI",30005.555
cty26067,"Ionia County, MI",29978.273
cty26045,"Eaton County, MI",29859.988
cty26075,"Jackson County, MI",29817.262
cty26127,"Oceana County, MI",29678.568
cty26091,"Lenawee County, MI",29611.043
cty26061,"Houghton County, MI",29594.74
cty26057,"Gratiot County, MI",29555.57
cty26111,"Midland County, MI",29544.324
cty26029,"Charlevoix County, MI",29480.123
cty26041,"Delta County, MI",29413.482
cty26035,"Clare County, MI",29192.818
cty26093,"Livingston County, MI",29168.121
cty26047,"Emmet County, MI",29048.004
cty26081,"Kent County, MI",29044.58
cty26033,"Chippewa County, MI",28979.176
cty26107,"Mecosta County, MI",28850.848
cty26117,"Montcalm County, MI",27625.678
cty26027,"Cass County, MI",27423.293
cty26039,"Crawford County, MI",
cty26115,"Monroe County, MI",28433.379
cty26059,"Hillsdale County, MI",27816.361
cty26049,"Genesee County, MI",27137.994
cty26071,"Iron County, MI",
cty26079,"Kalkaska County, MI",26016.516
cty26085,"Lake County, MI",
cty26087,"Lapeer County, MI",27160.941
cty26095,"Luce County, MI",
cty26097,"Mackinac County, MI",
cty26119,"Montmorency County, MI",
cty26123,"Newaygo County, MI",28443.25
cty26121,"Muskegon County, MI",28177.096
cty26131,"Ontonagon County, MI",
cty27033,"Cottonwood County, MN",37913.652
cty27015,"Brown County, MN",35881.621
cty26133,"Osceola County, MI",30468.201
cty26135,"Oscoda County, MI",
cty27045,"Fillmore County, MN",37095.922
cty27019,"Carver County, MN",36618.559
cty27049,"Goodhue County, MN",35643.543
cty27037,"Dakota County, MN",35382.398
cty27009,"Benton County, MN",35147.629
cty27043,"Faribault County, MN",35106.598
cty27063,"Jackson County, MN",35073.199
cty27053,"Hennepin County, MN",34792.867
cty27055,"Houston County, MN",34784.883
cty27039,"Dodge County, MN",34464.738
cty27003,"Anoka County, MN",34427.957
cty27013,"Blue Earth County, MN",34290.613
cty27041,"Douglas County, MN",34210.191
cty27023,"Chippewa County, MN",34193.617
cty27057,"Hubbard County, MN",33460.035
cty27005,"Becker County, MN",33342.828
cty27017,"Carlton County, MN",32990.336
cty27025,"Chisago County, MN",32739.885
cty27059,"Isanti County, MN",32690.156
cty27047,"Freeborn County, MN",32591.479
cty27007,"Beltrami County, MN",32541.787
cty27067,"Kandiyohi County, MN",32504.502
cty27065,"Kanabec County, MN",32468.881
cty26141,"Presque Isle County, MI",32090.422
cty27027,"Clay County, MN",32060.629
cty26143,"Roscommon County, MI",31373.596
cty27061,"Itasca County, MN",30967.41
cty26137,"Otsego County, MI",30927.455
cty27071,"Koochiching County, MN",30580.967
cty26161,"Washtenaw County, MI",30526.021
cty26151,"Sanilac County, MI",30401.408
cty27035,"Crow Wing County, MN",30096.941
cty27021,"Cass County, MN",30028.414
cty26159,"Van Buren County, MI",29853.459
cty26145,"Saginaw County, MI",29736.98
cty26163,"Wayne County, MI",29712.033
cty26147,"St. Clair County, MI",29360.197
cty26139,"Ottawa County, MI",29275.432
cty26149,"St. Joseph County, MI",29067.471
cty26153,"Schoolcraft County, MI",
cty26155,"Shiawassee County, MI",28881.041
cty26157,"Tuscola County, MI",28839.758
cty26165,"Wexford County, MI",28797.654
cty26015,"Barry County, MI",27852.959
cty26019,"Benzie County, MI",27220.893
cty22049,"Jackson Parish, LA",25444.662
cty27001,"Aitkin County, MN",
cty27011,"Big Stone County, MN",
cty27029,"Clearwater County, MN",
cty27073,"Lac qui Parle County, MN",
cty27173,"Yellow Medicine County, MN",40128.57
cty27121,"Pope County, MN",38682.113
cty27129,"Renville County, MN",38582.223
cty27151,"Swift County, MN",38087.176
cty27079,"Le Sueur County, MN",36812.883
cty27157,"Wabasha County, MN",36654.938
cty27083,"Lyon County, MN",36649.75
cty27091,"Martin County, MN",36288.293
cty27161,"Waseca County, MN",36240.137
cty27139,"Scott County, MN",36205.496
cty27099,"Mower County, MN",36201.543
cty27105,"Nobles County, MN",36181.676
cty27133,"Rock County, MN",35973.988
cty27127,"Redwood County, MN",35688.844
cty27147,"Steele County, MN",35614.629
cty27093,"Meeker County, MN",35143.645
cty27145,"Stearns County, MN",35049.527
cty27165,"Watonwan County, MN",34975.352
cty27123,"Ramsey County, MN",34833.781
cty27163,"Washington County, MN",34765.855
cty27167,"Wilkin County, MN",34263.387
cty27103,"Nicollet County, MN",34085.602
cty27097,"Morrison County, MN",34055.246
cty27143,"Sibley County, MN",33958.457
cty27117,"Pipestone County, MN",33910.367
cty27115,"Pine County, MN",33586.176
cty27075,"Lake County, MN",32092.738
cty27081,"Lincoln County, MN",
cty27095,"Mille Lacs County, MN",34842.453
cty27085,"McLeod County, MN",34667.18
cty27089,"Marshall County, MN",
cty27101,"Murray County, MN",
cty27107,"Norman County, MN",
cty27169,"Winona County, MN",33835.59
cty27149,"Stevens County, MN",33703.27
cty27109,"Olmsted County, MN",33475.805
cty27111,"Otter Tail County, MN",33465.672
cty27171,"Wright County, MN",33342.254
cty27131,"Rice County, MN",33017.102
cty27153,"Todd County, MN",32658.432
cty28001,"Adams County, MS",32548.154
cty27137,"St. Louis County, MN",32389.457
cty27159,"Wadena County, MN",32364.586
cty27141,"Sherburne County, MN",32278.682
cty27119,"Polk County, MN",31628.418
cty27113,"Pennington County, MN",31077.01
cty27135,"Roseau County, MN",30219.805
cty28003,"Alcorn County, MS",29826.613
cty28005,"Amite County, MS",
cty28007,"Attala County, MS",
cty28009,"Benton County, MS",
cty28011,"Bolivar County, MS",30749.832
cty28013,"Calhoun County, MS",
cty28015,"Carroll County, MS",
cty28017,"Chickasaw County, MS",
cty28019,"Choctaw County, MS",
cty28021,"Claiborne County, MS",
cty28029,"Copiah County, MS",33064.801
cty28071,"Lafayette County, MS",32982.039
cty28057,"Itawamba County, MS",32708.301
cty28099,"Neshoba County, MS",32666.785
cty28083,"Leflore County, MS",32565.027
cty28089,"Madison County, MS",32526.689
cty28049,"Hinds County, MS",31282.281
cty28075,"Lauderdale County, MS",30719.357
cty28027,"Coahoma County, MS",30643.318
cty28107,"Panola County, MS",30569.467
cty28023,"Clarke County, MS",30495.865
cty28105,"Oktibbeha County, MS",30434.156
cty28081,"Lee County, MS",30026.658
cty28035,"Forrest County, MS",28663.742
cty28025,"Clay County, MS",28449.891
cty28031,"Covington County, MS",
cty28033,"DeSoto County, MS",29655.705
cty28037,"Franklin County, MS",
cty28047,"Harrison County, MS",29573.982
cty28045,"Hancock County, MS",28137.076
cty28043,"Grenada County, MS",27275.842
cty28039,"George County, MS",19191.145
cty28041,"Greene County, MS",
cty28051,"Holmes County, MS",
cty28053,"Humphreys County, MS",
cty28059,"Jackson County, MS",28087.328
cty28061,"Jasper County, MS",
cty28063,"Jefferson County, MS",
cty28065,"Jefferson Davis County, MS",
cty28101,"Newton County, MS",34005.668
cty28067,"Jones County, MS",31229.047
cty28069,"Kemper County, MS",
cty28073,"Lamar County, MS",30442.566
cty28077,"Lawrence County, MS",
cty28079,"Leake County, MS",
cty28109,"Pearl River County, MS",29243.322
cty28093,"Marshall County, MS",29207.732
cty28087,"Lowndes County, MS",28583.627
cty28091,"Marion County, MS",28268.494
cty28085,"Lincoln County, MS",26870.348
cty28095,"Monroe County, MS",26764.016
cty28097,"Montgomery County, MS",
cty28103,"Noxubee County, MS",
cty28111,"Perry County, MS",
cty29013,"Bates County, MO",32145.693
cty29021,"Buchanan County, MO",31356.938
cty28117,"Prentiss County, MS",31131.398
cty28121,"Rankin County, MS",31036.447
cty29019,"Boone County, MO",30850.102
cty28115,"Pontotoc County, MS",30786.889
cty29031,"Cape Girardeau County, MO",30700.043
cty29047,"Clay County, MO",30328.115
cty28139,"Tippah County, MS",30298.4
cty29037,"Cass County, MO",29977.201
cty28149,"Warren County, MS",29801.078
cty28113,"Pike County, MS",28846.361
cty28119,"Quitman County, MS",
cty28133,"Sunflower County, MS",29881.67
cty28123,"Scott County, MS",29585.238
cty28125,"Sharkey County, MS",
cty29027,"Callaway County, MO",30565.234
cty29049,"Clinton County, MO",30266.268
cty29029,"Camden County, MO",29806.035
cty29043,"Christian County, MO",28804.309
cty28153,"Wayne County, MS",28507.328
cty28127,"Simpson County, MS",26540.389
cty28129,"Smith County, MS",
cty28131,"Stone County, MS",
cty28135,"Tallahatchie County, MS",
cty28151,"Washington County, MS",30392.494
cty28137,"Tate County, MS",28220.672
cty28141,"Tishomingo County, MS",
cty28143,"Tunica County, MS",
cty28145,"Union County, MS",32343.813
cty28147,"Walthall County, MS",
cty28155,"Webster County, MS",
cty28157,"Wilkinson County, MS",
cty28159,"Winston County, MS",
cty28161,"Yalobusha County, MS",
cty29007,"Audrain County, MO",32765.242
cty29003,"Andrew County, MO",32696.619
cty29001,"Adair County, MO",31906.713
cty28163,"Yazoo County, MS",30001.891
cty29005,"Atchison County, MO",
cty29009,"Barry County, MO",30015.656
cty29011,"Barton County, MO",
cty29015,"Benton County, MO",
cty29017,"Bollinger County, MO",
cty29023,"Butler County, MO",27857.551
cty29025,"Caldwell County, MO",
cty29033,"Carroll County, MO",
cty29035,"Carter County, MO",
cty29039,"Cedar County, MO",
cty29041,"Chariton County, MO",
cty29045,"Clark County, MO",
cty29051,"Cole County, MO",34597.41
cty29053,"Cooper County, MO",32079.723
cty29055,"Crawford County, MO",27817.42
cty29057,"Dade County, MO",
cty29059,"Dallas County, MO",
cty29061,"Daviess County, MO",
cty29063,"DeKalb County, MO",
cty29065,"Dent County, MO",
cty29067,"Douglas County, MO",
cty29151,"Osage County, MO",37673.238
cty29115,"Linn County, MO",35571.91
cty29147,"Nodaway County, MO",34802.063
cty29135,"Moniteau County, MO",34427.871
cty29139,"Montgomery County, MO",33569.953
cty29073,"Gasconade County, MO",33375.012
cty29121,"Macon County, MO",31179.057
cty29071,"Franklin County, MO",31167.26
cty29131,"Miller County, MO",30939.342
cty29095,"Jackson County, MO",30704.438
cty29107,"Lafayette County, MO",30634.164
cty29117,"Livingston County, MO",30395.438
cty29127,"Marion County, MO",30289.225
cty29101,"Johnson County, MO",30249.234
cty29113,"Lincoln County, MO",30154.961
cty29099,"Jefferson County, MO",29934.752
cty29155,"Pemiscot County, MO",29376.086
cty29069,"Dunklin County, MO",28227.889
cty29075,"Gentry County, MO",
cty29077,"Greene County, MO",28524.877
cty29079,"Grundy County, MO",
cty29081,"Harrison County, MO",
cty29083,"Henry County, MO",31652.625
cty29085,"Hickory County, MO",
cty29087,"Holt County, MO",
cty29089,"Howard County, MO",
cty29143,"New Madrid County, MO",28445.352
cty29109,"Lawrence County, MO",28101.268
cty29105,"Laclede County, MO",27437.49
cty29091,"Howell County, MO",26335.979
cty29093,"Iron County, MO",
cty29097,"Jasper County, MO",28716.604
cty29111,"Lewis County, MO",
cty29119,"McDonald County, MO",
cty29123,"Madison County, MO",
cty29125,"Maries County, MO",
cty29133,"Mississippi County, MO",
cty29137,"Monroe County, MO",
cty29141,"Morgan County, MO",
cty29145,"Newton County, MO",27407.092
cty29149,"Oregon County, MO",
cty29153,"Ozark County, MO",
cty29186,"Ste. Genevieve County, MO",35265.125
cty29163,"Pike County, MO",35103.48
cty30027,"Fergus County, MT",33682.773
cty29189,"St. Louis County, MO",33327.484
cty29157,"Perry County, MO",32649.725
cty30017,"Custer County, MT",32579.977
cty29183,"St. Charles County, MO",32397.023
cty30021,"Dawson County, MT",32130.203
cty30041,"Hill County, MT",32113.027
cty29195,"Saline County, MO",31893.314
cty29165,"Platte County, MO",31743.063
cty30043,"Jefferson County, MT",31383.342
cty29175,"Randolph County, MO",30836.365
cty29510,"St. Louis city, MO",30654.021
cty29201,"Scott County, MO",30521.148
cty30049,"Lewis and Clark County, MT",30318.313
cty29161,"Phelps County, MO",30128.453
cty29207,"Stoddard County, MO",30017.891
cty30013,"Cascade County, MT",29963.754
cty29159,"Pettis County, MO",29626.676
cty29213,"Taney County, MO",29365.668
cty30063,"Missoula County, MT",28909.361
