cty,Name,Individual_income_For_Children_Born_in_1978_rP_gF_p75
cty05027,"Columbia County, AR",31066.129
cty05069,"Jefferson County, AR",30201.59
cty05029,"Conway County, AR",30109.111
cty05123,"St. Francis County, AR",30059.586
cty05119,"Pulaski County, AR",29979.574
cty05059,"Hot Spring County, AR",29558.426
cty05051,"Garland County, AR",29357.953
cty05045,"Faulkner County, AR",29127.689
cty05035,"Crittenden County, AR",28895.955
cty05093,"Mississippi County, AR",28846.664
cty05033,"Crawford County, AR",27906.307
cty05031,"Craighead County, AR",27660.762
cty05039,"Dallas County, AR",
cty05041,"Desha County, AR",
cty05055,"Greene County, AR",28357.838
cty05111,"Poinsett County, AR",28000.605
cty05107,"Phillips County, AR",27764.365
cty05103,"Ouachita County, AR",27623.623
cty05115,"Pope County, AR",27596.791
cty05071,"Johnson County, AR",27074.838
cty05047,"Franklin County, AR",26591.152
cty05049,"Fulton County, AR",
cty05061,"Howard County, AR",
cty05063,"Independence County, AR",27835.326
cty05065,"Izard County, AR",
cty05067,"Jackson County, AR",
cty05073,"Lafayette County, AR",
cty05075,"Lawrence County, AR",
cty05077,"Lee County, AR",
cty05079,"Lincoln County, AR",
cty05081,"Little River County, AR",
cty05083,"Logan County, AR",28520.398
cty05085,"Lonoke County, AR",27919.777
cty05087,"Madison County, AR",
cty05089,"Marion County, AR",
cty05091,"Miller County, AR",26707.016
cty05095,"Monroe County, AR",
cty05097,"Montgomery County, AR",
cty05099,"Nevada County, AR",
cty05101,"Newton County, AR",
cty05105,"Perry County, AR",
cty05109,"Pike County, AR",
cty05113,"Polk County, AR",
cty05117,"Prairie County, AR",
cty05121,"Randolph County, AR",
cty05125,"Saline County, AR",28435.852
cty05127,"Scott County, AR",
cty05129,"Searcy County, AR",
cty05131,"Sebastian County, AR",28980.66
cty05133,"Sevier County, AR",
cty05135,"Sharp County, AR",
cty05137,"Stone County, AR",
cty06063,"Plumas County, CA",35400.934
cty06075,"San Francisco County, CA",35191.844
cty06041,"Marin County, CA",34667.836
cty06013,"Contra Costa County, CA",33819.664
cty06059,"Orange County, CA",33517.266
cty06053,"Monterey County, CA",32432.955
cty05139,"Union County, AR",31157.705
cty05141,"Van Buren County, AR",
cty06037,"Los Angeles County, CA",32285.082
cty06055,"Napa County, CA",32081.906
cty06073,"San Diego County, CA",31928.426
cty06067,"Sacramento County, CA",31640.252
cty06027,"Inyo County, CA",30942.291
cty06061,"Placer County, CA",30938.014
cty06017,"El Dorado County, CA",30605.738
cty06077,"San Joaquin County, CA",30402.793
cty06047,"Merced County, CA",30011.541
cty06031,"Kings County, CA",29989.805
cty06025,"Imperial County, CA",29956.748
cty06033,"Lake County, CA",29909.973
cty05143,"Washington County, AR",29140.857
cty05145,"White County, AR",27300.582
cty05147,"Woodruff County, AR",
cty05149,"Yell County, AR",
cty06011,"Colusa County, CA",35066.086
cty06001,"Alameda County, CA",33332.004
cty06005,"Amador County, CA",31335.025
cty06019,"Fresno County, CA",30150.305
cty06069,"San Benito County, CA",29726.129
cty06057,"Nevada County, CA",29485.475
cty06071,"San Bernardino County, CA",29346.244
cty06079,"San Luis Obispo County, CA",29301.846
cty06065,"Riverside County, CA",29085.365
cty06045,"Mendocino County, CA",28582.24
cty06007,"Butte County, CA",28347.982
cty06029,"Kern County, CA",28155.084
cty06021,"Glenn County, CA",28118.039
cty06023,"Humboldt County, CA",28071.721
cty06043,"Mariposa County, CA",27940.324
cty06035,"Lassen County, CA",27687.332
cty06039,"Madera County, CA",27556.363
cty06009,"Calaveras County, CA",25837.141
cty06015,"Del Norte County, CA",23403.189
cty06049,"Modoc County, CA",
cty06081,"San Mateo County, CA",36401.805
cty08075,"Logan County, CO",34284.156
cty08037,"Eagle County, CO",34213.824
cty06085,"Santa Clara County, CA",33526.238
cty08005,"Arapahoe County, CO",33002.23
cty08099,"Prowers County, CO",32077.355
cty08035,"Douglas County, CO",32010.934
cty08059,"Jefferson County, CO",31930.73
cty08045,"Garfield County, CO",31843.947
cty06097,"Sonoma County, CA",31771.176
cty06113,"Yolo County, CA",31653.209
cty06095,"Solano County, CA",31623.314
cty06111,"Ventura County, CA",31578.111
cty08014,"Broomfield County, CO",31108.766
cty08031,"Denver County, CO",31072.125
cty06083,"Santa Barbara County, CA",30887.041
cty06087,"Santa Cruz County, CA",30871.852
cty08067,"La Plata County, CO",30638.191
cty08039,"Elbert County, CO",30629.488
cty08001,"Adams County, CO",30436.258
cty08003,"Alamosa County, CO",30212.16
cty08087,"Morgan County, CO",30178.598
cty06093,"Siskiyou County, CA",30068.455
cty08013,"Boulder County, CO",30065.314
cty08093,"Park County, CO",29722.791
cty06107,"Tulare County, CA",29640.049
cty08089,"Otero County, CO",29229.539
cty06101,"Sutter County, CA",29067.246
cty08101,"Pueblo County, CO",29010.654
cty08041,"El Paso County, CO",28888.148
cty06089,"Shasta County, CA",28835.635
cty06109,"Tuolumne County, CA",28761.787
cty06099,"Stanislaus County, CA",28697.711
cty08085,"Montrose County, CO",28322.107
cty08043,"Fremont County, CO",27588.393
cty06115,"Yuba County, CA",27380.738
cty06103,"Tehama County, CA",27371.57
cty06105,"Trinity County, CA",
cty08007,"Archuleta County, CO",
cty08011,"Bent County, CO",
cty08069,"Larimer County, CO",29253.305
cty08015,"Chaffee County, CO",28185.352
cty08021,"Conejos County, CO",
cty08029,"Delta County, CO",26452.629
cty08051,"Gunnison County, CO",
cty08055,"Huerfano County, CO",
cty08063,"Kit Carson County, CO",
cty08065,"Lake County, CO",
cty08071,"Las Animas County, CO",
cty08077,"Mesa County, CO",28519.229
cty08081,"Moffat County, CO",27429.662
cty08083,"Montezuma County, CO",24668.625
cty08105,"Rio Grande County, CO",
cty09007,"Middlesex County, CT",37170.566
cty12049,"Hardee County, FL",36335.188
cty09013,"Tolland County, CT",36013.297
cty12001,"Alachua County, FL",31330.957
cty08119,"Teller County, CO",29530.408
cty08121,"Washington County, CO",
cty09009,"New Haven County, CT",36951.91
cty10003,"New Castle County, DE",34934.848
cty10001,"Kent County, DE",34367.102
cty08123,"Weld County, CO",30400.525
cty08125,"Yuma County, CO",
cty09001,"Fairfield County, CT",38622.645
cty09003,"Hartford County, CT",37199.82
cty09005,"Litchfield County, CT",36553.988
cty11001,"District of Columbia, DC",34171.313
cty09015,"Windham County, CT",34143.105
cty10005,"Sussex County, DE",33832.016
cty12011,"Broward County, FL",33569.672
cty09011,"New London County, CT",33516.738
cty12039,"Gadsden County, FL",32502.473
cty12021,"Collier County, FL",32437.844
cty12057,"Hillsborough County, FL",32243.906
cty12063,"Jackson County, FL",31583.27
cty12061,"Indian River County, FL",31457.955
cty12055,"Highlands County, FL",30875.441
cty12019,"Clay County, FL",30592.387
cty12031,"Duval County, FL",30517.842
cty12035,"Flagler County, FL",30238.131
cty12005,"Bay County, FL",29982.301
cty12015,"Charlotte County, FL",29834.76
cty12009,"Brevard County, FL",29817.604
cty12027,"DeSoto County, FL",29433.184
cty12053,"Hernando County, FL",29081.553
cty12023,"Columbia County, FL",28895.324
cty12007,"Bradford County, FL",28846.729
cty12033,"Escambia County, FL",28770.615
cty12003,"Baker County, FL",27451.225
cty12013,"Calhoun County, FL",
cty12017,"Citrus County, FL",28730.395
cty12029,"Dixie County, FL",
cty12037,"Franklin County, FL",
cty12041,"Gilchrist County, FL",
cty12043,"Glades County, FL",
cty12045,"Gulf County, FL",
cty12047,"Hamilton County, FL",
cty12051,"Hendry County, FL",27406.094
cty12059,"Holmes County, FL",
cty12065,"Jefferson County, FL",
cty12067,"Lafayette County, FL",
cty12086,"Miami-Dade County, FL",34314.164
cty12099,"Palm Beach County, FL",32813.273
cty12073,"Leon County, FL",32741.469
cty12115,"Sarasota County, FL",32619.02
cty12117,"Seminole County, FL",32478.215
cty12103,"Pinellas County, FL",31977.23
cty12071,"Lee County, FL",31793.475
cty12085,"Martin County, FL",31726.346
cty13001,"Appling County, GA",31705.059
cty12133,"Washington County, FL",31687.391
cty12087,"Monroe County, FL",31235.338
cty12081,"Manatee County, FL",31155.883
cty12075,"Levy County, FL",30833.85
cty12095,"Orange County, FL",30751.342
cty13031,"Bulloch County, GA",30745.236
cty12127,"Volusia County, FL",30515.221
cty12123,"Taylor County, FL",30467.365
cty12109,"St. Johns County, FL",30361.77
cty13009,"Baldwin County, GA",30248.283
cty12129,"Wakulla County, FL",29378.154
cty12111,"St. Lucie County, FL",29334.018
cty12069,"Lake County, FL",29032.336
cty12077,"Liberty County, FL",
cty12079,"Madison County, FL",
cty12105,"Polk County, FL",30737.656
cty12101,"Pasco County, FL",30724.285
cty13035,"Butts County, GA",30707.846
cty12083,"Marion County, FL",30075.953
cty12097,"Osceola County, FL",29523.902
cty12091,"Okaloosa County, FL",29220.014
cty13021,"Bibb County, GA",28993.689
cty13029,"Bryan County, GA",28775.609
cty13033,"Burke County, GA",28696.49
cty12121,"Suwannee County, FL",28553.271
cty12093,"Okeechobee County, FL",28052.326
cty12113,"Santa Rosa County, FL",27823.971
cty12107,"Putnam County, FL",27799.543
cty13015,"Bartow County, GA",27486.064
cty12089,"Nassau County, FL",27157.045
cty12119,"Sumter County, FL",26452.068
cty12125,"Union County, FL",
cty13017,"Ben Hill County, GA",26179.477
cty12131,"Walton County, FL",25691.049
cty13003,"Atkinson County, GA",
cty13005,"Bacon County, GA",
cty13011,"Banks County, GA",
cty13013,"Barrow County, GA",27601.283
cty13019,"Berrien County, GA",
cty13023,"Bleckley County, GA",
cty13025,"Brantley County, GA",
cty13027,"Brooks County, GA",
cty13039,"Camden County, GA",26090.486
cty13043,"Candler County, GA",
cty13135,"Gwinnett County, GA",32742.137
cty13091,"Dodge County, GA",32739.623
cty13067,"Cobb County, GA",32186.914
cty13131,"Grady County, GA",32096.721
cty13121,"Fulton County, GA",31864.742
cty13059,"Clarke County, GA",31667.295
cty13113,"Fayette County, GA",31578.543
cty13119,"Franklin County, GA",31224.189
cty13069,"Coffee County, GA",31123.625
cty13089,"DeKalb County, GA",30658.201
cty13117,"Forsyth County, GA",30657.023
cty13073,"Columbia County, GA",30459.32
cty13055,"Chattooga County, GA",30213.074
cty13129,"Gordon County, GA",29885.898
cty13053,"Chattahoochee County, GA",29865.781
cty13085,"Dawson County, GA",29863.5
cty13057,"Cherokee County, GA",29692.654
cty13047,"Catoosa County, GA",29691.061
cty13105,"Elbert County, GA",29645.59
cty13045,"Carroll County, GA",29164.158
cty13049,"Charlton County, GA",
cty13051,"Chatham County, GA",29491.125
cty13145,"Harris County, GA",28910.58
cty13063,"Clayton County, GA",28503.566
cty13065,"Clinch County, GA",
cty13071,"Colquitt County, GA",29147.592
cty13075,"Cook County, GA",
cty13137,"Habersham County, GA",30655.424
cty13081,"Crisp County, GA",29299.809
cty13077,"Coweta County, GA",27735.957
cty13079,"Crawford County, GA",
cty13083,"Dade County, GA",
cty13123,"Gilmer County, GA",29769.959
cty13139,"Hall County, GA",29153.826
cty13115,"Floyd County, GA",29099.309
cty13097,"Douglas County, GA",28453.785
cty13087,"Decatur County, GA",28299.268
cty13093,"Dooly County, GA",
cty13095,"Dougherty County, GA",29154.641
cty13099,"Early County, GA",
cty13107,"Emanuel County, GA",27975.594
cty13103,"Effingham County, GA",27642.945
cty13109,"Evans County, GA",
cty13111,"Fannin County, GA",
cty13127,"Glynn County, GA",27616.473
cty13133,"Greene County, GA",
cty13141,"Hancock County, GA",
cty13147,"Hart County, GA",26318.301
cty13143,"Haralson County, GA",26143.939
cty13149,"Heard County, GA",
cty13153,"Houston County, GA",29770.238
cty13157,"Jackson County, GA",28844.199
cty13151,"Henry County, GA",28041.537
cty13155,"Irwin County, GA",
cty13159,"Jasper County, GA",
cty13161,"Jeff Davis County, GA",
cty13163,"Jefferson County, GA",
cty13165,"Jenkins County, GA",
cty13167,"Johnson County, GA",
cty13187,"Lumpkin County, GA",32057.443
cty13219,"Oconee County, GA",30826.076
cty13211,"Morgan County, GA",30822.006
cty13169,"Jones County, GA",30781.822
cty13177,"Lee County, GA",30026.475
cty13171,"Lamar County, GA",27944.781
cty13173,"Lanier County, GA",
cty13175,"Laurens County, GA",30740.586
cty13179,"Liberty County, GA",29384.982
cty13181,"Lincoln County, GA",
cty13183,"Long County, GA",
cty13195,"Madison County, GA",29834.457
cty13237,"Putnam County, GA",29823.156
cty13215,"Muscogee County, GA",29810.344
cty13207,"Monroe County, GA",29761.104
cty13213,"Murray County, GA",29713.463
cty13185,"Lowndes County, GA",29359.273
cty13233,"Polk County, GA",28325.42
cty13189,"McDuffie County, GA",27507.596
cty13191,"McIntosh County, GA",
cty13193,"Macon County, GA",
cty13197,"Marion County, GA",
cty13217,"Newton County, GA",26914.408
cty13199,"Meriwether County, GA",26195.9
cty13201,"Miller County, GA",
cty13205,"Mitchell County, GA",
cty13209,"Montgomery County, GA",
cty13221,"Oglethorpe County, GA",
cty13227,"Pickens County, GA",31711.262
cty13247,"Rockdale County, GA",29651.172
cty13255,"Spalding County, GA",28061.83
cty13245,"Richmond County, GA",27621.244
cty13225,"Peach County, GA",27125.693
cty13229,"Pierce County, GA",26992.846
cty13223,"Paulding County, GA",26549.957
cty13231,"Pike County, GA",23872.783
cty13235,"Pulaski County, GA",
cty13241,"Rabun County, GA",
cty13243,"Randolph County, GA",
cty13251,"Screven County, GA",
cty13253,"Seminole County, GA",
cty13257,"Stephens County, GA",30929.807
cty13261,"Sumter County, GA",29460.713
cty13263,"Talbot County, GA",
cty13267,"Tattnall County, GA",
cty13269,"Taylor County, GA",
cty13271,"Telfair County, GA",
cty13273,"Terrell County, GA",
cty15001,"Hawaii County, HI",34594.559
cty15009,"Maui County, HI",34483.652
cty15007,"Kauai County, HI",34417.934
cty13275,"Thomas County, GA",31974.283
cty15003,"Honolulu County, HI",31847.377
cty13313,"Whitfield County, GA",30289.188
cty13303,"Washington County, GA",29759.246
cty13277,"Tift County, GA",29401.965
cty13299,"Ware County, GA",29033.223
cty13305,"Wayne County, GA",28723.34
cty13297,"Walton County, GA",28677.107
cty13279,"Toombs County, GA",27085.033
cty13281,"Towns County, GA",
cty13283,"Treutlen County, GA",
cty13285,"Troup County, GA",28726.152
cty13287,"Turner County, GA",
cty13289,"Twiggs County, GA",
cty13291,"Union County, GA",
cty13293,"Upson County, GA",29738.299
cty13295,"Walker County, GA",26502
cty13301,"Warren County, GA",
cty13311,"White County, GA",26014.393
cty13315,"Wilcox County, GA",
cty13317,"Wilkes County, GA",
cty13319,"Wilkinson County, GA",
cty16017,"Bonner County, ID",30248.963
cty16001,"Ada County, ID",26461.049
cty16039,"Elmore County, ID",25500.326
cty16047,"Gooding County, ID",24553.373
cty13321,"Worth County, GA",24487.738
cty16045,"Gem County, ID",24459.365
cty16005,"Bannock County, ID",21918.525
cty16007,"Bear Lake County, ID",
cty16009,"Benewah County, ID",
cty16027,"Canyon County, ID",25167.08
cty16019,"Bonneville County, ID",21898.787
cty16011,"Bingham County, ID",19931.51
cty16021,"Boundary County, ID",
cty16031,"Cassia County, ID",23350.732
cty16029,"Caribou County, ID",19415.098
cty16035,"Clearwater County, ID",
cty16041,"Franklin County, ID",15455.602
cty16043,"Fremont County, ID",
cty16049,"Idaho County, ID",
cty17043,"DuPage County, IL",36346.043
cty17027,"Clinton County, IL",34914.23
cty17031,"Cook County, IL",34886.34
cty17011,"Bureau County, IL",33826.797
cty17023,"Clark County, IL",33445.242
cty17001,"Adams County, IL",33147.902
cty17049,"Effingham County, IL",33084.043
cty17021,"Christian County, IL",33076.832
cty17053,"Ford County, IL",32507.83
cty17075,"Iroquois County, IL",32296.627
cty17037,"DeKalb County, IL",32275.398
cty17073,"Henry County, IL",32251.611
cty17063,"Grundy County, IL",32176.027
cty17025,"Clay County, IL",32109.652
cty17061,"Greene County, IL",32080.408
cty17067,"Hancock County, IL",31815.58
cty17079,"Jasper County, IL",31745.219
cty17019,"Champaign County, IL",31705.822
cty17041,"Douglas County, IL",31574.461
cty17057,"Fulton County, IL",31393.396
cty17051,"Fayette County, IL",31009.738
cty17015,"Carroll County, IL",30750.406
cty17039,"De Witt County, IL",30547.955
cty17017,"Cass County, IL",30455.232
cty17005,"Bond County, IL",30381.529
cty17077,"Jackson County, IL",30020.047
cty17081,"Jefferson County, IL",29902.418
cty17045,"Edgar County, IL",29347.145
cty17029,"Coles County, IL",29118.895
cty17055,"Franklin County, IL",28825.02
cty17007,"Boone County, IL",28820.578
cty17033,"Crawford County, IL",28584.771
cty16069,"Nez Perce County, ID",27809.867
cty16055,"Kootenai County, ID",27632.615
cty16057,"Latah County, ID",27439.998
cty16053,"Jerome County, ID",26120.834
cty16075,"Payette County, ID",25773.705
cty16083,"Twin Falls County, ID",25224.195
cty16067,"Minidoka County, ID",22118.02
cty16051,"Jefferson County, ID",17061.01
cty16059,"Lemhi County, ID",
cty16065,"Madison County, ID",17586.818
cty16071,"Oneida County, ID",
cty16073,"Owyhee County, ID",
cty16077,"Power County, ID",
cty16079,"Shoshone County, ID",
cty16087,"Washington County, ID",
cty17003,"Alexander County, IL",
cty17035,"Cumberland County, IL",
cty17047,"Edwards County, IL",
cty17065,"Hamilton County, IL",
cty17189,"Washington County, IL",38421.184
cty17133,"Monroe County, IL",35408.828
cty17097,"Lake County, IL",35021.813
cty17157,"Randolph County, IL",34346.438
cty17131,"Mercer County, IL",34025.574
cty17149,"Pike County, IL",34010.539
cty17109,"McDonough County, IL",33857.609
cty17111,"McHenry County, IL",33855.613
cty17173,"Shelby County, IL",33749.234
cty17159,"Richland County, IL",32998.801
cty17089,"Kane County, IL",32899.473
cty17187,"Warren County, IL",32854.438
cty17085,"Jo Daviess County, IL",32739.916
cty17093,"Kendall County, IL",32726.227
cty17083,"Jersey County, IL",32435.418
cty17087,"Johnson County, IL",
cty17105,"Livingston County, IL",32770.438
cty17113,"McLean County, IL",32766.252
cty17163,"St. Clair County, IL",32479.164
cty17117,"Macoupin County, IL",32413.721
cty17185,"Wabash County, IL",32328.832
cty17101,"Lawrence County, IL",32279.412
cty17103,"Lee County, IL",32193.471
cty17107,"Logan County, IL",32155.219
cty17129,"Menard County, IL",32063.861
cty17135,"Montgomery County, IL",32039.066
cty17167,"Sangamon County, IL",32025.775
cty17143,"Peoria County, IL",31916.592
cty17125,"Mason County, IL",31908.713
cty17099,"LaSalle County, IL",31876.787
cty17177,"Stephenson County, IL",31857.299
cty17095,"Knox County, IL",31758.584
cty17137,"Morgan County, IL",31599.459
cty17115,"Macon County, IL",31572.457
cty17147,"Piatt County, IL",31401.305
cty17091,"Kankakee County, IL",31398.943
cty17123,"Marshall County, IL",31383.982
cty17141,"Ogle County, IL",31310.92
cty17161,"Rock Island County, IL",31093.621
cty17119,"Madison County, IL",30215.088
cty17179,"Tazewell County, IL",30157.068
cty17121,"Marion County, IL",30124.715
cty17145,"Perry County, IL",29779.98
cty17183,"Vermilion County, IL",29712.512
cty17181,"Union County, IL",28737.084
cty17139,"Moultrie County, IL",28534.633
cty17165,"Saline County, IL",28134.734
cty17127,"Massac County, IL",27944.711
cty17153,"Pulaski County, IL",
cty17169,"Schuyler County, IL",
cty17171,"Scott County, IL",
cty18037,"Dubois County, IN",35769.09
cty17197,"Will County, IL",32950.801
cty18077,"Jefferson County, IN",32304.26
cty18057,"Hamilton County, IN",32266.738
cty18075,"Jay County, IN",31944.629
cty18063,"Hendricks County, IN",31788.041
cty18043,"Floyd County, IN",31728.686
cty18001,"Adams County, IN",31655.521
cty18047,"Franklin County, IN",31624.027
cty18083,"Knox County, IN",31504.824
cty18029,"Dearborn County, IN",31476.139
cty18031,"Decatur County, IN",31375.85
cty18011,"Boone County, IN",31291.266
cty18055,"Greene County, IN",30645.641
cty18051,"Gibson County, IN",30573.518
cty18017,"Cass County, IN",30556.139
cty18061,"Harrison County, IN",30446.953
cty18059,"Hancock County, IN",30416.424
cty17201,"Winnebago County, IL",30409.799
cty18019,"Clark County, IN",30373.387
cty18081,"Johnson County, IN",30248.453
cty18049,"Fulton County, IN",30146.01
cty17203,"Woodford County, IL",30141.965
cty18003,"Allen County, IN",30105.686
cty18005,"Bartholomew County, IN",30093.262
cty17195,"Whiteside County, IL",30092.334
cty18033,"DeKalb County, IN",30076.246
cty18073,"Jasper County, IN",29942.408
cty17199,"Williamson County, IL",29897.807
cty17191,"Wayne County, IL",27114.191
cty17193,"White County, IL",27094.518
cty18007,"Benton County, IN",
cty18045,"Fountain County, IN",29937.934
cty18021,"Clay County, IN",29791.443
cty18085,"Kosciusko County, IN",29197.504
cty18027,"Daviess County, IN",29064.381
cty18071,"Jackson County, IN",28747.617
cty18069,"Huntington County, IN",28676.801
cty18023,"Clinton County, IN",28487.986
cty18053,"Grant County, IN",28160.922
cty18039,"Elkhart County, IN",27915.512
cty18035,"Delaware County, IN",27904.588
cty18079,"Jennings County, IN",27752.195
cty18015,"Carroll County, IN",27328.617
cty18041,"Fayette County, IN",27234.025
cty18065,"Henry County, IN",27190.559
cty18009,"Blackford County, IN",26888.313
cty18067,"Howard County, IN",25570.102
cty18013,"Brown County, IN",23824.68
cty18025,"Crawford County, IN",
cty19005,"Allamakee County, IA",38344.59
cty18137,"Ripley County, IN",33071.145
cty18175,"Washington County, IN",32812.277
cty18131,"Pulaski County, IN",32717.537
cty18147,"Spencer County, IN",31857.676
cty18173,"Warrick County, IN",31703.463
cty18117,"Orange County, IN",31151.539
cty18179,"Wells County, IN",30891.439
cty18159,"Tipton County, IN",30849.168
cty18123,"Perry County, IN",30717.881
cty18141,"St. Joseph County, IN",30648.564
cty18091,"LaPorte County, IN",30502.602
cty18163,"Vanderburgh County, IN",30499.855
cty18121,"Parke County, IN",30422.084
cty18129,"Posey County, IN",30410.572
cty18139,"Rush County, IN",30215.82
cty18099,"Marshall County, IN",30188.313
cty18145,"Shelby County, IN",30015.646
cty18089,"Lake County, IN",29953.02
cty18097,"Marion County, IN",29892.865
cty18157,"Tippecanoe County, IN",29865.561
cty18169,"Wabash County, IN",29658.063
cty18127,"Porter County, IN",29651.576
cty18113,"Noble County, IN",29366.588
cty18167,"Vigo County, IN",29363.043
cty18181,"White County, IN",29236.063
cty18135,"Randolph County, IN",29223.912
cty18107,"Montgomery County, IN",29188.639
cty18119,"Owen County, IN",28929.66
cty18177,"Wayne County, IN",28850.678
cty18165,"Vermillion County, IN",28819.102
cty18103,"Miami County, IN",28622.619
cty18095,"Madison County, IN",28413.393
cty18105,"Monroe County, IN",28334.154
cty18093,"Lawrence County, IN",27684.23
cty18101,"Martin County, IN",
cty18153,"Sullivan County, IN",27259.84
cty18109,"Morgan County, IN",27088.408
cty18111,"Newton County, IN",27027.088
cty18115,"Ohio County, IN",
cty18125,"Pike County, IN",
cty18151,"Steuben County, IN",28933.389
cty18133,"Putnam County, IN",28733.604
cty18149,"Starke County, IN",28527.471
cty18143,"Scott County, IN",27089.01
cty18087,"LaGrange County, IN",25019.797
cty18155,"Switzerland County, IN",
cty18161,"Union County, IN",
cty18171,"Warren County, IN",
cty18183,"Whitley County, IN",26337.66
cty19001,"Adair County, IA",
cty19007,"Appanoose County, IA",
cty19009,"Audubon County, IA",
cty19025,"Calhoun County, IA",39483.949
cty19077,"Guthrie County, IA",39323.918
cty19073,"Greene County, IA",37960.488
cty19047,"Crawford County, IA",37252.797
cty19109,"Kossuth County, IA",36943.719
cty19037,"Chickasaw County, IA",36438.602
cty19035,"Cherokee County, IA",36214.773
cty19043,"Clayton County, IA",36174.844
cty19027,"Carroll County, IA",36070.113
cty19095,"Iowa County, IA",36036.625
cty19031,"Cedar County, IA",36011.516
