cty,Name,Individual_income_For_Children_Born_in_1978_rP_gM_p1
cty19001,"Adair County, IA",
cty19009,"Audubon County, IA",
cty19031,"Cedar County, IA",37600.605
cty19109,"Kossuth County, IA",35336.781
cty19035,"Cherokee County, IA",34700.449
cty19083,"Hardin County, IA",33429.484
cty19081,"Hancock County, IA",32289.615
cty19023,"Butler County, IA",32245.896
cty19043,"Clayton County, IA",32208.127
cty19047,"Crawford County, IA",31234.137
cty19041,"Clay County, IA",30783.219
cty19065,"Fayette County, IA",30674.242
cty19027,"Carroll County, IA",30462.594
cty19029,"Cass County, IA",30448.906
cty19011,"Benton County, IA",30178.828
cty19017,"Bremer County, IA",29866.906
cty19037,"Chickasaw County, IA",29772.105
cty19045,"Clinton County, IA",28963
cty19019,"Buchanan County, IA",28820.738
cty19061,"Dubuque County, IA",28369.498
cty19079,"Hamilton County, IA",27685.514
cty19085,"Harrison County, IA",27471.984
cty19097,"Jackson County, IA",27417.941
cty19059,"Dickinson County, IA",27301.773
cty19055,"Delaware County, IA",26373.414
cty19073,"Greene County, IA",25833.639
cty19049,"Dallas County, IA",25213.332
cty19067,"Floyd County, IA",25083
cty19033,"Cerro Gordo County, IA",25042.896
cty19015,"Boone County, IA",24630.889
cty19021,"Buena Vista County, IA",23687.543
cty19025,"Calhoun County, IA",23539.242
cty19013,"Black Hawk County, IA",20963.816
cty19039,"Clarke County, IA",
cty19051,"Davis County, IA",
cty19053,"Decatur County, IA",
cty19057,"Des Moines County, IA",21183.418
cty19063,"Emmet County, IA",
cty19069,"Franklin County, IA",
cty19071,"Fremont County, IA",
cty19075,"Grundy County, IA",
cty19103,"Johnson County, IA",25489.646
cty19077,"Guthrie County, IA",23456.744
cty19105,"Jones County, IA",22809.49
cty19101,"Jefferson County, IA",22609.443
cty19099,"Jasper County, IA",20476.363
cty19087,"Henry County, IA",19626.283
cty19089,"Howard County, IA",
cty19091,"Humboldt County, IA",
cty19093,"Ida County, IA",
cty19095,"Iowa County, IA",
cty19107,"Keokuk County, IA",
cty19113,"Linn County, IA",22801.594
cty19111,"Lee County, IA",19610.012
cty19115,"Louisa County, IA",
cty19117,"Lucas County, IA",
cty19119,"Lyon County, IA",34818.285
cty19141,"O'Brien County, IA",33643.445
cty19167,"Sioux County, IA",33411.281
cty19157,"Poweshiek County, IA",32806.93
cty19149,"Plymouth County, IA",32622.982
cty19123,"Mahaska County, IA",30194.432
cty19171,"Tama County, IA",29609.996
cty19191,"Winneshiek County, IA",29551.686
cty19161,"Sac County, IA",29262.361
cty19137,"Montgomery County, IA",28024.945
cty19197,"Wright County, IA",27154.426
cty19125,"Marion County, IA",26602.605
cty19169,"Story County, IA",26204.93
cty19187,"Webster County, IA",26183.799
cty19181,"Warren County, IA",25808.115
cty19129,"Mills County, IA",25432.646
cty19165,"Shelby County, IA",24662.273
cty19121,"Madison County, IA",24434.383
cty19127,"Marshall County, IA",22148.51
cty19131,"Mitchell County, IA",
cty19133,"Monona County, IA",
cty19135,"Monroe County, IA",
cty20009,"Barton County, KS",29222.477
cty20005,"Atchison County, KS",23294.668
cty19139,"Muscatine County, IA",23029.844
cty19143,"Osceola County, IA",
cty19175,"Union County, IA",23016.934
cty19145,"Page County, IA",21285.904
cty19147,"Palo Alto County, IA",
cty19151,"Pocahontas County, IA",
cty20013,"Brown County, KS",27466.902
cty19189,"Winnebago County, IA",23665.641
cty19193,"Woodbury County, IA",23606.207
cty19183,"Washington County, IA",22584.047
cty20011,"Bourbon County, KS",21145.73
cty19153,"Polk County, IA",20779.389
cty19155,"Pottawattamie County, IA",20647.623
cty13121,"Fulton County, GA",11176.434
cty13133,"Greene County, GA",7924.6694
cty19159,"Ringgold County, IA",
cty19163,"Scott County, IA",20118.434
cty19173,"Taylor County, IA",
cty19177,"Van Buren County, IA",
cty19179,"Wapello County, IA",18013.01
cty19185,"Wayne County, IA",
cty19195,"Worth County, IA",
cty20001,"Allen County, KS",18999.877
cty20003,"Anderson County, KS",
cty20007,"Barber County, KS",
cty20015,"Butler County, KS",24150.791
cty20021,"Cherokee County, KS",22499.818
cty20027,"Clay County, KS",
cty20029,"Cloud County, KS",
cty20031,"Coffey County, KS",
cty20149,"Pottawatomie County, KS",32210.316
cty20051,"Ellis County, KS",31179.59
cty20117,"Marshall County, KS",29748.064
cty20085,"Jackson County, KS",29138.213
cty20057,"Ford County, KS",28342.568
cty20087,"Jefferson County, KS",28007.52
cty20041,"Dickinson County, KS",26597.725
cty20113,"McPherson County, KS",25500.199
cty20055,"Finney County, KS",25161.545
cty20079,"Harvey County, KS",24990.264
cty20133,"Neosho County, KS",24767.855
cty20121,"Miami County, KS",24522.666
cty20125,"Montgomery County, KS",24066.945
cty20091,"Johnson County, KS",23848.369
cty20035,"Cowley County, KS",23835.201
cty20099,"Labette County, KS",23350.551
cty20161,"Riley County, KS",23221.172
cty20155,"Reno County, KS",22667.26
cty20059,"Franklin County, KS",22534.1
cty20037,"Crawford County, KS",21865.932
cty20043,"Doniphan County, KS",
cty20045,"Douglas County, KS",20107.693
cty20061,"Geary County, KS",17241.541
cty20067,"Grant County, KS",
cty20073,"Greenwood County, KS",
cty20077,"Harper County, KS",
cty20095,"Kingman County, KS",
cty20115,"Marion County, KS",19875.252
cty20103,"Leavenworth County, KS",16512.949
cty20107,"Linn County, KS",
cty20111,"Lyon County, KS",23120.703
cty20123,"Mitchell County, KS",
cty20127,"Morris County, KS",
cty20131,"Nemaha County, KS",
cty20137,"Norton County, KS",
cty20139,"Osage County, KS",22741.283
cty20141,"Osborne County, KS",
cty20143,"Ottawa County, KS",
cty20145,"Pawnee County, KS",
cty20147,"Phillips County, KS",
cty20151,"Pratt County, KS",
cty20157,"Republic County, KS",
cty20159,"Rice County, KS",
cty20163,"Rooks County, KS",
cty20167,"Russell County, KS",
cty20169,"Saline County, KS",22378.889
cty20171,"Scott County, KS",
cty20175,"Seward County, KS",26522.096
cty20191,"Sumner County, KS",22285.811
cty20173,"Sedgwick County, KS",19891.619
cty20177,"Shawnee County, KS",18460.186
cty20181,"Sherman County, KS",
cty20185,"Stafford County, KS",
cty20189,"Stevens County, KS",
cty20193,"Thomas County, KS",
cty20197,"Wabaunsee County, KS",
cty20201,"Washington County, KS",
cty20205,"Wilson County, KS",31194.584
cty21027,"Breckinridge County, KY",28139.852
cty21045,"Casey County, KY",25173.113
cty21019,"Boyd County, KY",21738.406
cty21035,"Calloway County, KY",21643.672
cty21043,"Carter County, KY",20940.686
cty21031,"Butler County, KY",20846.451
cty21033,"Caldwell County, KY",20828.504
cty21029,"Bullitt County, KY",20686.273
cty21061,"Edmonson County, KY",20385.24
cty21005,"Anderson County, KY",20299.996
cty21015,"Boone County, KY",20108.551
cty21009,"Barren County, KY",19731.148
cty21059,"Daviess County, KY",19452.545
cty21071,"Floyd County, KY",19298.391
cty21021,"Boyle County, KY",18872.881
cty21065,"Estill County, KY",17887.662
cty21069,"Fleming County, KY",17784.959
cty21001,"Adair County, KY",17661.611
cty21047,"Christian County, KY",17413.986
cty21025,"Breathitt County, KY",16457.846
cty21003,"Allen County, KY",16039.043
cty20209,"Wyandotte County, KS",14641.515
cty21007,"Ballard County, KY",
cty21013,"Bell County, KY",15393.109
cty21037,"Campbell County, KY",15128.704
cty21051,"Clay County, KY",14590.293
cty21049,"Clark County, KY",14558.317
cty21017,"Bourbon County, KY",14479.974
cty21011,"Bath County, KY",11595.233
cty21023,"Bracken County, KY",
cty21041,"Carroll County, KY",
cty21053,"Clinton County, KY",
cty21055,"Crittenden County, KY",
cty21057,"Cumberland County, KY",
cty21063,"Elliott County, KY",
cty21073,"Franklin County, KY",14377.568
cty21067,"Fayette County, KY",13002.388
cty21075,"Fulton County, KY",
cty21077,"Gallatin County, KY",
cty21095,"Harlan County, KY",28986.457
cty21087,"Green County, KY",28963.91
cty21115,"Johnson County, KY",27493.469
cty21157,"Marshall County, KY",23965.855
cty21177,"Muhlenberg County, KY",23552.406
cty21175,"Morgan County, KY",22994.799
cty21183,"Ohio County, KY",22983.912
cty21167,"Mercer County, KY",22848.484
cty21127,"Lawrence County, KY",22252.867
cty21109,"Jackson County, KY",22106.441
cty21155,"Marion County, KY",22016.887
cty21163,"Meade County, KY",20633.211
cty21081,"Grant County, KY",20070.934
cty21089,"Greenup County, KY",20041.459
cty21123,"Larue County, KY",19912.336
cty21179,"Nelson County, KY",19819.34
cty21093,"Hardin County, KY",19642.428
cty21141,"Logan County, KY",19633.402
cty21107,"Hopkins County, KY",19580.318
cty21137,"Lincoln County, KY",19252.379
cty21125,"Laurel County, KY",18357.912
cty21099,"Hart County, KY",18221.271
cty21083,"Graves County, KY",18207.691
cty21121,"Knox County, KY",17930.189
cty21079,"Garrard County, KY",17677.182
cty21135,"Lewis County, KY",17661.998
cty21101,"Henderson County, KY",17630.994
cty21103,"Henry County, KY",17132.619
cty21085,"Grayson County, KY",17104.02
cty21091,"Hancock County, KY",
cty21147,"McCreary County, KY",16843.822
cty21145,"McCracken County, KY",16784.295
cty21151,"Madison County, KY",16382.008
cty21153,"Magoffin County, KY",16343.251
cty21171,"Monroe County, KY",16277.152
cty21097,"Harrison County, KY",15454.964
cty21113,"Jessamine County, KY",15345.842
cty21169,"Metcalfe County, KY",15280.62
cty21117,"Kenton County, KY",15128.064
cty21111,"Jefferson County, KY",14927.433
cty21119,"Knott County, KY",
cty21129,"Lee County, KY",
cty21131,"Leslie County, KY",
cty21133,"Letcher County, KY",
cty21139,"Livingston County, KY",
cty21143,"Lyon County, KY",
cty21149,"McLean County, KY",
cty21159,"Martin County, KY",
cty21161,"Mason County, KY",15067.327
cty21173,"Montgomery County, KY",13922.476
cty21181,"Nicholas County, KY",
cty21215,"Spencer County, KY",27931.742
cty22007,"Assumption Parish, LA",27406.986
cty21233,"Webster County, KY",27155.639
cty22043,"Grant Parish, LA",26832.484
cty21219,"Todd County, KY",26609.623
cty21187,"Owen County, KY",26589.904
cty22039,"Evangeline Parish, LA",25692.061
cty22013,"Bienville Parish, LA",25568.354
cty22001,"Acadia Parish, LA",24612.34
cty22011,"Beauregard Parish, LA",24390.098
cty21195,"Pike County, KY",24379.33
cty22045,"Iberia Parish, LA",23679.248
cty21193,"Perry County, KY",23146.053
cty22005,"Ascension Parish, LA",22940.412
cty22031,"De Soto Parish, LA",22138.191
cty22047,"Iberville Parish, LA",22106.211
cty22015,"Bossier Parish, LA",21443.871
cty21185,"Oldham County, KY",21054.445
cty22041,"Franklin Parish, LA",21022.008
cty22027,"Claiborne Parish, LA",21009.521
cty22009,"Avoyelles Parish, LA",20704.018
cty21209,"Scott County, KY",20598.262
cty22003,"Allen Parish, LA",20064.545
cty22029,"Concordia Parish, LA",19954.928
cty21203,"Rockcastle County, KY",19799.361
cty22019,"Calcasieu Parish, LA",19597.305
cty21225,"Union County, KY",19125.92
cty21213,"Simpson County, KY",19003.242
cty21191,"Pendleton County, KY",18900.262
cty21211,"Shelby County, KY",18625.928
cty22037,"East Feliciana Parish, LA",18352.795
cty22033,"East Baton Rouge Parish, LA",17714.096
cty22025,"Catahoula Parish, LA",16986.191
cty21205,"Rowan County, KY",16824.252
cty21235,"Whitley County, KY",16763.842
cty21199,"Pulaski County, KY",16567.496
cty21207,"Russell County, KY",16150.87
cty22017,"Caddo Parish, LA",15905.803
cty22049,"Jackson Parish, LA",15843.021
cty21239,"Woodford County, KY",14802.092
cty21217,"Taylor County, KY",13706.687
cty21231,"Wayne County, KY",13653.668
cty21197,"Powell County, KY",12935.463
cty21221,"Trigg County, KY",
cty21223,"Trimble County, KY",
cty21227,"Warren County, KY",15424.841
cty21229,"Washington County, KY",
cty21237,"Wolfe County, KY",
cty22021,"Caldwell Parish, LA",
cty22023,"Cameron Parish, LA",
cty22113,"Vermilion Parish, LA",29283.762
cty22057,"Lafourche Parish, LA",28916.951
cty22109,"Terrebonne Parish, LA",28840.592
cty23021,"Piscataquis County, ME",28266.68
cty22085,"Sabine Parish, LA",26005.861
cty23003,"Aroostook County, ME",25428.861
cty22089,"St. Charles Parish, LA",25273.963
cty23007,"Franklin County, ME",24879.252
cty22111,"Union Parish, LA",24285.41
cty22055,"Lafayette Parish, LA",23805.65
cty23015,"Lincoln County, ME",23598.623
cty23005,"Cumberland County, ME",23337.631
cty22099,"St. Martin Parish, LA",23331.111
cty22083,"Richland Parish, LA",22825.051
cty22063,"Livingston Parish, LA",22289.68
cty22053,"Jefferson Davis Parish, LA",21564.227
cty22069,"Natchitoches Parish, LA",21291.492
cty22051,"Jefferson Parish, LA",19014.824
cty22059,"LaSalle Parish, LA",
cty22075,"Plaquemines Parish, LA",24757.988
cty22093,"St. James Parish, LA",23368.717
cty22101,"St. Mary Parish, LA",23308.906
cty22097,"St. Landry Parish, LA",22986.963
cty23017,"Oxford County, ME",22802.266
cty23025,"Somerset County, ME",22690.822
cty22115,"Vernon Parish, LA",22049.211
cty23019,"Penobscot County, ME",22039.936
cty23023,"Sagadahoc County, ME",21331.213
cty23001,"Androscoggin County, ME",21085.414
cty22105,"Tangipahoa Parish, LA",20804.07
cty22061,"Lincoln Parish, LA",20633.275
cty22121,"West Baton Rouge Parish, LA",20588.645
cty22079,"Rapides Parish, LA",20513.146
cty23009,"Hancock County, ME",20489.955
cty23011,"Kennebec County, ME",20229.293
cty22119,"Webster Parish, LA",20228.234
cty22095,"St. John the Baptist Parish, LA",20213.516
cty23013,"Knox County, ME",19081.756
cty22127,"Winn Parish, LA",18678.404
cty22077,"Pointe Coupee Parish, LA",18351.791
cty22087,"St. Bernard Parish, LA",17864.99
cty22103,"St. Tammany Parish, LA",17449.365
cty22117,"Washington Parish, LA",17389.861
cty22073,"Ouachita Parish, LA",16872.021
cty22091,"St. Helena Parish, LA",16146.173
cty22067,"Morehouse Parish, LA",15590.501
cty22071,"Orleans Parish, LA",13933.381
cty22065,"Madison Parish, LA",11449.53
cty22081,"Red River Parish, LA",
cty22123,"West Carroll Parish, LA",
cty22125,"West Feliciana Parish, LA",
cty25021,"Norfolk County, MA",28902.553
cty25015,"Hampshire County, MA",28189.771
cty25017,"Middlesex County, MA",26461.268
cty24031,"Montgomery County, MD",26144.852
cty25001,"Barnstable County, MA",26006.865
cty24013,"Carroll County, MD",25666.674
cty24017,"Charles County, MD",25188.908
cty25011,"Franklin County, MA",25059.938
cty25009,"Essex County, MA",25046.613
cty24029,"Kent County, MD",24953.906
cty24021,"Frederick County, MD",24648.051
cty26001,"Alcona County, MI",24616.008
cty24035,"Queen Anne's County, MD",24172.707
cty24001,"Allegany County, MD",23725.129
cty25005,"Bristol County, MA",23517.033
cty25027,"Worcester County, MA",23370.936
cty25023,"Plymouth County, MA",23055.85
cty23031,"York County, ME",22882.371
cty24027,"Howard County, MD",22808.516
cty24009,"Calvert County, MD",22189.984
cty24005,"Baltimore County, MD",21963.471
cty26007,"Alpena County, MI",21915.74
cty26015,"Barry County, MI",21773.328
cty24025,"Harford County, MD",21767.186
cty25003,"Berkshire County, MA",21546.809
cty26019,"Benzie County, MI",21472.553
cty24003,"Anne Arundel County, MD",21406.48
cty26011,"Arenac County, MI",21298.428
cty24011,"Caroline County, MD",21171.607
cty25025,"Suffolk County, MA",21139.035
cty26005,"Allegan County, MI",20978.637
cty25013,"Hampden County, MA",20733.332
cty24043,"Washington County, MD",20248.588
cty24023,"Garrett County, MD",20101.834
cty24015,"Cecil County, MD",19914.617
cty24033,"Prince George's County, MD",19797.443
cty24037,"St. Mary's County, MD",19742.809
cty26009,"Antrim County, MI",19560.098
cty23027,"Waldo County, ME",19473.928
cty26023,"Branch County, MI",19150.768
cty24045,"Wicomico County, MD",18898.961
cty26017,"Bay County, MI",18743.803
cty24039,"Somerset County, MD",17473.852
cty24041,"Talbot County, MD",17287.561
cty23029,"Washington County, ME",17119.199
cty24047,"Worcester County, MD",16801.059
cty24019,"Dorchester County, MD",15844.906
cty26025,"Calhoun County, MI",14546.598
cty24510,"Baltimore city, MD",12124.882
cty26013,"Baraga County, MI",
cty26109,"Menominee County, MI",26151.072
cty26063,"Huron County, MI",23527.906
cty26053,"Gogebic County, MI",23495.027
cty26061,"Houghton County, MI",23431.531
cty26043,"Dickinson County, MI",23359.275
cty26047,"Emmet County, MI",22874.369
cty26033,"Chippewa County, MI",22402.891
cty26113,"Missaukee County, MI",22289.832
cty26127,"Oceana County, MI",22224.016
cty26087,"Lapeer County, MI",21947.779
cty26037,"Clinton County, MI",21886.506
cty26041,"Delta County, MI",21389.047
cty26115,"Monroe County, MI",21312.887
cty26079,"Kalkaska County, MI",21307.15
cty26067,"Ionia County, MI",21168.506
cty26105,"Mason County, MI",21113.365
cty26091,"Lenawee County, MI",21044.885
cty26055,"Grand Traverse County, MI",21038.752
cty26027,"Cass County, MI",20918.791
cty26101,"Manistee County, MI",20294.816
cty26103,"Marquette County, MI",20253.342
cty26089,"Leelanau County, MI",20146.551
cty26099,"Macomb County, MI",20043.506
cty26129,"Ogemaw County, MI",19852.52
cty26107,"Mecosta County, MI",19296.666
cty26057,"Gratiot County, MI",19246.201
cty26073,"Isabella County, MI",19230.955
cty26045,"Eaton County, MI",19197.016
cty26051,"Gladwin County, MI",19167.828
cty26039,"Crawford County, MI",19030.787
cty26123,"Newaygo County, MI",18836.965
cty26093,"Livingston County, MI",18766.285
cty26035,"Clare County, MI",18527.941
cty26111,"Midland County, MI",18099.67
cty26125,"Oakland County, MI",17894.762
cty26059,"Hillsdale County, MI",17789.193
cty26029,"Charlevoix County, MI",17480.223
cty26075,"Jackson County, MI",16894.789
cty26069,"Iosco County, MI",16890.66
cty26077,"Kalamazoo County, MI",16088.188
cty26081,"Kent County, MI",16024.796
cty26065,"Ingham County, MI",15833.109
cty26117,"Montcalm County, MI",15009.34
cty26049,"Genesee County, MI",14761.474
cty26031,"Cheboygan County, MI",13369.074
cty26071,"Iron County, MI",
cty26085,"Lake County, MI",
cty26095,"Luce County, MI",
cty26097,"Mackinac County, MI",
cty26119,"Montmorency County, MI",
cty26121,"Muskegon County, MI",14590.891
cty26131,"Ontonagon County, MI",
cty27023,"Chippewa County, MN",35730.91
cty27039,"Dodge County, MN",33786.293
cty27015,"Brown County, MN",32264.875
cty27019,"Carver County, MN",31573.096
cty27033,"Cottonwood County, MN",30992.58
cty27005,"Becker County, MN",30906.076
cty27043,"Faribault County, MN",30373.041
cty27047,"Freeborn County, MN",30015.844
cty27067,"Kandiyohi County, MN",29876.746
cty27041,"Douglas County, MN",29468.047
cty27045,"Fillmore County, MN",29455.559
cty27001,"Aitkin County, MN",28520.969
cty27009,"Benton County, MN",27970.297
cty27055,"Houston County, MN",27578.898
cty27061,"Itasca County, MN",27361.977
cty27025,"Chisago County, MN",27165.854
cty27049,"Goodhue County, MN",26663.295
cty27037,"Dakota County, MN",26363.605
cty26135,"Oscoda County, MI",26239.969
cty27013,"Blue Earth County, MN",25994.033
cty27027,"Clay County, MN",25716.895
cty27065,"Kanabec County, MN",25504.471
cty27003,"Anoka County, MN",24875.973
cty27017,"Carlton County, MN",23134.791
cty27021,"Cass County, MN",22761.705
cty26139,"Ottawa County, MI",22723.408
cty26151,"Sanilac County, MI",22480.908
cty27059,"Isanti County, MN",22419.41
cty27007,"Beltrami County, MN",22189.025
cty26141,"Presque Isle County, MI",22164.217
cty27053,"Hennepin County, MN",21977.521
cty27035,"Crow Wing County, MN",21538.359
cty27057,"Hubbard County, MN",21530.568
cty26157,"Tuscola County, MI",20369.617
cty26137,"Otsego County, MI",19199.043
cty26143,"Roscommon County, MI",18971.213
cty26155,"Shiawassee County, MI",18662.375
cty26147,"St. Clair County, MI",18067.623
cty26133,"Osceola County, MI",17511.516
cty26149,"St. Joseph County, MI",16956.482
cty26145,"Saginaw County, MI",16744.176
cty26153,"Schoolcraft County, MI",
cty26165,"Wexford County, MI",16997.83
cty26161,"Washtenaw County, MI",16727.646
cty26159,"Van Buren County, MI",16600.055
cty26021,"Berrien County, MI",15527.789
cty26163,"Wayne County, MI",14272.75
cty22035,"East Carroll Parish, LA",12043.842
cty27011,"Big Stone County, MN",
cty27029,"Clearwater County, MN",
cty27063,"Jackson County, MN",
cty27071,"Koochiching County, MN",
cty27073,"Lac qui Parle County, MN",
cty27075,"Lake County, MN",
cty27127,"Redwood County, MN",33154.594
cty27153,"Todd County, MN",32776.359
cty27103,"Nicollet County, MN",32001.34
cty27165,"Watonwan County, MN",31948.744
cty27161,"Waseca County, MN",31783.857
cty27093,"Meeker County, MN",31566.613
cty27173,"Yellow Medicine County, MN",31378.719
cty27079,"Le Sueur County, MN",30264.369
cty27081,"Lincoln County, MN",
cty27129,"Renville County, MN",31503.121
cty30053,"Lincoln County, MT",30445.619
cty29003,"Andrew County, MO",29400.223
cty27105,"Nobles County, MN",29258.279
cty27091,"Martin County, MN",29183.656
cty27171,"Wright County, MN",29062.432
cty30017,"Custer County, MT",28645.902
cty27135,"Roseau County, MN",28482.373
cty27111,"Otter Tail County, MN",28433.701
cty29015,"Benton County, MO",27945.412
cty27085,"McLeod County, MN",27870.674
cty27119,"Polk County, MN",27603.596
cty27121,"Pope County, MN",27473.635
cty27083,"Lyon County, MN",27461.742
cty27089,"Marshall County, MN",
cty27145,"Stearns County, MN",31941.543
cty27097,"Morrison County, MN",29043.99
cty27157,"Wabasha County, MN",28023.805
cty27163,"Washington County, MN",28002.307
cty27169,"Winona County, MN",27403.248
cty29025,"Caldwell County, MO",27309.545
cty27139,"Scott County, MN",27246.67
cty29033,"Carroll County, MO",26885.186
cty27147,"Steele County, MN",26203.572
cty27099,"Mower County, MN",25944.373
cty27159,"Wadena County, MN",25716.361
cty28131,"Stone County, MS",25494.406
cty27113,"Pennington County, MN",24900.865
cty29011,"Barton County, MO",24154.934
cty27095,"Mille Lacs County, MN",24026.607
cty27101,"Murray County, MN",
cty27107,"Norman County, MN",
cty27131,"Rice County, MN",27047.92
cty27109,"Olmsted County, MN",24987.377
cty27115,"Pine County, MN",24412.453
cty27117,"Pipestone County, MN",
cty29001,"Adair County, MO",23774.791
cty29029,"Camden County, MO",23571.906
cty29047,"Clay County, MO",23443.303
cty29037,"Cass County, MO",23030.688
cty29049,"Clinton County, MO",22913.633
cty28129,"Smith County, MS",22653.117
cty27123,"Ramsey County, MN",22098.258
cty27133,"Rock County, MN",
cty27141,"Sherburne County, MN",23891.348
cty27137,"St. Louis County, MN",22573.477
cty27143,"Sibley County, MN",
cty27149,"Stevens County, MN",
cty27151,"Swift County, MN",
cty27167,"Wilkin County, MN",
cty28153,"Wayne County, MS",21876.768
cty29017,"Bollinger County, MO",21067.275
cty29009,"Barry County, MO",20844.113
cty29013,"Bates County, MO",20527.449
cty29039,"Cedar County, MO",20523.592
cty28007,"Attala County, MS",20232.283
cty28139,"Tippah County, MS",19831.783
cty29043,"Christian County, MO",19676.557
cty29027,"Callaway County, MO",19561.754
cty28127,"Simpson County, MS",19323.004
cty29023,"Butler County, MO",19280.26
cty28147,"Walthall County, MS",19002.604
cty28159,"Winston County, MS",19000.447
cty28141,"Tishomingo County, MS",18308.734
cty28137,"Tate County, MS",18246.459
cty28001,"Adams County, MS",18196.469
cty28155,"Webster County, MS",18183.379
cty29031,"Cape Girardeau County, MO",18178.551
cty29021,"Buchanan County, MO",17981.553
cty29019,"Boone County, MO",17680.068
cty28121,"Rankin County, MS",17477.744
cty28145,"Union County, MS",17184.57
cty28113,"Pike County, MS",16782.037
cty28117,"Prentiss County, MS",16454.965
cty28005,"Amite County, MS",16422.988
cty28115,"Pontotoc County, MS",16045.872
cty28003,"Alcorn County, MS",15323.038
cty28009,"Benton County, MS",
cty28039,"George County, MS",33132.355
cty28149,"Warren County, MS",15145.497
cty29007,"Audrain County, MO",14957.793
cty28143,"Tunica County, MS",14073.077
cty28163,"Yazoo County, MS",12722.648
cty28151,"Washington County, MS",12678.312
cty28123,"Scott County, MS",12590.563
cty28133,"Sunflower County, MS",11948.352
cty28011,"Bolivar County, MS",11602.333
cty28013,"Calhoun County, MS",
cty28015,"Carroll County, MS",23207.475
cty28111,"Perry County, MS",22976.055
cty28077,"Lawrence County, MS",21135.23
cty28019,"Choctaw County, MS",20973.025
cty28031,"Covington County, MS",20925.617
cty28085,"Lincoln County, MS",20674.344
cty28067,"Jones County, MS",20386.781
cty28099,"Neshoba County, MS",19643.373
cty28017,"Chickasaw County, MS",19156.658
cty28059,"Jackson County, MS",18862.396
cty28023,"Clarke County, MS",18819.598
cty28073,"Lamar County, MS",18764.197
cty28061,"Jasper County, MS",18320.713
cty28071,"Lafayette County, MS",17613.898
cty28079,"Leake County, MS",16979.174
cty28033,"DeSoto County, MS",16965.773
cty28029,"Copiah County, MS",16898.824
cty28047,"Harrison County, MS",16740.881
cty28103,"Noxubee County, MS",16580.926
cty28095,"Monroe County, MS",16398.992
cty28065,"Jefferson Davis County, MS",16087.48
cty28069,"Kemper County, MS",15975.124
cty28081,"Lee County, MS",15930.848
cty28043,"Grenada County, MS",15586.374
cty28093,"Marshall County, MS",15573.033
cty28089,"Madison County, MS",15514.705
cty28035,"Forrest County, MS",15402.691
cty28101,"Newton County, MS",15123.978
cty28057,"Itawamba County, MS",15061.428
cty28109,"Pearl River County, MS",14690.838
cty28091,"Marion County, MS",14467.303
cty28075,"Lauderdale County, MS",14465.251
cty28045,"Hancock County, MS",14393.92
cty28087,"Lowndes County, MS",14016.115
cty28051,"Holmes County, MS",13387.502
cty28049,"Hinds County, MS",12144.841
cty28025,"Clay County, MS",11231.875
cty28027,"Coahoma County, MS",10613.671
cty28119,"Quitman County, MS",10446.996
cty28021,"Claiborne County, MS",8474.499
cty28037,"Franklin County, MS",
cty28041,"Greene County, MS",
cty28105,"Oktibbeha County, MS",13614.034
cty28097,"Montgomery County, MS",13136.168
cty28083,"Leflore County, MS",10892.126
cty28053,"Humphreys County, MS",8133.0278
cty28063,"Jefferson County, MS",
cty28107,"Panola County, MS",3665.2349
cty28125,"Sharkey County, MS",
cty28135,"Tallahatchie County, MS",5820.4805
cty28157,"Wilkinson County, MS",
cty28161,"Yalobusha County, MS",8705.9531
cty29005,"Atchison County, MO",
cty29035,"Carter County, MO",
cty29041,"Chariton County, MO",
cty29045,"Clark County, MO",
cty29147,"Nodaway County, MO",28687.465
cty29079,"Grundy County, MO",28350.695
cty29139,"Montgomery County, MO",27712.729
cty30029,"Flathead County, MT",26655.619
cty29219,"Warren County, MO",25986.883
cty29121,"Macon County, MO",25872.021
cty30031,"Gallatin County, MT",25718.707
cty29115,"Linn County, MO",25684.445
cty30041,"Hill County, MT",25581.508
cty30013,"Cascade County, MT",24394.32
cty30027,"Fergus County, MT",24120.904
cty29183,"St. Charles County, MO",23898.404
cty29165,"Platte County, MO",23879.953
cty30049,"Lewis and Clark County, MT",23858.398
cty29067,"Douglas County, MO",23492.828
cty29177,"Ray County, MO",23193.598
cty30047,"Lake County, MT",22975.109
cty29113,"Lincoln County, MO",22929.172
cty29175,"Randolph County, MO",22780.049
cty29059,"Dallas County, MO",22744.547
cty29186,"Ste. Genevieve County, MO",22721.215
cty29117,"Livingston County, MO",22048.328
cty29163,"Pike County, MO",21829.602
cty29053,"Cooper County, MO",21815.184
cty29161,"Phelps County, MO",21585.453
cty29145,"Newton County, MO",21584.453
cty29107,"Lafayette County, MO",21467.533
cty29135,"Moniteau County, MO",21134.617
cty29157,"Perry County, MO",21101.238
cty29051,"Cole County, MO",21066.846
cty29071,"Franklin County, MO",20714.658
cty29065,"Dent County, MO",20649.596
cty29143,"New Madrid County, MO",20588.604
cty29169,"Pulaski County, MO",20117.723
cty29077,"Greene County, MO",20108.375
cty29083,"Henry County, MO",19995.914
cty29141,"Morgan County, MO",19547.334
cty29159,"Pettis County, MO",18894.873
cty29167,"Polk County, MO",18374.637
cty29055,"Crawford County, MO",18300.104
cty29057,"Dade County, MO",
