cty,Name,Individual_income_For_Children_Born_in_1978_rP_gM_p1
cty01063,"Greene County, AL",9953.3633
cty01087,"Macon County, AL",9539.9248
cty01105,"Perry County, AL",8478.5283
cty02130,"Ketchikan Gateway Borough, AK",
cty02150,"Kodiak Island Borough, AK",
cty02188,"Northwest Arctic Borough, AK",
cty02270,,
cty04011,"Greenlee County, AZ",
cty05001,"Arkansas County, AR",12160.186
cty05017,"Chicot County, AR",11253.307
cty05011,"Bradley County, AR",9998.6387
cty05025,"Cleveland County, AR",
cty05047,"Franklin County, AR",28645.838
cty05071,"Johnson County, AR",24764.592
cty05113,"Polk County, AR",23058.184
cty05033,"Crawford County, AR",22823.768
cty05087,"Madison County, AR",22294.512
cty05121,"Randolph County, AR",21966.74
cty05115,"Pope County, AR",21944.592
cty05099,"Nevada County, AR",20616.145
cty05063,"Independence County, AR",20583.664
cty05075,"Lawrence County, AR",20035
cty05059,"Hot Spring County, AR",19205.934
cty05045,"Faulkner County, AR",18411.953
cty05055,"Greene County, AR",18406.684
cty05061,"Howard County, AR",18151.674
cty05089,"Marion County, AR",17988.146
cty05065,"Izard County, AR",17829.885
cty05083,"Logan County, AR",17689.049
cty05029,"Conway County, AR",17632.471
cty05031,"Craighead County, AR",17627.205
cty05043,"Drew County, AR",17551.061
cty05027,"Columbia County, AR",17071.803
cty05103,"Ouachita County, AR",17049.014
cty05091,"Miller County, AR",16104.815
cty05037,"Cross County, AR",16077.158
cty05041,"Desha County, AR",15787.554
cty05053,"Grant County, AR",15700.21
cty05085,"Lonoke County, AR",15408.656
cty05067,"Jackson County, AR",15389.527
cty05057,"Hempstead County, AR",14956.951
cty05093,"Mississippi County, AR",14938.261
cty05079,"Lincoln County, AR",14631.49
cty05051,"Garland County, AR",14496.611
cty05069,"Jefferson County, AR",11880.558
cty05035,"Crittenden County, AR",11772.863
cty05039,"Dallas County, AR",
cty05049,"Fulton County, AR",14403.37
cty05073,"Lafayette County, AR",
cty05095,"Monroe County, AR",13758.676
cty05107,"Phillips County, AR",11329.3
cty05077,"Lee County, AR",9263.4277
cty05081,"Little River County, AR",
cty05097,"Montgomery County, AR",
cty05101,"Newton County, AR",
cty05105,"Perry County, AR",
cty05109,"Pike County, AR",
cty05123,"St. Francis County, AR",15419.218
cty05111,"Poinsett County, AR",15119.991
cty05117,"Prairie County, AR",
cty05127,"Scott County, AR",22003.197
cty05125,"Saline County, AR",18851.766
cty05129,"Searcy County, AR",
cty06043,"Mariposa County, CA",29607.586
cty06011,"Colusa County, CA",28075.904
cty06041,"Marin County, CA",26995
cty06055,"Napa County, CA",26709.994
cty06017,"El Dorado County, CA",26266.938
cty06059,"Orange County, CA",26227.939
cty06075,"San Francisco County, CA",26096.902
cty06029,"Kern County, CA",25815.721
cty06061,"Placer County, CA",25439.67
cty06037,"Los Angeles County, CA",24714.998
cty06079,"San Luis Obispo County, CA",24591.352
cty05133,"Sevier County, AR",24574.463
cty06005,"Amador County, CA",24483.813
cty06073,"San Diego County, CA",24418.262
cty06035,"Lassen County, CA",24359.086
cty06057,"Nevada County, CA",23982.652
cty06053,"Monterey County, CA",23964.742
cty05149,"Yell County, AR",23848.701
cty06025,"Imperial County, CA",23249.338
cty06039,"Madera County, CA",23184.164
cty06013,"Contra Costa County, CA",23098.34
cty06065,"Riverside County, CA",22983.59
cty06047,"Merced County, CA",22960.365
cty06001,"Alameda County, CA",22948.291
cty06069,"San Benito County, CA",22717.586
cty06071,"San Bernardino County, CA",22438.809
cty06007,"Butte County, CA",22156.969
cty05141,"Van Buren County, AR",21900.664
cty06077,"San Joaquin County, CA",21834.713
cty06031,"Kings County, CA",21216.719
cty06067,"Sacramento County, CA",21103.301
cty06019,"Fresno County, CA",20854.631
cty05143,"Washington County, AR",20701.57
cty06023,"Humboldt County, CA",20383.01
cty06033,"Lake County, CA",19353.105
cty05145,"White County, AR",19237.689
cty06021,"Glenn County, CA",19112.016
cty06045,"Mendocino County, CA",18943.84
cty05131,"Sebastian County, AR",18503.82
cty06009,"Calaveras County, CA",17939.162
cty06015,"Del Norte County, CA",17278.369
cty05135,"Sharp County, AR",16963.879
cty05137,"Stone County, AR",16810.105
cty05119,"Pulaski County, AR",14382.2
cty05139,"Union County, AR",14356.607
cty05147,"Woodruff County, AR",
cty06027,"Inyo County, CA",
cty06049,"Modoc County, CA",
cty06063,"Plumas County, CA",
cty08081,"Moffat County, CO",36007.375
cty08029,"Delta County, CO",33775.297
cty08039,"Elbert County, CO",32864.004
cty08045,"Garfield County, CO",31318.355
cty08071,"Las Animas County, CO",31035.232
cty08015,"Chaffee County, CO",30497.264
cty08085,"Montrose County, CO",30270.301
cty08075,"Logan County, CO",30032.18
cty06093,"Siskiyou County, CA",28327.895
cty06109,"Tuolumne County, CA",27809.176
cty08077,"Mesa County, CO",27706.578
cty08099,"Prowers County, CO",27537.871
cty08014,"Broomfield County, CO",27264.338
cty08035,"Douglas County, CO",27187.35
cty06083,"Santa Barbara County, CA",26312.15
cty06097,"Sonoma County, CA",26096.254
cty06081,"San Mateo County, CA",26062.758
cty08069,"Larimer County, CO",25773.307
cty08059,"Jefferson County, CO",25519.908
cty08043,"Fremont County, CO",25169.906
cty08067,"La Plata County, CO",25128.277
cty06111,"Ventura County, CA",24962.59
cty06085,"Santa Clara County, CA",24408.846
cty08013,"Boulder County, CO",24218.088
cty08005,"Arapahoe County, CO",24033.539
cty06101,"Sutter County, CA",23728.859
cty08089,"Otero County, CO",23574.045
cty08083,"Montezuma County, CO",22947.693
cty06113,"Yolo County, CA",22855.23
cty06103,"Tehama County, CA",22786.381
cty06087,"Santa Cruz County, CA",22758.906
cty06099,"Stanislaus County, CA",22628.148
cty06095,"Solano County, CA",22569.455
cty06089,"Shasta County, CA",22293.547
cty06105,"Trinity County, CA",
cty08003,"Alamosa County, CO",22777.555
cty06115,"Yuba County, CA",22258.838
cty06107,"Tulare County, CA",21848.578
cty08001,"Adams County, CO",21684.566
cty08007,"Archuleta County, CO",
cty08011,"Bent County, CO",
cty08021,"Conejos County, CO",
cty08087,"Morgan County, CO",21833.787
cty08041,"El Paso County, CO",20945.5
cty08031,"Denver County, CO",20613.818
cty08037,"Eagle County, CO",
cty08051,"Gunnison County, CO",
cty08055,"Huerfano County, CO",
cty08063,"Kit Carson County, CO",
cty08065,"Lake County, CO",
cty08093,"Park County, CO",
cty08119,"Teller County, CO",31004.322
cty12035,"Flagler County, FL",27928.217
cty12003,"Baker County, FL",26267.646
cty09013,"Tolland County, CT",25223.248
cty12049,"Hardee County, FL",25135.678
cty08123,"Weld County, CO",24950.598
cty09005,"Litchfield County, CT",24540.525
cty12013,"Calhoun County, FL",23898.602
cty09007,"Middlesex County, CT",23690.57
cty09001,"Fairfield County, CT",23643.816
cty12021,"Collier County, FL",21949.811
cty12051,"Hendry County, FL",21779.404
cty09011,"New London County, CT",21656.088
cty12053,"Hernando County, FL",21627.77
cty12019,"Clay County, FL",21604.885
cty12015,"Charlotte County, FL",21455.283
cty09009,"New Haven County, CT",21369.301
cty09003,"Hartford County, CT",21339.344
cty12011,"Broward County, FL",20683.088
cty12017,"Citrus County, FL",20623.906
cty12005,"Bay County, FL",20508.434
cty09015,"Windham County, CT",20468.102
cty08101,"Pueblo County, CO",20199.842
cty12009,"Brevard County, FL",19385.646
cty10001,"Kent County, DE",19316.221
cty12033,"Escambia County, FL",17943.154
cty08105,"Rio Grande County, CO",17897.137
cty08121,"Washington County, CO",
cty08125,"Yuma County, CO",
cty12063,"Jackson County, FL",19272.77
cty12055,"Highlands County, FL",19224.234
cty12057,"Hillsborough County, FL",18734.082
cty12061,"Indian River County, FL",18622.752
cty12007,"Bradford County, FL",17844.73
cty10005,"Sussex County, DE",17297.254
cty10003,"New Castle County, DE",17272.189
cty12023,"Columbia County, FL",16860.672
cty12031,"Duval County, FL",16410.666
cty12001,"Alachua County, FL",16248.864
cty11001,"District of Columbia, DC",15744.813
cty12065,"Jefferson County, FL",14828.928
cty12027,"DeSoto County, FL",12957.488
cty12029,"Dixie County, FL",
cty12037,"Franklin County, FL",
cty12039,"Gadsden County, FL",13132.744
cty12041,"Gilchrist County, FL",
cty12043,"Glades County, FL",
cty12045,"Gulf County, FL",
cty12047,"Hamilton County, FL",
cty12059,"Holmes County, FL",11269.877
cty12067,"Lafayette County, FL",
cty12087,"Monroe County, FL",24820.746
cty12129,"Wakulla County, FL",22398.443
cty12113,"Santa Rosa County, FL",21850.488
cty12086,"Miami-Dade County, FL",21088.797
cty12097,"Osceola County, FL",20991.068
cty12117,"Seminole County, FL",20785.814
cty12075,"Levy County, FL",20185.408
cty12089,"Nassau County, FL",20130.762
cty12085,"Martin County, FL",20083.59
cty12099,"Palm Beach County, FL",20014.854
cty13029,"Bryan County, GA",19842.449
cty13001,"Appling County, GA",19815.852
cty13039,"Camden County, GA",19787.432
cty12115,"Sarasota County, FL",19663.115
cty12071,"Lee County, FL",19565.119
cty12111,"St. Lucie County, FL",19441.1
cty12125,"Union County, FL",19275.949
cty12121,"Suwannee County, FL",19139.324
cty12101,"Pasco County, FL",18896.775
cty13019,"Berrien County, GA",18783.08
cty12103,"Pinellas County, FL",18503.096
cty12105,"Polk County, FL",18427.236
cty12095,"Orange County, FL",18344.277
cty12127,"Volusia County, FL",18244.744
cty12093,"Okeechobee County, FL",18077.922
cty12091,"Okaloosa County, FL",18002.844
cty12109,"St. Johns County, FL",17970.482
cty12083,"Marion County, FL",17788.307
cty13013,"Barrow County, GA",17630.293
cty13025,"Brantley County, GA",17484.414
cty12069,"Lake County, FL",17359.506
cty12131,"Walton County, FL",17277.631
cty13035,"Butts County, GA",17011.125
cty12133,"Washington County, FL",16974.793
cty12081,"Manatee County, FL",16842.25
cty13027,"Brooks County, GA",15393.505
cty12073,"Leon County, FL",15183.873
cty12077,"Liberty County, FL",
cty12119,"Sumter County, FL",15543.887
cty12107,"Putnam County, FL",15325.459
cty12123,"Taylor County, FL",14595.246
cty12079,"Madison County, FL",13796.931
cty13003,"Atkinson County, GA",
cty13005,"Bacon County, GA",
cty13017,"Ben Hill County, GA",13955.351
cty13015,"Bartow County, GA",13512.593
cty13009,"Baldwin County, GA",12209.097
cty13031,"Bulloch County, GA",11615.366
cty13021,"Bibb County, GA",11454.096
cty13011,"Banks County, GA",11318.186
cty13023,"Bleckley County, GA",
cty13033,"Burke County, GA",10958.44
cty13043,"Candler County, GA",
cty13083,"Dade County, GA",24766.777
cty13113,"Fayette County, GA",23675.115
cty13103,"Effingham County, GA",20936.645
cty13135,"Gwinnett County, GA",20212.656
cty13139,"Hall County, GA",19825.992
cty13085,"Dawson County, GA",19150.467
cty13067,"Cobb County, GA",18660.434
cty13073,"Columbia County, GA",18636.656
cty13093,"Dooly County, GA",18574.104
cty13047,"Catoosa County, GA",18568.561
cty13145,"Harris County, GA",18316.74
cty13129,"Gordon County, GA",17304.594
cty13045,"Carroll County, GA",16730.086
cty13049,"Charlton County, GA",
cty13057,"Cherokee County, GA",20128.434
cty13119,"Franklin County, GA",18505.068
cty13123,"Gilmer County, GA",18169.156
cty13107,"Emanuel County, GA",17866.783
cty13077,"Coweta County, GA",17735.281
cty13097,"Douglas County, GA",17627.906
cty13111,"Fannin County, GA",17219.246
cty13079,"Crawford County, GA",17030.213
cty13117,"Forsyth County, GA",16810.857
cty13075,"Cook County, GA",16472.664
cty13147,"Hart County, GA",16155.512
cty13069,"Coffee County, GA",16091.478
cty13053,"Chattahoochee County, GA",15870.629
cty13105,"Elbert County, GA",15706.038
cty13063,"Clayton County, GA",15685.781
cty13141,"Hancock County, GA",15644.429
cty13137,"Habersham County, GA",15642.512
cty13091,"Dodge County, GA",15636.176
cty13127,"Glynn County, GA",15398.438
cty13071,"Colquitt County, GA",15304.712
cty13089,"DeKalb County, GA",14666.286
cty13131,"Grady County, GA",14060.949
cty13055,"Chattooga County, GA",13632.871
cty13099,"Early County, GA",13595.988
cty13051,"Chatham County, GA",13288.723
cty13143,"Haralson County, GA",13243.192
cty13059,"Clarke County, GA",11536.772
cty13065,"Clinch County, GA",
cty13087,"Decatur County, GA",12916.697
cty13095,"Dougherty County, GA",12503.352
cty13115,"Floyd County, GA",11956.927
cty13081,"Crisp County, GA",11464.488
cty13109,"Evans County, GA",
cty13177,"Lee County, GA",24956.371
cty13195,"Madison County, GA",22459.484
cty13219,"Oconee County, GA",21433.859
cty13207,"Monroe County, GA",20452.689
cty13223,"Paulding County, GA",20294.416
cty13187,"Lumpkin County, GA",20241.816
cty13229,"Pierce County, GA",19610.629
cty13171,"Lamar County, GA",19308.285
cty13169,"Jones County, GA",18577.992
cty13151,"Henry County, GA",18565.699
cty13183,"Long County, GA",18392.264
cty13179,"Liberty County, GA",17354.287
cty13213,"Murray County, GA",16939.967
cty13155,"Irwin County, GA",16711.566
cty13161,"Jeff Davis County, GA",16286.307
cty13149,"Heard County, GA",16143.989
cty13233,"Polk County, GA",15620.719
cty13189,"McDuffie County, GA",15489.438
cty13157,"Jackson County, GA",15342.789
cty13205,"Mitchell County, GA",15143.375
cty13153,"Houston County, GA",14779.126
cty13163,"Jefferson County, GA",13858.078
cty13159,"Jasper County, GA",13838.688
cty13165,"Jenkins County, GA",
cty13167,"Johnson County, GA",
cty13173,"Lanier County, GA",
cty13185,"Lowndes County, GA",15186.81
cty13175,"Laurens County, GA",15167.982
cty13181,"Lincoln County, GA",
cty13191,"McIntosh County, GA",
cty13193,"Macon County, GA",14130.658
cty13197,"Marion County, GA",
cty13211,"Morgan County, GA",14115.081
cty13217,"Newton County, GA",13479.261
cty13199,"Meriwether County, GA",11020.2
cty13201,"Miller County, GA",
cty13209,"Montgomery County, GA",
cty13215,"Muscogee County, GA",12626.443
cty13221,"Oglethorpe County, GA",
cty13247,"Rockdale County, GA",18321.305
cty13245,"Richmond County, GA",14194.575
cty13251,"Screven County, GA",13568.34
cty13255,"Spalding County, GA",12210.887
cty13237,"Putnam County, GA",12063.782
cty13231,"Pike County, GA",11890.554
cty13225,"Peach County, GA",9722.4326
cty13227,"Pickens County, GA",8265.9287
cty13235,"Pulaski County, GA",
cty13241,"Rabun County, GA",
cty13243,"Randolph County, GA",
cty13253,"Seminole County, GA",
cty16047,"Gooding County, ID",30822.533
cty16031,"Cassia County, ID",26050.273
cty15001,"Hawaii County, HI",25240.555
cty15009,"Maui County, HI",24228.824
cty13257,"Stephens County, GA",20042.926
cty13261,"Sumter County, GA",13215.187
cty13263,"Talbot County, GA",
cty13267,"Tattnall County, GA",19389.307
cty13269,"Taylor County, GA",
cty16041,"Franklin County, ID",33987.492
cty16043,"Fremont County, ID",28171.57
cty16017,"Bonner County, ID",27510.191
cty16049,"Idaho County, ID",27052.004
cty16019,"Bonneville County, ID",26875.307
cty16011,"Bingham County, ID",25371.91
cty16045,"Gem County, ID",25342.807
cty16005,"Bannock County, ID",24134.5
cty15003,"Honolulu County, HI",23780.391
cty16039,"Elmore County, ID",22981.514
cty16001,"Ada County, ID",22228.635
cty16027,"Canyon County, ID",21533.377
cty13321,"Worth County, GA",19332.705
cty13311,"White County, GA",19120.119
cty13289,"Twiggs County, GA",19102.402
cty15007,"Kauai County, HI",18930.232
cty13287,"Turner County, GA",18738.822
cty13295,"Walker County, GA",18489.902
cty13279,"Toombs County, GA",17435.008
cty13305,"Wayne County, GA",16249.659
cty13291,"Union County, GA",15956.267
cty13273,"Terrell County, GA",15614.471
cty13313,"Whitfield County, GA",15429.991
cty13293,"Upson County, GA",15413.502
cty13275,"Thomas County, GA",15157.81
cty13299,"Ware County, GA",15042.935
cty13303,"Washington County, GA",13898.791
cty13277,"Tift County, GA",13892.91
cty13285,"Troup County, GA",12566.357
cty13317,"Wilkes County, GA",12378.345
cty13271,"Telfair County, GA",11866.655
cty13281,"Towns County, GA",
cty13283,"Treutlen County, GA",
cty13297,"Walton County, GA",10074.905
cty13301,"Warren County, GA",
cty13315,"Wilcox County, GA",
cty13319,"Wilkinson County, GA",
cty16007,"Bear Lake County, ID",
cty16009,"Benewah County, ID",
cty16021,"Boundary County, ID",
cty16029,"Caribou County, ID",
cty16035,"Clearwater County, ID",
cty16065,"Madison County, ID",32692.82
cty16057,"Latah County, ID",28312.969
cty16079,"Shoshone County, ID",27223.098
cty17063,"Grundy County, IL",27145.213
cty16051,"Jefferson County, ID",26993.188
cty17043,"DuPage County, IL",26318.297
cty17011,"Bureau County, IL",26167.715
cty17015,"Carroll County, IL",25867.84
cty17005,"Bond County, IL",25297.248
cty17053,"Ford County, IL",24832.223
cty16053,"Jerome County, ID",24764.17
cty17067,"Hancock County, IL",24481.344
cty16055,"Kootenai County, ID",22000.678
cty16059,"Lemhi County, ID",
cty16067,"Minidoka County, ID",23413.768
cty16069,"Nez Perce County, ID",23140.955
cty16071,"Oneida County, ID",
cty16073,"Owyhee County, ID",
cty16077,"Power County, ID",33178.34
cty16083,"Twin Falls County, ID",25342.461
cty17027,"Clinton County, IL",24497.313
cty17041,"Douglas County, IL",24222.639
cty17037,"DeKalb County, IL",23857.859
cty17017,"Cass County, IL",22880.246
cty17051,"Fayette County, IL",22854.84
cty17073,"Henry County, IL",22771.773
cty17007,"Boone County, IL",22672.818
cty16087,"Washington County, ID",22467.461
cty17021,"Christian County, IL",22147.313
cty17039,"De Witt County, IL",22123.189
cty17025,"Clay County, IL",22076.105
cty17049,"Effingham County, IL",21698.145
cty17061,"Greene County, IL",20956.73
cty17033,"Crawford County, IL",20870.777
cty17075,"Iroquois County, IL",20730.166
cty17023,"Clark County, IL",20438.559
cty17055,"Franklin County, IL",20353.627
cty17019,"Champaign County, IL",19856.279
cty16075,"Payette County, ID",19736.875
cty17057,"Fulton County, IL",19547.988
cty17001,"Adams County, IL",19443.207
cty17045,"Edgar County, IL",19113.279
cty17031,"Cook County, IL",18796.254
cty17081,"Jefferson County, IL",18372.6
cty17029,"Coles County, IL",18113.502
cty17003,"Alexander County, IL",10619.947
cty17035,"Cumberland County, IL",
cty17047,"Edwards County, IL",
cty17065,"Hamilton County, IL",
cty17077,"Jackson County, IL",17197.561
cty17079,"Jasper County, IL",
cty17133,"Monroe County, IL",33653.535
cty17083,"Jersey County, IL",28961.576
cty17085,"Jo Daviess County, IL",28305.584
cty17087,"Johnson County, IL",
cty17157,"Randolph County, IL",27391.904
cty17093,"Kendall County, IL",27383.039
cty17139,"Moultrie County, IL",27176.023
cty17131,"Mercer County, IL",27083.406
cty17141,"Ogle County, IL",27054.727
cty17149,"Pike County, IL",26919.689
cty17111,"McHenry County, IL",26248.27
cty17173,"Shelby County, IL",25504.348
cty17189,"Washington County, IL",25170.553
cty17099,"LaSalle County, IL",24590.738
cty17137,"Morgan County, IL",24205.086
cty17117,"Macoupin County, IL",23691.449
cty17109,"McDonough County, IL",23353.094
cty17103,"Lee County, IL",23250.15
cty17181,"Union County, IL",22609.949
cty17165,"Saline County, IL",22607.141
cty17185,"Wabash County, IL",22444.416
cty17179,"Tazewell County, IL",22314.691
cty17089,"Kane County, IL",21593.334
cty17097,"Lake County, IL",21572.512
cty17105,"Livingston County, IL",21303.639
cty17135,"Montgomery County, IL",21025.83
cty17161,"Rock Island County, IL",20664.234
cty17119,"Madison County, IL",20349.807
cty17091,"Kankakee County, IL",19846.236
cty17159,"Richland County, IL",19800.195
cty17101,"Lawrence County, IL",18931.604
cty17121,"Marion County, IL",18783.639
cty17183,"Vermilion County, IL",17892.824
cty17095,"Knox County, IL",17745.641
cty17143,"Peoria County, IL",17580.457
cty17177,"Stephenson County, IL",17570.293
cty17187,"Warren County, IL",17567.596
cty17113,"McLean County, IL",17463.904
cty17145,"Perry County, IL",17332.402
cty17127,"Massac County, IL",17212.811
cty17125,"Mason County, IL",17114.352
cty17107,"Logan County, IL",16929.115
cty17115,"Macon County, IL",16831.617
cty17123,"Marshall County, IL",
cty17129,"Menard County, IL",
cty17147,"Piatt County, IL",
cty17153,"Pulaski County, IL",
cty17163,"St. Clair County, IL",16259.598
cty17167,"Sangamon County, IL",14903.979
cty17169,"Schuyler County, IL",
cty17171,"Scott County, IL",
cty18087,"LaGrange County, IN",38480.074
cty18073,"Jasper County, IN",31437.791
cty18037,"Dubois County, IN",27689.195
cty19005,"Allamakee County, IA",27004.238
cty18113,"Noble County, IN",26485.793
cty18045,"Fountain County, IN",25644.838
cty18179,"Wells County, IN",25070.566
cty18181,"White County, IN",25065.174
cty18175,"Washington County, IN",24640.582
cty18077,"Jefferson County, IN",24577.326
cty18027,"Daviess County, IN",24377.471
cty18173,"Warrick County, IN",24267.822
cty17203,"Woodford County, IL",24110.643
cty18063,"Hendricks County, IN",23610.932
cty18127,"Porter County, IN",23557.637
cty18131,"Pulaski County, IN",23428.602
cty18085,"Kosciusko County, IN",23417.072
cty18039,"Elkhart County, IN",23120.371
cty17193,"White County, IL",22868.002
cty17191,"Wayne County, IL",22776.768
cty18031,"Decatur County, IN",22704.496
cty18059,"Hancock County, IN",22551.836
cty18047,"Franklin County, IN",22301.92
cty18117,"Orange County, IN",22218.529
cty18111,"Newton County, IN",22175.268
cty18099,"Marshall County, IN",22159.896
cty18183,"Whitley County, IN",22027.949
cty18061,"Harrison County, IN",21918.213
cty18147,"Spencer County, IN",21882.121
cty18121,"Parke County, IN",21874.563
cty19007,"Appanoose County, IA",21845.832
cty17197,"Will County, IL",21819.736
cty18009,"Blackford County, IN",21485.309
cty18153,"Sullivan County, IN",21462.844
cty18123,"Perry County, IN",21426.672
cty18057,"Hamilton County, IN",21416.309
cty18051,"Gibson County, IN",21369.654
cty18049,"Fulton County, IN",21367.676
cty18079,"Jennings County, IN",21159.6
cty18135,"Randolph County, IN",21120.002
cty18081,"Johnson County, IN",20780.359
cty18029,"Dearborn County, IN",20536.58
cty18155,"Switzerland County, IN",20505.08
cty18107,"Montgomery County, IN",20468.736
cty18055,"Greene County, IN",20374.475
cty17195,"Whiteside County, IL",20356.256
cty18093,"Lawrence County, IN",19850.852
cty18089,"Lake County, IN",19824.902
cty18129,"Posey County, IN",19704.932
cty18083,"Knox County, IN",19675.689
cty18013,"Brown County, IN",19612.881
cty18159,"Tipton County, IN",19542.676
cty18019,"Clark County, IN",19436.824
cty18143,"Scott County, IN",19355.543
cty18071,"Jackson County, IN",19150.334
cty18133,"Putnam County, IN",19034.764
cty18069,"Huntington County, IN",19025.73
cty18021,"Clay County, IN",19011.182
cty18001,"Adams County, IN",18990.15
cty18151,"Steuben County, IN",18923.191
cty18091,"LaPorte County, IN",18891.033
cty18157,"Tippecanoe County, IN",18887.021
cty18033,"DeKalb County, IN",18882.492
cty18075,"Jay County, IN",18840.611
cty18149,"Starke County, IN",18637.719
cty18011,"Boone County, IN",18634.82
cty17199,"Williamson County, IL",18630.68
cty18017,"Cass County, IN",18357.771
cty18103,"Miami County, IN",18334.57
cty18023,"Clinton County, IN",18289.193
cty18005,"Bartholomew County, IN",18247.631
cty18105,"Monroe County, IN",18236.686
cty18169,"Wabash County, IN",17873.682
cty18109,"Morgan County, IN",17846.848
cty18141,"St. Joseph County, IN",17730.279
cty18137,"Ripley County, IN",17671.342
cty18119,"Owen County, IN",17529.391
cty18067,"Howard County, IN",17327.143
cty17201,"Winnebago County, IL",17215.918
cty18165,"Vermillion County, IN",17127.496
cty18003,"Allen County, IN",16437.625
cty18007,"Benton County, IN",
cty18015,"Carroll County, IN",15703.336
cty18025,"Crawford County, IN",
cty18065,"Henry County, IN",17077.344
cty18035,"Delaware County, IN",16958.205
cty18177,"Wayne County, IN",15301.118
cty18043,"Floyd County, IN",15193.745
cty18095,"Madison County, IN",15150.781
cty18041,"Fayette County, IN",14277.147
cty18097,"Marion County, IN",12557.689
cty18101,"Martin County, IN",
cty18115,"Ohio County, IN",
cty18125,"Pike County, IN",
cty18145,"Shelby County, IN",17509.354
cty18139,"Rush County, IN",16727.736
cty18161,"Union County, IN",
cty18167,"Vigo County, IN",17099.25
cty18163,"Vanderburgh County, IN",16482.633
cty18053,"Grant County, IN",13804.008
cty18171,"Warren County, IN",
