cty,Name,Individual_income_For_Children_Born_in_1978_rP_gF_p1
cty29201,"Scott County, MO",14232.797
cty29187,"St. Francois County, MO",14091.211
cty29229,"Wright County, MO",13840.097
cty29177,"Ray County, MO",13696.66
cty29217,"Vernon County, MO",13388.473
cty29181,"Ripley County, MO",13249.975
cty29159,"Pettis County, MO",13063.648
cty29163,"Pike County, MO",12344.508
cty29171,"Putnam County, MO",
cty29173,"Ralls County, MO",
cty29175,"Randolph County, MO",14523.211
cty29179,"Reynolds County, MO",
cty29185,"St. Clair County, MO",
cty29186,"Ste. Genevieve County, MO",12149.396
cty29199,"Scotland County, MO",
cty29203,"Shannon County, MO",
cty29205,"Shelby County, MO",
cty29207,"Stoddard County, MO",12890.204
cty29211,"Sullivan County, MO",
cty29221,"Washington County, MO",12075.12
cty29223,"Wayne County, MO",
cty29225,"Webster County, MO",11996.323
cty30001,"Beaverhead County, MT",
cty30003,"Big Horn County, MT",
cty30017,"Custer County, MT",
cty30021,"Dawson County, MT",
cty30023,"Deer Lodge County, MT",
cty30027,"Fergus County, MT",
cty30035,"Glacier County, MT",
cty30043,"Jefferson County, MT",
cty30053,"Lincoln County, MT",13189.779
cty30065,"Musselshell County, MT",
cty30067,"Park County, MT",
cty30077,"Powell County, MT",
cty30081,"Ravalli County, MT",19328.686
cty30083,"Richland County, MT",
cty30085,"Roosevelt County, MT",
cty30087,"Rosebud County, MT",
cty30089,"Sanders County, MT",
cty31025,"Cass County, NE",22516.096
cty31019,"Buffalo County, NE",21389.396
cty30093,"Silver Bow County, MT",18561.424
cty30101,"Toole County, MT",
cty30105,"Valley County, MT",
cty31001,"Adams County, NE",24219.613
cty30111,"Yellowstone County, MT",20134.453
cty31003,"Antelope County, NE",
cty31011,"Boone County, NE",
cty31013,"Box Butte County, NE",
cty31021,"Burt County, NE",
cty31023,"Butler County, NE",
cty31027,"Cedar County, NE",
cty31031,"Cherry County, NE",
cty31033,"Cheyenne County, NE",
cty31035,"Clay County, NE",
cty31037,"Colfax County, NE",
cty31039,"Cuming County, NE",
cty31041,"Custer County, NE",
cty31067,"Gage County, NE",21577.902
cty31053,"Dodge County, NE",21003.148
cty31043,"Dakota County, NE",19180.639
cty31045,"Dawes County, NE",
cty31119,"Madison County, NE",20883.477
cty31079,"Hall County, NE",18901.236
cty31055,"Douglas County, NE",18293.316
cty31047,"Dawson County, NE",17662.193
cty31081,"Hamilton County, NE",
cty31089,"Holt County, NE",
cty31093,"Howard County, NE",
cty31095,"Jefferson County, NE",
cty31099,"Kearney County, NE",
cty31101,"Keith County, NE",
cty31107,"Knox County, NE",
cty31141,"Platte County, NE",23543.553
cty31109,"Lancaster County, NE",18360.922
cty31111,"Lincoln County, NE",18286.473
cty31121,"Merrick County, NE",
cty31127,"Nemaha County, NE",
cty31131,"Otoe County, NE",
cty31137,"Phelps County, NE",
cty31139,"Pierce County, NE",
cty31145,"Red Willow County, NE",
cty31147,"Richardson County, NE",
cty31151,"Saline County, NE",
cty31153,"Sarpy County, NE",21350.777
cty31155,"Saunders County, NE",20039.596
cty31157,"Scotts Bluff County, NE",18255.793
cty31159,"Seward County, NE",
cty31161,"Sheridan County, NE",
cty31167,"Stanton County, NE",
cty31169,"Thayer County, NE",
cty31173,"Thurston County, NE",
cty31177,"Washington County, NE",
cty31179,"Wayne County, NE",
cty31185,"York County, NE",
cty34003,"Bergen County, NJ",32221.842
cty34027,"Morris County, NJ",29328.547
cty34035,"Somerset County, NJ",28032.033
cty34023,"Middlesex County, NJ",27634.795
cty34019,"Hunterdon County, NJ",27203.654
cty34017,"Hudson County, NJ",26146.547
cty33003,"Carroll County, NH",24539.521
cty34013,"Essex County, NJ",24027.838
cty34025,"Monmouth County, NJ",23932.453
cty34021,"Mercer County, NJ",23902.824
cty34005,"Burlington County, NJ",23559.711
cty34031,"Passaic County, NJ",23512.572
cty33015,"Rockingham County, NH",23197.707
cty32005,"Douglas County, NV",22127.453
cty34029,"Ocean County, NJ",22094.879
cty34009,"Cape May County, NJ",21745.359
cty34015,"Gloucester County, NJ",21687.539
cty33011,"Hillsborough County, NH",21433.398
cty33009,"Grafton County, NH",21037.416
cty34007,"Camden County, NJ",20820.109
cty32023,"Nye County, NV",20734.564
cty33013,"Merrimack County, NH",20577.621
cty34033,"Salem County, NJ",20415.713
cty32003,"Clark County, NV",20340.004
cty34011,"Cumberland County, NJ",20272.764
cty33005,"Cheshire County, NH",20122.531
cty34001,"Atlantic County, NJ",20072.271
cty32031,"Washoe County, NV",19867.113
cty32007,"Elko County, NV",19474.518
cty33007,"Coos County, NH",18292.297
cty32019,"Lyon County, NV",17273.633
cty32001,"Churchill County, NV",16862.195
cty32013,"Humboldt County, NV",
cty32033,"White Pine County, NV",
cty34039,"Union County, NJ",27060.732
cty34037,"Sussex County, NJ",25106.898
cty36001,"Albany County, NY",23405.338
cty36027,"Dutchess County, NY",22933.34
cty36005,"Bronx County, NY",21975.236
cty36039,"Greene County, NY",21909.637
cty35049,"Santa Fe County, NM",21287.793
cty36029,"Erie County, NY",21121.529
cty34041,"Warren County, NJ",20651.629
cty35043,"Sandoval County, NM",20319.459
cty35047,"San Miguel County, NM",19500.596
cty36021,"Columbia County, NY",19323.822
cty36011,"Cayuga County, NY",19035.748
cty33001,"Belknap County, NH",18994.053
cty36007,"Broome County, NY",18962.594
cty35013,"Do±íáüna County, NM",18573.512
cty36031,"Essex County, NY",18363.807
cty36023,"Cortland County, NY",18244.527
cty36009,"Cattaraugus County, NY",18187.99
cty35001,"Bernalillo County, NM",18045.246
cty35039,"Rio Arriba County, NM",17942.436
cty36019,"Clinton County, NY",17646.184
cty36017,"Chenango County, NY",17614.414
cty36033,"Franklin County, NY",17554.662
cty32510,"Carson City, NV",17408.588
cty36025,"Delaware County, NY",17196.719
cty36035,"Fulton County, NY",17071.506
cty33017,"Strafford County, NH",16993.879
cty36037,"Genesee County, NY",16643.701
cty33019,"Sullivan County, NH",16546.256
cty36013,"Chautauqua County, NY",16357.319
cty35017,"Grant County, NM",16243.473
cty35031,"McKinley County, NM",16012.783
cty35045,"San Juan County, NM",15605.259
cty35035,"Otero County, NM",15485.159
cty35061,"Valencia County, NM",14902.696
cty35009,"Curry County, NM",14677.44
cty35041,"Roosevelt County, NM",14619.672
cty35015,"Eddy County, NM",14246.69
cty35025,"Lea County, NM",13236.873
cty35005,"Chaves County, NM",13155.005
cty35006,"Cibola County, NM",12522.37
cty35007,"Colfax County, NM",
cty35023,"Hidalgo County, NM",
cty35027,"Lincoln County, NM",
cty35028,"Los Alamos County, NM",
cty35029,"Luna County, NM",9492.5156
cty35037,"Quay County, NM",
cty35051,"Sierra County, NM",
cty35053,"Socorro County, NM",
cty35055,"Taos County, NM",
cty35057,"Torrance County, NM",
cty35059,"Union County, NM",
cty36079,"Putnam County, NY",29887.701
cty36059,"Nassau County, NY",29615.402
cty36119,"Westchester County, NY",27519.984
cty36085,"Richmond County, NY",27178.037
cty36103,"Suffolk County, NY",25924.863
cty36081,"Queens County, NY",25741.279
cty39137,"Putnam County, OH",25517.193
cty39107,"Mercer County, OH",25483.627
cty36087,"Rockland County, NY",25402.859
cty36061,"New York County, NY",25198.957
cty36047,"Kings County, NY",22978.451
cty36077,"Otsego County, NY",22734.359
cty36111,"Ulster County, NY",21999.088
cty36091,"Saratoga County, NY",21245.875
cty39159,"Union County, OH",20372.514
cty36069,"Ontario County, NY",20284.053
cty40017,"Canadian County, OK",20157.25
cty36115,"Washington County, NY",20005.93
cty36051,"Livingston County, NY",19813.148
cty36083,"Rensselaer County, NY",19795.715
cty37015,"Bertie County, NC",19634.959
cty36099,"Seneca County, NY",19444.209
cty36071,"Orange County, NY",19432.74
cty36055,"Monroe County, NY",19427.209
cty36123,"Yates County, NY",19272.33
cty36043,"Herkimer County, NY",19248.781
cty36067,"Onondaga County, NY",18952.965
cty36065,"Oneida County, NY",18905.777
cty36105,"Sullivan County, NY",18870.016
cty36121,"Wyoming County, NY",18868.074
cty36109,"Tompkins County, NY",18491.381
cty36057,"Montgomery County, NY",18336.576
cty39173,"Wood County, OH",18333.379
cty36095,"Schoharie County, NY",18192.633
cty36093,"Schenectady County, NY",18166.895
cty36073,"Orleans County, NY",18084.439
cty36097,"Schuyler County, NY",18053.551
cty40015,"Caddo County, OK",17994.576
cty40027,"Cleveland County, OK",17687.748
cty39149,"Shelby County, OH",17534.486
cty36113,"Warren County, NY",17393.672
cty36117,"Wayne County, NY",17376.262
cty39117,"Morrow County, OH",17368.904
cty39165,"Warren County, OH",17315.311
cty36063,"Niagara County, NY",17112.041
cty39147,"Seneca County, OH",17078.666
cty36101,"Steuben County, NY",16755.777
cty40031,"Comanche County, OK",16516.188
cty36089,"St. Lawrence County, NY",16302.404
cty39161,"Van Wert County, OH",16268.957
cty36049,"Lewis County, NY",16009.366
cty36107,"Tioga County, NY",15992.07
cty39123,"Ottawa County, OH",15743.475
cty39109,"Miami County, OH",15579.239
cty39125,"Paulding County, OH",15459.639
cty36053,"Madison County, NY",15261.985
cty40019,"Carter County, OK",15228.532
cty39169,"Wayne County, OH",15131.511
cty37009,"Ashe County, NC",15029.345
cty39153,"Summit County, OH",14986.093
cty37013,"Beaufort County, NC",14920.987
cty36045,"Jefferson County, NY",14636.862
cty39113,"Montgomery County, OH",14605.89
cty37001,"Alamance County, NC",14045.872
cty40013,"Bryan County, OK",13989.387
cty39105,"Meigs County, OH",13692.592
cty36075,"Oswego County, NY",13127.305
cty37007,"Anson County, NC",13101.104
cty37019,"Brunswick County, NC",12945.913
cty37017,"Bladen County, NC",12795.205
cty37003,"Alexander County, NC",10790.49
cty37005,"Alleghany County, NC",
cty37011,"Avery County, NC",
cty37055,"Dare County, NC",24619.08
cty37123,"Montgomery County, NC",19895.867
cty37113,"Macon County, NC",19200.6
cty37091,"Hertford County, NC",18766.262
cty37079,"Greene County, NC",17644.346
cty37119,"Mecklenburg County, NC",17535.289
cty37101,"Johnston County, NC",17178.309
cty37077,"Granville County, NC",17148.277
cty37063,"Durham County, NC",17007.176
cty37127,"Nash County, NC",16835.035
cty37117,"Martin County, NC",16743.711
cty37093,"Hoke County, NC",16692.703
cty37105,"Lee County, NC",16335.867
cty37085,"Harnett County, NC",15996.501
cty37049,"Craven County, NC",15788.349
cty37021,"Buncombe County, NC",15631.415
cty37069,"Franklin County, NC",15626.26
cty37023,"Burke County, NC",14726.973
cty37065,"Edgecombe County, NC",14600.65
cty37025,"Cabarrus County, NC",13197.657
cty37027,"Caldwell County, NC",10739.549
cty37029,"Camden County, NC",
cty37031,"Carteret County, NC",17026.396
cty37037,"Chatham County, NC",16587.797
cty37047,"Columbus County, NC",15692.919
cty37081,"Guilford County, NC",15655.713
cty37067,"Forsyth County, NC",15396.932
cty37089,"Henderson County, NC",15071.297
cty37107,"Lenoir County, NC",14777.3
cty37125,"Moore County, NC",14715.031
cty37051,"Cumberland County, NC",14244.579
cty37041,"Chowan County, NC",14166.851
cty37039,"Cherokee County, NC",13941.451
cty37109,"Lincoln County, NC",13821.787
cty37083,"Halifax County, NC",13506.607
cty37097,"Iredell County, NC",13436.646
cty37087,"Haywood County, NC",13355.31
cty37061,"Duplin County, NC",13025.775
cty37057,"Davidson County, NC",12931.201
cty37099,"Jackson County, NC",12473.195
cty37033,"Caswell County, NC",12364.678
cty37111,"McDowell County, NC",12172.831
cty37035,"Catawba County, NC",11988.418
cty37043,"Clay County, NC",
cty37059,"Davie County, NC",12068.978
cty37045,"Cleveland County, NC",10828.399
cty37053,"Currituck County, NC",
cty37071,"Gaston County, NC",11439.503
cty37103,"Jones County, NC",
cty37115,"Madison County, NC",
cty37121,"Mitchell County, NC",
cty38089,"Stark County, ND",24717.855
cty37135,"Orange County, NC",20414.168
cty37169,"Stokes County, NC",20041.195
cty37189,"Watauga County, NC",19475.508
cty37183,"Wake County, NC",19097.498
cty37133,"Onslow County, NC",17082.748
cty37131,"Northampton County, NC",16836.398
cty37129,"New Hanover County, NC",15785.407
cty37137,"Pamlico County, NC",
cty37163,"Sampson County, NC",17809.6
cty37185,"Warren County, NC",17471.061
cty37179,"Union County, NC",16505.16
cty37145,"Person County, NC",16499.703
cty37195,"Wilson County, NC",16479.158
cty37147,"Pitt County, NC",14887.453
cty37139,"Pasquotank County, NC",14785.112
cty37167,"Stanly County, NC",14103.356
cty37151,"Randolph County, NC",13885.907
cty37141,"Pender County, NC",13495.762
cty37143,"Perquimans County, NC",
cty37149,"Polk County, NC",
cty38015,"Burleigh County, ND",25349.734
cty38059,"Morton County, ND",25014.172
cty38035,"Grand Forks County, ND",21656.424
cty38017,"Cass County, ND",20747.648
cty38093,"Stutsman County, ND",19461.916
cty38101,"Ward County, ND",19165.957
cty37155,"Robeson County, NC",14207.727
cty37193,"Wilkes County, NC",13880.755
cty37191,"Wayne County, NC",13869.679
cty38105,"Williams County, ND",13689.159
cty37171,"Surry County, NC",13550.133
cty37181,"Vance County, NC",13166.179
cty37165,"Scotland County, NC",13028.979
cty37153,"Richmond County, NC",13025.554
cty37197,"Yadkin County, NC",12610.449
cty37159,"Rowan County, NC",12429.63
cty37161,"Rutherford County, NC",12361.476
cty37157,"Rockingham County, NC",11375.703
cty37173,"Swain County, NC",
cty37175,"Transylvania County, NC",11732.543
cty37187,"Washington County, NC",
cty37199,"Yancey County, NC",
cty38003,"Barnes County, ND",
cty38009,"Bottineau County, ND",
cty38071,"Ramsey County, ND",
cty38077,"Richland County, ND",
cty38079,"Rolette County, ND",
cty38097,"Traill County, ND",
cty38099,"Walsh County, ND",
cty39055,"Geauga County, OH",20606.525
cty39085,"Lake County, OH",20429.396
cty39103,"Medina County, OH",19912.293
cty39035,"Cuyahoga County, OH",19659.098
cty39011,"Auglaize County, OH",18428.934
cty39019,"Carroll County, OH",17252.369
cty39083,"Knox County, OH",17209.168
cty39099,"Mahoning County, OH",16861.939
cty39063,"Hancock County, OH",16792.227
cty39051,"Fulton County, OH",16756.834
cty39037,"Darke County, OH",16724.803
cty39005,"Ashland County, OH",16641.416
cty39061,"Hamilton County, OH",16622.563
cty39049,"Franklin County, OH",16574.857
cty39007,"Ashtabula County, OH",16380.92
cty39065,"Hardin County, OH",16304.04
cty39097,"Madison County, OH",16192.461
cty39089,"Licking County, OH",16022.54
cty39025,"Clermont County, OH",15907.123
cty39093,"Lorain County, OH",15870.198
cty39091,"Logan County, OH",15856.788
cty39077,"Huron County, OH",15682.379
cty39041,"Delaware County, OH",15644.713
cty39047,"Fayette County, OH",15612.022
cty39039,"Defiance County, OH",15575.364
cty39045,"Fairfield County, OH",15391.368
cty39043,"Erie County, OH",15355.938
cty39017,"Butler County, OH",15105.333
cty39033,"Crawford County, OH",14943.856
cty39071,"Highland County, OH",14835.547
cty39057,"Greene County, OH",14795.955
cty39003,"Allen County, OH",14686.126
cty39027,"Clinton County, OH",14653.582
cty39095,"Lucas County, OH",14619.587
cty39029,"Columbiana County, OH",14445.936
cty39067,"Harrison County, OH",14394.042
cty39015,"Brown County, OH",14298.637
cty39081,"Jefferson County, OH",14137.818
cty39009,"Athens County, OH",13740.686
cty39059,"Guernsey County, OH",13659.673
cty39013,"Belmont County, OH",13606.898
cty39101,"Marion County, OH",13490.636
cty39069,"Henry County, OH",13453.047
cty39075,"Holmes County, OH",13346.683
cty39079,"Jackson County, OH",12899.925
cty39087,"Lawrence County, OH",12625.097
cty39021,"Champaign County, OH",11643.358
cty39053,"Gallia County, OH",11589.817
cty39023,"Clark County, OH",11267.236
cty39001,"Adams County, OH",10643.755
cty39073,"Hocking County, OH",10299.454
cty39031,"Coshocton County, OH",8225.3613
cty39111,"Monroe County, OH",
cty39133,"Portage County, OH",17721.605
cty40021,"Cherokee County, OK",14160.386
cty40001,"Adair County, OK",14032.855
cty40009,"Beckham County, OK",13820.046
cty39119,"Muskingum County, OH",11935.175
cty39115,"Morgan County, OH",11214.428
cty39121,"Noble County, OH",
cty39135,"Preble County, OH",17669.518
cty39143,"Sandusky County, OH",17112.801
cty39155,"Trumbull County, OH",15350.439
cty39167,"Washington County, OH",15171.297
cty39175,"Wyandot County, OH",15043.898
cty39151,"Stark County, OH",14553.927
cty39171,"Williams County, OH",14213.806
cty39139,"Richland County, OH",12505.178
cty39157,"Tuscarawas County, OH",11352.022
cty39145,"Scioto County, OH",11336.585
cty39127,"Perry County, OH",10999.231
cty39129,"Pickaway County, OH",10864.186
cty39163,"Vinton County, OH",10569.804
cty39131,"Pike County, OH",9200.04
cty39141,"Ross County, OH",7069.2461
cty40005,"Atoka County, OK",
cty40011,"Blaine County, OK",
cty40023,"Choctaw County, OK",
cty40029,"Coal County, OK",
cty40033,"Cotton County, OK",
cty40035,"Craig County, OK",
cty40065,"Jackson County, OK",17879.006
cty40039,"Custer County, OK",17491.736
cty40047,"Garfield County, OK",15474.528
cty40041,"Delaware County, OK",15261.325
cty40037,"Creek County, OK",14514.793
cty40051,"Grady County, OK",14372.095
cty40071,"Kay County, OK",12521.025
cty40049,"Garvin County, OK",10875.466
cty40055,"Greer County, OK",
cty40061,"Haskell County, OK",
cty40063,"Hughes County, OK",
cty40067,"Jefferson County, OK",
cty40069,"Johnston County, OK",
cty40073,"Kingfisher County, OK",
cty40075,"Kiowa County, OK",
cty40077,"Latimer County, OK",
cty40139,"Texas County, OK",21095.451
cty40147,"Washington County, OK",17332.918
cty40113,"Osage County, OK",17310.996
cty40087,"McClain County, OK",16807.057
cty40143,"Tulsa County, OK",16153.439
cty40097,"Mayes County, OK",15956.312
cty40131,"Rogers County, OK",15754.396
cty40123,"Pontotoc County, OK",15734.667
cty40111,"Okmulgee County, OK",15695.74
cty40109,"Oklahoma County, OK",15610.358
cty40133,"Seminole County, OK",15520.522
cty40117,"Pawnee County, OK",15471.542
cty40145,"Wagoner County, OK",15164.802
cty40083,"Logan County, OK",14001.023
cty40115,"Ottawa County, OK",13850.976
cty40119,"Payne County, OK",13728.86
cty40135,"Sequoyah County, OK",13575.327
cty40101,"Muskogee County, OK",13481.009
cty40125,"Pottawatomie County, OK",13401.779
cty40121,"Pittsburg County, OK",13206.9
cty40089,"McCurtain County, OK",12977.916
cty40137,"Stephens County, OK",11372.713
cty40091,"McIntosh County, OK",10607.398
cty40081,"Lincoln County, OK",10097.004
cty40079,"Le Flore County, OK",9623.6318
cty40085,"Love County, OK",
cty40093,"Major County, OK",
cty40095,"Marshall County, OK",
cty40099,"Murray County, OK",
cty40103,"Noble County, OK",
cty40105,"Nowata County, OK",
cty40107,"Okfuskee County, OK",
cty40127,"Pushmataha County, OK",
cty40141,"Tillman County, OK",
cty40149,"Washita County, OK",
cty40151,"Woods County, OK",
cty42029,"Chester County, PA",24813.822
cty42017,"Bucks County, PA",24527.24
cty42001,"Adams County, PA",21011.971
cty41017,"Deschutes County, OR",20507.984
cty41065,"Wasco County, OR",20405.766
cty42011,"Berks County, PA",20188.408
cty42003,"Allegheny County, PA",19757.15
cty42025,"Carbon County, PA",19462.654
cty42021,"Cambria County, PA",19225.387
cty42027,"Centre County, PA",19161.02
cty41067,"Washington County, OR",19115.063
cty41027,"Hood River County, OR",18974.258
cty41029,"Jackson County, OR",18834.182
cty41059,"Umatilla County, OR",18711.145
cty42019,"Butler County, PA",18572.09
cty41031,"Jefferson County, OR",18419.063
cty41051,"Multnomah County, OR",18342.563
cty41057,"Tillamook County, OR",18335.16
cty42005,"Armstrong County, PA",18208.539
cty41061,"Union County, OR",18087.305
cty41003,"Benton County, OR",17927.07
cty41005,"Clackamas County, OR",17736.316
cty41007,"Clatsop County, OR",17728.186
cty42007,"Beaver County, PA",17573.227
cty41001,"Baker County, OR",17128.027
cty42009,"Bedford County, PA",16792.246
cty41047,"Marion County, OR",16765.842
cty41011,"Coos County, OR",16547.213
cty41045,"Malheur County, OR",16490.338
cty41039,"Lane County, OR",16231.756
cty41053,"Polk County, OR",16130.228
cty41071,"Yamhill County, OR",15916.444
cty41035,"Klamath County, OR",15549.179
cty42031,"Clarion County, PA",15484.327
cty42015,"Bradford County, PA",15295.286
cty41009,"Columbia County, OR",15019.932
cty41019,"Douglas County, OR",14956.495
cty41033,"Josephine County, OR",14908.09
cty42013,"Blair County, PA",14725.917
cty40153,"Woodward County, OK",14614.395
cty41043,"Linn County, OR",14236.498
cty41041,"Lincoln County, OR",13920.065
cty41013,"Crook County, OR",13295.508
cty41015,"Curry County, OR",
cty41023,"Grant County, OR",
cty41025,"Harney County, OR",
cty41037,"Lake County, OR",
cty41049,"Morrow County, OR",
cty41063,"Wallowa County, OR",
cty42023,"Cameron County, PA",
cty42091,"Montgomery County, PA",25191.748
cty44001,"Bristol County, RI",24715.73
cty42045,"Delaware County, PA",23814.963
cty42041,"Cumberland County, PA",22847.186
cty42127,"Wayne County, PA",22655.846
cty42095,"Northampton County, PA",21717.043
cty44003,"Kent County, RI",21688.479
cty42089,"Monroe County, PA",21458.877
cty42077,"Lehigh County, PA",20982.264
cty42069,"Lackawanna County, PA",20611.613
cty42119,"Union County, PA",20519.021
cty42103,"Pike County, PA",20491.287
cty42079,"Luzerne County, PA",20445.25
cty42075,"Lebanon County, PA",20348.145
cty42047,"Elk County, PA",20124.105
cty42129,"Westmoreland County, PA",20121.086
cty42101,"Philadelphia County, PA",19998.486
cty42055,"Franklin County, PA",19806.283
cty42097,"Northumberland County, PA",19731.354
cty42043,"Dauphin County, PA",19322.465
cty42063,"Indiana County, PA",19268.338
cty42131,"Wyoming County, PA",19110.316
cty42125,"Washington County, PA",19101.053
cty42037,"Columbia County, PA",18974.27
cty42109,"Snyder County, PA",18921.514
cty42107,"Schuylkill County, PA",18585.363
cty42133,"York County, PA",18284.354
cty42061,"Huntingdon County, PA",18082.02
cty42035,"Clinton County, PA",18043.592
cty42071,"Lancaster County, PA",18003.938
cty42123,"Warren County, PA",17955.49
cty42115,"Susquehanna County, PA",17939.893
cty42073,"Lawrence County, PA",17881.48
cty42065,"Jefferson County, PA",17786.254
cty42099,"Perry County, PA",17396.113
cty42059,"Greene County, PA",17314.922
cty42033,"Clearfield County, PA",16846.488
cty42111,"Somerset County, PA",16629.143
cty42083,"McKean County, PA",16185.04
cty42081,"Lycoming County, PA",16017.557
cty42085,"Mercer County, PA",15158.803
cty42049,"Erie County, PA",14957.895
cty42039,"Crawford County, PA",14572.484
cty42051,"Fayette County, PA",14542.941
cty42057,"Fulton County, PA",
cty42067,"Juniata County, PA",
cty42087,"Mifflin County, PA",14104.535
cty42093,"Montour County, PA",
cty44007,"Providence County, RI",22409.809
cty44009,"Washington County, RI",22064.582
cty44005,"Newport County, RI",19521.869
cty45035,"Dorchester County, SC",18767.582
cty45049,"Hampton County, SC",18224.721
cty45013,"Beaufort County, SC",18114.436
cty46005,"Beadle County, SD",18006.557
cty45019,"Charleston County, SC",17986.072
cty45075,"Orangeburg County, SC",17088.738
cty45041,"Florence County, SC",17076.275
cty45027,"Clarendon County, SC",16862.766
cty45015,"Berkeley County, SC",16371.197
cty45079,"Richland County, SC",16080.161
cty45037,"Edgefield County, SC",15817.278
cty45051,"Horry County, SC",15746.68
cty45009,"Bamberg County, SC",15734.256
cty45053,"Jasper County, SC",15730.398
cty45089,"Williamsburg County, SC",15577.904
cty45063,"Lexington County, SC",15577.882
cty45023,"Chester County, SC",15158.915
cty45087,"Union County, SC",15119.996
cty45061,"Lee County, SC",15039.384
cty45071,"Newberry County, SC",14997.578
cty45055,"Kershaw County, SC",14711.294
cty45001,"Abbeville County, SC",14704.42
cty45091,"York County, SC",14530.121
cty45085,"Sumter County, SC",14480.544
cty45047,"Greenwood County, SC",13701.763
cty45003,"Aiken County, SC",13097.127
cty45005,"Allendale County, SC",
cty45029,"Colleton County, SC",15061.532
cty45081,"Saluda County, SC",14526.403
cty45059,"Laurens County, SC",14520.038
cty45031,"Darlington County, SC",14439.575
cty45043,"Georgetown County, SC",14434.896
cty45067,"Marion County, SC",14428.615
cty45011,"Barnwell County, SC",14038.732
cty45045,"Greenville County, SC",13907.451
cty45039,"Fairfield County, SC",13786.963
cty45083,"Spartanburg County, SC",12937.725
cty45057,"Lancaster County, SC",12722.716
cty45025,"Chesterfield County, SC",12601.639
cty45033,"Dillon County, SC",11715.126
cty45017,"Calhoun County, SC",11419.248
cty45077,"Pickens County, SC",11379.558
cty45073,"Oconee County, SC",10964.65
cty45007,"Anderson County, SC",10945.265
cty45069,"Marlboro County, SC",10657.375
cty45021,"Cherokee County, SC",9151.3555
cty45065,"McCormick County, SC",
cty46009,"Bon Homme County, SD",
cty46013,"Brown County, SD",21859.982
cty46011,"Brookings County, SD",21368.883
cty46019,"Butte County, SD",
cty46023,"Charles Mix County, SD",
cty46027,"Clay County, SD",
cty46135,"Yankton County, SD",23237.402
cty46029,"Codington County, SD",22522.555
cty46033,"Custer County, SD",
cty46035,"Davison County, SD",22252.4
cty46037,"Day County, SD",
cty46047,"Fall River County, SD",
cty46051,"Grant County, SD",
cty46065,"Hughes County, SD",22315.434
cty46067,"Hutchinson County, SD",
cty46079,"Lake County, SD",
cty46099,"Minnehaha County, SD",21609.572
cty46083,"Lincoln County, SD",21413.127
cty46081,"Lawrence County, SD",18421.619
cty46103,"Pennington County, SD",17497.711
cty47021,"Cheatham County, TN",16961.346
cty46093,"Meade County, SD",16214.976
cty46101,"Moody County, SD",
cty46109,"Roberts County, SD",
cty46113,,
cty46115,"Spink County, SD",
cty46121,"Todd County, SD",
cty46123,"Tripp County, SD",
cty46125,"Turner County, SD",
cty46127,"Union County, SD",
cty46129,"Walworth County, SD",
cty47043,"Dickson County, TN",15885.933
cty47035,"Cumberland County, TN",15420.659
cty47037,"Davidson County, TN",15334.89
cty47023,"Chester County, TN",15328.34
cty47015,"Cannon County, TN",14773.679
cty47041,"DeKalb County, TN",14597.007
cty47001,"Anderson County, TN",13731.761
cty47003,"Bedford County, TN",13584.912
cty47025,"Claiborne County, TN",13216.427
cty47009,"Blount County, TN",12525.105
cty47029,"Cocke County, TN",11559.024
cty47031,"Coffee County, TN",11216.466
cty47019,"Carter County, TN",11123.684
cty47013,"Campbell County, TN",10557.452
cty47011,"Bradley County, TN",10201.047
cty47017,"Carroll County, TN",9073.0918
cty47005,"Benton County, TN",8781.8564
cty47007,"Bledsoe County, TN",
cty47027,"Clay County, TN",
cty47033,"Crockett County, TN",
cty47039,"Decatur County, TN",
cty47103,"Lincoln County, TN",18264.4
cty47117,"Marshall County, TN",17082.521
cty47055,"Giles County, TN",15774.776
cty47133,"Overton County, TN",15698.123
cty47047,"Fayette County, TN",15527.015
cty47147,"Robertson County, TN",15167.84
cty47085,"Humphreys County, TN",15014.211
cty47111,"Macon County, TN",14722.699
cty47105,"Loudon County, TN",14581.059
cty47077,"Henderson County, TN",14404.641
cty47107,"McMinn County, TN",14337.135
cty47131,"Obion County, TN",14248.372
cty47119,"Maury County, TN",14072.459
cty47065,"Hamilton County, TN",13984.844
cty47081,"Hickman County, TN",13687.547
cty47141,"Putnam County, TN",13655.532
cty47057,"Grainger County, TN",13650.814
cty47059,"Greene County, TN",13608.954
cty47079,"Henry County, TN",13464.17
cty47125,"Montgomery County, TN",13080.874
cty47051,"Franklin County, TN",13077.208
cty47113,"Madison County, TN",12959.786
cty47145,"Roane County, TN",12936.692
cty47049,"Fentress County, TN",12661.291
cty47093,"Knox County, TN",12353.851
cty47069,"Hardeman County, TN",12278.445
cty47075,"Haywood County, TN",12236.306
cty47099,"Lawrence County, TN",12185.955
cty47053,"Gibson County, TN",12130.425
cty47123,"Monroe County, TN",12000.552
cty47091,"Johnson County, TN",11863.465
cty47071,"Hardin County, TN",11804.807
cty47063,"Hamblen County, TN",11452.301
cty47073,"Hawkins County, TN",11249.196
cty47089,"Jefferson County, TN",10623.963
cty47097,"Lauderdale County, TN",10044.414
cty47045,"Dyer County, TN",9418.834
cty47061,"Grundy County, TN",
