cty,Name,Individual_income_For_Children_Born_in_1978_rP_gF_p25
cty05143,"Washington County, AR",20443.426
cty05131,"Sebastian County, AR",20209.361
cty06021,"Glenn County, CA",20135.611
cty05139,"Union County, AR",19658.27
cty05149,"Yell County, AR",18713.164
cty06015,"Del Norte County, CA",18639.518
cty05145,"White County, AR",17983.475
cty05141,"Van Buren County, AR",17950.355
cty05133,"Sevier County, AR",17072.381
cty05137,"Stone County, AR",
cty05147,"Woodruff County, AR",
cty06027,"Inyo County, CA",
cty06049,"Modoc County, CA",
cty06063,"Plumas County, CA",
cty06081,"San Mateo County, CA",31168.945
cty08035,"Douglas County, CO",28518.771
cty08039,"Elbert County, CO",28245.865
cty06085,"Santa Clara County, CA",27944.518
cty08005,"Arapahoe County, CO",27000.467
cty06097,"Sonoma County, CA",26936.605
cty08045,"Garfield County, CO",26858.207
cty06111,"Ventura County, CA",26700.209
cty08059,"Jefferson County, CO",26346.334
cty08014,"Broomfield County, CO",26253.018
cty06113,"Yolo County, CA",25696.561
cty06095,"Solano County, CA",25465.182
cty06083,"Santa Barbara County, CA",25340.154
cty06109,"Tuolumne County, CA",25250.805
cty08013,"Boulder County, CO",25071.873
cty08067,"La Plata County, CO",24910.074
cty06087,"Santa Cruz County, CA",24714.699
cty08075,"Logan County, CO",24018.535
cty08031,"Denver County, CO",23519.598
cty08069,"Larimer County, CO",23295.639
cty08001,"Adams County, CO",23252.822
cty06093,"Siskiyou County, CA",22814.982
cty08085,"Montrose County, CO",22780.891
cty06101,"Sutter County, CA",22672.787
cty06099,"Stanislaus County, CA",22241.283
cty06089,"Shasta County, CA",22239.27
cty08003,"Alamosa County, CO",21940.992
cty06103,"Tehama County, CA",20293.59
cty06105,"Trinity County, CA",
cty06107,"Tulare County, CA",22106.746
cty08043,"Fremont County, CO",20080.656
cty06115,"Yuba County, CA",20004.01
cty08007,"Archuleta County, CO",
cty08011,"Bent County, CO",
cty08015,"Chaffee County, CO",
cty08021,"Conejos County, CO",
cty08041,"El Paso County, CO",21732.521
cty08029,"Delta County, CO",21179.057
cty08037,"Eagle County, CO",
cty08051,"Gunnison County, CO",
cty08055,"Huerfano County, CO",
cty08063,"Kit Carson County, CO",
cty08065,"Lake County, CO",
cty08071,"Las Animas County, CO",21792.414
cty08099,"Prowers County, CO",21772.707
cty08087,"Morgan County, CO",21738.953
cty08077,"Mesa County, CO",21676.193
cty08083,"Montezuma County, CO",21469
cty08089,"Otero County, CO",20961.814
cty08081,"Moffat County, CO",20556.887
cty08093,"Park County, CO",
cty09001,"Fairfield County, CT",30928.713
cty09013,"Tolland County, CT",30500.758
cty09007,"Middlesex County, CT",30324.896
cty09003,"Hartford County, CT",28940.707
cty09009,"New Haven County, CT",28932.137
cty09005,"Litchfield County, CT",28928.064
cty11001,"District of Columbia, DC",27325.863
cty12011,"Broward County, FL",26226.506
cty12035,"Flagler County, FL",25523.262
cty12021,"Collier County, FL",25512.064
cty10003,"New Castle County, DE",25397.961
cty09011,"New London County, CT",25367.869
cty09015,"Windham County, CT",25051.605
cty10005,"Sussex County, DE",24213.504
cty10001,"Kent County, DE",23786.73
cty08105,"Rio Grande County, CO",23206.711
cty12001,"Alachua County, FL",23038.027
cty08123,"Weld County, CO",22101.195
cty08119,"Teller County, CO",21445.652
cty08101,"Pueblo County, CO",20889.621
cty08121,"Washington County, CO",
cty08125,"Yuma County, CO",
cty12049,"Hardee County, FL",24361.861
cty12057,"Hillsborough County, FL",23652.854
cty12015,"Charlotte County, FL",23035.977
cty12061,"Indian River County, FL",22643.309
cty12019,"Clay County, FL",22614.4
cty12009,"Brevard County, FL",22525.75
cty12063,"Jackson County, FL",22506.371
cty12053,"Hernando County, FL",21941.65
cty12055,"Highlands County, FL",21925.609
cty12031,"Duval County, FL",21887.439
cty12017,"Citrus County, FL",21277.688
cty12005,"Bay County, FL",21208.094
cty12065,"Jefferson County, FL",21005.004
cty12051,"Hendry County, FL",20640.684
cty12033,"Escambia County, FL",20417.123
cty12023,"Columbia County, FL",20321.293
cty12059,"Holmes County, FL",20119.484
cty12007,"Bradford County, FL",20041.955
cty12003,"Baker County, FL",17931.611
cty12013,"Calhoun County, FL",
cty12027,"DeSoto County, FL",19494.225
cty12029,"Dixie County, FL",
cty12037,"Franklin County, FL",
cty12039,"Gadsden County, FL",20979.252
cty12041,"Gilchrist County, FL",19217.635
cty12043,"Glades County, FL",
cty12045,"Gulf County, FL",
cty12047,"Hamilton County, FL",
cty12067,"Lafayette County, FL",
cty12086,"Miami-Dade County, FL",28203.041
cty12087,"Monroe County, FL",26044.08
cty12099,"Palm Beach County, FL",25706.549
cty12117,"Seminole County, FL",25159.775
cty12103,"Pinellas County, FL",24214.779
cty12073,"Leon County, FL",24021.596
cty12115,"Sarasota County, FL",23424.113
cty12071,"Lee County, FL",23319.994
cty12095,"Orange County, FL",23228.338
cty12085,"Martin County, FL",23135.199
cty12097,"Osceola County, FL",22966.721
cty12127,"Volusia County, FL",22547.012
cty12081,"Manatee County, FL",22217.936
cty13033,"Burke County, GA",21878.373
cty12083,"Marion County, FL",21875.131
cty12129,"Wakulla County, FL",21867.375
cty13009,"Baldwin County, GA",21794.686
cty12111,"St. Lucie County, FL",21734.252
cty12091,"Okaloosa County, FL",21636.248
cty12079,"Madison County, FL",21535.316
cty12101,"Pasco County, FL",21490.309
cty12069,"Lake County, FL",21331.555
cty12075,"Levy County, FL",21244.709
cty12077,"Liberty County, FL",
cty12109,"St. Johns County, FL",21584.512
cty12105,"Polk County, FL",21284.977
cty12131,"Walton County, FL",21171.496
cty12133,"Washington County, FL",20794.082
cty13035,"Butts County, GA",20638.5
cty12089,"Nassau County, FL",20547.195
cty12107,"Putnam County, FL",20529.883
cty12121,"Suwannee County, FL",20459.006
cty12119,"Sumter County, FL",20014.146
cty13021,"Bibb County, GA",19936.934
cty12093,"Okeechobee County, FL",19845.105
cty12123,"Taylor County, FL",19751.074
cty12113,"Santa Rosa County, FL",19102.895
cty12125,"Union County, FL",
cty13031,"Bulloch County, GA",18939.652
cty13001,"Appling County, GA",18894.393
cty13003,"Atkinson County, GA",
cty13005,"Bacon County, GA",
cty13039,"Camden County, GA",19960.471
cty13029,"Bryan County, GA",19252.994
cty13027,"Brooks County, GA",19112.471
cty13011,"Banks County, GA",18595.422
cty13015,"Bartow County, GA",18407.984
cty13017,"Ben Hill County, GA",18232.51
cty13019,"Berrien County, GA",18013.555
cty13013,"Barrow County, GA",16683.098
cty13023,"Bleckley County, GA",
cty13025,"Brantley County, GA",15578.092
cty13043,"Candler County, GA",
cty13113,"Fayette County, GA",26494.939
cty13135,"Gwinnett County, GA",25398.008
cty13067,"Cobb County, GA",24084.57
cty13091,"Dodge County, GA",23564.76
cty13111,"Fannin County, GA",23023.162
cty13117,"Forsyth County, GA",22762.381
cty13089,"DeKalb County, GA",22732.396
cty13085,"Dawson County, GA",22207.078
cty13147,"Hart County, GA",22146.451
cty13057,"Cherokee County, GA",22050.678
cty13119,"Franklin County, GA",22017.303
cty13059,"Clarke County, GA",21850.846
cty13121,"Fulton County, GA",21845.918
cty13053,"Chattahoochee County, GA",21497.127
cty13073,"Columbia County, GA",21437.182
cty13139,"Hall County, GA",20926.756
cty13107,"Emanuel County, GA",20894.752
cty13051,"Chatham County, GA",20749.734
cty13105,"Elbert County, GA",20672.82
cty13131,"Grady County, GA",20589.76
cty13137,"Habersham County, GA",20257.973
cty13097,"Douglas County, GA",19919.822
cty13077,"Coweta County, GA",19687.25
cty13127,"Glynn County, GA",19625.336
cty13071,"Colquitt County, GA",19527.646
cty13103,"Effingham County, GA",19046.787
cty13047,"Catoosa County, GA",19004.113
cty13045,"Carroll County, GA",18797.369
cty13049,"Charlton County, GA",
cty13063,"Clayton County, GA",20298.83
cty13133,"Greene County, GA",19002.986
cty13115,"Floyd County, GA",18966.189
cty13087,"Decatur County, GA",18802.162
cty13145,"Harris County, GA",18769.357
cty13095,"Dougherty County, GA",18705.873
cty13081,"Crisp County, GA",18243.729
cty13093,"Dooly County, GA",18145.5
cty13083,"Dade County, GA",17370.631
cty13055,"Chattooga County, GA",16209.706
cty13065,"Clinch County, GA",
cty13069,"Coffee County, GA",20050.406
cty13129,"Gordon County, GA",17700.92
cty13075,"Cook County, GA",16883.451
cty13079,"Crawford County, GA",
cty13099,"Early County, GA",
cty13109,"Evans County, GA",
cty13123,"Gilmer County, GA",18109.723
cty13141,"Hancock County, GA",
cty13143,"Haralson County, GA",14791.901
cty13149,"Heard County, GA",
cty13219,"Oconee County, GA",23993.684
cty13187,"Lumpkin County, GA",23326.418
cty13163,"Jefferson County, GA",21455.568
cty13195,"Madison County, GA",21262.75
cty13205,"Mitchell County, GA",21251.807
cty13169,"Jones County, GA",21218.293
cty13179,"Liberty County, GA",21014.836
cty13177,"Lee County, GA",20963.4
cty13233,"Polk County, GA",20860.715
cty13227,"Pickens County, GA",20754.193
cty13153,"Houston County, GA",20724.111
cty13211,"Morgan County, GA",20675.512
cty13247,"Rockdale County, GA",20576.223
cty13237,"Putnam County, GA",20422.439
cty13193,"Macon County, GA",20399.904
cty13215,"Muscogee County, GA",20340.369
cty13175,"Laurens County, GA",20215.084
cty13185,"Lowndes County, GA",19825.553
cty13199,"Meriwether County, GA",19811.182
cty13245,"Richmond County, GA",19541.803
cty13223,"Paulding County, GA",19530.273
cty13207,"Monroe County, GA",19267.045
cty13157,"Jackson County, GA",19234.84
cty13151,"Henry County, GA",19167.301
cty13255,"Spalding County, GA",19009.816
cty13171,"Lamar County, GA",18796.326
cty13155,"Irwin County, GA",17374.35
cty13161,"Jeff Davis County, GA",17272.232
cty13159,"Jasper County, GA",14944.153
cty13165,"Jenkins County, GA",
cty13167,"Johnson County, GA",
cty13173,"Lanier County, GA",
cty13181,"Lincoln County, GA",
cty13183,"Long County, GA",
cty13189,"McDuffie County, GA",18218.582
cty13191,"McIntosh County, GA",
cty13197,"Marion County, GA",
cty13201,"Miller County, GA",
cty13209,"Montgomery County, GA",
cty13217,"Newton County, GA",18664.258
cty13225,"Peach County, GA",17814.91
cty13251,"Screven County, GA",17733.248
cty13229,"Pierce County, GA",17340.188
cty13213,"Murray County, GA",16992.627
cty13221,"Oglethorpe County, GA",
cty13231,"Pike County, GA",
cty13235,"Pulaski County, GA",
cty13241,"Rabun County, GA",
cty13243,"Randolph County, GA",
cty13253,"Seminole County, GA",
cty15009,"Maui County, HI",28257.129
cty13275,"Thomas County, GA",21235.055
cty13257,"Stephens County, GA",19683.275
cty13261,"Sumter County, GA",18263.926
cty13263,"Talbot County, GA",
cty13267,"Tattnall County, GA",20407.43
cty13269,"Taylor County, GA",
cty15007,"Kauai County, HI",28828.734
cty15001,"Hawaii County, HI",27087.549
cty15003,"Honolulu County, HI",24936.359
cty16017,"Bonner County, ID",23117.287
cty13311,"White County, GA",21587.146
cty16039,"Elmore County, ID",21428.918
cty13303,"Washington County, GA",21263.609
cty13271,"Telfair County, GA",21163.193
cty16001,"Ada County, ID",20710.248
cty13299,"Ware County, GA",19310.248
cty16027,"Canyon County, ID",19116.23
cty13297,"Walton County, GA",19058.572
cty13313,"Whitfield County, GA",19020.404
cty13285,"Troup County, GA",18946.045
cty13277,"Tift County, GA",18444.043
cty13279,"Toombs County, GA",18431.662
cty13273,"Terrell County, GA",17667.566
cty13281,"Towns County, GA",
cty13283,"Treutlen County, GA",
cty13287,"Turner County, GA",
cty13289,"Twiggs County, GA",
cty16005,"Bannock County, ID",18424.584
cty13321,"Worth County, GA",18412.072
cty16011,"Bingham County, ID",18363.059
cty16031,"Cassia County, ID",18203.32
cty13295,"Walker County, GA",18146.615
cty13291,"Union County, GA",17718.242
cty13305,"Wayne County, GA",17642.531
cty13293,"Upson County, GA",17590.908
cty13301,"Warren County, GA",
cty13315,"Wilcox County, GA",
cty13317,"Wilkes County, GA",
cty13319,"Wilkinson County, GA",
cty16007,"Bear Lake County, ID",
cty16009,"Benewah County, ID",
cty16019,"Bonneville County, ID",17870.354
cty16021,"Boundary County, ID",
cty16029,"Caribou County, ID",
cty16035,"Clearwater County, ID",
cty16047,"Gooding County, ID",23704.428
cty16049,"Idaho County, ID",23241.729
cty16041,"Franklin County, ID",16979.064
cty16043,"Fremont County, ID",
cty17043,"DuPage County, IL",29810.854
cty17027,"Clinton County, IL",26791.135
cty17031,"Cook County, IL",25479.281
cty17053,"Ford County, IL",25111.699
cty17011,"Bureau County, IL",24688.65
cty16057,"Latah County, ID",23746.139
cty17049,"Effingham County, IL",23497.617
cty17073,"Henry County, IL",23243.793
cty17075,"Iroquois County, IL",23179.873
cty17063,"Grundy County, IL",23134.93
cty17067,"Hancock County, IL",23034.268
cty17037,"DeKalb County, IL",22769.83
cty17001,"Adams County, IL",22737.631
cty17015,"Carroll County, IL",22627.781
cty17061,"Greene County, IL",22588.189
cty17019,"Champaign County, IL",22553.92
cty17023,"Clark County, IL",21924.123
cty16055,"Kootenai County, ID",21758.975
cty17007,"Boone County, IL",21631.934
cty16069,"Nez Perce County, ID",20812.836
cty16087,"Washington County, ID",20253.984
cty16053,"Jerome County, ID",20036.363
cty16051,"Jefferson County, ID",18274.83
cty16059,"Lemhi County, ID",
cty17033,"Crawford County, IL",22651.668
cty17041,"Douglas County, IL",21620.563
cty17025,"Clay County, IL",21228.004
cty17017,"Cass County, IL",21154.279
cty17039,"De Witt County, IL",20012.051
cty16083,"Twin Falls County, ID",19501.303
cty16065,"Madison County, ID",17886.502
cty16067,"Minidoka County, ID",16959.686
cty16071,"Oneida County, ID",
cty16073,"Owyhee County, ID",
cty16075,"Payette County, ID",18385.711
cty16077,"Power County, ID",
cty16079,"Shoshone County, ID",
cty17003,"Alexander County, IL",
cty17005,"Bond County, IL",
cty17077,"Jackson County, IL",22569.115
cty17045,"Edgar County, IL",21640.025
cty17081,"Jefferson County, IL",20778.203
cty17051,"Fayette County, IL",20614.744
cty17057,"Fulton County, IL",20539.1
cty17029,"Coles County, IL",20146.797
cty17021,"Christian County, IL",19342.086
cty17035,"Cumberland County, IL",
cty17047,"Edwards County, IL",
cty17055,"Franklin County, IL",18426.758
cty17065,"Hamilton County, IL",
cty17079,"Jasper County, IL",
cty17085,"Jo Daviess County, IL",29789.699
cty17111,"McHenry County, IL",27693.715
cty17097,"Lake County, IL",26277.656
cty17157,"Randolph County, IL",25438.951
cty17089,"Kane County, IL",24946.648
cty17105,"Livingston County, IL",24823.684
cty17093,"Kendall County, IL",24006.252
cty17109,"McDonough County, IL",23966.479
cty17177,"Stephenson County, IL",23444.58
cty17113,"McLean County, IL",23318.229
cty17173,"Shelby County, IL",23158.744
cty17103,"Lee County, IL",23142.873
cty17099,"LaSalle County, IL",22960.438
cty17091,"Kankakee County, IL",22808.803
cty17083,"Jersey County, IL",21573.535
cty17087,"Johnson County, IL",
cty17133,"Monroe County, IL",31862.699
cty17131,"Mercer County, IL",23813.055
cty17167,"Sangamon County, IL",22952.203
cty17141,"Ogle County, IL",22741.01
cty17145,"Perry County, IL",22625.992
cty17137,"Morgan County, IL",22511.547
cty17163,"St. Clair County, IL",22051.496
cty17159,"Richland County, IL",21960.711
cty17143,"Peoria County, IL",21913.391
cty17135,"Montgomery County, IL",21773.475
cty17161,"Rock Island County, IL",21737.232
cty17149,"Pike County, IL",21670.518
cty17125,"Mason County, IL",21598.467
cty17121,"Marion County, IL",21388.166
cty17101,"Lawrence County, IL",21339.869
cty17107,"Logan County, IL",21304.264
cty17117,"Macoupin County, IL",21282.613
cty17187,"Warren County, IL",21114.236
cty17179,"Tazewell County, IL",21065.051
cty17119,"Madison County, IL",21061.604
cty17181,"Union County, IL",20920.604
cty17115,"Macon County, IL",20447.74
cty17095,"Knox County, IL",19746.951
cty16045,"Gem County, ID",16640.027
cty17123,"Marshall County, IL",
cty17165,"Saline County, IL",19330.875
cty17127,"Massac County, IL",17612.51
cty17129,"Menard County, IL",
cty17139,"Moultrie County, IL",
cty17147,"Piatt County, IL",
cty17153,"Pulaski County, IL",
cty17169,"Schuyler County, IL",
cty17171,"Scott County, IL",
cty17183,"Vermilion County, IL",19929.705
cty17185,"Wabash County, IL",
cty17189,"Washington County, IL",
cty18037,"Dubois County, IN",25158.883
cty17197,"Will County, IL",24840.4
cty18057,"Hamilton County, IN",23726.863
cty18029,"Dearborn County, IN",23315.566
cty18073,"Jasper County, IN",23167.611
cty17203,"Woodford County, IL",22931.75
cty18063,"Hendricks County, IN",22503.498
cty18011,"Boone County, IN",22408.971
cty18001,"Adams County, IN",21842.008
cty18047,"Franklin County, IN",21740.992
cty17195,"Whiteside County, IL",21568.139
cty18071,"Jackson County, IN",21460.045
cty17201,"Winnebago County, IL",21292.289
cty18019,"Clark County, IN",21138.977
cty18081,"Johnson County, IN",21126.287
cty18051,"Gibson County, IN",21124.861
cty18059,"Hancock County, IN",21007.457
cty18003,"Allen County, IN",20937.039
cty18017,"Cass County, IN",20915.59
cty18061,"Harrison County, IN",20763.27
cty18043,"Floyd County, IN",20693.711
cty17191,"Wayne County, IL",20359.893
cty18049,"Fulton County, IN",20307.5
cty18031,"Decatur County, IN",20217.223
cty18077,"Jefferson County, IN",20057.668
cty18045,"Fountain County, IN",20038.355
cty17199,"Williamson County, IL",19958.016
cty18055,"Greene County, IN",19728.557
cty18033,"DeKalb County, IN",19450.113
cty18053,"Grant County, IN",19205.574
cty18085,"Kosciusko County, IN",19100.684
cty18075,"Jay County, IN",19063.066
cty18069,"Huntington County, IN",19018.525
cty18015,"Carroll County, IN",18960.15
cty18013,"Brown County, IN",18684.105
cty18023,"Clinton County, IN",18348.172
cty18079,"Jennings County, IN",18297.846
cty18083,"Knox County, IN",18158
cty18005,"Bartholomew County, IN",17973.102
cty18039,"Elkhart County, IN",17806.625
cty18035,"Delaware County, IN",17602.123
cty18027,"Daviess County, IN",16107.521
cty17193,"White County, IL",15622.176
cty18007,"Benton County, IN",
cty18009,"Blackford County, IN",17946.438
cty18021,"Clay County, IN",15283.093
cty18025,"Crawford County, IN",
cty19005,"Allamakee County, IA",30277.969
cty18137,"Ripley County, IN",24403.137
cty19007,"Appanoose County, IA",23098.367
cty18127,"Porter County, IN",21643.057
cty18139,"Rush County, IN",21489.305
cty18089,"Lake County, IN",21385.135
cty18157,"Tippecanoe County, IN",21238.758
cty18183,"Whitley County, IN",20836.533
cty18091,"LaPorte County, IN",20781.328
cty18133,"Putnam County, IN",20528.002
cty18121,"Parke County, IN",20465.355
cty18099,"Marshall County, IN",20449.004
cty18097,"Marion County, IN",20327.354
cty18145,"Shelby County, IN",20323.887
cty18141,"St. Joseph County, IN",20305.758
cty18179,"Wells County, IN",20263.189
cty18173,"Warrick County, IN",20241.135
cty18163,"Vanderburgh County, IN",19907.865
cty18181,"White County, IN",19531.914
cty18107,"Montgomery County, IN",19519.666
cty18113,"Noble County, IN",19476.715
cty18177,"Wayne County, IN",19375.85
cty18167,"Vigo County, IN",19348.285
cty18105,"Monroe County, IN",19330.541
cty18175,"Washington County, IN",19048.965
cty18147,"Spencer County, IN",18944.873
cty18117,"Orange County, IN",18873.557
cty18129,"Posey County, IN",18565.305
cty18093,"Lawrence County, IN",17985.994
cty18095,"Madison County, IN",17945.164
cty18101,"Martin County, IN",
cty18151,"Steuben County, IN",18512.748
cty18135,"Randolph County, IN",18237.914
cty18123,"Perry County, IN",17638.088
cty18143,"Scott County, IN",17239.984
cty18103,"Miami County, IN",17078.121
cty18109,"Morgan County, IN",16946.568
cty18111,"Newton County, IN",
cty18115,"Ohio County, IN",
cty18153,"Sullivan County, IN",16987.916
cty18119,"Owen County, IN",16781.947
cty18125,"Pike County, IN",
cty18131,"Pulaski County, IN",
cty18165,"Vermillion County, IN",17837.832
cty18065,"Henry County, IN",17651.152
cty18149,"Starke County, IN",16390.654
cty18041,"Fayette County, IN",16163.157
cty18067,"Howard County, IN",15098.243
cty18087,"LaGrange County, IN",11758.891
cty18155,"Switzerland County, IN",
cty18159,"Tipton County, IN",
cty18161,"Union County, IN",
cty18169,"Wabash County, IN",17422.816
cty18171,"Warren County, IN",
cty19001,"Adair County, IA",
cty19009,"Audubon County, IA",
cty19109,"Kossuth County, IA",31798.082
cty19043,"Clayton County, IA",31662.219
cty19047,"Crawford County, IA",30716.713
