cty,Name,Individual_income_For_Children_Born_in_1978_rP_gF_p25
cty19017,"Bremer County, IA",30670.963
cty19027,"Carroll County, IA",30321.291
cty19031,"Cedar County, IA",29716.508
cty19023,"Butler County, IA",29581.262
cty19097,"Jackson County, IA",28936.041
cty19055,"Delaware County, IA",28715.043
cty19019,"Buchanan County, IA",28590.67
cty19061,"Dubuque County, IA",28545.053
cty19105,"Jones County, IA",28512.754
cty19011,"Benton County, IA",27969.018
cty19065,"Fayette County, IA",27384.672
cty19029,"Cass County, IA",27354.58
cty19033,"Cerro Gordo County, IA",27156.066
cty19067,"Floyd County, IA",26249.861
cty19021,"Buena Vista County, IA",25892.516
cty19015,"Boone County, IA",25631.65
cty19013,"Black Hawk County, IA",23896.932
cty19025,"Calhoun County, IA",
cty19035,"Cherokee County, IA",
cty19037,"Chickasaw County, IA",
cty19039,"Clarke County, IA",
cty19081,"Hancock County, IA",28545.539
cty19085,"Harrison County, IA",27316.461
cty19049,"Dallas County, IA",26329.832
cty19041,"Clay County, IA",25483.371
cty19045,"Clinton County, IA",25414.992
cty19051,"Davis County, IA",
cty19053,"Decatur County, IA",
cty19083,"Hardin County, IA",24731.842
cty19057,"Des Moines County, IA",22412.793
cty19059,"Dickinson County, IA",
cty19063,"Emmet County, IA",
cty19069,"Franklin County, IA",
cty19071,"Fremont County, IA",
cty19073,"Greene County, IA",
cty19075,"Grundy County, IA",
cty19077,"Guthrie County, IA",
cty19103,"Johnson County, IA",26586.916
cty19101,"Jefferson County, IA",26509.285
cty19099,"Jasper County, IA",24976.127
cty19079,"Hamilton County, IA",23880.332
cty19087,"Henry County, IA",22707.797
cty19089,"Howard County, IA",
cty19091,"Humboldt County, IA",
cty19093,"Ida County, IA",
cty19095,"Iowa County, IA",
cty19107,"Keokuk County, IA",
cty19113,"Linn County, IA",23785.656
cty19111,"Lee County, IA",21244.227
cty19115,"Louisa County, IA",
cty19117,"Lucas County, IA",
cty19119,"Lyon County, IA",
cty19121,"Madison County, IA",
cty19149,"Plymouth County, IA",29980.355
cty19141,"O'Brien County, IA",29091.193
cty19197,"Wright County, IA",27797.057
cty19137,"Montgomery County, IA",26423.326
cty19125,"Marion County, IA",26260.027
cty19123,"Mahaska County, IA",26248.674
cty19127,"Marshall County, IA",25656.057
cty19129,"Mills County, IA",
cty19131,"Mitchell County, IA",
cty19133,"Monona County, IA",
cty19135,"Monroe County, IA",
cty19175,"Union County, IA",26349.844
cty19181,"Warren County, IA",25962.645
cty19171,"Tama County, IA",25537.271
cty19145,"Page County, IA",25048.84
cty19157,"Poweshiek County, IA",24823.189
cty19155,"Pottawattamie County, IA",22755.703
cty19139,"Muscatine County, IA",22116.467
cty19143,"Osceola County, IA",
cty19147,"Palo Alto County, IA",
cty19151,"Pocahontas County, IA",
cty19153,"Polk County, IA",24486.297
cty19159,"Ringgold County, IA",
cty19161,"Sac County, IA",
cty19169,"Story County, IA",26557.543
cty19163,"Scott County, IA",22210.184
cty19165,"Shelby County, IA",
cty19167,"Sioux County, IA",27567.563
cty19173,"Taylor County, IA",
cty19177,"Van Buren County, IA",
cty20009,"Barton County, KS",24983.67
cty19193,"Woodbury County, IA",23979.545
cty19187,"Webster County, IA",23338.828
cty19183,"Washington County, IA",22995.281
cty19179,"Wapello County, IA",21543.869
cty19185,"Wayne County, IA",
cty19189,"Winnebago County, IA",
cty19191,"Winneshiek County, IA",
cty19195,"Worth County, IA",
cty20011,"Bourbon County, KS",21406.877
cty20005,"Atchison County, KS",20970.77
cty20001,"Allen County, KS",20055.42
cty20003,"Anderson County, KS",
cty20007,"Barber County, KS",
cty20013,"Brown County, KS",
cty20015,"Butler County, KS",19647.42
cty20021,"Cherokee County, KS",18341.678
cty20027,"Clay County, KS",
cty20029,"Cloud County, KS",
cty20031,"Coffey County, KS",
cty20051,"Ellis County, KS",28311.961
cty20091,"Johnson County, KS",26265.572
cty20139,"Osage County, KS",25751.883
cty20087,"Jefferson County, KS",23644.215
cty20133,"Neosho County, KS",23251.779
cty20121,"Miami County, KS",23115.627
cty20045,"Douglas County, KS",23111.246
cty20041,"Dickinson County, KS",22624.27
cty20059,"Franklin County, KS",22512.037
cty20099,"Labette County, KS",22503.543
cty20037,"Crawford County, KS",22488.891
cty20111,"Lyon County, KS",22005.822
cty20057,"Ford County, KS",21807.316
cty20125,"Montgomery County, KS",21371.713
cty20061,"Geary County, KS",20884.137
cty20035,"Cowley County, KS",20205.539
cty20043,"Doniphan County, KS",
cty20055,"Finney County, KS",21527.637
cty20067,"Grant County, KS",
cty20073,"Greenwood County, KS",
cty20077,"Harper County, KS",
cty20103,"Leavenworth County, KS",21920.67
cty20079,"Harvey County, KS",21186.047
cty20085,"Jackson County, KS",
cty20095,"Kingman County, KS",
cty20107,"Linn County, KS",
cty20113,"McPherson County, KS",21695.883
cty20115,"Marion County, KS",
cty20117,"Marshall County, KS",
cty20123,"Mitchell County, KS",
cty20127,"Morris County, KS",
cty20131,"Nemaha County, KS",
cty20137,"Norton County, KS",
cty20141,"Osborne County, KS",
cty20143,"Ottawa County, KS",
cty20145,"Pawnee County, KS",
cty20147,"Phillips County, KS",
cty20149,"Pottawatomie County, KS",21844.668
cty20151,"Pratt County, KS",
cty20161,"Riley County, KS",25155.975
cty20155,"Reno County, KS",20617.631
cty20157,"Republic County, KS",
cty20159,"Rice County, KS",
cty20163,"Rooks County, KS",
cty20167,"Russell County, KS",
cty20169,"Saline County, KS",22625.729
cty20171,"Scott County, KS",
cty21005,"Anderson County, KY",25255.66
cty20175,"Seward County, KS",23158.816
cty20177,"Shawnee County, KS",22236.115
cty21045,"Casey County, KY",21891.852
cty20173,"Sedgwick County, KS",21108.543
cty20181,"Sherman County, KS",
cty20185,"Stafford County, KS",
cty20189,"Stevens County, KS",
cty21009,"Barren County, KY",20481.117
cty20191,"Sumner County, KS",19877.91
cty20193,"Thomas County, KS",
cty20197,"Wabaunsee County, KS",
cty20201,"Washington County, KS",
cty20205,"Wilson County, KS",23324.529
cty21037,"Campbell County, KY",22698.242
cty21015,"Boone County, KY",22119.484
cty21021,"Boyle County, KY",21351.221
cty20209,"Wyandotte County, KS",21269.627
cty21001,"Adair County, KY",21143.141
cty21003,"Allen County, KY",19619.01
cty21007,"Ballard County, KY",
cty21011,"Bath County, KY",
cty21027,"Breckinridge County, KY",21026.904
cty21073,"Franklin County, KY",20835.354
cty21029,"Bullitt County, KY",20292.762
cty21017,"Bourbon County, KY",20267.826
cty21031,"Butler County, KY",19681.365
cty21049,"Clark County, KY",19494.928
cty21059,"Daviess County, KY",19141.9
cty21061,"Edmonson County, KY",19138.396
cty21035,"Calloway County, KY",18496.602
cty21033,"Caldwell County, KY",17457.855
cty21019,"Boyd County, KY",17420.617
cty21013,"Bell County, KY",17017.93
cty21023,"Bracken County, KY",
cty21025,"Breathitt County, KY",
cty21041,"Carroll County, KY",
cty21067,"Fayette County, KY",20679.441
cty21069,"Fleming County, KY",20111.076
cty21047,"Christian County, KY",19653.279
cty21051,"Clay County, KY",16782.49
cty21065,"Estill County, KY",16716.418
cty21043,"Carter County, KY",14983.617
cty21053,"Clinton County, KY",
cty21055,"Crittenden County, KY",
cty21057,"Cumberland County, KY",
cty21063,"Elliott County, KY",
cty21071,"Floyd County, KY",15802.655
cty21075,"Fulton County, KY",
cty21077,"Gallatin County, KY",
cty21155,"Marion County, KY",25172.998
cty21185,"Oldham County, KY",25063.588
cty21179,"Nelson County, KY",23350.283
cty21123,"Larue County, KY",21950.361
cty21097,"Harrison County, KY",21862.668
cty21111,"Jefferson County, KY",21036.125
cty21175,"Morgan County, KY",20924.16
cty21117,"Kenton County, KY",20699.57
cty21093,"Hardin County, KY",20487.965
cty21135,"Lewis County, KY",20476.736
cty21157,"Marshall County, KY",20401.203
cty21163,"Meade County, KY",20337.701
cty21083,"Graves County, KY",20196.818
cty21167,"Mercer County, KY",20150.779
cty21081,"Grant County, KY",20047.32
cty21085,"Grayson County, KY",19882.717
cty21079,"Garrard County, KY",19817.732
cty21087,"Green County, KY",
cty21173,"Montgomery County, KY",19948.908
cty21121,"Knox County, KY",19605.275
cty21137,"Lincoln County, KY",19173.496
cty21125,"Laurel County, KY",19071.047
cty21113,"Jessamine County, KY",18485.746
cty21089,"Greenup County, KY",18244.342
cty21091,"Hancock County, KY",
cty21103,"Henry County, KY",19682.451
cty21099,"Hart County, KY",19311.852
cty21145,"McCracken County, KY",18312.043
cty21109,"Jackson County, KY",18240.107
cty21151,"Madison County, KY",18097.176
cty21115,"Johnson County, KY",18002.895
cty21177,"Muhlenberg County, KY",17942.607
cty21141,"Logan County, KY",17890.875
cty21107,"Hopkins County, KY",17735.371
cty21101,"Henderson County, KY",17465.41
cty21147,"McCreary County, KY",16954.057
cty21095,"Harlan County, KY",16917.982
cty21119,"Knott County, KY",
cty21127,"Lawrence County, KY",17113.256
cty21129,"Lee County, KY",
cty21131,"Leslie County, KY",
cty21133,"Letcher County, KY",14954.156
cty21139,"Livingston County, KY",
cty21143,"Lyon County, KY",
cty21149,"McLean County, KY",
cty21153,"Magoffin County, KY",
cty21159,"Martin County, KY",
cty21161,"Mason County, KY",19209.967
cty21169,"Metcalfe County, KY",
cty21171,"Monroe County, KY",
cty21181,"Nicholas County, KY",
cty21183,"Ohio County, KY",17591.492
cty21187,"Owen County, KY",
cty22033,"East Baton Rouge Parish, LA",22618.914
cty22027,"Claiborne Parish, LA",21906.02
cty21239,"Woodford County, KY",21710.102
cty21213,"Simpson County, KY",21503.549
cty22017,"Caddo Parish, LA",21258.262
cty21217,"Taylor County, KY",21244.293
cty21211,"Shelby County, KY",21177.998
cty21231,"Wayne County, KY",21154.619
cty22015,"Bossier Parish, LA",21024.766
cty21191,"Pendleton County, KY",20941.998
cty22031,"De Soto Parish, LA",20917.209
cty22005,"Ascension Parish, LA",20737.889
cty22047,"Iberville Parish, LA",20670.064
cty22009,"Avoyelles Parish, LA",20521.961
cty22035,"East Carroll Parish, LA",20460.266
cty22013,"Bienville Parish, LA",20415.828
cty22041,"Franklin Parish, LA",20360.424
cty21207,"Russell County, KY",20331.318
cty21193,"Perry County, KY",19727.863
cty21227,"Warren County, KY",19720.721
cty21209,"Scott County, KY",19616.291
cty22049,"Jackson Parish, LA",19534.756
cty22029,"Concordia Parish, LA",19326.441
cty21199,"Pulaski County, KY",19307.736
cty22045,"Iberia Parish, LA",19215.195
cty21197,"Powell County, KY",19048.332
cty21205,"Rowan County, KY",18417.639
cty21203,"Rockcastle County, KY",18130.197
cty21195,"Pike County, KY",17314.832
cty21215,"Spencer County, KY",
cty21219,"Todd County, KY",
cty21221,"Trigg County, KY",
cty21223,"Trimble County, KY",
cty21225,"Union County, KY",
cty21229,"Washington County, KY",
cty22019,"Calcasieu Parish, LA",19162.686
cty22001,"Acadia Parish, LA",19005.309
cty22011,"Beauregard Parish, LA",18782.043
cty22039,"Evangeline Parish, LA",18458.529
cty22007,"Assumption Parish, LA",18290.637
cty21235,"Whitley County, KY",17958.506
cty21233,"Webster County, KY",16592.527
cty21237,"Wolfe County, KY",
cty22003,"Allen Parish, LA",15813.326
cty22021,"Caldwell Parish, LA",
cty22023,"Cameron Parish, LA",
cty22025,"Catahoula Parish, LA",
cty23015,"Lincoln County, ME",26012.264
cty22089,"St. Charles Parish, LA",24349.92
cty23005,"Cumberland County, ME",24211.354
cty23009,"Hancock County, ME",24062.469
cty23001,"Androscoggin County, ME",23702.854
cty23011,"Kennebec County, ME",23349.289
cty22093,"St. James Parish, LA",23316.525
cty23021,"Piscataquis County, ME",22952.455
cty22051,"Jefferson Parish, LA",22811.877
cty23007,"Franklin County, ME",22530.992
cty23003,"Aroostook County, ME",22276.67
cty22055,"Lafayette Parish, LA",22045.902
cty23019,"Penobscot County, ME",21936.508
cty23013,"Knox County, ME",21840.961
cty22121,"West Baton Rouge Parish, LA",21800.738
cty22077,"Pointe Coupee Parish, LA",21632.273
cty22071,"Orleans Parish, LA",21452.461
cty23023,"Sagadahoc County, ME",21445.605
cty22061,"Lincoln Parish, LA",21321.754
cty22095,"St. John the Baptist Parish, LA",21250.34
cty22103,"St. Tammany Parish, LA",20931.328
cty23017,"Oxford County, ME",20855.99
cty23025,"Somerset County, ME",20695.186
cty22073,"Ouachita Parish, LA",20392.066
cty22105,"Tangipahoa Parish, LA",20196.982
cty22065,"Madison Parish, LA",20151.816
cty22069,"Natchitoches Parish, LA",20130.771
cty22099,"St. Martin Parish, LA",20019.246
cty22067,"Morehouse Parish, LA",19964.922
cty22079,"Rapides Parish, LA",19958.6
cty22119,"Webster Parish, LA",19802.59
cty22083,"Richland Parish, LA",19779.68
cty22063,"Livingston Parish, LA",19664.105
cty22057,"Lafourche Parish, LA",19145.076
cty22053,"Jefferson Davis Parish, LA",18310.217
cty22059,"LaSalle Parish, LA",
cty22075,"Plaquemines Parish, LA",18526.459
cty22081,"Red River Parish, LA",
cty22091,"St. Helena Parish, LA",19750.189
cty22097,"St. Landry Parish, LA",19696.367
cty22115,"Vernon Parish, LA",19567.305
cty22113,"Vermilion Parish, LA",19512.896
cty22087,"St. Bernard Parish, LA",18908.373
cty22111,"Union Parish, LA",18901.158
cty22117,"Washington Parish, LA",18583
cty22101,"St. Mary Parish, LA",18509.334
cty22127,"Winn Parish, LA",18325.52
cty22109,"Terrebonne Parish, LA",17539.779
cty22085,"Sabine Parish, LA",17257.016
cty22123,"West Carroll Parish, LA",
cty22125,"West Feliciana Parish, LA",
cty25021,"Norfolk County, MA",32657.016
cty24031,"Montgomery County, MD",32011.762
cty25017,"Middlesex County, MA",31064.566
cty24027,"Howard County, MD",30789.492
cty24033,"Prince George's County, MD",29665.869
cty24009,"Calvert County, MD",28453.906
cty25023,"Plymouth County, MA",28397.9
cty24035,"Queen Anne's County, MD",28258.936
cty25025,"Suffolk County, MA",28075.631
cty25009,"Essex County, MA",28053.689
cty24013,"Carroll County, MD",27430.541
cty25027,"Worcester County, MA",27373.406
cty25005,"Bristol County, MA",27351.398
cty24005,"Baltimore County, MD",27327.828
cty25001,"Barnstable County, MA",27250.621
cty24021,"Frederick County, MD",27250.02
cty24017,"Charles County, MD",27045.34
cty25015,"Hampshire County, MA",26916.791
cty24003,"Anne Arundel County, MD",25950.143
cty24029,"Kent County, MD",25545.205
cty25013,"Hampden County, MA",25481.553
cty24041,"Talbot County, MD",25291.662
cty24025,"Harford County, MD",25176.043
cty23031,"York County, ME",25026.293
cty24047,"Worcester County, MD",24852.48
cty24039,"Somerset County, MD",24670.51
cty25003,"Berkshire County, MA",24239.014
cty24037,"St. Mary's County, MD",24174.053
cty24510,"Baltimore city, MD",24036.863
cty24011,"Caroline County, MD",23930.955
cty24045,"Wicomico County, MD",23491.391
cty25011,"Franklin County, MA",23355.104
cty24015,"Cecil County, MD",23130.557
cty24043,"Washington County, MD",22619.275
cty26007,"Alpena County, MI",22092.477
cty24019,"Dorchester County, MD",22044.129
cty23027,"Waldo County, ME",22039.764
cty26017,"Bay County, MI",21625.521
cty26011,"Arenac County, MI",21536.41
cty26023,"Branch County, MI",21375.145
cty24001,"Allegany County, MD",21000.697
cty24023,"Garrett County, MD",20946.65
cty26005,"Allegan County, MI",20877.988
cty26009,"Antrim County, MI",20623.451
cty23029,"Washington County, ME",19938.57
cty26001,"Alcona County, MI",
cty26013,"Baraga County, MI",
cty26089,"Leelanau County, MI",25404.539
cty26109,"Menominee County, MI",25370.959
cty26063,"Huron County, MI",24341.762
cty26099,"Macomb County, MI",24262.34
cty26061,"Houghton County, MI",24120.439
cty26047,"Emmet County, MI",24044.01
cty26037,"Clinton County, MI",23892.836
cty26053,"Gogebic County, MI",23764.207
cty26125,"Oakland County, MI",23179.393
cty26129,"Ogemaw County, MI",23022.264
cty26103,"Marquette County, MI",22929.998
cty26043,"Dickinson County, MI",22774.398
cty26055,"Grand Traverse County, MI",22567.18
cty26101,"Manistee County, MI",22508.621
cty26045,"Eaton County, MI",22449.57
cty26091,"Lenawee County, MI",22354.027
cty26041,"Delta County, MI",21688.707
cty26093,"Livingston County, MI",21682.865
cty26031,"Cheboygan County, MI",21622.572
cty26065,"Ingham County, MI",21595.631
cty26033,"Chippewa County, MI",21374.645
cty26077,"Kalamazoo County, MI",21046.174
cty26073,"Isabella County, MI",20860.602
cty26051,"Gladwin County, MI",20805.309
cty26115,"Monroe County, MI",20789.682
cty26069,"Iosco County, MI",20614.941
cty26087,"Lapeer County, MI",20475.229
cty26113,"Missaukee County, MI",20450.631
cty26111,"Midland County, MI",20152.867
cty26081,"Kent County, MI",20147.086
cty26105,"Mason County, MI",20021.256
cty26029,"Charlevoix County, MI",19983.152
cty26067,"Ionia County, MI",19764.912
cty26027,"Cass County, MI",19760.99
cty26049,"Genesee County, MI",19424.561
cty26035,"Clare County, MI",19278.867
cty26075,"Jackson County, MI",19254.48
cty26123,"Newaygo County, MI",19045.096
cty26059,"Hillsdale County, MI",19037.758
cty26057,"Gratiot County, MI",18897.758
cty26039,"Crawford County, MI",17431.32
cty26071,"Iron County, MI",
cty26117,"Montcalm County, MI",18514.795
cty26079,"Kalkaska County, MI",16476.379
cty26085,"Lake County, MI",
cty26095,"Luce County, MI",
cty26097,"Mackinac County, MI",
cty26127,"Oceana County, MI",18952.063
cty26107,"Mecosta County, MI",18346.748
cty26119,"Montmorency County, MI",
cty26121,"Muskegon County, MI",17846.367
cty26131,"Ontonagon County, MI",
cty27019,"Carver County, MN",30549.357
cty27037,"Dakota County, MN",28755.396
cty26133,"Osceola County, MI",18210.105
cty26135,"Oscoda County, MI",
cty27045,"Fillmore County, MN",32549.262
cty27055,"Houston County, MN",31817.363
cty27043,"Faribault County, MN",30051.695
cty27049,"Goodhue County, MN",28218.199
cty27009,"Benton County, MN",27969.947
cty27041,"Douglas County, MN",27323.99
cty27053,"Hennepin County, MN",27136.436
cty27003,"Anoka County, MN",27081.451
cty27067,"Kandiyohi County, MN",26687.031
cty27047,"Freeborn County, MN",26156.813
cty27013,"Blue Earth County, MN",26111.055
cty27065,"Kanabec County, MN",25923.615
cty27005,"Becker County, MN",25569.398
cty26151,"Sanilac County, MI",24127.963
cty27001,"Aitkin County, MN",23499.551
cty26147,"St. Clair County, MI",21631.604
cty26139,"Ottawa County, MI",21472.748
cty26137,"Otsego County, MI",21431.664
cty26141,"Presque Isle County, MI",
cty27015,"Brown County, MN",28897.494
cty27017,"Carlton County, MN",25717.426
cty27025,"Chisago County, MN",25305.73
cty27027,"Clay County, MN",24515.988
cty27059,"Isanti County, MN",24485.043
cty27057,"Hubbard County, MN",23832.848
cty27061,"Itasca County, MN",23535.838
cty27021,"Cass County, MN",23195.713
cty27035,"Crow Wing County, MN",23143.457
cty26161,"Washtenaw County, MI",23115.594
cty27007,"Beltrami County, MN",22758.445
cty26163,"Wayne County, MI",21593.426
cty26145,"Saginaw County, MI",20728.217
cty26155,"Shiawassee County, MI",20448.447
cty26143,"Roscommon County, MI",20319.041
cty26159,"Van Buren County, MI",20021.795
cty26019,"Benzie County, MI",19466.76
cty26021,"Berrien County, MI",19274.16
cty26015,"Barry County, MI",19062.629
cty26025,"Calhoun County, MI",19025.424
cty26149,"St. Joseph County, MI",17257
cty26153,"Schoolcraft County, MI",
cty26157,"Tuscola County, MI",19957.941
cty26165,"Wexford County, MI",18938.486
cty22037,"East Feliciana Parish, LA",18517.76
cty22043,"Grant Parish, LA",17347.779
cty27011,"Big Stone County, MN",
cty27023,"Chippewa County, MN",
cty27029,"Clearwater County, MN",
cty27033,"Cottonwood County, MN",
cty27039,"Dodge County, MN",
cty27063,"Jackson County, MN",
cty27071,"Koochiching County, MN",
cty27073,"Lac qui Parle County, MN",
cty27075,"Lake County, MN",
cty27079,"Le Sueur County, MN",30846.605
cty27081,"Lincoln County, MN",
cty27127,"Redwood County, MN",32039.793
cty27139,"Scott County, MN",31361.854
cty27105,"Nobles County, MN",30599.361
cty27161,"Waseca County, MN",30064.143
cty27157,"Wabasha County, MN",29739.307
cty27145,"Stearns County, MN",28889.195
cty27131,"Rice County, MN",28623.098
cty27083,"Lyon County, MN",28527.063
cty27085,"McLeod County, MN",27661.512
cty27089,"Marshall County, MN",
cty27091,"Martin County, MN",28774.818
cty27169,"Winona County, MN",28449.564
cty27119,"Polk County, MN",28430.557
cty27147,"Steele County, MN",28368.096
cty27163,"Washington County, MN",28348.252
cty27103,"Nicollet County, MN",28208.506
cty27099,"Mower County, MN",27221.377
cty27097,"Morrison County, MN",27213.484
cty27153,"Todd County, MN",27079.564
cty27115,"Pine County, MN",27046.57
cty27109,"Olmsted County, MN",26796.965
cty27093,"Meeker County, MN",26333.168
cty27095,"Mille Lacs County, MN",23187.441
cty27101,"Murray County, MN",
cty27107,"Norman County, MN",
cty27111,"Otter Tail County, MN",25063.166
cty27113,"Pennington County, MN",
cty27117,"Pipestone County, MN",
cty27121,"Pope County, MN",
cty27123,"Ramsey County, MN",27104.961
cty27129,"Renville County, MN",
cty27133,"Rock County, MN",
cty27159,"Wadena County, MN",26174.875
cty27135,"Roseau County, MN",24807.254
cty27141,"Sherburne County, MN",24614.953
cty29033,"Carroll County, MO",24599.662
cty27137,"St. Louis County, MN",23892.613
cty27143,"Sibley County, MN",
cty27149,"Stevens County, MN",
cty27151,"Swift County, MN",
cty27165,"Watonwan County, MN",
cty27167,"Wilkin County, MN",
cty27171,"Wright County, MN",25928.813
cty27173,"Yellow Medicine County, MN",
cty29003,"Andrew County, MO",23629.01
cty28005,"Amite County, MS",23242.129
cty29007,"Audrain County, MO",23232.727
cty29047,"Clay County, MO",23118.512
cty29001,"Adair County, MO",22907.535
cty28137,"Tate County, MS",22571.506
cty29031,"Cape Girardeau County, MO",22232.654
cty29027,"Callaway County, MO",21978.4
cty29011,"Barton County, MO",21867.707
cty29019,"Boone County, MO",21831.377
cty28121,"Rankin County, MS",21759.609
cty28001,"Adams County, MS",21469.781
cty29037,"Cass County, MO",21396.016
cty28115,"Pontotoc County, MS",21249.082
cty29043,"Christian County, MO",21237.977
cty29049,"Clinton County, MO",20983.389
cty28129,"Smith County, MS",20939.15
cty28113,"Pike County, MS",20813.834
cty29021,"Buchanan County, MO",20605.23
cty28135,"Tallahatchie County, MS",20511.855
cty28007,"Attala County, MS",20395.055
cty29013,"Bates County, MO",20316.326
cty28149,"Warren County, MS",20292.287
cty28151,"Washington County, MS",20147.977
cty28153,"Wayne County, MS",20042.932
cty28139,"Tippah County, MS",19863.146
cty28147,"Walthall County, MS",19770.164
cty28123,"Scott County, MS",19505.959
cty29029,"Camden County, MO",19429.297
cty28119,"Quitman County, MS",19386.393
cty29015,"Benton County, MO",19178.096
cty28131,"Stone County, MS",19166.055
cty28161,"Yalobusha County, MS",19114.203
cty28163,"Yazoo County, MS",19088.008
cty28127,"Simpson County, MS",19028.471
cty28117,"Prentiss County, MS",18788.002
cty28125,"Sharkey County, MS",
cty29039,"Cedar County, MO",18968.988
cty28145,"Union County, MS",18905.615
cty28141,"Tishomingo County, MS",18641.852
cty28133,"Sunflower County, MS",18168.814
cty28143,"Tunica County, MS",
cty28155,"Webster County, MS",
cty28157,"Wilkinson County, MS",
cty28159,"Winston County, MS",18418.576
cty29005,"Atchison County, MO",
cty29009,"Barry County, MO",18441.895
cty29023,"Butler County, MO",18346.287
cty29017,"Bollinger County, MO",18253.705
cty29025,"Caldwell County, MO",
cty29035,"Carter County, MO",
cty29041,"Chariton County, MO",
cty29045,"Clark County, MO",
cty29147,"Nodaway County, MO",27296.297
cty29053,"Cooper County, MO",25532.607
cty29051,"Cole County, MO",24892.279
cty29139,"Montgomery County, MO",24782.92
cty29113,"Lincoln County, MO",24539.217
cty29135,"Moniteau County, MO",23095.18
cty29071,"Franklin County, MO",22022.359
cty29099,"Jefferson County, MO",21845.127
cty29067,"Douglas County, MO",21099.291
cty29055,"Crawford County, MO",20869.119
cty29057,"Dade County, MO",
cty29127,"Marion County, MO",21100.076
cty29131,"Miller County, MO",21077.705
cty29117,"Livingston County, MO",20761.408
cty29059,"Dallas County, MO",20002.6
cty29061,"Daviess County, MO",
cty29063,"DeKalb County, MO",
cty29107,"Lafayette County, MO",23420.984
cty29095,"Jackson County, MO",21877.035
cty29065,"Dent County, MO",21132.1
cty29101,"Johnson County, MO",20827.785
cty29083,"Henry County, MO",20817.131
cty29073,"Gasconade County, MO",20364.684
cty29079,"Grundy County, MO",20359.945
cty29069,"Dunklin County, MO",17280.986
cty29075,"Gentry County, MO",
cty29077,"Greene County, MO",19951.012
cty29081,"Harrison County, MO",
cty29085,"Hickory County, MO",
cty29087,"Holt County, MO",
cty29089,"Howard County, MO",
cty29115,"Linn County, MO",20569.785
cty29133,"Mississippi County, MO",18826.75
cty29141,"Morgan County, MO",18654.408
cty29091,"Howell County, MO",18474.334
cty29093,"Iron County, MO",
cty29121,"Macon County, MO",20008.656
cty29145,"Newton County, MO",19656.512
cty29149,"Oregon County, MO",19295.051
cty29109,"Lawrence County, MO",19226.539
cty29119,"McDonald County, MO",19144.365
cty29097,"Jasper County, MO",19096.313
cty29123,"Madison County, MO",18558.65
cty28003,"Alcorn County, MS",18424.191
cty28009,"Benton County, MS",
cty28011,"Bolivar County, MS",21403.111
cty28013,"Calhoun County, MS",
cty28015,"Carroll County, MS",
cty28089,"Madison County, MS",22703.713
cty28071,"Lafayette County, MS",22262.475
cty28101,"Newton County, MS",22244.061
cty28093,"Marshall County, MS",21780.984
cty28049,"Hinds County, MS",21445.09
cty28075,"Lauderdale County, MS",20656.998
cty28105,"Oktibbeha County, MS",20403.057
cty28061,"Jasper County, MS",20366.643
cty28047,"Harrison County, MS",20232.992
cty28017,"Chickasaw County, MS",19989.99
cty28019,"Choctaw County, MS",
cty28033,"DeSoto County, MS",21352.311
cty28029,"Copiah County, MS",20672.438
cty28023,"Clarke County, MS",20493.834
cty28103,"Noxubee County, MS",20178.896
cty28079,"Leake County, MS",20166.492
cty28107,"Panola County, MS",20000.715
cty28099,"Neshoba County, MS",19977.107
cty28051,"Holmes County, MS",19768.221
cty28043,"Grenada County, MS",19768.17
cty28059,"Jackson County, MS",19698.262
cty28065,"Jefferson Davis County, MS",19541.18
cty28083,"Leflore County, MS",19505.24
cty28027,"Coahoma County, MS",19328.615
cty28073,"Lamar County, MS",19248.061
cty28109,"Pearl River County, MS",19179.24
cty28031,"Covington County, MS",19135.879
cty28081,"Lee County, MS",19115.127
cty28067,"Jones County, MS",19019.627
cty28025,"Clay County, MS",18972.066
cty28035,"Forrest County, MS",18869.449
cty28085,"Lincoln County, MS",18442.857
cty28091,"Marion County, MS",18438.408
cty28057,"Itawamba County, MS",18423.316
cty28095,"Monroe County, MS",17970.174
cty28077,"Lawrence County, MS",17938.334
cty28097,"Montgomery County, MS",17846.637
cty28053,"Humphreys County, MS",17807.063
cty28021,"Claiborne County, MS",17228.557
cty28037,"Franklin County, MS",
cty28087,"Lowndes County, MS",17929.201
cty29105,"Laclede County, MO",17579.957
cty28045,"Hancock County, MS",17209.453
cty28039,"George County, MS",13764.872
cty28041,"Greene County, MS",
cty28063,"Jefferson County, MS",
cty28069,"Kemper County, MS",
cty28111,"Perry County, MS",14701.693
cty29111,"Lewis County, MO",
cty29125,"Maries County, MO",
cty29137,"Monroe County, MO",
cty29155,"Pemiscot County, MO",17421.086
cty29143,"New Madrid County, MO",15385.538
cty29151,"Osage County, MO",
cty29153,"Ozark County, MO",
cty29189,"St. Louis County, MO",24657.217
cty29165,"Platte County, MO",24522.51
cty29183,"St. Charles County, MO",24512.242
cty29157,"Perry County, MO",22726.086
cty30017,"Custer County, MT",22597.219
cty30013,"Cascade County, MT",22363.482
cty29195,"Saline County, MO",21986.969
cty29161,"Phelps County, MO",21191.605
cty29163,"Pike County, MO",21048.346
cty29186,"Ste. Genevieve County, MO",20984.186
cty29175,"Randolph County, MO",20710.4
