cty,Name,Individual_income_For_Children_Born_in_1978_rP_gM_p100
cty29169,"Pulaski County, MO",38742.449
cty30049,"Lewis and Clark County, MT",38582.57
cty30013,"Cascade County, MT",38273.148
cty29161,"Phelps County, MO",36724.656
cty29171,"Putnam County, MO",
cty29173,"Ralls County, MO",
cty29189,"St. Louis County, MO",40253.238
cty29175,"Randolph County, MO",36469.695
cty29179,"Reynolds County, MO",
cty29181,"Ripley County, MO",
cty29185,"St. Clair County, MO",
cty29199,"Scotland County, MO",
cty29203,"Shannon County, MO",
cty29205,"Shelby County, MO",
cty29211,"Sullivan County, MO",
cty29215,"Texas County, MO",38697.543
cty29213,"Taney County, MO",36013.133
cty29223,"Wayne County, MO",
cty29229,"Wright County, MO",
cty29510,"St. Louis city, MO",37599.855
cty30001,"Beaverhead County, MT",
cty30003,"Big Horn County, MT",
cty30023,"Deer Lodge County, MT",
cty30029,"Flathead County, MT",37369.102
cty30063,"Missoula County, MT",37196.148
cty30031,"Gallatin County, MT",35510.313
cty30035,"Glacier County, MT",
cty30053,"Lincoln County, MT",37312.449
cty30065,"Musselshell County, MT",
cty30067,"Park County, MT",40254.59
cty30077,"Powell County, MT",
cty30083,"Richland County, MT",51771.609
cty30093,"Silver Bow County, MT",43561.875
cty31013,"Box Butte County, NE",43137.504
cty31019,"Buffalo County, NE",42607.754
cty31001,"Adams County, NE",41064.152
cty31025,"Cass County, NE",40636.285
cty30111,"Yellowstone County, MT",40427.754
cty30081,"Ravalli County, MT",36783.242
cty30085,"Roosevelt County, MT",
cty30087,"Rosebud County, MT",
cty30089,"Sanders County, MT",
cty30101,"Toole County, MT",
cty30105,"Valley County, MT",
cty31003,"Antelope County, NE",
cty31011,"Boone County, NE",
cty31021,"Burt County, NE",
cty31023,"Butler County, NE",
cty31027,"Cedar County, NE",
cty31031,"Cherry County, NE",
cty31039,"Cuming County, NE",46452.113
cty31137,"Phelps County, NE",45849.023
cty31033,"Cheyenne County, NE",45834.184
cty31035,"Clay County, NE",
cty31067,"Gage County, NE",45860.625
cty31141,"Platte County, NE",45404.488
cty31081,"Hamilton County, NE",44923.34
cty31053,"Dodge County, NE",42510.02
cty31079,"Hall County, NE",40641.023
cty31109,"Lancaster County, NE",39826.199
cty31111,"Lincoln County, NE",39179.227
cty31037,"Colfax County, NE",35040.926
cty31041,"Custer County, NE",
cty31043,"Dakota County, NE",38843.547
cty31045,"Dawes County, NE",
cty31047,"Dawson County, NE",43074.727
cty31055,"Douglas County, NE",40456.633
cty31089,"Holt County, NE",
cty31093,"Howard County, NE",
cty31095,"Jefferson County, NE",
cty31099,"Kearney County, NE",
cty31101,"Keith County, NE",
cty31107,"Knox County, NE",
cty31119,"Madison County, NE",41927.543
cty31121,"Merrick County, NE",
cty31127,"Nemaha County, NE",
cty31131,"Otoe County, NE",41440.578
cty31139,"Pierce County, NE",
cty31145,"Red Willow County, NE",37935.559
cty31147,"Richardson County, NE",
cty32005,"Douglas County, NV",45326.875
cty31155,"Saunders County, NE",45156.227
cty34003,"Bergen County, NJ",44941.277
cty34027,"Morris County, NJ",44810.719
cty33007,"Coos County, NH",44526.07
cty34023,"Middlesex County, NJ",44145.484
cty34025,"Monmouth County, NJ",43976.637
cty34035,"Somerset County, NJ",43974.547
cty34031,"Passaic County, NJ",43607.785
cty34019,"Hunterdon County, NJ",43367.207
cty32007,"Elko County, NV",43115.551
cty34033,"Salem County, NJ",43105.184
cty34017,"Hudson County, NJ",43078.406
cty34015,"Gloucester County, NJ",42944.137
cty34007,"Camden County, NJ",42786.844
cty34029,"Ocean County, NJ",42383.688
cty34021,"Mercer County, NJ",42272.77
cty31151,"Saline County, NE",42178.445
cty32013,"Humboldt County, NV",42127.578
cty34009,"Cape May County, NJ",42113.98
cty33001,"Belknap County, NH",41921.313
cty34011,"Cumberland County, NJ",41918.023
cty33017,"Strafford County, NH",41894.422
cty34005,"Burlington County, NJ",41882.875
cty31185,"York County, NE",41768.063
cty34013,"Essex County, NJ",41648.32
cty33011,"Hillsborough County, NH",41490.172
cty31159,"Seward County, NE",41374.531
cty33013,"Merrimack County, NH",41081.836
cty34001,"Atlantic County, NJ",41021.84
cty33015,"Rockingham County, NH",40966.965
cty33003,"Carroll County, NH",40468.461
cty33005,"Cheshire County, NH",40459.625
cty32019,"Lyon County, NV",40447.109
cty31177,"Washington County, NE",40185.973
cty31153,"Sarpy County, NE",39725.359
cty31157,"Scotts Bluff County, NE",39334.164
cty31161,"Sheridan County, NE",
cty31167,"Stanton County, NE",
cty31169,"Thayer County, NE",
cty31173,"Thurston County, NE",
cty31179,"Wayne County, NE",
cty33009,"Grafton County, NH",39440.566
cty33019,"Sullivan County, NH",38687.34
cty32510,"Carson City, NV",38542.801
cty32031,"Washoe County, NV",38460.824
cty32003,"Clark County, NV",38297.344
cty32023,"Nye County, NV",37831.523
cty32001,"Churchill County, NV",34029.016
cty32033,"White Pine County, NV",
cty34037,"Sussex County, NJ",44811.91
cty36035,"Fulton County, NY",43709.367
cty34039,"Union County, NJ",43614.043
cty36003,"Allegany County, NY",43507.086
cty34041,"Warren County, NJ",43095.605
cty36011,"Cayuga County, NY",42456.816
cty36027,"Dutchess County, NY",42098.266
cty36015,"Chemung County, NY",42010.918
cty35025,"Lea County, NM",41355.039
cty36019,"Clinton County, NY",40990.945
cty35045,"San Juan County, NM",40702.191
cty35005,"Chaves County, NM",40549.09
cty36023,"Cortland County, NY",40253.41
cty35017,"Grant County, NM",40177.426
cty36039,"Greene County, NY",39998.59
cty36007,"Broome County, NY",39821.031
cty35015,"Eddy County, NM",39350.863
cty35009,"Curry County, NM",39124.711
cty35006,"Cibola County, NM",38963.164
cty35041,"Roosevelt County, NM",38689.203
cty36031,"Essex County, NY",38401.484
cty35061,"Valencia County, NM",38024.973
cty35047,"San Miguel County, NM",37887.152
cty35028,"Los Alamos County, NM",37621.918
cty35001,"Bernalillo County, NM",36641.07
cty35007,"Colfax County, NM",
cty35013,"Do±íáüna County, NM",36048.066
cty35023,"Hidalgo County, NM",
cty35027,"Lincoln County, NM",
cty35029,"Luna County, NM",
cty36021,"Columbia County, NY",45391.02
cty36033,"Franklin County, NY",44179.117
cty36009,"Cattaraugus County, NY",44145.27
cty36025,"Delaware County, NY",43325.711
cty36001,"Albany County, NY",42792.379
cty36029,"Erie County, NY",41276.621
cty36037,"Genesee County, NY",40748.566
cty36013,"Chautauqua County, NY",40616.582
cty36017,"Chenango County, NY",39961.289
cty35035,"Otero County, NM",38718.902
cty36005,"Bronx County, NY",36436.719
cty35043,"Sandoval County, NM",35616.23
cty35039,"Rio Arriba County, NM",35416.758
cty35031,"McKinley County, NM",33644.156
cty35037,"Quay County, NM",
cty35049,"Santa Fe County, NM",35067.984
cty35051,"Sierra County, NM",
cty35053,"Socorro County, NM",
cty35055,"Taos County, NM",
cty35057,"Torrance County, NM",
cty35059,"Union County, NM",
cty36085,"Richmond County, NY",44915.344
cty36059,"Nassau County, NY",44628.629
cty37061,"Duplin County, NC",44590.555
cty36057,"Montgomery County, NY",44441.066
cty36079,"Putnam County, NY",44167.969
cty36121,"Wyoming County, NY",44156.785
cty36087,"Rockland County, NY",43766.176
cty36093,"Schenectady County, NY",43211.813
cty36115,"Washington County, NY",43202.961
cty36119,"Westchester County, NY",43201.477
cty36091,"Saratoga County, NY",43076.297
cty36103,"Suffolk County, NY",42967.98
cty36043,"Herkimer County, NY",42885.898
cty36071,"Orange County, NY",42796.73
cty45089,"Williamsburg County, SC",42356.672
cty45001,"Abbeville County, SC",42302.777
cty44007,"Providence County, RI",42258.395
cty36123,"Yates County, NY",42108.941
cty36083,"Rensselaer County, NY",41866.016
cty36051,"Livingston County, NY",41862.238
cty44005,"Newport County, RI",41768.559
cty45075,"Orangeburg County, SC",41734.469
cty45057,"Lancaster County, SC",41574.371
cty37087,"Haywood County, NC",41500.383
cty36097,"Schuyler County, NY",41466.961
cty36067,"Onondaga County, NY",41415.766
cty45029,"Colleton County, SC",41407.699
cty36045,"Jefferson County, NY",41384.207
cty36065,"Oneida County, NY",41318.824
cty36113,"Warren County, NY",41168.66
cty36089,"St. Lawrence County, NY",41156.887
cty45033,"Dillon County, SC",41136.461
cty46005,"Beadle County, SD",41074.605
cty36105,"Sullivan County, NY",41033.27
cty37085,"Harnett County, NC",40945.91
cty37053,"Currituck County, NC",40743.996
cty44009,"Washington County, RI",40670.746
cty36107,"Tioga County, NY",40526.254
cty36075,"Oswego County, NY",40497.121
cty37111,"McDowell County, NC",40486.5
cty37117,"Martin County, NC",40445.25
cty36049,"Lewis County, NY",40227.766
cty36069,"Ontario County, NY",40185.844
cty45027,"Clarendon County, SC",40184.766
cty45085,"Sumter County, SC",40183.477
cty36055,"Monroe County, NY",40161.961
cty36101,"Steuben County, NY",40130.16
cty37109,"Lincoln County, NC",40050.359
cty37059,"Davie County, NC",40039.809
cty36117,"Wayne County, NY",39958.641
cty45037,"Edgefield County, SC",39908.855
cty36063,"Niagara County, NY",39839.844
cty37097,"Iredell County, NC",39825.195
cty36073,"Orleans County, NY",39715.832
cty45073,"Oconee County, SC",39712.172
cty45035,"Dorchester County, SC",39674.227
cty36111,"Ulster County, NY",39648.766
cty36099,"Seneca County, NY",39598.383
cty37049,"Craven County, NC",39539.398
cty37113,"Macon County, NC",39517.367
cty37035,"Catawba County, NC",39496.961
cty36053,"Madison County, NY",39422.82
cty45031,"Darlington County, SC",39411.48
cty45091,"York County, SC",39327.379
cty45063,"Lexington County, SC",39291.922
cty45043,"Georgetown County, SC",39282.461
cty45087,"Union County, SC",39104.031
cty37045,"Cleveland County, NC",39003.242
cty37101,"Johnston County, NC",38898.309
cty36081,"Queens County, NY",38750.906
cty37057,"Davidson County, NC",38684.543
cty37105,"Lee County, NC",38471.41
cty36109,"Tompkins County, NY",38458.641
cty37033,"Caswell County, NC",38428.484
cty45077,"Pickens County, SC",38385.617
cty37003,"Alexander County, NC",38369.91
cty37091,"Hertford County, NC",38330.98
cty37083,"Halifax County, NC",38224.324
cty45015,"Berkeley County, SC",38206.824
cty45059,"Laurens County, SC",38082.699
cty37107,"Lenoir County, NC",38081.832
cty45083,"Spartanburg County, SC",38027.34
cty36095,"Schoharie County, NY",37965.281
cty45021,"Cherokee County, SC",37925.906
cty45051,"Horry County, SC",37864.203
cty37125,"Moore County, NC",37841.469
cty37027,"Caldwell County, NC",37831.801
cty37013,"Beaufort County, NC",37732.238
cty37081,"Guilford County, NC",37713.938
cty37071,"Gaston County, NC",37622.184
cty37119,"Mecklenburg County, NC",37619.078
cty45067,"Marion County, SC",37559.766
cty37001,"Alamance County, NC",37429.152
cty37077,"Granville County, NC",37415.293
cty45079,"Richland County, SC",37378.434
cty45013,"Beaufort County, SC",37349.578
cty37037,"Chatham County, NC",37328.98
cty37025,"Cabarrus County, NC",37279.082
cty45071,"Newberry County, SC",37226.633
cty45025,"Chesterfield County, SC",37055.09
cty37017,"Bladen County, NC",36985.422
cty37031,"Carteret County, NC",36969.703
cty45019,"Charleston County, SC",36897.813
cty45011,"Barnwell County, SC",36861.785
cty36061,"New York County, NY",36707.594
cty45003,"Aiken County, SC",36639.375
cty36047,"Kings County, NY",36621.645
cty36077,"Otsego County, NY",36472.441
cty37005,"Alleghany County, NC",
cty37007,"Anson County, NC",36237.313
cty37009,"Ashe County, NC",
cty37011,"Avery County, NC",
cty37015,"Bertie County, NC",
cty37023,"Burke County, NC",36227.02
cty37021,"Buncombe County, NC",36115.648
cty37029,"Camden County, NC",
cty37039,"Cherokee County, NC",
cty37041,"Chowan County, NC",
cty37043,"Clay County, NC",
cty37067,"Forsyth County, NC",36752.926
cty37047,"Columbus County, NC",36560.938
cty37051,"Cumberland County, NC",36549.09
cty37063,"Durham County, NC",36447.66
cty37093,"Hoke County, NC",36350.234
cty37129,"New Hanover County, NC",36198.063
cty37065,"Edgecombe County, NC",35703.734
cty37069,"Franklin County, NC",35510.344
cty37089,"Henderson County, NC",35266.074
cty37055,"Dare County, NC",34802.371
cty37079,"Greene County, NC",
cty37099,"Jackson County, NC",31020.607
cty37103,"Jones County, NC",
cty37115,"Madison County, NC",
cty37121,"Mitchell County, NC",
cty37127,"Nash County, NC",36334.262
cty37019,"Brunswick County, NC",35136.773
cty37123,"Montgomery County, NC",30487.268
cty37131,"Northampton County, NC",
cty38089,"Stark County, ND",45298.473
cty38059,"Morton County, ND",44495.145
cty38077,"Richland County, ND",43890.063
cty38003,"Barnes County, ND",42485.402
cty37181,"Vance County, NC",42019.648
cty38015,"Burleigh County, ND",40762.938
cty37179,"Union County, NC",39886.535
cty37133,"Onslow County, NC",36667.82
cty37135,"Orange County, NC",34493.199
cty37137,"Pamlico County, NC",
cty37139,"Pasquotank County, NC",40418.203
cty37141,"Pender County, NC",36832.313
cty37143,"Perquimans County, NC",
cty38097,"Traill County, ND",44347.656
cty37167,"Stanly County, NC",43694.695
cty38017,"Cass County, ND",40413.613
cty37159,"Rowan County, NC",40169.418
cty38035,"Grand Forks County, ND",40126.383
cty37145,"Person County, NC",39750.527
cty37161,"Rutherford County, NC",39702.762
cty37147,"Pitt County, NC",38100.461
cty37149,"Polk County, NC",
cty38099,"Walsh County, ND",44136.992
cty38105,"Williams County, ND",42975.445
cty38071,"Ramsey County, ND",42950.449
cty39001,"Adams County, OH",41781.852
cty38093,"Stutsman County, ND",41221.984
cty38101,"Ward County, ND",41221.441
cty37151,"Randolph County, NC",39467.48
cty37183,"Wake County, NC",38773.281
cty37153,"Richmond County, NC",38432.695
cty37191,"Wayne County, NC",38413.047
cty37195,"Wilson County, NC",38342.09
cty37163,"Sampson County, NC",38340.938
cty37165,"Scotland County, NC",38071.809
cty37175,"Transylvania County, NC",37959.25
cty37169,"Stokes County, NC",37866.66
cty37197,"Yadkin County, NC",37602.008
cty37171,"Surry County, NC",37107.168
cty37157,"Rockingham County, NC",36878.754
cty37155,"Robeson County, NC",36033.02
cty37173,"Swain County, NC",
cty37185,"Warren County, NC",
cty37187,"Washington County, NC",
cty37193,"Wilkes County, NC",36915.715
cty37189,"Watauga County, NC",35773.289
cty37199,"Yancey County, NC",
cty38009,"Bottineau County, ND",
cty38079,"Rolette County, ND",
cty39037,"Darke County, OH",44291.109
cty39011,"Auglaize County, OH",44189.336
cty39059,"Guernsey County, OH",42974.652
cty39029,"Columbiana County, OH",42809.059
cty39043,"Erie County, OH",42548.242
cty39033,"Crawford County, OH",42513.801
cty39085,"Lake County, OH",42496.168
cty39031,"Coshocton County, OH",42126.59
cty39045,"Fairfield County, OH",42007.813
cty39091,"Logan County, OH",41928.105
cty39077,"Huron County, OH",41790.715
cty39055,"Geauga County, OH",41764.324
cty39017,"Butler County, OH",41738.582
cty39101,"Marion County, OH",41733.031
cty39013,"Belmont County, OH",41624.871
cty39083,"Knox County, OH",41434.16
cty39061,"Hamilton County, OH",41376.172
cty39021,"Champaign County, OH",41235.25
cty39065,"Hardin County, OH",40982.816
cty39103,"Medina County, OH",40695.32
cty39075,"Holmes County, OH",40640.305
cty39025,"Clermont County, OH",40447.555
cty39053,"Gallia County, OH",40441.074
cty39035,"Cuyahoga County, OH",40392.855
cty39003,"Allen County, OH",40332.281
cty39041,"Delaware County, OH",40301.234
cty39099,"Mahoning County, OH",40284.23
cty39073,"Hocking County, OH",40151.473
cty39019,"Carroll County, OH",40055.348
cty39007,"Ashtabula County, OH",39914.047
cty39005,"Ashland County, OH",39809.242
cty39015,"Brown County, OH",39666.715
cty39051,"Fulton County, OH",39550.324
cty39093,"Lorain County, OH",39359.504
cty39081,"Jefferson County, OH",39346.18
cty39063,"Hancock County, OH",39145.082
cty39049,"Franklin County, OH",39066.859
cty39047,"Fayette County, OH",39049.91
cty39023,"Clark County, OH",39036.156
cty39069,"Henry County, OH",38962.133
cty39057,"Greene County, OH",38755.805
cty39039,"Defiance County, OH",38458.172
cty39027,"Clinton County, OH",38342.859
cty39089,"Licking County, OH",38207.066
cty39095,"Lucas County, OH",37861.598
cty39079,"Jackson County, OH",37313.363
cty39071,"Highland County, OH",36825.625
cty39097,"Madison County, OH",36701.48
cty39087,"Lawrence County, OH",36179.66
cty39009,"Athens County, OH",35502.375
cty39067,"Harrison County, OH",
cty39137,"Putnam County, OH",47434.129
cty40015,"Caddo County, OK",47326.246
cty39107,"Mercer County, OH",47267.504
cty40009,"Beckham County, OK",45706.328
cty39149,"Shelby County, OH",45143.699
cty39157,"Tuscarawas County, OH",44639.984
cty39171,"Williams County, OH",44293.348
cty39125,"Paulding County, OH",43429.875
cty39143,"Sandusky County, OH",43336.258
cty39175,"Wyandot County, OH",42963.16
cty39147,"Seneca County, OH",42868.008
cty39161,"Van Wert County, OH",42460.133
cty39129,"Pickaway County, OH",42383.66
cty39131,"Pike County, OH",42350.328
cty39109,"Miami County, OH",41988.363
cty39119,"Muskingum County, OH",41815.305
cty39117,"Morrow County, OH",41586.211
cty39165,"Warren County, OH",41565.445
cty39123,"Ottawa County, OH",41315.938
cty39141,"Ross County, OH",41090.492
cty39169,"Wayne County, OH",40964.84
cty40019,"Carter County, OK",39601.453
cty39113,"Montgomery County, OH",39111.363
cty40027,"Cleveland County, OK",38372.316
cty40031,"Comanche County, OK",38108.848
cty39105,"Meigs County, OH",37422.18
cty39111,"Monroe County, OH",
cty39115,"Morgan County, OH",
cty39121,"Noble County, OH",
cty39151,"Stark County, OH",41278.176
cty39159,"Union County, OH",40788.855
cty39173,"Wood County, OH",40481.168
cty39135,"Preble County, OH",40392.801
cty39127,"Perry County, OH",40162.617
cty39153,"Summit County, OH",39871.008
cty39139,"Richland County, OH",39830.477
cty39155,"Trumbull County, OH",39751.008
cty40017,"Canadian County, OK",39073.234
cty39133,"Portage County, OH",39064.328
cty39145,"Scioto County, OH",38392.516
cty39163,"Vinton County, OH",
cty39167,"Washington County, OH",37254.449
cty40001,"Adair County, OK",
cty40005,"Atoka County, OK",
cty40011,"Blaine County, OK",
cty40013,"Bryan County, OK",36129.422
cty40021,"Cherokee County, OK",36082.242
cty40023,"Choctaw County, OK",
cty40029,"Coal County, OK",
cty40033,"Cotton County, OK",
cty40035,"Craig County, OK",
cty40041,"Delaware County, OK",47122.48
cty40087,"McClain County, OK",44785.508
cty40051,"Grady County, OK",44642.949
cty40047,"Garfield County, OK",41665.258
cty40101,"Muskogee County, OK",41413.219
cty40049,"Garvin County, OK",40791.082
cty40097,"Mayes County, OK",40312.125
cty40037,"Creek County, OK",39068.563
cty40039,"Custer County, OK",38837.016
cty40055,"Greer County, OK",
cty40061,"Haskell County, OK",
cty40063,"Hughes County, OK",
cty40073,"Kingfisher County, OK",43769.109
cty40071,"Kay County, OK",40771.148
cty40065,"Jackson County, OK",35387.906
cty40067,"Jefferson County, OK",
cty40069,"Johnston County, OK",
cty40075,"Kiowa County, OK",
cty40077,"Latimer County, OK",
cty40081,"Lincoln County, OK",46471.875
cty40079,"Le Flore County, OK",42474.414
cty40133,"Seminole County, OK",41236.215
cty40145,"Wagoner County, OK",40405.395
cty40139,"Texas County, OK",39856.023
cty40137,"Stephens County, OK",39199.656
cty40109,"Oklahoma County, OK",38859.73
cty40083,"Logan County, OK",38083.598
cty40085,"Love County, OK",
cty40089,"McCurtain County, OK",37715.555
cty40091,"McIntosh County, OK",
cty40093,"Major County, OK",
cty40095,"Marshall County, OK",
cty40099,"Murray County, OK",
cty40103,"Noble County, OK",
cty40105,"Nowata County, OK",
cty40107,"Okfuskee County, OK",
cty40135,"Sequoyah County, OK",40736.887
cty40121,"Pittsburg County, OK",40608.512
cty40125,"Pottawatomie County, OK",39930.324
cty40115,"Ottawa County, OK",39639.387
cty40131,"Rogers County, OK",39191.121
cty40119,"Payne County, OK",39003.66
cty40147,"Washington County, OK",38986.617
cty40117,"Pawnee County, OK",38881.094
cty40143,"Tulsa County, OK",38357.387
cty40113,"Osage County, OK",38349.203
cty40111,"Okmulgee County, OK",36470.539
cty40123,"Pontotoc County, OK",36007.848
cty40127,"Pushmataha County, OK",
cty40141,"Tillman County, OK",
cty40149,"Washita County, OK",
cty40151,"Woods County, OK",
cty42025,"Carbon County, PA",46539.656
cty42001,"Adams County, PA",45542.93
cty42021,"Cambria County, PA",44395.719
cty42011,"Berks County, PA",44313.961
cty40153,"Woodward County, OK",43720.492
cty42013,"Blair County, PA",42928.266
cty42029,"Chester County, PA",42835.172
cty42007,"Beaver County, PA",42736.813
cty42017,"Bucks County, PA",42629.875
cty42005,"Armstrong County, PA",42601.473
cty42031,"Clarion County, PA",42372.328
cty42009,"Bedford County, PA",42288.266
cty42003,"Allegheny County, PA",41594.191
cty42019,"Butler County, PA",41142.02
cty41031,"Jefferson County, OR",41016.02
cty41009,"Columbia County, OR",40684.992
cty41043,"Linn County, OR",40643.23
cty41057,"Tillamook County, OR",40627.844
cty41035,"Klamath County, OR",40001.523
cty41015,"Curry County, OR",39773.051
cty41071,"Yamhill County, OR",39548.855
cty41059,"Umatilla County, OR",38685.941
cty42027,"Centre County, PA",38594.5
cty41007,"Clatsop County, OR",38517.094
cty41001,"Baker County, OR",38440.109
cty41019,"Douglas County, OR",38324.68
cty42015,"Bradford County, PA",38310.715
cty41005,"Clackamas County, OR",38048.512
cty41017,"Deschutes County, OR",37557.352
cty41013,"Crook County, OR",37442.805
cty41061,"Union County, OR",37376.863
cty41047,"Marion County, OR",37303.188
cty41045,"Malheur County, OR",37050.133
cty41011,"Coos County, OR",36800.918
cty41003,"Benton County, OR",36599.547
cty41023,"Grant County, OR",
cty41025,"Harney County, OR",
cty41067,"Washington County, OR",37122.469
cty41053,"Polk County, OR",36808.93
cty41051,"Multnomah County, OR",36543.016
cty41039,"Lane County, OR",36307.543
cty41029,"Jackson County, OR",36152.996
cty41033,"Josephine County, OR",35807.391
cty41027,"Hood River County, OR",35381.574
cty41037,"Lake County, OR",
cty41041,"Lincoln County, OR",34750.422
cty41049,"Morrow County, OR",
cty41063,"Wallowa County, OR",
cty41065,"Wasco County, OR",35300.16
cty42023,"Cameron County, PA",
cty42107,"Schuylkill County, PA",45926.961
cty42131,"Wyoming County, PA",45731.816
cty42067,"Juniata County, PA",45557.707
cty42127,"Wayne County, PA",45417.723
cty42075,"Lebanon County, PA",44963.301
cty42047,"Elk County, PA",44869.555
cty42097,"Northumberland County, PA",44447.324
cty42095,"Northampton County, PA",44419.734
cty42133,"York County, PA",44263.781
cty42083,"McKean County, PA",44160.801
cty42099,"Perry County, PA",44137.133
cty42055,"Franklin County, PA",43929.535
cty42111,"Somerset County, PA",43628.094
cty42119,"Union County, PA",43560.43
cty42109,"Snyder County, PA",43507.961
cty42065,"Jefferson County, PA",43376.098
cty42069,"Lackawanna County, PA",43143.422
cty42071,"Lancaster County, PA",43035.785
cty42125,"Washington County, PA",42964.602
cty42077,"Lehigh County, PA",42960.852
cty42129,"Westmoreland County, PA",42801.078
cty42091,"Montgomery County, PA",42747.578
cty44003,"Kent County, RI",42603.688
cty42101,"Philadelphia County, PA",42450.293
cty42045,"Delaware County, PA",42404.535
cty42041,"Cumberland County, PA",42373.266
cty42051,"Fayette County, PA",42200.719
cty42043,"Dauphin County, PA",42184.18
cty42059,"Greene County, PA",42120.121
cty42081,"Lycoming County, PA",42109.152
cty42079,"Luzerne County, PA",41991.75
cty42061,"Huntingdon County, PA",41924.352
cty42063,"Indiana County, PA",41894.262
cty42093,"Montour County, PA",41727.203
cty42089,"Monroe County, PA",41529.773
cty42035,"Clinton County, PA",41405.203
cty42073,"Lawrence County, PA",41266.395
cty42087,"Mifflin County, PA",40986.164
cty42049,"Erie County, PA",40836.391
cty42033,"Clearfield County, PA",40809.938
cty42085,"Mercer County, PA",40799.941
cty44001,"Bristol County, RI",40745.855
cty42115,"Susquehanna County, PA",40311.813
cty42039,"Crawford County, PA",39695.559
cty42121,"Venango County, PA",39655.379
cty42123,"Warren County, PA",39454.246
cty42037,"Columbia County, PA",39001.684
cty42057,"Fulton County, PA",
cty42105,"Potter County, PA",38788.637
cty42103,"Pike County, PA",38747.691
cty42117,"Tioga County, PA",37403.52
cty45005,"Allendale County, SC",
cty45007,"Anderson County, SC",38179.219
cty45009,"Bamberg County, SC",
cty45017,"Calhoun County, SC",
cty45041,"Florence County, SC",37630.152
cty45045,"Greenville County, SC",37411.742
cty45039,"Fairfield County, SC",37246.164
cty45055,"Kershaw County, SC",36594.625
cty45047,"Greenwood County, SC",36045.488
cty45023,"Chester County, SC",35704.496
cty45049,"Hampton County, SC",
cty45053,"Jasper County, SC",
cty45061,"Lee County, SC",
cty45065,"McCormick County, SC",
cty45069,"Marlboro County, SC",
cty45081,"Saluda County, SC",36593.328
cty46009,"Bon Homme County, SD",
cty46011,"Brookings County, SD",39945.41
cty46013,"Brown County, SD",38993.855
cty46019,"Butte County, SD",
cty46023,"Charles Mix County, SD",
cty47015,"Cannon County, TN",47684.582
cty47017,"Carroll County, TN",46147.602
cty47023,"Chester County, TN",45374.723
cty46079,"Lake County, SD",43705.848
cty46029,"Codington County, SD",43633.082
cty46035,"Davison County, SD",43017.875
cty46093,"Meade County, SD",40125.008
cty46081,"Lawrence County, SD",39854.961
cty46103,"Pennington County, SD",39641.145
cty46027,"Clay County, SD",38755.539
cty46033,"Custer County, SD",
cty46037,"Day County, SD",
cty46047,"Fall River County, SD",
cty46051,"Grant County, SD",
cty46065,"Hughes County, SD",42229.809
cty46067,"Hutchinson County, SD",
cty46099,"Minnehaha County, SD",39511.789
cty46083,"Lincoln County, SD",38717.164
cty46101,"Moody County, SD",
cty46109,"Roberts County, SD",
cty46113,,
cty46115,"Spink County, SD",
cty46121,"Todd County, SD",
cty46123,"Tripp County, SD",
cty46125,"Turner County, SD",
cty46127,"Union County, SD",47440
cty46129,"Walworth County, SD",
cty47031,"Coffee County, TN",41883.02
cty47035,"Cumberland County, TN",38816.859
cty47009,"Blount County, TN",38021.141
cty46135,"Yankton County, SD",37769.469
cty47003,"Bedford County, TN",37283.594
cty47001,"Anderson County, TN",34958.859
cty47005,"Benton County, TN",
cty47007,"Bledsoe County, TN",
cty47043,"Dickson County, TN",39309.57
cty47019,"Carter County, TN",36860.797
cty47021,"Cheatham County, TN",36068.73
cty47037,"Davidson County, TN",35938.605
cty47011,"Bradley County, TN",35825.988
cty47025,"Claiborne County, TN",35695.965
cty47013,"Campbell County, TN",34213.469
cty47027,"Clay County, TN",
cty47041,"DeKalb County, TN",34685.242
cty47029,"Cocke County, TN",34012.629
cty47033,"Crockett County, TN",
cty47039,"Decatur County, TN",
cty47045,"Dyer County, TN",36992.105
cty47047,"Fayette County, TN",34664.098
cty47049,"Fentress County, TN",
cty47085,"Humphreys County, TN",41493.949
cty47097,"Lauderdale County, TN",41389.059
cty47111,"Macon County, TN",41104.281
cty47089,"Jefferson County, TN",40808.461
cty47143,"Rhea County, TN",40524.141
cty47133,"Overton County, TN",39422.441
cty47115,"Marion County, TN",39174.563
cty47113,"Madison County, TN",38593.605
cty47055,"Giles County, TN",38478.543
cty47117,"Marshall County, TN",38121.422
cty47103,"Lincoln County, TN",37838.719
cty47071,"Hardin County, TN",37802.82
cty47081,"Hickman County, TN",37662.469
cty47147,"Robertson County, TN",37632.137
cty47099,"Lawrence County, TN",37594.281
cty47077,"Henderson County, TN",37209.461
cty47123,"Monroe County, TN",37135.449
cty47119,"Maury County, TN",36981.703
cty47125,"Montgomery County, TN",36917.629
cty47079,"Henry County, TN",36580.992
cty47107,"McMinn County, TN",36391.801
cty47059,"Greene County, TN",36369.262
cty47051,"Franklin County, TN",36281.672
cty47075,"Haywood County, TN",36280.398
cty47053,"Gibson County, TN",35942.84
cty47057,"Grainger County, TN",
cty47061,"Grundy County, TN",
cty47063,"Hamblen County, TN",36304.988
cty47065,"Hamilton County, TN",35656.941
cty47067,"Hancock County, TN",
cty47131,"Obion County, TN",35810.875
